year,ses_DET ondes_NOUN,ses_DET mondes_NOUN
1859,5.336597435068313e-07,3.717286678472931e-08
1860,4.2613581480166474e-07,1.8308736027261574e-08
1861,5.18755989498132e-07,2.7352589526685733e-08
1862,4.16106545220174e-07,1.6264750907213354e-08
1863,4.769862860243279e-07,4.3453201314935797e-08
1864,3.5385092900241943e-07,3.068625875624065e-08
1865,3.38422095902402e-07,4.942186593304143e-08
1866,3.2015734241497285e-07,2.092213557958189e-08
1867,2.8583058409026307e-07,2.426405742994575e-08
1868,2.9293454417711473e-07,1.92655089659155e-08
1869,3.49659969423044e-07,2.7347706321734222e-08
1870,3.5780463392143247e-07,4.0711745086241535e-08
1871,2.803990923894162e-07,2.1242354542039266e-08
1872,3.0297169484327924e-07,2.116568742493996e-08
1873,2.2267937199726973e-07,1.9155213415444905e-08
1874,2.778193111119265e-07,2.1508593128771736e-08
1875,2.7692191889583384e-07,2.2886107897690522e-08
1876,2.605832383206774e-07,9.06902219988126e-09
1877,2.585252991682552e-07,3.030559803107735e-08
1878,2.8685670372397e-07,7.488470110672552e-08
1879,2.48649537071266e-07,4.7041803785674574e-08
1880,2.8751951308692014e-07,2.631317030932223e-08
1881,2.830838061740337e-07,1.185326303776435e-08
1882,2.9350248254012e-07,3.0614771162618126e-08
1883,2.3065587689830025e-07,2.0221884611260066e-08
1884,2.58786521989407e-07,2.2445769687351458e-08
1885,2.442895861154426e-07,1.7403216756584072e-08
1886,2.2458054921292714e-07,2.0651084398082276e-08
1887,2.3699995843617927e-07,2.1545451422966266e-08
1888,2.4284554589470986e-07,2.0924027621660457e-08
1889,2.142676717720171e-07,2.5060546249289217e-08
1890,1.7827930776093126e-07,1.5730527991308918e-08
1891,1.7465362966984088e-07,1.338586241850237e-08
1892,1.9620444224877076e-07,2.7581454231651037e-08
1893,1.896792274358461e-07,1.3548516197836591e-08
1894,2.394584948106626e-07,1.449354058991048e-08
1895,2.1245709191930473e-07,1.3842813562092715e-08
1896,2.435472951090034e-07,1.7101384197637515e-08
1897,1.7188805268020246e-07,1.3984112645637481e-08
1898,2.2859753512349812e-07,5.6583546736987955e-09
1899,2.4874101534066995e-07,5.527578395003729e-09
1900,2.102376553958507e-07,2.4397949549559428e-08
1901,2.2075519057196402e-07,8.38310842965484e-09
1902,1.654765691139204e-07,1.4730851927158284e-08
1903,2.5219030019840716e-07,1.1340463013098656e-08
1904,1.8864934148155044e-07,6.449550227216605e-09
1905,1.8681948366072731e-07,1.2901897716854904e-08
1906,1.7953203368392678e-07,8.230695236477459e-09
1907,1.9388519656438064e-07,2.1599941391059474e-08
1908,1.866327867805495e-07,8.349361424464519e-09
1909,1.6392931634356955e-07,8.801573692096554e-09
1910,2.6239778638803557e-07,2.6720752943631965e-08
1911,2.0483440477114812e-07,2.394168308050837e-08
1912,2.3754960443156392e-07,3.125652758839692e-08
1913,1.877258297700024e-07,1.0605979205990934e-08
1914,2.0291134161798396e-07,1.607218563792756e-08
1915,1.496156754043909e-07,1.6493066468115103e-08
1916,1.659106827478496e-07,6.592477230782379e-09
1917,1.6559300952678768e-07,1.5352994098272177e-08
1918,2.1479524114909054e-07,5.743188147278033e-09
1919,1.906024591491473e-07,1.0128633542993981e-08
1920,2.907736851298637e-07,3.104614920701465e-08
1921,2.1127966043366087e-07,1.5145495135815423e-08
1922,2.0584440463267129e-07,1.770704560755121e-08
1923,2.6433710864637305e-07,2.441668067731939e-08
1924,2.668566230212832e-07,1.160246199116699e-08
1925,2.6175663370153757e-07,2.1996356736053713e-08
1926,2.0285972279765474e-07,7.802296586589819e-09
1927,1.8730698325697404e-07,3.2332752919472796e-08
1928,2.0338353035054269e-07,9.14083297942625e-09
1929,1.7490438497524963e-07,2.0052731919406597e-08
1930,1.7751089309570034e-07,1.2604324584053472e-08
1931,1.8590730821443913e-07,1.4826963656844327e-08
1932,1.6220114340548264e-07,4.383814644626227e-09
1933,1.89265930261584e-07,9.176529758292418e-09
1934,1.114286956038768e-07,1.5576054224197833e-08
1935,1.75933780433013e-07,1.795242710045386e-08
1936,2.073326133000819e-07,2.7886842612900864e-08
1937,1.4731608810603092e-07,2.5182236296217297e-08
1938,2.009608257580453e-07,9.075650453382877e-09
1939,1.2847002839322386e-07,2.4470480752825097e-08
1940,2.0032685199566913e-07,1.5214697057785997e-08
1941,2.390717099842732e-07,2.6563522936839945e-08
1942,1.2136847260535433e-07,1.8205270180260413e-08
1943,1.5967793842719402e-07,1.4516176261025748e-08
1944,1.5101974781828176e-07,1.2852744646352221e-08
1945,1.9388686212096218e-07,2.3963544037997053e-08
1946,1.8654279898555615e-07,2.5057987684817817e-08
1947,1.81197236992503e-07,2.6225915439326286e-08
1948,1.630783179606965e-07,2.9354097819123126e-08
1949,1.384198236031864e-07,2.5524220959027843e-08
1950,1.4251383984031918e-07,2.8715475330898244e-08
1951,1.3859822223238893e-07,2.7719644690726852e-08
1952,1.1388388543309702e-07,2.2144087785669342e-08
1953,8.942276963352924e-08,3.1244100195948477e-08
1954,1.407245200368834e-07,2.931760856306198e-08
1955,1.3139851340326913e-07,1.5016972554349195e-08
1956,1.5349208570825112e-07,4.186147783968863e-08
1957,1.0248643622645659e-07,2.208759408706129e-08
1958,1.3318312008792077e-07,2.56439555146315e-08
1959,1.1548614065048923e-07,1.162612162097787e-08
1960,1.2042249686317064e-07,2.1454583221114376e-08
1961,1.4591134300800945e-07,3.3351164274719736e-08
1962,1.1732619009663381e-07,3.170978146727066e-08
1963,1.5130564801069113e-07,2.5864212993553792e-08
1964,1.7339310387498585e-07,3.711220775137747e-08
1965,1.324234446542505e-07,3.392666880763784e-08
1966,1.3515342289771581e-07,2.2710206604159566e-08
1967,1.2177928865320098e-07,2.6130778207900107e-08
1968,1.8100405524412722e-07,2.7846777550522006e-08
1969,1.439737171704536e-07,1.8621207464875056e-08
1970,1.2692480738651923e-07,2.5292988037328712e-08
1971,1.325706517896208e-07,2.363662909843356e-08
1972,1.231235187137969e-07,2.359867490309142e-08
1973,1.4389461866493036e-07,3.63871446307229e-08
1974,8.60712499051175e-08,1.4626486688484874e-08
1975,1.0109319648066162e-07,2.4559365208176587e-08
1976,8.570290604970054e-08,3.313845520214187e-08
1977,8.638869131161186e-08,2.6445518053197503e-08
1978,1.2772271418270975e-07,4.03960227490785e-08
1979,1.1938025479274472e-07,1.58003277128671e-08
1980,1.3473807092267975e-07,2.7857238515949234e-08
1981,1.138598946237579e-07,2.3404533644466596e-08
1982,9.99407891999482e-08,2.4209258264740185e-08
1983,8.273063778485579e-08,2.6524327068067066e-08
1984,1.1366056851258577e-07,2.3775935553693728e-08
1985,9.504581477415286e-08,2.40622325398121e-08
1986,1.0130680583309015e-07,2.8773531335346547e-08
1987,9.471765882729244e-08,2.199894133525504e-08
1988,7.435726678828303e-08,2.8183803513215366e-08
1989,7.957777503619923e-08,2.4147736699120514e-08
1990,1.1823572321212339e-07,3.2691906071136145e-08
1991,8.909426973957579e-08,4.1030255026885953e-08
1992,1.2176976471600653e-07,3.4712648755430564e-08
1993,8.973516330001985e-08,4.4313660296779744e-08
1994,1.1921333920028587e-07,3.9034456555953057e-08
1995,9.977309534114909e-08,4.175286993923777e-08
1996,1.0996470178881168e-07,7.740233787245643e-08
1997,8.870555079365516e-08,4.986690171904229e-08
1998,1.0442202968974357e-07,5.6740738441085625e-08
1999,1.1973927183106525e-07,4.20458510230759e-08
2000,1.0559095375839433e-07,3.976228368784973e-08
2001,8.674799145680367e-08,4.950769438849534e-08
2002,1.1172114589008686e-07,4.9069678986768395e-08
2003,1.1959068624278757e-07,4.4169384594283656e-08
2004,1.0263163519041996e-07,5.770276589878165e-08
2005,1.013343637890074e-07,4.36863692998557e-08
2006,1.3424321387844884e-07,4.282605359229308e-08
2007,1.0665260319342451e-07,5.2727128940777135e-08
2008,1.1750533679411035e-07,3.7891214943464036e-08
2009,1.2444982022685736e-07,7.199970575300085e-08
2010,1.1006437805605174e-07,5.432361915858053e-08
2011,1.3383901342756133e-07,5.3535609167987275e-08
2012,1.54553072118091e-07,4.8680814379586934e-08
2013,1.6204816066789363e-07,4.797294894665072e-08
2014,1.6435728866781574e-07,6.301445454326426e-08
2015,2.0436825032277284e-07,5.896090460311143e-08
2016,2.6347444537222486e-07,4.660514951737582e-08
2017,1.7634434801294674e-07,6.414809067267768e-08
2018,1.734745609383026e-07,5.5501532703061685e-08
2019,1.783140435307473e-07,1.1428425050752367e-07
