year,les_DET oies_NOUN,les_DET mois_NOUN
1963,3.633921794587991e-07,6.853369939108234e-06
1964,3.814648197320025e-07,6.848722989616363e-06
1965,3.2175616215823766e-07,7.008593115642725e-06
1966,3.5505469142549373e-07,7.101647582885562e-06
1967,3.3033247959224354e-07,7.141591197523667e-06
1968,3.876091891896749e-07,6.780241221804317e-06
1969,5.173062227470382e-07,7.265904173436866e-06
1970,3.3386743991670187e-07,6.5481245314913394e-06
1971,3.2834358609790115e-07,6.436870421566709e-06
1972,3.303814661848037e-07,7.057543115251974e-06
1973,2.84481314949403e-07,6.627422123983706e-06
1974,3.200950375870093e-07,6.944768216499142e-06
1975,2.918566441856285e-07,6.976001884595462e-06
1976,2.7653470180410977e-07,6.512277963111046e-06
1977,3.7846475819947045e-07,6.633123547317155e-06
1978,4.829700692710048e-07,6.466927629844577e-06
1979,3.388292570960516e-07,6.582884651606946e-06
1980,3.54753392883822e-07,6.593069173277399e-06
1981,3.554958780682682e-07,6.684208159413174e-06
1982,3.401711134998209e-07,6.705964750608473e-06
1983,3.5555230404327176e-07,6.666447745828918e-06
1984,3.815747575686146e-07,6.921116607827571e-06
1985,3.332619105123058e-07,6.5924502337111335e-06
1986,3.2909725256047295e-07,6.625105413604615e-06
1987,3.7337091995937044e-07,6.5660728409966396e-06
1988,3.4240321689082975e-07,6.6795614372949785e-06
1989,3.1227413765932965e-07,6.666970648439019e-06
1990,3.154768948299136e-07,6.6152070701264165e-06
1991,3.950627576188026e-07,6.216083988874743e-06
1992,3.845941041191736e-07,6.283540358253958e-06
1993,3.788817872774075e-07,6.442098111847372e-06
1994,3.8559713733121725e-07,6.373693764771815e-06
1995,3.3185399583857134e-07,6.472779546129459e-06
1996,3.763354907704297e-07,6.239696176635334e-06
1997,4.1331989386605983e-07,6.2271293472804246e-06
1998,3.943242976589545e-07,6.332075543014071e-06
1999,3.934943126893131e-07,6.227813059922482e-06
2000,3.088204154622076e-07,5.931649184276466e-06
2001,4.359305627588128e-07,5.755597726420092e-06
2002,4.714194483668166e-07,5.68288243130155e-06
2003,3.7752320558581687e-07,6.015786766511155e-06
2004,3.255140867963746e-07,6.29532769380603e-06
2005,3.5804809073169963e-07,5.818394271273064e-06
2006,3.446673750850948e-07,5.917407804645336e-06
2007,3.4592192310611836e-07,6.008895411468984e-06
2008,3.533675041467177e-07,6.166901243886969e-06
2009,4.0672683043752045e-07,6.341219204841764e-06
2010,3.561739898572114e-07,6.3185455587699835e-06
2011,7.32673059999911e-07,7.028842844647443e-06
2012,4.592336786402029e-07,7.057696848278283e-06
2013,5.667502041006856e-07,6.440368792937079e-06
2014,5.31833337813481e-07,6.519289058815048e-06
2015,5.257716888529274e-07,6.4839265405680635e-06
2016,7.146123239820668e-07,6.227069661690621e-06
2017,4.170883656229307e-07,6.265633032853657e-06
2018,4.773131925261964e-07,6.4319824559788685e-06
2019,5.255034762896571e-07,6.329510767955071e-06
