year,plusieurs_DET amants_NOUN,plusieurs_DET mamans_NOUN
1895,1.6852119699706236e-08,3.0093072478365457e-09
1896,1.3563166589847242e-08,0.0
1897,2.388952613507911e-08,0.0
1898,2.7725939100164965e-08,5.6583548957434e-10
1899,2.5979618456517528e-08,2.2110313580014918e-09
1900,1.7130475371551768e-08,0.0
1901,8.941982265753268e-09,5.588738916095792e-10
1902,2.4551419397500496e-08,1.9641135384773634e-09
1903,3.0241231741001684e-08,0.0
1904,9.13686282189019e-09,0.0
1905,9.805441791854719e-09,5.160759042333041e-10
1906,2.572092172581364e-08,5.144184522798412e-10
1907,1.5942815068115124e-08,1.028568674676933e-09
1908,1.9154416719402434e-08,0.0
1909,1.4852655993990993e-08,0.0
1910,2.9927242906069296e-08,3.7409054742809644e-09
1911,1.1704822888702893e-08,1.5961122423746588e-09
1912,2.0837685354990754e-08,5.209421227725386e-10
1913,5.090870264234937e-08,5.30298971401777e-10
1914,1.875088173619588e-08,0.0
1915,5.890381071793627e-09,0.0
1916,4.394984820521586e-09,0.0
1917,2.8512704197680705e-08,0.0
1918,1.6080926812378493e-08,0.0
1919,2.762354434082681e-08,0.0
1920,2.8017257847068322e-08,0.0
1921,2.9533714140939082e-08,1.5145494858259667e-09
1922,2.5084981203349344e-08,1.4755870969551665e-09
1923,3.078624954966358e-08,2.1231896241147297e-09
1924,2.191576153887098e-08,1.289162443462999e-09
1925,1.8696902470694e-08,2.1996355847875293e-09
1926,2.8979959765251806e-08,0.0
1927,4.2367055641534535e-08,4.4596899506643695e-09
1928,2.0566874314731365e-08,0.0
1929,1.893869061575515e-08,0.0
1930,4.516549623190258e-08,0.0
1931,9.124285327288817e-09,1.1405356659111021e-09
1932,2.849479585620429e-08,0.0
1933,2.523545639121494e-08,0.0
1934,1.677421224144382e-08,0.0
1935,1.0771455727365264e-08,0.0
1936,9.699771652549316e-09,1.2124714565686645e-09
1937,1.2591118370153254e-08,1.2591118148108649e-09
1938,2.2040865133021725e-08,0.0
1939,1.6823456405745674e-08,0.0
1940,1.7750480196809804e-08,5.0715658339584024e-09
1941,1.7709016475464523e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,1.742803235060819e-08,2.178504043826024e-09
1946,1.1136883415474585e-08,0.0
1947,2.0265479960812627e-08,4.7683483828109274e-09
1948,2.9354097819123126e-08,0.0
1949,1.3743811311250909e-08,9.817008317369869e-10
1950,3.828730044119766e-08,1.0635361480382244e-09
1951,2.9851925376078725e-08,0.0
1952,2.1089608281954497e-08,1.0544803918932644e-09
1953,3.232148326759443e-09,0.0
1954,1.5636057781875934e-08,1.9545072227344917e-09
1955,2.1586898046876968e-08,0.0
1956,1.9186510602509088e-08,0.0
1957,1.5903067307476704e-08,8.835037701437898e-10
1958,1.7371711180658167e-08,0.0
1959,3.100299039715537e-08,1.5501495642666896e-09
1960,3.114374891310945e-08,0.0
1961,2.431855783413539e-08,6.948159270159238e-10
1962,1.2049717501572133e-08,1.2683912808952869e-09
1963,2.8450633848819962e-08,1.9398159745165344e-09
1964,1.8860301653766953e-08,0.0
1965,2.2435377999840966e-08,5.472043373977442e-10
1966,2.326411419062424e-08,0.0
1967,2.5144711202074177e-08,1.4791006197611978e-09
1968,2.6948494991074767e-08,2.245707925174756e-09
1969,2.0437909364900975e-08,1.8167031212712459e-09
1970,2.0234390163409444e-08,9.197450023812337e-10
1971,3.134422532635739e-08,5.138397485282553e-10
1972,1.846852804021637e-08,5.130146862875051e-10
1973,2.425809575434812e-08,5.513203782392395e-10
1974,2.5315072704756858e-08,2.2502286700643026e-09
1975,1.8847885030481848e-08,1.7134440533084216e-09
1976,2.4568166168137395e-08,1.142705374768127e-09
1977,2.7620874476497193e-08,1.1753563677885381e-09
1978,2.5544542481270582e-08,5.940591352171509e-10
1979,1.8726314721106974e-08,5.851973350345929e-10
1980,1.7623967396573903e-08,1.7055452605774235e-09
1981,3.226030287351023e-08,1.2651099057237047e-09
1982,2.0484757001781873e-08,2.483000915987077e-09
1983,2.9050453931311893e-08,1.89459470334441e-09
1984,2.2616133243946734e-08,5.799008495621649e-10
1985,2.105445384703586e-08,1.2031116103372597e-09
1986,2.697518486360906e-08,1.7983456390702202e-09
1987,2.261002229886344e-08,0.0
1988,1.8589316697070757e-08,1.1993107618124554e-09
1989,1.3171493229435782e-08,5.488122178931576e-10
1990,1.689081763345257e-08,1.089730194969718e-09
1991,2.2273567878983158e-08,1.1722930404189924e-09
1992,2.0937788391961476e-08,1.65298330578878e-09
1993,1.606370148010683e-08,3.323524566667402e-09
1994,3.164955919565671e-08,3.164955852952289e-09
1995,1.7894087989134277e-08,3.253470381991974e-09
1996,2.6690460730449672e-08,2.135236876199542e-09
1997,2.1097536384573345e-08,2.3974471297094624e-09
1998,1.6688451509594415e-08,1.9072516899143466e-09
1999,2.1936966021485205e-08,5.484241283326696e-09
2000,1.8113929911578452e-08,2.2090157481002848e-09
2001,3.023036199145679e-08,4.3812117267449935e-09
2002,2.3658596859377212e-08,1.3143663935011318e-09
2003,2.625161404923304e-08,8.333845835650777e-10
2004,3.083353911081943e-08,2.2023955992267474e-09
2005,3.2877373712381086e-08,1.3511248786457486e-09
2006,3.5002065579270436e-08,1.6471559671771274e-09
2007,3.794755376596015e-08,5.592271090648637e-09
2008,3.235654166822144e-08,6.811903652259588e-09
2009,3.3377345998175656e-08,6.198650481792356e-09
2010,3.023227534981743e-08,2.3618965117044866e-09
2011,3.785732161087907e-08,3.441574691898097e-09
2012,4.0510607118848796e-08,3.0638275250183256e-09
2013,3.653753882781885e-08,8.367374959572516e-09
2014,8.661780884211545e-08,5.41361278028063e-09
2015,3.657349267882637e-08,7.314698846627721e-09
2016,4.4740944393772963e-08,6.214020187300662e-09
2017,4.9809104951670236e-08,8.804639906045963e-09
2018,5.111304030025465e-08,5.9373732042011795e-09
2019,4.770347233895578e-08,5.867271668513752e-09
