year,moindres_ADJ effets_NOUN,moindres_ADJ méfaits_NOUN
1941,1.4757512545315876e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,1.927911696952833e-08,0.0
1945,1.3071024262956144e-08,4.357008087652048e-09
1946,8.352662561605939e-09,0.0
1947,1.0728784083369192e-08,1.1920870957027319e-09
1948,5.435944139264848e-09,1.0871887834440486e-09
1949,1.3743811422273211e-08,9.817008317369869e-10
1950,1.4889506516624351e-08,3.190608444114673e-09
1951,1.9190522948520083e-08,2.1322803522849654e-09
1952,2.1089607837865287e-09,1.0544803918932644e-09
1953,5.386913581872932e-09,1.0773827385790469e-09
1954,2.9317608341017376e-09,0.0
1955,8.447047505910632e-09,3.754243138587299e-09
1956,1.1337483840634377e-08,8.72114158667614e-10
1957,1.8553580005686854e-08,0.0
1958,1.7371711180658167e-08,0.0
1959,5.425523585955716e-09,7.750747821333448e-10
1960,1.3841666479663672e-08,6.920833239831836e-09
1961,1.042223907177231e-08,2.08444772553662e-09
1962,9.512934440181198e-09,1.2683912808952869e-09
1963,1.4871922360271128e-08,6.466053248388448e-10
1964,9.734349326606662e-09,0.0
1965,1.0396882466068291e-08,1.6416130677043839e-09
1966,1.5509408868297214e-08,1.1078149508847446e-09
1967,1.3804939413830652e-08,4.930335695263466e-09
1968,1.392338955241712e-08,4.4914158503495116e-10
1969,2.1346261647181564e-08,2.7250546263957176e-09
1970,9.197449912790034e-09,9.197450023812337e-10
1971,1.3359833239690033e-08,1.541519245584766e-09
1972,2.7189777540570503e-08,5.130146862875051e-10
1973,8.269805285010534e-09,5.513203782392395e-10
1974,1.1251143128276908e-08,0.0
1975,1.4278700888326057e-08,2.8557400888473694e-09
1976,1.085570122683066e-08,1.7140580066410394e-09
1977,8.22749424145286e-09,5.876781838942691e-10
1978,1.0693064211864112e-08,1.1881182704343018e-09
1979,1.404473604083023e-08,4.681578680276743e-09
1980,1.4212877097463661e-08,5.685150683554241e-10
1981,7.590659656386833e-09,1.8976649140967083e-09
1982,9.311253101884631e-09,1.8622506869903077e-09
1983,7.57837881337764e-09,1.2630632095778083e-09
1984,1.333771937339634e-08,2.3196033982486597e-09
1985,1.3835783185811579e-08,0.0
1986,8.392279760016663e-09,1.1988970927134801e-09
1987,1.099947066762752e-08,0.0
1988,8.994830658082265e-09,2.398621523624911e-09
1989,7.134558721588746e-09,0.0
1990,9.262707045820662e-09,5.44865097484859e-10
1991,1.3481369798284959e-08,3.5168792322792797e-09
1992,8.815910668147353e-09,1.1019888335184191e-09
1993,1.3848018731721368e-08,5.539207426075166e-10
1994,1.160483886764041e-08,1.0549853213248639e-09
1995,9.21816667442954e-09,1.626735190995987e-09
1996,8.007138063703678e-09,5.338092190498855e-10
1997,1.4864173003559245e-08,2.876936688878118e-09
1998,9.536258005482523e-09,0.0
1999,1.0511462811280126e-08,1.3710603763428253e-09
2000,1.4579503826439577e-08,4.4180314962005696e-10
2001,1.445799924226776e-08,8.762423564512289e-10
2002,1.4019908789464353e-08,0.0
2003,1.0417307017007715e-08,0.0
2004,2.070251881036711e-08,2.2023955992267474e-09
2005,9.007498746882447e-09,4.5037495954858286e-10
2006,8.235780057930242e-09,0.0
2007,8.787854888225866e-09,1.1983438685803094e-09
2008,1.1495087548496485e-08,1.2772318758180745e-09
2009,7.1522885392028e-09,1.907277002999308e-09
2010,5.668551850135373e-09,9.447586046817946e-10
2011,7.265546830836911e-09,0.0
2012,1.1574459612972987e-08,6.808505426114664e-10
2013,7.2517249982695375e-09,2.2313000336282585e-09
2014,7.57905826986871e-09,6.496335691608124e-10
2015,1.1304534197620342e-08,2.21657536769726e-09
2016,8.906762438698479e-09,4.1426800878596737e-10
2017,5.534344982294215e-09,1.0062445321423752e-09
2018,1.161660012627408e-08,5.162933414126769e-10
2019,9.183556137770665e-09,2.55098775436835e-10
