year,vos_DET âges_NOUN,vos_DET mages_NOUN
1863,7.991393324857654e-09,4.994620828036034e-09
1864,3.020678673859578e-08,1.4384183844029508e-09
1865,1.8827377434860182e-08,3.2947909955893806e-09
1866,2.6274309505858184e-08,1.4596839292835284e-09
1867,1.552899675516528e-08,2.426405742994575e-09
1868,1.0867722832763604e-08,0.0
1869,2.3440891894210836e-08,4.395167341186834e-09
1870,9.17447806614291e-09,2.2936195165357276e-09
1871,6.37270636261178e-09,2.1242354542039266e-09
1872,4.23313739617015e-09,4.8378714367913744e-09
1873,6.584604750337064e-09,1.1972008939764578e-09
1874,1.1351757756017378e-08,1.7923826867161097e-09
1875,1.716458131184595e-08,1.716458086775674e-09
1876,7.859819017852487e-09,6.04601479992084e-10
1877,5.566334504436554e-09,6.184816214727107e-09
1878,1.2078177347163432e-09,1.8117265465633636e-09
1879,2.443730107160036e-09,9.163987790827832e-09
1880,3.2089231272180996e-09,1.0910338410496934e-08
1881,1.3945015142624584e-09,2.7890030285249168e-09
1882,3.9932310791357395e-09,6.655385131892899e-10
1883,9.479008689083912e-09,0.0
1884,9.242375753615306e-09,0.0
1885,7.7347630522695e-09,1.2891271383708158e-09
1886,2.774989432685615e-08,0.0
1887,3.2644623670918804e-09,4.570247291724172e-09
1888,3.1703073499755874e-09,2.53624587998047e-09
1889,5.6386229019267375e-09,6.265136742733546e-10
1890,7.865263773609854e-09,1.3108772956016423e-09
1891,1.0198751843049081e-08,2.5496880162734215e-09
1892,5.641661360300532e-09,1.8805537127519756e-09
1893,1.2316833108982905e-09,0.0
1894,1.2603078580752936e-09,1.2603078580752936e-09
1895,3.0093072478365457e-09,0.0
1896,1.0614652268259306e-08,1.179405795248556e-09
1897,9.905413378419325e-09,5.826713556089658e-10
1898,4.52668391659472e-09,1.6975064687230201e-09
1899,1.3818945987509323e-08,5.527578395003729e-10
1900,5.710158568206225e-09,5.191053142894475e-10
1901,4.470991132876634e-09,0.0
1902,5.401312119790447e-09,4.910283846193408e-10
1903,1.296052865029651e-08,0.0
1904,1.0749250378694342e-09,5.374625189347171e-10
1905,3.6125313851442797e-09,5.160759042333041e-10
1906,5.144184356264958e-09,0.0
1907,1.337139288182243e-08,0.0
1908,1.0313917053750288e-08,0.0
1909,1.595285298305882e-08,1.1001967115120692e-09
1910,8.01622590529405e-09,1.068830135508847e-09
1911,8.51259862599818e-09,1.0640748282497725e-09
1912,3.6465947483854677e-09,4.688479160463999e-09
1913,2.121195885607108e-09,1.060597942803554e-09
1914,3.348371913070025e-09,8.705766774141921e-09
1915,2.3561523843085297e-09,0.0
1916,1.867868548721674e-08,0.0
1917,1.0966424435210342e-09,4.386569774084137e-09
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,9.207848372660976e-10,0.0
1920,9.086677632552664e-09,1.514446346106979e-09
1921,5.300923255902035e-09,0.0
1922,1.4755870969551665e-09,2.2133805899215986e-09
1923,5.307974060286824e-09,0.0
1924,9.02413699321869e-09,3.867487219366694e-09
1925,5.499089184013428e-09,0.0
1926,5.57306911730393e-09,2.229227691330493e-09
1927,7.804457635707251e-09,0.0
1928,1.1426041224282812e-09,1.1426041224282812e-09
1929,3.342121912552898e-09,2.2280812750352652e-09
1930,1.0503603542488804e-09,3.1510811737689437e-09
1931,1.1405356659111021e-09,0.0
1932,3.287861094491973e-09,0.0
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,8.38710612072191e-09,1.1981580172459871e-09
1935,4.787313656606784e-09,1.196828414151696e-09
1936,4.849885826274658e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,1.0372171899142302e-08,0.0
1939,0.0,0.0
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,0.0,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,5.568441707737293e-09
1947,2.3841741914054637e-09,1.1920870957027319e-09
1948,6.523132922708896e-09,0.0
1949,3.9268033269479474e-09,0.0
1950,6.381216888229346e-09,2.1270722960764488e-09
1951,1.3859822733941485e-08,0.0
1952,1.1599284199803606e-08,0.0
1953,9.696444647211422e-09,0.0
1954,3.9090144454689835e-09,1.9545072227344917e-09
1955,1.220129064449793e-08,0.0
1956,1.744228317335228e-09,0.0
1957,1.3252556385623393e-08,0.0
1958,4.9633461784992505e-09,2.4816730892496253e-09
1959,2.325224457422337e-09,0.0
1960,4.152500121534786e-09,1.3841666701708277e-09
1961,5.55852741612739e-09,2.08444772553662e-09
1962,6.976152100435229e-09,1.2683912808952869e-09
1963,8.405868889838075e-09,1.2932106496776896e-09
1964,7.909158661334459e-09,0.0
1965,5.472043373977442e-10,0.0
1966,7.200797291773142e-09,5.539074754423723e-10
1967,5.423369309198733e-09,4.930335584241163e-10
1968,3.5931326802796093e-09,1.3474247273492779e-09
1969,8.629339909305145e-09,9.083515606356229e-10
1970,4.598724956395017e-09,1.3796175035718505e-09
1971,6.679916730867319e-09,1.0276794970565106e-09
1972,3.5911027485013847e-09,0.0
1973,4.9618833486420044e-09,0.0
1974,2.025205780853412e-08,5.625571675160757e-10
1975,1.4849848462006321e-08,0.0
1976,9.712995741040231e-09,0.0
1977,7.639816612670103e-09,1.1753563677885381e-09
1978,2.970295565063452e-09,1.1881182704343018e-09
1979,3.5111840102075575e-09,1.7555920051037788e-09
1980,6.253665585376211e-09,0.0
1981,4.427884725544118e-09,0.0
1982,5.586751949948621e-09,0.0
1983,6.946847541655643e-09,6.315316047889041e-10
1984,5.219107812592938e-09,0.0
1985,2.4062232206745193e-09,1.2031116103372597e-09
1986,1.1988970927134801e-09,1.1988970927134801e-09
1987,2.4443267410134695e-09,0.0
1988,8.395175221664886e-09,0.0
1989,2.1952488715726304e-09,5.488122178931576e-10
1990,2.179460389939436e-09,0.0
1991,9.964490843561435e-09,5.861465202094962e-10
1992,4.958949695321735e-09,5.509944167592096e-10
1993,0.0,1.661762283333701e-09
1994,4.747434001473039e-09,0.0
1995,3.79571546416102e-09,0.0
1996,3.736664311304594e-09,0.0
1997,4.794894259418925e-09,0.0
1998,1.0013071261028017e-08,4.768129224785866e-10
1999,6.398281460207045e-09,4.570201161957499e-10
2000,3.97622823555821e-09,4.4180314962005696e-10
2001,5.257454027685071e-09,4.3812117822561447e-10
2002,7.009954394732176e-09,1.314366449012283e-09
2003,1.0000615113803235e-08,8.333845835650777e-10
2004,5.726228824443069e-09,0.0
2005,2.251874686720612e-09,0.0
2006,4.529678854225949e-09,4.1178899179428186e-10
2007,3.994479413904628e-09,3.994479469415779e-10
2008,6.3861596011349775e-09,1.2772318758180745e-09
2009,1.0490023072406984e-08,1.430457752249481e-09
2010,1.0864724231396394e-08,4.723793023408973e-10
2011,1.3001504761689375e-08,8.795135231220996e-09
2012,1.4638286832679981e-08,6.127654827992046e-09
2013,1.2829975304384789e-08,8.367375237128272e-09
2014,1.9922095972901843e-08,1.1260315346817151e-08
2015,1.5959342292148904e-08,1.773260344117844e-09
2016,1.3256576558706712e-08,3.1070099826280284e-09
2017,1.6099912514278003e-08,2.012489092040326e-09
2018,1.7553973608031015e-08,6.453666878680764e-09
2019,2.2193594240160763e-08,4.59177795786303e-09
