year,trop_ADV aux_ADP,trop_ADV beaux_ADJ
1852,2.578175894996093e-07,5.989701890030119e-08
1853,3.463720474883303e-07,4.41922942684414e-08
1854,3.7356826965151413e-07,4.2604447969551984e-08
1855,3.4654300407055416e-07,5.519214596461097e-08
1856,2.842276956016576e-07,5.7466799319172424e-08
1857,3.207151451078971e-07,4.539803555303479e-08
1858,3.753449391297181e-07,4.7468655617333155e-08
1859,3.656180354028038e-07,6.263373109050008e-08
1860,3.2864181775948964e-07,5.492620758218436e-08
1861,3.9378298311021354e-07,6.55518936909516e-08
1862,4.0616697560835746e-07,7.048058847658467e-08
1863,2.9717995175815304e-07,8.440908860762875e-08
1864,3.1165731684268394e-07,3.1165733105353866e-08
1865,3.760768549909699e-07,7.013198199956605e-08
1866,2.9534271561715286e-07,7.34707542027202e-08
1867,2.9019813041486486e-07,5.774845845962773e-08
1868,2.726810350850428e-07,5.631456545529545e-08
1869,3.5454348790153745e-07,5.811387637777443e-08
1870,3.050514010283223e-07,4.931282049369656e-08
1871,2.729642574195168e-07,4.354682658913589e-08
1872,3.2111370273923967e-07,5.2611852652262314e-08
1873,3.2264563287753845e-07,5.147964010632222e-08
1874,3.124720535652159e-07,4.421210775262807e-08
1875,2.82071283663754e-07,3.318485752856759e-08
1876,2.980685280817852e-07,5.018192439365521e-08
1877,2.430632548566791e-07,6.98884221606022e-08
1878,2.6511600026424276e-07,6.341042974034039e-08
1879,3.4395500847494986e-07,6.414791187125957e-08
1880,2.997134060933604e-07,5.647704881539539e-08
1881,2.112669790221844e-07,3.346803595372094e-08
1882,3.2544832606618e-07,4.0597848416368265e-08
1883,2.521416320178105e-07,8.215140623324402e-08
1884,2.825526337346673e-07,3.6969503014461225e-08
1885,2.0561577684929944e-07,5.220964821583962e-08
1886,2.74272224487504e-07,7.679621916167889e-08
1887,2.3438839491518593e-07,4.831404215588364e-08
1888,2.567948911291751e-07,8.496423631321193e-08
1889,3.019795826730842e-07,6.57839365203472e-08
1890,2.9363650355662685e-07,5.571228456346944e-08
1891,2.3648355806926702e-07,7.075384433896659e-08
1892,3.040228477857454e-07,1.0405730632712107e-07
1893,2.629643915952329e-07,6.158416399060229e-08
1894,2.2559510171049624e-07,9.200247519380866e-08
1895,2.5037437012542796e-07,6.138986918813316e-08
1896,2.5711045736898086e-07,6.486732218036195e-08
1897,2.429739538456488e-07,1.0255016036353481e-07
1898,2.4613842697363e-07,6.450524381307332e-08
1899,2.3050002084801235e-07,8.18081602460552e-08
1900,2.792786517602508e-07,7.994221518092814e-08
1901,2.9229104825390095e-07,6.93003592844299e-08
1902,2.3274745331036684e-07,5.254003881960401e-08
1903,2.1546878770095645e-07,5.616229259430838e-08
1904,2.235844078768423e-07,9.943056245020898e-08
1905,2.4771642870291544e-07,6.760594573052003e-08
1906,2.2891620687914838e-07,9.002322742812652e-08
1907,2.792563975617668e-07,7.405694252282657e-08
1908,2.5833907102423836e-07,7.661766887601118e-08
1909,2.744990865721775e-07,6.051082124258755e-08
1910,2.4850299951140187e-07,1.1276157774187112e-07
1911,2.266479413037814e-07,9.949099721850985e-08
1912,2.448427949275356e-07,8.022508701799325e-08
1913,2.4340721438420587e-07,7.901454779357664e-08
1914,2.236712361991522e-07,8.973636278497565e-08
1915,2.179440912186692e-07,5.536958258556268e-08
1916,2.010705486554798e-07,8.24059682713596e-08
1917,2.675807593277568e-07,7.566833204464274e-08
1918,1.7689019671252026e-07,8.959373332118048e-08
1919,2.1822600615450938e-07,1.279890966543462e-07
1920,3.2181984011003806e-07,1.1964125690155925e-07
1921,2.779198382540926e-07,1.1207666261725535e-07
1922,2.9216624852779205e-07,1.1952255363212316e-07
1923,2.887537959850306e-07,1.0403629024935412e-07
1924,2.1400096272827795e-07,9.539802148239573e-08
1925,2.2436283586557693e-07,9.788378174668821e-08
1926,2.441004198772134e-07,9.920063348545227e-08
1927,2.5197249442499015e-07,1.0703256081434631e-07
1928,2.2623561335421982e-07,1.2111603975295537e-07
1929,2.484310641648335e-07,1.3368487317144684e-07
1930,2.247771107022345e-07,1.1659000220820559e-07
1931,2.2924767506538046e-07,1.0606981426519724e-07
1932,2.707005535285134e-07,1.0301964659120699e-07
1933,2.1679551309716771e-07,9.75006315684368e-08
1934,2.1686659579245315e-07,1.0184343324226575e-07
1935,2.058544907868054e-07,1.1130504251610773e-07
1936,2.0733261862915242e-07,1.0427254570899436e-07
1937,2.0901255481931003e-07,8.310138133182932e-08
1938,2.2040865133021725e-07,9.07565009811151e-08
1939,1.7129336526977568e-07,1.1776418773479236e-07
1940,1.9779106708028849e-07,5.325143970225099e-08
1941,1.8594465700516594e-07,5.017554371988808e-08
1942,2.2453167503044824e-07,1.0012898599143227e-07
1943,1.6258117341294565e-07,8.419382169222445e-08
1944,2.2813621569639508e-07,1.0282195717081777e-07
1945,1.7428033061150927e-07,1.32888743564763e-07
1946,2.547562019117322e-07,9.187928640130849e-08
1947,2.1099941704960656e-07,8.821444197337769e-08
1948,2.1961213292343018e-07,9.132385514476482e-08
1949,2.424800982225861e-07,9.12981783507405e-08
1950,1.9675418627684849e-07,1.1592543680549738e-07
1951,2.260217115690466e-07,9.275419188270462e-08
1952,2.3725809228380967e-07,6.326882129314981e-08
1953,2.003931882654797e-07,8.726799904934524e-08
1954,1.7688290654405137e-07,1.2313395814089745e-07
1955,2.3370164115021907e-07,7.508486099538914e-08
1956,2.0058625693764043e-07,9.506044418294834e-08
1957,1.6609871522632602e-07,7.50978237928912e-08
1958,1.7702600985103345e-07,7.279574543161971e-08
1959,1.852428681559104e-07,8.68083791516483e-08
1960,2.1108542114234297e-07,1.1488583084862114e-07
1961,2.2650999653706094e-07,9.17157052526818e-08
1962,2.1245554648885445e-07,1.0337388767212019e-07
1963,2.2501865259982878e-07,7.953245395597719e-08
1964,2.2571522606540384e-07,6.023128662491217e-08
1965,2.506195926343935e-07,6.51173135968186e-08
1966,1.706034993276262e-07,7.865485818214779e-08
1967,2.2827454415619286e-07,7.789930434043413e-08
1968,2.4972271717160766e-07,8.937917317375366e-08
1969,1.8802877832513332e-07,6.176790320888692e-08
1970,2.0740249340178707e-07,7.541909141650649e-08
1971,2.1735421285029588e-07,7.810363933380415e-08
1972,1.9135447359985847e-07,5.489257182134111e-08
1973,2.1446362552524079e-07,6.505580785187703e-08
1974,2.0252058163805486e-07,5.569315864040192e-08
1975,1.804827718387969e-07,5.31167669848287e-08
1976,1.834042109294387e-07,6.741961988687706e-08
1977,1.4456882979629881e-07,5.347871373517776e-08
1978,1.9128704309423483e-07,6.831680110508387e-08
1979,2.0540426248771837e-07,6.846809130767184e-08
1980,1.6316381845626893e-07,6.48107203460313e-08
1981,1.7268750696075585e-07,6.831593268863401e-08
1982,1.862250655904063e-07,6.393727491893486e-08
1983,1.9388019723010075e-07,6.820541176288941e-08
1984,1.9020747288323037e-07,4.813176968099242e-08
1985,1.6001384040009725e-07,6.737424929070812e-08
1986,1.954202275555872e-07,5.874595765398283e-08
1987,1.7782477357286552e-07,7.882953739768439e-08
1988,1.906904145698718e-07,6.65617461148571e-08
1989,1.8165684423365747e-07,4.8844287281468723e-08
1990,1.6999790375393786e-07,6.483894865461082e-08
1991,1.8580844596272073e-07,7.678519509113357e-08
1992,1.5923738772016804e-07,6.501734106656443e-08
1993,1.8777913624035136e-07,7.200969653897715e-08
1994,2.05722130885988e-07,6.857404577509385e-08
1995,1.816520978081826e-07,5.58512436299452e-08
1996,1.697513312137744e-07,5.4448540787177535e-08
1997,1.7549314179632347e-07,5.801822156037417e-08
1998,1.8977154070398683e-07,6.484656056571225e-08
1999,1.777808193992314e-07,5.6670495685029465e-08
2000,1.7230323123840208e-07,7.201391083455633e-08
2001,1.6079047782113776e-07,6.002260233284318e-08
2002,2.0328867833541153e-07,6.265146512696163e-08
2003,1.6501014954428683e-07,7.083768682747404e-08
2004,1.761916479381398e-07,6.298851662478455e-08
2005,1.7519586492653616e-07,5.5396121467765624e-08
2006,1.6018591963984363e-07,6.382729411669175e-08
2007,1.6656979084928025e-07,8.74790986316043e-08
2008,1.7285205444750318e-07,6.81190330809045e-08
2009,1.92158154277422e-07,7.199971019389295e-08
2010,1.884793476847335e-07,7.652544820047069e-08
2011,1.7972668331367458e-07,7.074348284952237e-08
2012,2.0936154498940596e-07,9.327652161772448e-08
2013,2.2536130472872173e-07,1.018030666433134e-07
2014,2.1676106598533806e-07,1.4660064096005954e-07
2015,2.0215168206050294e-07,1.2080336109221435e-07
2016,2.313686877641885e-07,1.215876603843924e-07
2017,1.9219270086523466e-07,1.0917753012762432e-07
2018,2.0677548207004293e-07,1.1590785620185784e-07
2019,2.0254842070244194e-07,1.4999808284343885e-07
