year,trop_ADV banal_ADJ
1952,4.5342655297098133e-08
1953,4.740483916521043e-08
1954,4.10446503451567e-08
1955,3.191106756617046e-08
1956,5.2326847965744605e-08
1957,4.682570065028813e-08
1958,2.5643954071341568e-08
1959,5.115493451057773e-08
1960,2.6991250123842292e-08
1961,4.58578526263409e-08
1962,3.297817485758969e-08
1963,1.7458343881671112e-08
1964,3.7720605083890746e-08
1965,3.5021078759189805e-08
1966,3.711179985543822e-08
1967,4.3386951698032306e-08
1968,4.1321026600371624e-08
1969,3.9059117246109665e-08
1970,3.495031181133257e-08
1971,5.446701267786125e-08
1972,4.46322778735464e-08
1973,2.977130031389663e-08
1974,4.050411561706824e-08
1975,4.854758017813765e-08
1976,3.370980822259284e-08
1977,3.702372497471629e-08
1978,4.693067190419953e-08
1979,2.7504275523781985e-08
1980,4.434417549825653e-08
1981,4.870673031565076e-08
1982,5.214301990186243e-08
1983,6.1258565775546e-08
1984,3.0734744804750136e-08
1985,5.714780049181911e-08
1986,7.852775629757502e-08
1987,4.949761711614542e-08
1988,6.056519175068331e-08
1989,4.335616599071557e-08
1990,4.903785782994774e-08
1991,5.978694650465854e-08
1992,4.848751045116728e-08
1993,6.536264618439702e-08
1994,4.43093841617781e-08
1995,4.717532209319586e-08
1996,4.163711819771265e-08
1997,4.842843415175935e-08
1998,5.101898437054331e-08
1999,4.1131809291883314e-08
2000,4.550572452188817e-08
2001,5.739387431979992e-08
2002,4.863155811385411e-08
2003,4.4169382151793e-08
2004,4.8012224779236945e-08
2005,4.4136744925538096e-08
2006,4.48850012713109e-08
2007,4.993099411709778e-08
2008,4.087141980413378e-08
2009,4.3867370180805665e-08
2010,6.471596414314718e-08
2011,6.538992236571062e-08
2012,5.75318692686011e-08
2013,7.251725353540905e-08
2014,8.163728359988909e-08
2015,7.248201461251824e-08
2016,7.332543905391731e-08
2017,6.8927752394643e-08
2018,7.51206838955909e-08
2019,7.015216363370769e-08
