year,beaucoup_ADV eu_VERB,beaucoup_ADV bu_VERB
1877,5.566334504436554e-09,3.216104360603822e-08
1878,1.0870359723469392e-08,2.536417298415472e-08
1879,1.3440515367335593e-08,3.787781821529279e-08
1880,1.0910338410496934e-08,3.786529134686134e-08
1881,7.669758161910067e-09,2.2312024228199334e-08
1882,8.652000893505374e-09,2.7952617998039386e-08
1883,2.464542170343975e-08,3.4756364897248204e-08
1884,8.582206056928499e-09,3.3668655419205606e-08
1885,9.66845359329227e-09,2.8360796378024133e-08
1886,1.2261581083805595e-08,1.2261581083805595e-08
1887,1.3710741875172516e-08,1.9586773092328258e-08
1888,6.340614699951175e-09,1.7119660356001987e-08
1889,1.0024218788373673e-08,2.0048437576747347e-08
1890,6.554386366985909e-09,3.1461055982617836e-08
1891,1.3385862196457765e-08,3.1233678754460925e-08
1892,1.4417578242387208e-08,1.3163876211308434e-08
1893,1.7243566574620672e-08,1.7859408174558666e-08
1894,9.452309157609307e-09,1.1972924873759894e-08
1895,9.629783193076946e-09,2.166701307260155e-08
1896,7.66613794667137e-09,1.8280790214930676e-08
1897,1.4566784223291052e-08,3.4960280004270317e-08
1898,1.5277558773618694e-08,2.998928039232851e-08
1899,6.633094074004475e-09,2.7085134135518274e-08
1900,1.2977633190303095e-08,2.4397950326715545e-08
1901,7.824234593556412e-09,2.9620316865930363e-08
1902,9.329538919189417e-09,1.3257766440233354e-08
1903,7.020286574288548e-09,2.970121215639665e-08
1904,8.061937784020756e-09,1.289910045443321e-08
1905,1.0837593933388234e-08,2.631987072732045e-08
1906,6.173021205313489e-09,3.137952475640304e-08
1907,9.257117739025489e-09,2.6228502036929058e-08
1908,6.384805573134145e-09,2.161011281032188e-08
1909,8.251475058784763e-09,1.980354014108343e-08
1910,4.809735720812114e-09,1.977335806202518e-08
1911,7.448523575703803e-09,1.4897047151407605e-08
1912,5.2094213387476884e-09,2.2400511667797218e-08
1913,7.42418571064718e-09,2.333315407554437e-08
1914,6.027069510139427e-09,3.0135346662518714e-08
1915,7.068456930880984e-09,1.1780762143587253e-08
1916,2.197492410260793e-09,1.0987461607214755e-08
1917,1.5352993543160665e-08,3.289927263949721e-08
1918,1.1486376294556067e-08,1.2635013924011673e-08
1919,5.524709134618888e-09,2.8544329566670967e-08
1920,6.815008557481406e-09,3.8618381381638756e-08
1921,8.330022005509363e-09,2.0446417892117097e-08
1922,1.0329110011753073e-08,1.9920426197472807e-08
1923,9.554353752605493e-09,1.4862327368803108e-08
1924,7.734974438733389e-09,1.933743654092268e-08
1925,1.0998178368026856e-08,2.1996356736053713e-08
1926,1.2260752413340015e-08,4.56991671171636e-08
1927,3.3447675740205796e-09,3.5677519605314956e-08
1928,1.2568645679778001e-08,4.227635130860108e-08
1929,1.3368487650211591e-08,4.0105462062456354e-08
1930,5.2518016602221e-09,3.361153133596417e-08
1931,5.7026783295555106e-09,3.079446386777818e-08
1932,3.287861094491973e-09,4.055028668403793e-08
1933,9.176529758292418e-09,6.308864186621577e-08
1934,9.585264137967897e-09,3.714289675826876e-08
1935,8.377798899061872e-09,4.4282650435434334e-08
1936,2.424942913137329e-09,3.6374142808881516e-08
1937,5.0364472592434595e-09,3.903246792447135e-08
1938,5.186085783037697e-09,3.5006078036303734e-08
1939,9.176430282309411e-09,4.7411557346777045e-08
1940,0.0,3.296517903095264e-08
1941,1.1806010391524069e-08,2.9515025090631752e-08
1942,0.0,4.8547388331598995e-08
1943,5.806470415592457e-09,3.193558839598154e-08
1944,0.0,3.534504600111177e-08
1945,8.714016175304096e-09,6.317661416233022e-08
1946,2.7842208538686464e-09,6.960551957035932e-08
1947,4.7683483828109274e-09,3.099426493236024e-08
1948,7.610321262063735e-09,7.284165093324191e-08
1949,4.908504269707237e-09,3.337782672474532e-08
1950,3.190608444114673e-09,5.530387880980925e-08
1951,9.595261474260042e-09,8.635735326834038e-08
1952,3.1634410646574906e-09,6.748674508116892e-08
1953,1.0773827385790469e-09,4.3095308654983455e-08
1954,9.772536113672459e-10,9.6748109967848e-08
1955,5.631364707880948e-09,4.223523575319632e-08
1956,2.616342476002842e-09,6.54085638984725e-08
1957,1.1485549400447326e-08,5.6544241289202546e-08
1958,1.6544486891589827e-09,6.121459961150322e-08
1959,5.425523585955716e-09,6.200598079431074e-08
1960,9.689166802218097e-09,7.059249895746689e-08
1961,6.25334317660986e-09,7.712456806530099e-08
1962,4.43936931660005e-09,7.229830600863352e-08
1963,6.466053248388448e-10,7.177319361062473e-08
1964,5.475571551727398e-09,5.293052396382336e-08
1965,7.660860390501512e-09,6.621172587983892e-08
1966,6.6468897053084675e-09,7.090015685662365e-08
1967,1.4791006197611978e-09,9.614154095061167e-08
1968,4.940557296606585e-09,6.602381574793981e-08
1969,6.358460868938209e-09,5.495526878007695e-08
1970,7.3579600190498695e-09,3.954903604608262e-08
1971,5.138397263237948e-09,4.984245549621846e-08
1972,4.6171320100540925e-09,4.463227654127877e-08
1973,8.821126051827832e-09,5.678599990233124e-08
1974,8.438357568252286e-09,5.963106275430619e-08
1975,6.282628195464213e-09,4.454954449784054e-08
1976,6.8562320265641574e-09,4.056603941648973e-08
1977,3.526069214387917e-09,5.7004783116099134e-08
1978,4.752473081737207e-09,4.3366316759829715e-08
1979,7.607565244427406e-09,5.676414005506558e-08
1980,5.116635559687666e-09,6.139962493989515e-08
1981,5.69299452024552e-09,6.57857128771866e-08
1982,1.2415004579935385e-09,5.7729771185677237e-08
1983,1.0104505676622466e-08,6.125856799599205e-08
1984,8.118611560803402e-09,7.016799941084173e-08
1985,7.218669662023558e-09,6.015557829641693e-08
1986,5.395036861699509e-09,7.852776207073475e-08
1987,7.332980445085013e-09,5.438626970999394e-08
1988,4.797243047249822e-09,9.054796379359686e-08
1989,4.390497743145261e-09,7.354083919608456e-08
1990,5.993515905799995e-09,7.573624571932669e-08
1991,5.2753188484189195e-09,7.385445854879436e-08
1992,7.162927584403178e-09,8.044518295946546e-08
1993,1.2186256448387667e-08,6.314696321396696e-08
1994,8.439882570598911e-09,7.33214804427007e-08
1995,8.675921314704738e-09,7.537206414554021e-08
1996,9.60856638698715e-09,5.3914732234261464e-08
1997,6.233362714880286e-09,5.22643510691978e-08
1998,1.2873949017944142e-08,5.387985879679036e-08
1999,8.683382013430219e-09,5.072923414672914e-08
2000,9.719669513685858e-09,5.920162138295382e-08
2001,7.0099388516098315e-09,5.5641390162008975e-08
2002,3.9430991805033955e-09,5.651775580872709e-08
2003,7.083769126836614e-09,8.208838409018426e-08
2004,8.80958239690699e-09,6.871474056424631e-08
2005,1.0358624180639708e-08,5.944949421632373e-08
2006,8.64756888319107e-09,7.74163311234588e-08
2007,1.078509459517818e-08,9.426971558923469e-08
2008,1.1495087548496485e-08,1.0047557452708133e-07
2009,1.2397300963584712e-08,1.0776115288990695e-07
2010,1.2754241218715379e-08,1.5682992682286567e-07
2011,1.4913490886669933e-08,1.6443080141925748e-07
2012,1.6680838044180746e-08,2.294466270313933e-07
2013,1.7013663367038134e-08,2.0500068842466135e-07
2014,2.3603352161671864e-08,2.3711625374289724e-07
2015,1.3077794847049518e-08,2.0104339171211905e-07
2016,1.532791671365885e-08,1.9097755910024716e-07
2017,1.861552334503358e-08,2.407440149454487e-07
2018,2.4265787601507327e-08,2.573722213128349e-07
2019,1.9132407658162265e-08,2.517824952974479e-07
