year,trop_ADV eu_VERB,trop_ADV bu_VERB
1898,1.5277558773618694e-08,2.0370077291609334e-08
1899,6.080336234504102e-09,2.432134493801641e-08
1900,7.786579381274805e-09,2.595526638060619e-08
1901,1.4530721514915967e-08,2.6825947685438223e-08
1902,9.820567470342212e-09,2.6024505217492333e-08
1903,1.6200660368781428e-08,2.8621167658116065e-08
1904,2.3110889202371254e-08,2.4723275870996986e-08
1905,8.257214467732865e-09,2.7352022868853965e-08
1906,9.773950537805831e-09,1.9033482345776065e-08
1907,1.0285686968813934e-08,3.445705232252294e-08
1908,9.822778146428846e-09,1.964555629285769e-08
1909,1.7603147384193107e-08,2.0353638774395222e-08
1910,9.085056262847502e-09,2.0842188419578633e-08
1911,1.9153347352585115e-08,3.085817112946643e-08
1912,1.3544495303108306e-08,2.135862686714063e-08
1913,5.833288518886093e-09,2.598464909908671e-08
1914,1.5402511266415786e-08,2.74566485103378e-08
1915,1.4136913861761968e-08,3.062998032987707e-08
1916,1.8678685265172135e-08,7.69122365795738e-09
1917,1.4256351654751143e-08,1.315970976634162e-08
1918,1.6080926812378493e-08,4.2499593178035866e-08
1919,9.207848705727883e-09,3.6831394822911534e-08
1920,6.057785384427916e-09,1.9687803387569147e-08
1921,1.3630945261411398e-08,3.710646367949266e-08
1922,1.549366501762961e-08,4.500540740082215e-08
1923,4.246379248229459e-09,3.927900849021171e-08
1924,1.5469948877466777e-08,1.933743654092268e-08
1925,1.4297631523163545e-08,3.739380627365563e-08
1926,1.5604593173179637e-08,5.684530801630672e-08
1927,1.2264147031260109e-08,6.578042777150017e-08
1928,9.14083297942625e-09,4.6846768242403414e-08
1929,1.5596569369336066e-08,3.119313873867213e-08
1930,1.6805765667982087e-08,5.146765857944047e-08
1931,1.8248570654577634e-08,2.2810713318222042e-08
1932,1.53433514782364e-08,2.520693342944469e-08
1933,2.1794258842078307e-08,3.670611903316967e-08
1934,2.156684431042777e-08,4.07373743627204e-08
1935,1.4361940969820353e-08,2.2739739868882225e-08
1936,8.487299751891442e-09,1.8187071404440758e-08
1937,1.3850230295986421e-08,4.1550688223424004e-08
1938,1.4261735792331365e-08,4.1488687485546905e-08
1939,1.5294050470515685e-08,4.7411557346777045e-08
1940,1.0143131667916805e-08,3.550096194793184e-08
1941,3.246652724442356e-08,4.427253941230447e-08
1942,1.8205270180260413e-08,5.158160121254696e-08
1943,1.7419411690866582e-08,5.8064703267746154e-08
1944,1.927911696952833e-08,8.032965581605822e-08
1945,2.178504132643866e-08,7.406913482554955e-08
1946,6.960552134671616e-09,6.542919095409161e-08
1947,2.622591566137089e-08,4.2915136333476767e-08
1948,2.2830963786191205e-08,4.67491183542279e-08
1949,1.1780409536754632e-08,4.515823881501291e-08
1950,2.7651939404904624e-08,6.168509547599399e-08
1951,2.0256663901818683e-08,6.716683031982029e-08
1952,1.370824520563474e-08,5.2724018928529404e-08
1953,2.3702419582605216e-08,5.7101286476957114e-08
1954,9.772536557761669e-09,4.788542540268281e-08
1955,1.5016972554349195e-08,5.16208449319322e-08
1956,2.703553825256222e-08,4.447782098182529e-08
1957,3.268964121616591e-08,6.71462899726194e-08
1958,9.099467845885556e-09,5.7905705119765116e-08
1959,1.1626121398933265e-08,6.510627825750959e-08
1960,1.1765417085030094e-08,7.958958342380029e-08
1961,2.014966149488373e-08,5.6974905848772295e-08
1962,2.029426049432459e-08,8.244543625579581e-08
1963,1.3578711488548834e-08,4.8495398696779546e-08
1964,7.300761772910391e-09,7.300761950546075e-08
1965,1.6963333848707407e-08,6.183408984838934e-08
1966,1.9940669560014612e-08,5.8714192952002975e-08
1967,1.6763140209263838e-08,8.184357369600548e-08
1968,2.515192853991266e-08,5.614269979470343e-08
1969,2.043791091921321e-08,6.358460780120367e-08
1970,1.7015283404475667e-08,5.7024190175392064e-08
1971,2.2608949379332444e-08,5.60085311462899e-08
1972,1.5903454553267693e-08,4.565830802327753e-08
1973,1.598829157956061e-08,4.741355358328647e-08
1974,1.406392957647995e-08,6.469407520803827e-08
1975,1.1994108817248161e-08,4.6262989883416594e-08
1976,2.171140245366132e-08,5.427850513495258e-08
1977,2.4682483612537e-08,4.407586473575975e-08
1978,1.0693064211864112e-08,5.643561662438401e-08
1979,1.1703946256602649e-08,5.676414005506558e-08
1980,3.013130012163856e-08,6.083111531163254e-08
1981,2.5934753011824796e-08,5.692994659023398e-08
1982,1.8622506203769262e-08,5.338451902758834e-08
1983,1.6419821946556112e-08,4.16810870262907e-08
1984,9.858314165001048e-09,6.610869418555154e-08
1985,1.6242006850575308e-08,6.556958320746986e-08
1986,1.978180286243969e-08,7.073492558351546e-08
1987,1.588812459374367e-08,5.3775189468030504e-08
1988,1.2592763276586538e-08,8.874899742883358e-08
1989,1.9757239400064464e-08,7.024796389032417e-08
1990,1.3076762783725826e-08,5.1762185648840386e-08
1991,1.934283488935762e-08,4.806401432411178e-08
1992,1.652983172562017e-08,7.107827976193803e-08
1993,1.606370148010683e-08,6.425480886251833e-08
1994,2.0572214154412904e-08,4.167192096948824e-08
1995,1.9520822291951845e-08,6.073144775964323e-08
1996,2.081855932090093e-08,5.0711875365649917e-08
1997,2.205651483677684e-08,5.322332741197755e-08
1998,1.954932926651054e-08,6.055524437442728e-08
1999,1.0968483010742602e-08,4.9358171549940266e-08
2000,1.8113929911578452e-08,5.6108998780501906e-08
2001,1.9277331730904734e-08,5.1260178102197074e-08
2002,1.0514931148009055e-08,6.002273467142771e-08
2003,1.583430631058036e-08,7.375453270341836e-08
2004,2.422635247967264e-08,6.563138799098311e-08
2005,1.7564623533417034e-08,6.26021184890746e-08
2006,1.523619275189958e-08,7.782811728418437e-08
2007,1.7176262190332636e-08,9.426971492310088e-08
2008,2.0009967016676455e-08,9.834685632537088e-08
2009,2.86091541568112e-08,1.3541666987748613e-07
2010,3.4011311100812236e-08,1.691117841318146e-07
2011,3.6710130046913036e-08,1.8737462770257451e-07
2012,3.5063802528156884e-08,2.260423781486054e-07
2013,4.5741650467334694e-08,2.3958584383088066e-07
2014,4.872251579968179e-08,2.76310812452607e-07
2015,4.8321343371071634e-08,2.6909225514515356e-07
2016,4.577661627536145e-08,2.7652389800181254e-07
2017,5.861374319238166e-08,3.2199824961942625e-07
2018,7.099033183521897e-08,3.299114470500797e-07
2019,6.607058367080754e-08,2.8188415113206133e-07
