year,dernier_ADJ enfant_NOUN
1940,1.9525528216490784e-07
1941,1.6528414903405064e-07
1942,1.1833425617169269e-07
1943,2.0612969819922e-07
1944,1.4138019110987443e-07
1945,1.3724574898787978e-07
1946,2.2691399692575942e-07
1947,1.8000514501181897e-07
1948,2.2613527050907578e-07
1949,1.5216362292402863e-07
1950,1.4038677420558088e-07
1951,1.5778874740135507e-07
1952,1.2759212952850874e-07
1953,1.4329189923500962e-07
1954,1.4463353337212936e-07
1955,1.2013578043479356e-07
1956,2.2326122461890918e-07
1957,1.2722453990310356e-07
1958,1.0671193706457416e-07
1959,1.0773539627084716e-07
1960,1.3426416956008325e-07
1961,1.382683709749699e-07
1962,1.2239976215910886e-07
1963,1.2285500772257762e-07
1964,1.4540684167840823e-07
1965,1.4008431037382252e-07
1966,1.9885278523812389e-07
1967,1.4643096002409095e-07
1968,1.4192873887264312e-07
1969,1.6713668249401792e-07
1970,1.6325473306544325e-07
1971,1.3976441715080057e-07
1972,1.451831564969197e-07
1973,1.5767762484575343e-07
1974,1.6314158424179936e-07
1975,1.9590376432176981e-07
1976,2.5825140953505965e-07
1977,2.3507127444588605e-07
1978,2.1029693142438077e-07
1979,1.7789999473549756e-07
1980,2.4616702765101195e-07
1981,2.7073352626416636e-07
1982,2.21607835193538e-07
1983,1.9072255019736417e-07
1984,3.247444828602397e-07
1985,2.484425336568563e-07
1986,2.709507462839156e-07
1987,2.4871024129069497e-07
1988,2.410614565739877e-07
1989,2.431238161904048e-07
1990,2.6534929586929934e-07
1991,2.303555888261144e-07
1992,2.0386793408988524e-07
1993,2.3929375991826873e-07
1994,2.3315175168292512e-07
1995,2.2015150413778883e-07
1996,2.3060557641230162e-07
1997,2.0426250113558808e-07
1998,2.3554558614691246e-07
1999,2.2485389372661757e-07
2000,2.094146980269329e-07
2001,2.2563241008910495e-07
2002,2.4052905978066974e-07
2003,2.1084630041912078e-07
2004,3.0084725333168194e-07
2005,2.0807322576033016e-07
2006,2.3101362245370183e-07
2007,2.3926931480566793e-07
2008,1.8732734863302625e-07
2009,2.1933685734332187e-07
2010,2.3004872540255406e-07
2011,2.164368129164984e-07
2012,2.5702106754010856e-07
2013,2.181095846154335e-07
2014,2.875711286876026e-07
2015,2.4626153916074145e-07
2016,2.2225478901738427e-07
2017,2.1734881405777173e-07
2018,2.3155756867510036e-07
2019,2.5688447236049683e-07
