year,premier_ADJ acteur_NOUN,premier_ADJ facteur_NOUN
1945,2.3963544037997053e-08,2.0477938544871677e-07
1946,4.5939643200654245e-08,3.076564079051991e-07
1947,2.5033829231801974e-08,2.6583542966918117e-07
1948,3.0441286602567175e-08,2.467918482906839e-07
1949,2.4542519905246252e-08,3.151259635458814e-07
1950,6.700277910276498e-08,2.1483430723279184e-07
1951,1.8124383771578323e-08,3.0704837739037316e-07
1952,2.319856839960721e-08,2.509663286076602e-07
1953,1.4005975934594517e-08,2.585718554826144e-07
1954,1.9545073115523337e-08,3.537657939922667e-07
1955,2.5341140741375057e-08,3.425746895047155e-07
1956,3.401245152190313e-08,3.113447633040778e-07
1957,2.827212136624624e-08,3.030418021521264e-07
1958,3.0607301415574995e-08,3.5405202591931584e-07
1959,2.0151945223645384e-08,2.9220318653599975e-07
1960,1.072729212125978e-07,2.9205917218000366e-07
1961,3.7520061002549454e-08,2.7862118157084836e-07
1962,3.86859341228174e-08,3.1519522547540646e-07
1963,6.466053281695139e-08,3.375279846729029e-07
1964,3.3461826975944575e-08,2.944640757895911e-07
1965,2.6813013420667886e-08,2.971319581490661e-07
1966,3.6557894489419596e-08,2.6255214713444275e-07
1967,4.240088768980854e-08,3.02722598100047e-07
1968,7.68032120124218e-08,3.04068844103611e-07
1969,3.8150766101807676e-08,2.4979667045954557e-07
1970,2.7132478319646935e-08,3.122534315558312e-07
1971,7.039604399405874e-08,3.745891721251837e-07
1972,2.6163748834129308e-08,4.0887269658895775e-07
1973,3.6938464287317174e-08,3.853729406699813e-07
1974,7.707033172765776e-08,5.490557946075114e-07
1975,2.7415103964756327e-08,5.226004544667262e-07
1976,3.199574982737374e-08,5.045044337848026e-07
1977,3.055926489636818e-08,5.165691048247822e-07
1978,4.455443503026402e-08,4.835641327360918e-07
1979,3.1015458312744215e-08,4.289496589038322e-07
1980,4.548120502434472e-08,4.40599167816913e-07
1981,1.8344093466460265e-08,4.219141409578242e-07
1982,3.3520513142981656e-08,4.3328365562089743e-07
1983,4.231261663267816e-08,5.33012689096779e-07
1984,5.045137341230799e-08,3.717164451799704e-07
1985,4.391357255606465e-08,3.868003917162355e-07
1986,5.514926515459706e-08,4.969428353263083e-07
1987,4.949761800432384e-08,3.953698479719492e-07
1988,5.037105288430155e-08,4.0356806518815347e-07
1989,5.4881222455449574e-08,3.567279440730431e-07
1990,4.140974774191619e-08,4.2880882933360454e-07
1991,3.9857964484468766e-08,4.970522562430801e-07
1992,3.691662486815517e-08,4.0222592190275464e-07
1993,6.09312805766038e-08,3.7500433336390415e-07
1994,5.1694282299230565e-08,4.2199411520726926e-07
1995,7.808329249847645e-08,4.2023994595297154e-07
1996,1.0302518171911856e-07,4.4146021060953444e-07
1997,8.726708022877006e-08,4.5311754082177913e-07
1998,7.72436963281109e-08,4.2960844659489794e-07
1999,6.581089584400956e-08,3.934943304528815e-07
2000,6.317785095077966e-08,4.5726624620101575e-07
2001,7.228999571173844e-08,4.2585379755877284e-07
2002,7.754761999212434e-08,4.7317192297668953e-07
2003,8.41718407196268e-08,5.04197696926667e-07
2004,1.3126277331743097e-07,4.56336364251797e-07
2005,7.566299009553745e-08,4.170472109876755e-07
2006,8.565211073729984e-08,4.1631867819802437e-07
2007,9.227247393939209e-08,4.2221649199092326e-07
2008,9.323793229154553e-08,4.478826483023113e-07
2009,9.393339461816197e-08,3.843163076666656e-07
2010,7.652544520286853e-08,3.9349196612192827e-07
2011,8.603937193263356e-08,3.4453986197391373e-07
2012,7.659568679319051e-08,3.346380421653805e-07
2013,7.949006514129664e-08,2.638512404118387e-07
2014,6.626262527564819e-08,2.282379276685731e-07
2015,7.403361834690259e-08,2.0259499811103865e-07
2016,7.456824052676225e-08,2.3654703795727983e-07
2017,6.666370033769908e-08,2.4074400339912927e-07
2018,6.944145325427087e-08,1.977403516484344e-07
2019,7.040726479612402e-08,2.1632376512314977e-07
