year,dernier_ADJ acteur_NOUN,dernier_ADJ facteur_NOUN
1948,5.435943917220243e-09,2.826690774782037e-07
1949,5.890205101444224e-09,2.9647366028839883e-07
1950,6.381216888229346e-09,2.818370845592e-07
1951,7.462981344019681e-09,2.739980238253281e-07
1952,5.272402070488624e-09,2.5307529405438345e-07
1953,7.54167928107563e-09,2.887385619487759e-07
1954,9.772536113672459e-10,2.716765028498713e-07
1955,5.631364707880948e-09,3.069093867935635e-07
1956,3.488456634670456e-09,3.357639510870314e-07
1957,5.301022731885041e-09,2.615171297293273e-07
1958,3.3088974338291166e-09,3.300625158186854e-07
1959,3.100299128533379e-09,2.5499959832586683e-07
1960,2.076250060767393e-09,2.8306208110784326e-07
1961,4.86371165564492e-09,3.078034651604611e-07
1962,4.43936931660005e-09,2.910957945800874e-07
1963,5.819447590482696e-09,2.6769459449127453e-07
1964,1.0342745992986124e-08,3.03590005579224e-07
1965,2.73602163147757e-09,2.8509345395555385e-07
1966,6.6468897053084675e-09,2.7861544671381466e-07
1967,7.395503320850594e-09,2.7412666581128065e-07
1968,4.042274071025531e-09,2.573581241449574e-07
1969,8.175164073476182e-09,2.429840484374779e-07
1970,5.5184699032651e-09,2.4879103222019694e-07
1971,7.707596116901527e-09,2.4047700897256163e-07
1972,8.721249666887587e-09,2.4829911637880286e-07
1973,7.1671648615989625e-09,2.310032423125108e-07
1974,1.3501372464475025e-08,2.632767639454414e-07
1975,2.8557400888473694e-09,2.821471341007964e-07
1976,5.7135269293517865e-09,2.4739570525511567e-07
1977,7.052138428775834e-09,2.4447412982908645e-07
1978,8.910887250301869e-09,2.7861372942084017e-07
1979,6.43717057435822e-09,2.3700492590705835e-07
1980,1.0801786187730755e-08,2.7914089173464163e-07
1981,5.69299452024552e-09,2.5365454003889454e-07
1982,5.586751949948621e-09,2.538868524304405e-07
1983,6.946847763700248e-09,2.5766489386569447e-07
1984,3.4794050418618383e-09,2.4935736320230717e-07
1985,1.2632671797518924e-08,2.5987210694466967e-07
1986,1.1988971149179406e-08,2.5116895496779534e-07
1987,4.888653482026939e-09,2.6948701314921664e-07
1988,1.499138480021145e-08,2.6025044430610933e-07
1989,1.4269117665222097e-08,2.0306052306295896e-07
1990,8.717841559757744e-09,2.435547052925813e-07
1991,1.4067516596050211e-08,2.3328631026942048e-07
1992,1.8733810946969243e-08,2.3692760464655294e-07
1993,1.1632335983335906e-08,2.1547517015108042e-07
1994,1.4242302004419116e-08,2.2365688234771142e-07
1995,1.6267351632404115e-08,2.4292579148266213e-07
1996,2.5089032629210806e-08,1.7989369993642867e-07
1997,1.4864172559470035e-08,2.2392156928674467e-07
1998,2.431745871334101e-08,2.1122812743357144e-07
1999,1.7823783782233704e-08,2.0154586444220968e-07
2000,1.988114117779105e-08,2.1206550826491366e-07
2001,1.7086725812021086e-08,2.0942192335837717e-07
2002,1.3143663935011318e-08,1.8970689730224422e-07
2003,1.291746132281446e-08,2.1542991213152618e-07
2004,2.2464435645019876e-08,1.9953704111230763e-07
2005,2.1167623209805697e-08,2.1122585192046017e-07
2006,1.8942293067425453e-08,1.815989474351909e-07
2007,1.797515702950392e-08,1.753576448493277e-07
2008,2.2564430324223395e-08,1.9115903970856607e-07
2009,3.1946889578193804e-08,1.5639671469003247e-07
2010,1.747803413110205e-08,1.5777468398425754e-07
2011,1.8355065689590333e-08,1.3881018823269642e-07
2012,2.0425515501187874e-08,1.2765948120829762e-07
2013,1.338780020176955e-08,1.1435412572424752e-07
2014,1.6673927794030874e-08,9.506304454731662e-08
2015,1.3077795069094122e-08,8.533815387679056e-08
2016,1.3463710368810666e-08,7.436111060243888e-08
2017,1.106868996458843e-08,8.628546765976353e-08
2018,1.9361000358486535e-08,7.512067856652038e-08
2019,1.1989642390020094e-08,7.627453246783489e-08
