year,ancien_ADJ bail_NOUN
1954,7.818028890937967e-09
1955,1.220129064449793e-08
1956,1.2209598665435806e-08
1957,1.8553580005686854e-08
1958,2.4816730004317833e-08
1959,1.1626121398933265e-08
1960,9.689166802218097e-09
1961,2.153929301584867e-08
1962,1.331810839388936e-08
1963,7.759263453976928e-09
1964,1.764350798794112e-08
1965,1.4227312661319047e-08
1966,1.8832853498906843e-08
1967,4.437302081328198e-09
1968,7.635406973349745e-09
1969,1.544197658631674e-08
1970,7.3579600190498695e-09
1971,8.735275613958038e-09
1972,1.539044092169206e-08
1973,1.268036875501366e-08
1974,1.1813700240281833e-08
1975,1.4849848462006321e-08
1976,1.428381679602353e-08
1977,8.22749424145286e-09
1978,7.128709622605811e-09
1979,1.6970723493159312e-08
1980,7.95921106799824e-09
1981,1.138598904049104e-08
1982,5.586751949948621e-09
1983,3.157658134966823e-09
1984,8.69851302098823e-09
1985,3.609334831011779e-09
1986,9.591176741707841e-09
1987,1.1610551631235921e-08
1988,4.797243047249822e-09
1989,9.878619700032232e-09
1990,8.172976073694826e-09
1991,9.96449056600568e-09
1992,2.2039776670368383e-09
1993,2.2156829704300662e-09
1994,4.2199412852994556e-09
1995,6.506940763983948e-09
1996,2.135236876199542e-09
1997,5.753873377756236e-09
1998,4.291316191284977e-09
1999,3.656160929565999e-09
2000,2.2090156370779823e-09
2001,2.6287270138425356e-09
2002,6.571832411594869e-09
2003,4.166922806803086e-09
2004,3.523833003171717e-09
2005,4.954124666056714e-09
2006,1.2765458912156191e-08
2007,4.7933754743212376e-09
2008,4.257439678578834e-10
2009,2.860915504498962e-09
2010,1.8895172093635892e-09
2011,3.823971805871906e-09
2012,3.404252713057332e-10
2013,3.3469500504423877e-09
2014,3.2481677347817595e-09
2015,3.768178213903184e-09
2016,2.278474076078396e-09
2017,5.534344982294215e-09
2018,1.8070267504555204e-09
2019,2.04079020349468e-09
