year,un_DET an_NOUN,un_DET banc_NOUN
1871,2.594647332898603e-05,3.0387187734959298e-06
1872,2.82942912690487e-05,2.8815572719054217e-06
1873,2.694480235732044e-05,3.346775066859209e-06
1874,2.7689326543622883e-05,3.2268864131879127e-06
1875,2.7299123075863463e-05,3.30418193073001e-06
1876,2.7892685466213152e-05,3.7086253996676533e-06
1877,2.7294210667605512e-05,3.4709186920167667e-06
1878,2.6071350475831423e-05,3.657875893736673e-06
1879,2.6424664724800095e-05,3.712636853947515e-06
1880,2.8336716695775976e-05,3.4739802146077636e-06
1881,2.9624092121594003e-05,3.365629474672005e-06
1882,2.9720954216827522e-05,3.836829577608114e-06
1883,2.915806226155837e-05,3.412443142281063e-06
1884,2.921515010712028e-05,3.5385095102924424e-06
1885,2.9382429829638568e-05,3.7822991174607523e-06
1886,2.9132226245565107e-05,3.2170518409202487e-06
1887,2.9009317131567514e-05,3.750214403908103e-06
1888,2.9781233479297953e-05,3.537428888478189e-06
1889,2.880459328480356e-05,3.6375384695475077e-06
1890,2.985785295095411e-05,3.4666149844042593e-06
1891,2.969302931887796e-05,3.320331273926058e-06
1892,2.9892654538343777e-05,3.7291380152737474e-06
1893,3.0445980200966005e-05,3.341556869429496e-06
1894,2.9272540132296854e-05,3.630947020383246e-06
1895,2.9982932119310135e-05,3.3258862757179486e-06
1896,3.035790450667264e-05,3.5464731098500124e-06
1897,3.0130519007798284e-05,3.309573294529855e-06
1898,3.161209656354913e-05,3.0255222469577348e-06
1899,3.211246598766593e-05,3.45805294443835e-06
1900,3.072947743021359e-05,3.7754529529365755e-06
1901,3.1280170787795214e-05,3.250410642863244e-06
1902,2.9502948791559902e-05,3.1180302357824985e-06
1903,3.097296303167241e-05,3.478821895441797e-06
1904,3.318723611300811e-05,2.96195603510796e-06
1905,3.277701262049959e-05,2.876091066639219e-06
1906,3.453342469583731e-05,3.507819442916116e-06
1907,3.137237240480317e-05,3.113477362148842e-06
1908,3.263274311393616e-05,3.124625621353516e-06
1909,3.1107511176742264e-05,3.1454623581339547e-06
1910,3.1720206834506826e-05,3.6660872666516298e-06
1911,3.060332437598845e-05,2.8426759257627054e-06
1912,3.375548612893908e-05,3.2090034096654563e-06
1913,3.281596059423464e-05,3.1181579416283967e-06
1914,3.254952207498718e-05,2.910404859335358e-06
1915,3.528573711264471e-05,2.6895479550148593e-06
1916,3.7198051359155215e-05,2.4095504187471306e-06
1917,3.3523263709867024e-05,2.4279664216919628e-06
1918,3.312326248305908e-05,2.4994355243279642e-06
1919,3.3388580504833953e-05,3.197885725114702e-06
1920,3.45490661857184e-05,3.0031470856783926e-06
1921,3.5154208262611064e-05,3.197214034855733e-06
1922,3.6175492368784035e-05,3.066269897544771e-06
1923,3.416636832298536e-05,3.2102626335017703e-06
1924,3.598696980589011e-05,3.5271483938004167e-06
1925,3.3587336702112225e-05,3.5040194390489887e-06
1926,3.462659469732898e-05,3.2279216242159237e-06
1927,3.3354021525155986e-05,3.548798375163642e-06
1928,3.851947030852898e-05,3.260992258447004e-06
1929,3.498310411487182e-05,3.30981480800574e-06
1930,3.4511691865191096e-05,2.9336564963955425e-06
1931,3.524483372530085e-05,2.9414413873496414e-06
1932,3.519326310197357e-05,2.8823581175174695e-06
1933,3.501763762869814e-05,3.177373329776856e-06
1934,3.4222988006149535e-05,2.99539506443125e-06
1935,3.49174683833553e-05,3.190744635617193e-06
1936,3.470093247415207e-05,3.160913067290494e-06
1937,3.752027441805694e-05,3.4675940128181537e-06
1938,3.602903279897873e-05,3.5122766917083936e-06
1939,3.392985172467888e-05,3.3050443164484022e-06
1940,3.413924628148379e-05,3.0682973459761342e-06
1941,3.2215650207945146e-05,3.878274526414316e-06
1942,2.9865746682844474e-05,3.5530619015844422e-06
1943,2.9853967589588137e-05,3.8613027868450445e-06
1944,2.7986850682282238e-05,4.697678321008425e-06
1945,3.248585267101589e-05,3.3701457340384877e-06
1946,3.4439420687704114e-05,3.5512736360487906e-06
1947,3.399951697247161e-05,3.236516448623661e-06
1948,3.223406042707211e-05,3.0299950566359257e-06
1949,3.7681603089367854e-05,3.0835222943892404e-06
1950,3.373749405000126e-05,3.424586452638323e-06
1951,3.472205412435869e-05,3.658993193766946e-06
1952,3.4287483686057385e-05,4.0006986807838985e-06
1953,3.339670911373105e-05,3.3689757259480757e-06
1954,3.455275441410777e-05,3.660791932702523e-06
1955,3.4060369443977834e-05,3.36098608499924e-06
1956,3.4037741670545074e-05,3.7814869102703597e-06
1957,3.2210781228059204e-05,3.486305800493028e-06
1958,3.4995727673958754e-05,3.610006928056464e-06
1959,3.4730324614429264e-05,3.459933765270762e-06
1960,3.3031753218892845e-05,3.7275608235631807e-06
1961,3.346511289237242e-05,3.419189184228344e-06
1962,3.380896851012949e-05,3.2020538611732263e-06
1963,3.2984630479404586e-05,3.3888584454189186e-06
1964,3.346000085002743e-05,2.9890536339394203e-06
1965,3.155125500597933e-05,2.9521673923227354e-06
1966,3.1017710170999635e-05,3.1373320510397207e-06
1967,3.258557444496546e-05,3.1199163643691463e-06
1968,3.295037345196761e-05,2.7379669944593843e-06
1969,3.405546226531442e-05,2.550651281296723e-06
1970,3.4959509093823726e-05,2.79924397261766e-06
1971,3.5074702282145154e-05,2.7490425509313354e-06
1972,3.7289497413439676e-05,2.6604941893992873e-06
1973,3.58964714450849e-05,2.5471000739685223e-06
1974,3.6983632071496686e-05,2.3543017988458814e-06
1975,3.883178214891814e-05,2.2046314214207996e-06
1976,3.787497053053812e-05,2.3522590382185626e-06
1977,3.567441490304191e-05,2.1767600557609512e-06
1978,3.426236071391031e-05,2.402375059773476e-06
1979,3.388175377949665e-05,2.220238691563736e-06
1980,3.336160034450586e-05,2.70670023638786e-06
1981,3.475003813946387e-05,2.427113436453965e-06
1982,3.5889295759261586e-05,2.2986380514566918e-06
1983,3.4388789117656415e-05,2.6284344514238e-06
1984,3.530842423060676e-05,2.541705519831794e-06
1985,3.640435079432791e-05,2.2889198092457264e-06
1986,3.707829205268354e-05,2.3570317608800906e-06
1987,3.676084224935039e-05,2.290945303684566e-06
1988,3.607107009884203e-05,2.3824308286179985e-06
1989,3.7536011177508044e-05,2.4054439222709334e-06
1990,3.68007331417175e-05,2.2829846741956317e-06
1991,3.602749620768009e-05,2.2238399992602353e-06
1992,3.53181894752197e-05,2.3439302552219488e-06
1993,3.5620427297544666e-05,2.3104034738707924e-06
1994,3.597605473260046e-05,2.2998679227725916e-06
1995,3.59530176865519e-05,2.2351341613102704e-06
1996,3.502535923871619e-05,2.2046320609092618e-06
1997,3.434247196310025e-05,2.0968073002336496e-06
1998,3.603132336138515e-05,2.2887020207917885e-06
1999,3.485235288280819e-05,2.06116068923734e-06
2000,3.479111410342739e-05,2.1277239241612733e-06
2001,3.466677685537434e-05,2.018862371500063e-06
2002,3.388305344742548e-05,2.2909406780513564e-06
2003,3.433836036492721e-05,2.3001413538281668e-06
2004,3.465205395514204e-05,2.2993010375671474e-06
2005,3.312913099762227e-05,2.218096565087535e-06
2006,3.3422030128349434e-05,2.518913277071988e-06
2007,3.3511286574139376e-05,2.6403508890382454e-06
2008,3.3643991400822415e-05,2.8971876915306893e-06
2009,3.152204362777411e-05,3.24475489321685e-06
2010,3.162768462061649e-05,4.0171135253785906e-06
2011,3.0130988079690724e-05,4.422423764083305e-06
2012,3.136644363621599e-05,5.592846626711889e-06
2013,3.1708446840639226e-05,5.687583950475528e-06
2014,3.334828943479806e-05,5.898239763268975e-06
2015,3.197853266101447e-05,6.038616220394033e-06
2016,3.05854066482425e-05,6.040441860477586e-06
2017,3.302997720311396e-05,5.594971156597239e-06
2018,3.129615288344212e-05,6.4296589528112236e-06
2019,3.147714801343682e-05,6.1310438894679464e-06
