year,bien_ADV eu_VERB,bien_ADV bu_VERB
1890,4.5487442434932746e-07,3.8015443237782165e-08
1891,5.137621315043361e-07,3.569563133964948e-08
1892,6.061651447453187e-07,4.387958796314706e-08
1893,5.487149223881715e-07,4.434059874824925e-08
1894,5.784813197351468e-07,3.465846631911518e-08
1895,4.98341307775263e-07,4.754705429377282e-08
1896,5.218870455792057e-07,3.4792471126365854e-08
1897,5.110027814225759e-07,3.787363667129284e-08
1898,5.386754082792322e-07,2.998928039232851e-08
1899,5.632602437799505e-07,4.753717419703207e-08
1900,4.80172388961364e-07,4.152842336679896e-08
1901,4.962799948771135e-07,2.235495522029396e-08
1902,4.365242318726814e-07,2.9461702411026636e-08
1903,4.233772585848783e-07,3.9961630449170116e-08
1904,4.971528255737212e-07,2.7948050984605288e-08
1905,5.140116172697162e-07,4.1286071450485906e-08
1906,5.005291541237966e-07,3.343719967574543e-08
1907,4.3919882841692015e-07,3.754275823553144e-08
1908,4.80825008253305e-07,4.6167055955947944e-08
1909,5.616504381578125e-07,3.245580160182726e-08
1910,5.231923410065065e-07,4.756294202934441e-08
1911,4.953268444296555e-07,4.681929155481157e-08
1912,4.7509922751487466e-07,2.81308754068732e-08
1913,5.186324187889113e-07,4.030272293675807e-08
1914,5.290427793624985e-07,5.2234600644851525e-08
1915,5.489835075422889e-07,2.591767689352764e-08
1916,6.240878178687126e-07,3.29623865980011e-08
1917,5.549010779759556e-07,3.5092558192673096e-08
1918,4.996573466087284e-07,2.2972752589112133e-08
1919,4.926199039800849e-07,4.1435317399418636e-08
1920,4.944667466588726e-07,3.33178178379967e-08
1921,4.816267278329178e-07,3.4077363153528495e-08
1922,4.825169526156969e-07,3.6151885041135756e-08
1923,5.010727477383625e-07,4.777176698667063e-08
1924,5.646531349157158e-07,5.9301473953610184e-08
1925,5.97201051277807e-07,6.158979459769398e-08
1926,4.848570256399398e-07,6.35329868714507e-08
1927,6.143222890386824e-07,4.2367055641534535e-08
1928,5.16457077992527e-07,5.5987602110008083e-08
1929,5.503360966940818e-07,6.127223173280072e-08
1930,5.125758661961299e-07,3.361153133596417e-08
1931,4.65338558797157e-07,4.1059283972799676e-08
1932,5.73183740470995e-07,5.589363638591749e-08
1933,5.276504566609219e-07,6.652984296806608e-08
1934,5.667287155119993e-07,3.5944740517379614e-08
1935,4.94290134156472e-07,5.0266791618014395e-08
1936,4.571017484522599e-07,4.00115567344983e-08
1937,4.709078211817541e-07,4.5328025777280345e-08
1938,5.004573040423566e-07,3.5006078036303734e-08
1939,5.444682074084994e-07,2.2941076593951948e-08
1940,4.564409152862936e-07,4.564409294971483e-08
1941,5.047069180363906e-07,6.788455664263893e-08
1942,5.279528636492614e-07,7.282108072104165e-08
1943,5.225823542787111e-07,8.709705667797607e-08
1944,5.205361617299786e-07,7.390327994016843e-08
1945,5.598755592473026e-07,5.010559434026618e-08
1946,6.041759093022847e-07,5.986074569364064e-08
1947,5.066370363238093e-07,6.794896734163558e-08
1948,4.631424133094697e-07,4.1313175103141475e-08
1949,4.977223397872876e-07,3.8286334103077024e-08
1950,4.668923736517172e-07,5.104973510583477e-08
1951,5.415992063717567e-07,5.437314953837813e-08
1952,4.6818928467473597e-07,6.326882129314981e-08
1953,5.192984531277034e-07,4.8482224457302436e-08
1954,5.013311010770849e-07,4.10446503451567e-08
1955,5.46242404197983e-07,5.819076775992471e-08
1956,5.066983135293412e-07,4.7094165012140365e-08
1957,4.974125999979151e-07,3.710716001137371e-08
1958,4.996434768145264e-07,6.204182767532984e-08
1959,5.25500695403025e-07,4.2629114460623896e-08
1960,5.121416961628711e-07,5.4674583083169637e-08
1961,5.294497213981231e-07,4.794229724325305e-08
1962,5.320901550476265e-07,6.532214769094935e-08
1963,4.836607558900141e-07,4.2029345337368795e-08
1964,5.499907160810835e-07,4.319617374903828e-08
1965,4.875590775554883e-07,5.909806688464414e-08
1966,5.627699692922761e-07,5.926809976131153e-08
1967,4.979638674740272e-07,5.37406563694276e-08
1968,5.407664502854459e-07,5.210042530734427e-08
1969,5.336565322977549e-07,4.5871754394966047e-08
1970,4.7688780568933e-07,4.092865424354386e-08
1971,4.912308213533834e-07,3.9051819555879774e-08
1972,5.453346147987759e-07,4.001514497531389e-08
1973,5.7447584822512e-07,5.5683358368696645e-08
1974,5.383672032621689e-07,4.387946006545462e-08
1975,5.203158366384741e-07,3.7695770060963696e-08
1976,5.833510954289522e-07,2.628222439682304e-08
1977,5.347871478988964e-07,4.642657813747064e-08
1978,6.819798841206648e-07,4.6930672681355645e-08
1979,6.899476829858031e-07,5.383815349091492e-08
1980,6.287776841418236e-07,5.571447658780926e-08
1981,7.242754236358451e-07,5.819505588533502e-08
1982,7.163457667047624e-07,5.090151944386889e-08
1983,7.148937584133819e-07,4.7996401519867504e-08
1984,6.657261906184431e-07,6.030968791037594e-08
1985,7.206638770185236e-07,4.932757491360462e-08
1986,8.194461429411604e-07,4.91547815784088e-08
1987,7.693518568885338e-07,5.499735067360234e-08
1988,7.201861080829985e-07,3.957725525083333e-08
1989,8.627328043075977e-07,5.4332410570623324e-08
1990,8.031311722334067e-07,5.067245467671455e-08
1991,8.504986226398614e-07,4.8064013213888757e-08
1992,8.033498488657642e-07,7.328225848368675e-08
1993,8.934741799748736e-07,3.877445209354846e-08
1994,8.65615447764867e-07,5.063929364723663e-08
1995,9.397107305630925e-07,5.042879180905402e-08
1996,9.52315645008639e-07,5.124568502878901e-08
1997,8.846580499266565e-07,3.7400177177460137e-08
1998,9.693607125882409e-07,5.4833485307881347e-08
1999,8.802207389635441e-07,6.124069784618769e-08
2000,9.189505476570048e-07,4.9040149718848625e-08
2001,9.174257229460636e-07,5.257454205320755e-08
2002,9.572969474902493e-07,4.205972459203622e-08
2003,9.3839105375082e-07,5.416999826479696e-08
2004,9.576016282153432e-07,5.373845368694674e-08
2005,1.0349616559324204e-06,4.954124577238872e-08
2006,1.061592001860845e-06,4.6532157682577235e-08
2007,1.1216498023713939e-06,6.311277900294954e-08
2008,1.1375879012121004e-06,5.1940762801905294e-08
2009,1.0675983048713533e-06,5.3880576444953476e-08
2010,1.2546394145829254e-06,8.691779385117115e-08
2011,1.1823721024484257e-06,8.183300082009737e-08
2012,1.288850057790114e-06,1.0110630910276086e-07
2013,1.3226031114754733e-06,1.0263980243507831e-07
2014,1.3765735502602183e-06,1.2494618317759887e-07
2015,1.3257337059258134e-06,1.2235496171797422e-07
2016,1.266417257284047e-06,1.0708828312999685e-07
2017,1.3999376733409008e-06,1.1672436528442631e-07
2018,1.4657567817266681e-06,1.252011401220443e-07
2019,1.4237062941901968e-06,1.0025382124467797e-07
