year,rien_PRON eu_VERB,rien_PRON bu_VERB
1913,5.440867312245246e-07,1.0605979205990934e-08
1914,5.819470061396714e-07,1.2054139020278853e-08
1915,6.37339212516963e-07,1.1780762143587253e-08
1916,7.185799972830864e-07,5.493730803607377e-09
1917,6.667585807917931e-07,1.7546279096336548e-08
1918,6.191156671775389e-07,3.101321510712296e-08
1919,6.648066346315318e-07,1.3811772170413406e-08
1920,5.770040729657921e-07,2.1959472462640406e-08
1921,5.778006197942887e-07,3.483463828501954e-08
1922,6.905747795826755e-07,3.024953443286904e-08
1923,6.624351840400777e-07,1.8047112249064412e-08
1924,6.484486902991193e-07,1.804827398643738e-08
1925,6.400939582817955e-07,2.74954441437103e-08
1926,6.096937568145222e-07,1.7833821530643945e-08
1927,6.644938252975408e-07,2.2298449309232637e-08
1928,5.610186235571746e-07,1.82816659588525e-08
1929,6.238627747734427e-07,2.5622934884950155e-08
1930,6.753817274329776e-07,9.453243521306831e-09
1931,5.919380328123225e-07,1.710803587684495e-08
1932,6.279814215304214e-07,1.3151444377967891e-08
1933,6.756220045645023e-07,2.064719240024715e-08
1934,5.415674309006135e-07,3.1152108448395666e-08
1935,5.708871526621806e-07,2.2739740757060645e-08
1936,6.159355052659521e-07,1.4549657478823974e-08
1937,5.527500661628437e-07,2.5182236740306507e-08
1938,5.199050860937859e-07,1.9447821131279852e-08
1939,5.138800815984723e-07,2.141167065872196e-08
1940,5.705511512132944e-07,3.803674530900025e-08
1941,8.087117180366477e-07,2.9515025090631752e-08
1942,6.311160518635006e-07,3.3376331032286544e-08
1943,5.167758558854985e-07,3.193558839598154e-08
1944,7.133273243198346e-07,6.42637232317611e-08
1945,7.624764180036436e-07,5.8819608739213436e-08
1946,6.682130333501846e-07,5.707652661612883e-08
1947,6.663767067038862e-07,3.099426493236024e-08
1948,5.685997166438028e-07,1.7395020535104777e-08
1949,6.125813456492324e-07,2.3560819073509265e-08
1950,6.912985099916114e-07,4.4668517773516214e-08
1951,6.599407811336278e-07,2.5587365115598004e-08
1952,6.021082867846417e-07,2.4253049346611988e-08
1953,5.613164262285864e-07,4.0940545176226806e-08
1954,7.143723905755905e-07,2.8340354063516315e-08
1955,5.988017619529273e-07,2.7218263198847126e-08
1956,6.68911582124565e-07,3.226822542501395e-08
1957,5.027136467106175e-07,3.180613461495341e-08
1958,4.988162913832639e-07,2.2335056470978998e-08
1959,6.673394068457128e-07,3.332821663093455e-08
1960,5.723529170609254e-07,3.737250153790228e-08
1961,6.433995736188081e-07,3.61304266505158e-08
1962,6.062910529180954e-07,3.0441391629665304e-08
1963,5.994031084810558e-07,5.108181966306802e-08
1964,6.534182261930255e-07,4.076258619534201e-08
1965,6.139632660051575e-07,2.2982582947861374e-08
1966,6.131755867500033e-07,4.431259981174662e-08
1967,6.532694669658667e-07,4.437302081328198e-08
1968,6.072394285183691e-07,2.515192853991266e-08
1969,5.913368568144506e-07,1.9529558414888015e-08
1970,5.762202590631205e-07,3.219107469476512e-08
1971,5.400455620474531e-07,2.8775026805760717e-08
1972,5.145537329553918e-07,1.898154344814884e-08
1973,5.821943318551348e-07,3.473318344049403e-08
1974,5.085516932012979e-07,2.5877628928583363e-08
1975,4.466377561129775e-07,2.3988217634496323e-08
1976,4.5022591166343773e-07,2.9138986334942274e-08
1977,4.889482738690276e-07,2.4682483612537e-08
1978,5.762373689321976e-07,2.613860239364385e-08
1979,5.506706770574965e-07,3.3356247541860284e-08
1980,5.429319003269484e-07,3.467942022439274e-08
1981,5.047788249612495e-07,5.186950602364959e-08
1982,5.437772188088275e-07,3.7245012407538525e-08
1983,4.6607033254986163e-07,2.7787390166622572e-08
1984,5.358284056455886e-07,3.131464509920079e-08
1985,4.896664336229151e-07,3.4890238254092765e-08
1986,5.718738975701854e-07,3.476801424540099e-08
1987,4.7419939619430806e-07,2.3832186002437084e-08
1988,5.199012207413034e-07,3.058242370457265e-08
1989,5.339942958926258e-07,3.457516939420202e-08
1990,4.958272370458872e-07,3.705082818328265e-08
1991,5.720789886254352e-07,2.4618154625954958e-08
1992,5.664222726409207e-07,3.912060364541503e-08
1993,5.517050567505066e-07,2.9357799746776436e-08
1994,5.338225719242473e-07,3.639699386326356e-08
1995,5.173018280402175e-07,2.548551947256783e-08
1996,4.4893354811392783e-07,2.93595068256991e-08
1997,4.775715183313878e-07,3.5002731380018304e-08
1998,5.044680619903374e-07,3.194646680526603e-08
1999,4.757579290526337e-07,3.0163327835452947e-08
2000,5.049810170021374e-07,3.446064411605221e-08
2001,5.09096821588173e-07,2.4534786646768225e-08
2002,5.200510031500016e-07,2.891606243338174e-08
2003,5.89202898026997e-07,3.958576755280774e-08
2004,5.488369652084657e-07,3.920264290968589e-08
2005,5.634190642922476e-07,3.828187189469645e-08
2006,5.822696493851254e-07,3.3354908168803377e-08
2007,6.754664809704991e-07,4.47381687251891e-08
2008,7.254677143464505e-07,6.215861958480673e-08
2009,7.209507089100953e-07,7.104606680741199e-08
2010,9.10747303350945e-07,9.069682960216596e-08
2011,9.16223712010833e-07,1.2274949767743237e-07
2012,1.1591480415518163e-06,1.42978620942813e-07
2013,1.224425886903191e-06,1.5312296852698637e-07
2014,1.3159410627849866e-06,1.5439624689861375e-07
2015,1.2989131619178806e-06,1.4296911388100852e-07
2016,1.2587534001795575e-06,1.4685801374980656e-07
2017,1.2761696552843205e-06,1.6099912159006635e-07
2018,1.436328034287726e-06,1.7140938268767059e-07
2019,1.3265135976325837e-06,1.6428360538611742e-07
