year,on_PRON allait_VERB,on_PRON balaie_VERB
1924,2.268925925363874e-06,3.2229061641686485e-08
1925,2.407501142442925e-06,3.189471531328536e-08
1926,2.4365458557440434e-06,2.8979960209341016e-08
1927,2.848626877494098e-06,4.1252133264890745e-08
1928,2.3526218910774332e-06,3.085031208271971e-08
1929,2.517731843454385e-06,2.116677211283502e-08
1930,2.4399871563218767e-06,2.4158287814657342e-08
1931,2.1407853978416824e-06,6.843213995466613e-09
1932,2.2982147811489995e-06,2.3015026440198483e-08
1933,2.24136744009229e-06,1.2617728417652074e-08
1934,2.2465463302978605e-06,1.5576054224197833e-08
1935,1.979554156150698e-06,5.98414207075848e-09
1936,2.142437097063521e-06,3.152425831487449e-08
1937,2.3482435267396795e-06,1.5109341999774983e-08
1938,1.987567372907506e-06,3.630260092535309e-08
1939,2.0448145505724824e-06,3.6705721129237645e-08
1940,1.7623690951040771e-06,1.77504799747652e-08
1941,2.2460935156232154e-06,2.066051862925633e-08
1942,2.175529857595393e-06,1.517105907566929e-08
1943,3.1471070087718545e-06,2.9032351633873077e-08
1944,2.5319906740151055e-06,2.2492303131116387e-08
1945,2.866911358978541e-06,1.742803235060819e-08
1946,2.606030761853617e-06,2.0881656404014848e-08
1947,2.526032574223791e-06,3.099426515440484e-08
1948,2.196121329234302e-06,2.2830963786191205e-08
1949,2.050773048267729e-06,3.239612755834287e-08
1950,2.152597232907283e-06,1.2762433554414088e-08
1951,2.3017965986582567e-06,1.2793681891665187e-08
1952,2.078380873626884e-06,2.9525450528922192e-08
1953,1.9673008750942245e-06,2.477980221016196e-08
1954,2.2633193452747946e-06,2.34540866728139e-08
1955,1.983178890441195e-06,3.566531070475776e-08
1956,2.0468518755478726e-06,1.9186511046598298e-08
1957,1.9604948420237633e-06,1.9437083054185678e-08
1958,2.041589652890252e-06,2.9780075738727874e-08
1959,1.908234082748095e-06,2.1702093455644444e-08
1960,1.968977073829592e-06,1.7994166823243063e-08
1961,2.0691618374257814e-06,3.196153341988861e-08
1962,2.2241241595111205e-06,2.4099434448032753e-08
1963,2.138970387477457e-06,2.9097239173658807e-08
1964,2.1306056510184135e-06,1.520992043424485e-08
1965,1.946953034348553e-06,2.3529786119524942e-08
1966,2.2056595980757265e-06,2.4925836616951358e-08
1967,2.1762501205557783e-06,2.8102912885685782e-08
1968,2.300503183505498e-06,2.515192898400187e-08
1969,1.9584059600674664e-06,2.5433843475752838e-08
1970,2.0777039253516705e-06,2.989171221656761e-08
1971,2.0569005414472485e-06,2.158126877205291e-08
1972,1.8299233488505706e-06,2.3598675458202933e-08
1973,1.8689760850065795e-06,2.4809417409343837e-08
1974,2.020142801484326e-06,2.6440187816945127e-08
1975,1.8442370048887824e-06,1.8276736568623164e-08
1976,1.8094740141805232e-06,1.0284348261890841e-08
1977,1.9181815673618985e-06,2.7620874143430285e-08
1978,2.136236673777603e-06,2.7326721330211967e-08
1979,2.096176842769637e-06,2.691907807772509e-08
1980,2.1194241526245605e-06,2.0466542238750662e-08
1981,2.2038214524400246e-06,2.9730083284107423e-08
1982,2.3365038828160323e-06,2.9175260873870457e-08
1983,2.1427867409329338e-06,2.652432673500016e-08
1984,2.211741787050414e-06,1.681712458179163e-08
1985,2.21613152007194e-06,2.285912126254175e-08
1986,2.2497304144053487e-06,2.3378493363424013e-08
1987,2.101509892327158e-06,1.7721368594791898e-08
1988,2.0184400000289315e-06,2.278690436341435e-08
1989,2.1145734194760735e-06,2.250130171077558e-08
1990,2.0568657532749057e-06,1.8525413703063265e-08
1991,2.1212642309365037e-06,1.582595654525676e-08
1992,2.280565865930839e-06,3.0855687782604946e-08
1993,2.290462248311087e-06,2.880387950376928e-08
1994,2.1748521703557344e-06,1.9517228277976528e-08
1995,2.345752250221267e-06,2.277429400621145e-08
1996,2.0690445126092527e-06,2.829188794351012e-08
1997,1.990840189591836e-06,2.4453962410575514e-08
1998,2.148519058664533e-06,1.9549329044465935e-08
1999,2.0611606998954812e-06,1.7366764470949647e-08
2000,2.1811821682149457e-06,3.09262211395378e-08
2001,2.0841424088757776e-06,2.1467937205699172e-08
2002,2.2510715780299506e-06,2.8477940006155222e-08
2003,2.274723215123231e-06,2.6251614215766494e-08
2004,2.2191337620824925e-06,2.026203960170392e-08
2005,2.303217570442939e-06,3.422849648160309e-08
2006,2.3097244934433547e-06,1.8118715860993007e-08
2007,2.3279825995814463e-06,2.4366324513636073e-08
2008,2.4859190261850017e-06,2.6821869836268775e-08
2009,2.8046509328305547e-06,2.479460170512482e-08
2010,2.980713475153607e-06,2.881513760932819e-08
2011,3.1410106657858705e-06,3.4033349916029465e-08
2012,3.8342099060173496e-06,3.199997644642849e-08
2013,3.830863306575338e-06,2.8449075539782598e-08
2014,4.367486326373182e-06,2.7501153798681344e-08
2015,4.007568350061774e-06,2.349569960813369e-08
2016,4.104360300516419e-06,2.382041097703791e-08
2017,3.6639879112954077e-06,3.547012017435236e-08
2018,4.435218102116778e-06,2.7879839770150738e-08
2019,4.080815187990083e-06,2.5509878209817316e-08
