year,en_ADP enquête_NOUN,en_ADP banquette_NOUN
1983,1.6419821946556112e-08,7.57837881337764e-09
1984,1.5657323104711907e-08,6.958810416790584e-09
1985,2.9476234453262862e-08,9.624892882698077e-09
1986,4.495864003306593e-08,3.5966913891627428e-09
1987,2.6887593318480896e-08,1.4665960890170027e-08
1988,2.4585871005733395e-08,4.797243047249822e-09
1989,1.6464367313950845e-08,4.390497743145261e-09
1990,2.0704873482380037e-08,4.90378582185258e-09
1991,4.396098890468991e-08,6.4476117778156095e-09
1992,2.2590770809571836e-08,7.713921945651236e-09
1993,3.5450929081193294e-08,3.877445031719162e-09
1994,2.5847139539791897e-08,2.637463358823311e-09
1995,4.446409640479487e-08,8.675921314704738e-09
1996,5.017806792295687e-08,4.804283193493575e-09
1997,5.1784858845493886e-08,5.274384040632185e-09
1998,3.480734389604834e-08,4.7681290027412615e-09
1999,4.0217771085648835e-08,5.0272213059088244e-09
2000,5.389998425364695e-08,7.068850393920911e-09
2001,3.02303612975674e-08,7.448059946568719e-09
2002,3.5926015495846286e-08,4.81934359086722e-09
2003,3.125192266084653e-08,6.667076668520622e-09
2004,4.625030763927285e-08,8.809582507929292e-10
2005,5.404499636707527e-08,6.7556245042510454e-09
2006,4.3649632075482e-08,1.6471559671771274e-09
2007,3.315418128924108e-08,2.3966877371606188e-09
2008,3.3208027966358244e-08,6.811903485726134e-09
2009,2.9085974961873262e-08,6.675469510497578e-09
2010,3.1177033621432315e-08,3.3066551718974324e-09
2011,3.288615774144077e-08,9.55992973672437e-09
2012,3.234040160671192e-08,8.851056776393307e-09
2013,4.37892642701776e-08,5.578249862026041e-09
2014,7.708984894883031e-08,7.362513709807672e-09
2015,4.699139855013357e-08,5.763096222466402e-09
2016,6.379727390815049e-08,5.178350193091319e-09
2017,6.792150575307687e-08,7.798394818792076e-09
2018,7.537882540376017e-08,4.64663996169179e-09
2019,5.0254460037812976e-08,3.5713827450933877e-09
