year,un_DET honneur_NOUN,un_DET bonheur_NOUN
1859,2.1626460098289613e-06,4.450559330848591e-06
1860,2.159515377186949e-06,4.584507593108356e-06
1861,1.985420627015344e-06,4.18494639831124e-06
1862,1.8469528351161557e-06,4.0155860645541e-06
1863,2.1227137514401306e-06,4.210964789308491e-06
1864,2.0094705579509764e-06,4.34402340943052e-06
1865,2.180680992225348e-06,3.997052338888807e-06
1866,2.009984600093162e-06,4.10998335809154e-06
1867,1.8746410272996172e-06,3.7652964479661932e-06
1868,1.9463103964056927e-06,3.330463140827078e-06
1869,1.915316182987681e-06,4.155386235993319e-06
1870,2.009784145329263e-06,3.779884998778016e-06
1871,1.9436754108426157e-06,3.0079173782837643e-06
1872,1.997436111622619e-06,3.056325269312765e-06
1873,1.8957675838038313e-06,3.027122538412641e-06
1874,1.7744589531076826e-06,3.164750445705522e-06
1875,2.017410491106375e-06,3.60627849715911e-06
1876,1.975233022477596e-06,3.2938688576678032e-06
1877,2.00264349103918e-06,3.0967373163548473e-06
1878,1.9095598418061854e-06,2.864339698760432e-06
1879,1.955595077873795e-06,3.2825405611447422e-06
1880,2.1403516612394924e-06,3.157580266588411e-06
1881,1.9578800607433777e-06,2.731131221622718e-06
1882,2.0611726654351514e-06,3.0954196361676622e-06
1883,1.9691060160198504e-06,2.600407952968453e-06
1884,1.9349573898708172e-06,2.7905371950964764e-06
1885,1.8015551916938932e-06,2.5415140960660665e-06
1886,1.69080758638529e-06,2.4426359921392304e-06
1887,1.7308178743569158e-06,2.462057537400142e-06
1888,1.865408870926899e-06,2.593945367834749e-06
1889,1.712888412441771e-06,2.48976531835865e-06
1890,1.8116324662642569e-06,2.39759464193412e-06
1891,1.6101279709523908e-06,2.417741676197238e-06
1892,1.6787076120294842e-06,2.527464168622373e-06
1893,1.5198971832219854e-06,2.407940772997108e-06
1894,1.557110323346933e-06,2.3101444170947616e-06
1895,1.6184054696388728e-06,2.4772617734925007e-06
1896,1.4884101391388072e-06,2.393014341350863e-06
1897,1.4316235699141089e-06,2.11101824021398e-06
1898,1.474567328685339e-06,2.279185363107672e-06
1899,1.4460145632000376e-06,2.3403767883678483e-06
1900,1.5002144069242718e-06,2.3385695371302972e-06
1901,1.4217751460599004e-06,2.2684691423080494e-06
1902,1.2521223995420883e-06,2.026965059798158e-06
1903,1.3846164685915596e-06,2.1833091032874563e-06
1904,1.2899100880758851e-06,2.188547355785886e-06
1905,1.33095980903164e-06,2.179904722510173e-06
1906,1.3215409548905654e-06,2.1368941602872837e-06
1907,1.3638821041439542e-06,2.254108309784897e-06
1908,1.2312852373241867e-06,2.283304823436083e-06
1909,1.2806289282352168e-06,2.642672473740504e-06
1910,1.3408474153209227e-06,2.4572405905587402e-06
1911,1.3237090463746881e-06,2.479294273882715e-06
1912,1.3476772151577165e-06,2.6766006229195227e-06
1913,1.2981719041960105e-06,2.636116278154077e-06
1914,1.331982304009216e-06,2.2889469981635102e-06
1915,1.4737732880742982e-06,1.7164570671468482e-06
1916,1.412987637117169e-06,2.0601492352056994e-06
1917,1.4815639532983482e-06,2.0463347460975e-06
1918,1.4151216110036557e-06,2.2065328479925483e-06
1919,1.4382659587752755e-06,2.4953268464855682e-06
1920,1.2403315352571553e-06,2.535183170948585e-06
1921,1.1283393304140077e-06,2.5648895629615254e-06
1922,1.0904588307880658e-06,2.4479989804149227e-06
1923,1.2579897994413614e-06,2.996882095374076e-06
1924,1.219547710817892e-06,2.7678317877644076e-06
1925,1.1141153777316504e-06,2.9233156269015126e-06
1926,1.1324476334451106e-06,2.777617623905826e-06
1927,1.3646651471077575e-06,3.0771861290190827e-06
1928,1.211160316483273e-06,2.5354384831643983e-06
1929,1.2499535717580557e-06,2.602398950557472e-06
1930,1.1774539805387008e-06,2.4998575582912963e-06
1931,1.1200060665572664e-06,2.415654478227225e-06
1932,1.106913233961393e-06,2.5152135521011587e-06
1933,9.853298834627822e-07,2.4489864003385264e-06
1934,1.128664884220143e-06,2.3364081513932433e-06
1935,1.0974916122563627e-06,2.5899367983583943e-06
1936,9.602773705097434e-07,2.309758148300034e-06
1937,1.0400263876775284e-06,2.1530811338266176e-06
1938,1.0359205866450338e-06,2.3363317396274397e-06
1939,1.1363479242021413e-06,2.4164599068399184e-06
1940,9.635975208865943e-07,1.9069087429102183e-06
1941,1.1127164558644154e-06,2.617982787000983e-06
1942,1.4139426944836941e-06,3.0129723143090814e-06
1943,1.3412946220370259e-06,2.653556954612668e-06
1944,1.1214020094740818e-06,2.997902640800021e-06
1945,1.4900967713060709e-06,2.80155611420696e-06
1946,1.1067278204990316e-06,3.0515061553160194e-06
1947,1.1777820212444112e-06,3.468973488907068e-06
1948,1.027393439656521e-06,2.8082087411007706e-06
1949,9.20835377726803e-07,2.6662994230264303e-06
1950,1.1475555456996744e-06,2.8768652811095308e-06
1951,8.79565666522808e-07,2.8508587703868216e-06
1952,9.026352136842775e-07,2.8122992219437037e-06
1953,8.72679994046166e-07,2.518920766192423e-06
1954,9.332772017422997e-07,2.92296560644445e-06
1955,9.479463773942598e-07,2.302289594524609e-06
1956,8.180430963733443e-07,2.8055912224544954e-06
1957,1.0098447802420196e-06,2.345702561967755e-06
1958,1.0183131431418246e-06,2.608238425239051e-06
1959,1.0013966242894412e-06,2.5623972916832827e-06
1960,9.786058861038782e-07,2.9683454272344534e-06
1961,1.0630684119661282e-06,2.896687703923817e-06
1962,1.0261285154911093e-06,2.969938236674352e-06
1963,1.0604327620455933e-06,2.7991544939709456e-06
1964,1.1139746352029078e-06,2.6684286069666996e-06
1965,1.0194416271147588e-06,2.8635202014015704e-06
1966,9.621372960566532e-07,2.6892206790307682e-06
1967,1.1098185073166178e-06,2.984825115959211e-06
1968,1.0810837904884352e-06,3.0856026782544177e-06
1969,9.596734038552768e-07,2.4857039377934598e-06
1970,1.0006825581498902e-06,2.5113638102425284e-06
1971,9.434097876237502e-07,2.7485288640605177e-06
1972,9.090620238794145e-07,2.571742541590538e-06
1973,7.911447585939868e-07,2.351932764099729e-06
1974,7.881426014044735e-07,1.9554487735717885e-06
1975,7.961803447642524e-07,2.0327157130850537e-06
1976,7.7761102534879e-07,2.277411823570219e-06
1977,7.199057963092059e-07,2.098598720579048e-06
1978,8.186134770049591e-07,2.5057413566287323e-06
1979,8.14009507799085e-07,2.5169337334318698e-06
1980,8.135450371149489e-07,2.299643426795228e-06
1981,7.805727886278646e-07,2.0931242730171107e-06
1982,8.243563076604232e-07,2.2638760270865532e-06
1983,7.875198946294404e-07,2.279197474308603e-06
1984,9.852515443498078e-07,2.477916268617264e-06
1985,8.325532325770268e-07,2.2546312123949974e-06
1986,9.303441377284116e-07,2.496103689964002e-06
1987,8.616251889748128e-07,2.477325125482821e-06
1988,8.359196064233743e-07,2.4208088333921296e-06
1989,8.945639109469994e-07,2.3609902228827195e-06
1990,7.813365616726742e-07,2.3848745485111067e-06
1991,8.006761706980114e-07,2.431335772712373e-06
1992,7.895749867259383e-07,2.3180336228278975e-06
1993,8.353124991700156e-07,2.5657609512563795e-06
1994,8.387133316745121e-07,2.487127787276222e-06
1995,8.63254172145389e-07,2.751893688923701e-06
1996,9.128137632430366e-07,2.5697575836147735e-06
1997,8.486963434251038e-07,2.4103933924379817e-06
1998,8.449125203924268e-07,2.7373830420174272e-06
1999,9.570001200387424e-07,2.5410319466345754e-06
2000,8.491456711112733e-07,2.755084366867777e-06
2001,9.454654765761461e-07,2.4543547993971515e-06
2002,9.424007565428383e-07,2.492914980223304e-06
2003,9.588089788792331e-07,2.5801586645002317e-06
2004,9.540777607952577e-07,2.5679933770561547e-06
2005,9.340776703226084e-07,2.62118228278041e-06
2006,9.483500420515156e-07,2.6968061632715035e-06
2007,1.0729171648904412e-06,2.6842900950896365e-06
2008,9.894289973999548e-07,2.8967620409048322e-06
2009,1.016101808914982e-06,3.037338686340263e-06
2010,1.1067846621415356e-06,3.2976798109984884e-06
2011,1.2022567617009372e-06,3.3662426233149745e-06
2012,1.385530797648471e-06,3.6868057406991284e-06
2013,1.443372262599496e-06,3.6721620091384466e-06
2014,1.5430962925222502e-06,4.1764939737731765e-06
2015,1.599924118522722e-06,4.1257115697135305e-06
2016,1.6856565778766708e-06,4.392069456571335e-06
2017,1.516410506496868e-06,3.5039951171711436e-06
2018,1.629679978520926e-06,4.0110828649631e-06
2019,1.6293158928704088e-06,4.0642336216478725e-06
