year,mon_DET honneur_NOUN,mon_DET bonheur_NOUN
1850,1.7053958494273047e-06,1.656515031811523e-06
1851,1.5117484792881442e-06,1.6426720819140428e-06
1852,1.7754256873558916e-06,2.094442535849339e-06
1853,1.5873395149412772e-06,2.0316511850637653e-06
1854,1.8860261619124685e-06,2.0122808521705338e-06
1855,1.784192249942862e-06,2.6948626441480883e-06
1856,1.5448732568756895e-06,2.1749371796886408e-06
1857,2.0707362509142513e-06,2.450517612828662e-06
1858,2.183068822603218e-06,2.4801150431130736e-06
1859,2.1000122600867144e-06,2.415217807083536e-06
1860,2.0130454743139126e-06,2.7037424814579936e-06
1861,2.0938879643495056e-06,2.1948094826029774e-06
1862,2.0344493236734706e-06,2.5621500299166655e-06
1863,1.849508052487181e-06,2.345973300066362e-06
1864,1.8972738686784396e-06,2.574289354129178e-06
1865,1.7716562012992654e-06,2.622653752837323e-06
1866,1.6805826525967404e-06,2.2566712516436382e-06
1867,1.5475615811055832e-06,2.2555868923745948e-06
1868,1.7250040507121867e-06,1.8257773959362567e-06
1869,2.4241788878498483e-06,2.626356675250463e-06
1870,1.6095474393296172e-06,2.021252186068523e-06
1871,1.8693271641723186e-06,1.9118119496397412e-06
1872,1.7706609938272777e-06,1.97385157463259e-06
1873,2.2082370918496963e-06,1.8155551018139704e-06
1874,2.1305457096332248e-06,2.1466770476763486e-06
1875,1.8606406300136769e-06,2.691978508551074e-06
1876,1.62879633336388e-06,2.383339122502548e-06
1877,1.7719498117685362e-06,2.840067438114602e-06
1878,1.4952784042066014e-06,1.8014601508298256e-06
1879,1.664791174249558e-06,2.008135197684169e-06
1880,1.7251170376653135e-06,2.47215449178384e-06
1881,1.6308695123257166e-06,1.7389433679682043e-06
1882,1.7237447522688853e-06,2.02989242836793e-06
1883,1.6973744365600396e-06,1.8427192145509252e-06
1884,1.469537764364759e-06,1.6325996199384463e-06
1885,1.216291508399081e-06,1.4818516973491569e-06
1886,1.3171519768206963e-06,1.3552274324979408e-06
1887,1.6394130284425046e-06,1.3984956481749578e-06
1888,1.1856949253541416e-06,1.4475623686394101e-06
1889,1.3488838987996132e-06,1.427824614097517e-06
1890,1.193553806899672e-06,1.354136273334916e-06
1891,1.040910131422379e-06,1.3392236510867406e-06
1892,1.23865810053303e-06,1.3038506239126946e-06
1893,1.074643709131351e-06,1.0974298518817704e-06
1894,9.691767317576705e-07,1.246444504943156e-06
1895,1.2073341153495676e-06,1.389698041975862e-06
1896,1.0944885602270915e-06,1.2572465948323952e-06
1897,8.384640715064506e-07,1.0447297498217267e-06
1898,1.1560018933209903e-06,1.3636635358693638e-06
1899,1.0922494659837412e-06,1.3459653942504701e-06
1900,9.567111156627561e-07,1.3273522938561655e-06
1901,9.383492844960983e-07,1.2418177703921174e-06
1902,7.29668169441311e-07,1.190252831406724e-06
1903,8.424343551638458e-07,1.1286459908887991e-06
1904,8.12105888314818e-07,1.1996163209460065e-06
1905,8.28817881881605e-07,1.2618055720281518e-06
1906,7.484788238087958e-07,1.266498244945069e-06
1907,9.210832452311024e-07,1.345367849125978e-06
1908,8.717715580530694e-07,1.446895183221386e-06
1909,8.30648527738731e-07,1.7328098778079948e-06
1910,9.202627317961287e-07,1.6556179218696343e-06
1911,7.794347851586281e-07,1.407770973571587e-06
1912,1.0819968352393516e-06,1.565431119843197e-06
1913,8.410541703085528e-07,1.5145339133937341e-06
1914,8.591921947243009e-07,1.4860074131206602e-06
1915,5.678327301694708e-07,8.764887056145199e-07
1916,5.361881232346377e-07,8.866881842095609e-07
1917,6.261828104925371e-07,1.0790961155748846e-06
1918,6.064806470362782e-07,9.614097180588033e-07
1919,7.485980884069932e-07,1.2347724478445343e-06
1920,7.723676453963435e-07,1.2963660225295826e-06
1921,7.807502484524775e-07,1.3434054437766463e-06
1922,7.968170336880576e-07,1.4645201389384965e-06
1923,8.567070182152747e-07,1.556297988258848e-06
1924,9.101487030704902e-07,1.7081402319263361e-06
1925,9.93135436999637e-07,1.8344961176808283e-06
1926,9.351610295027513e-07,1.7711214326254776e-06
1927,1.0145794302474087e-06,1.975642703655467e-06
1928,9.037998687233539e-07,1.5562268274038615e-06
1929,1.071707107058728e-06,1.7367893434538928e-06
1930,8.644465481211228e-07,1.5671377013859455e-06
1931,8.998826501738222e-07,1.3150375863801855e-06
1932,8.01142110873343e-07,1.2800738744545015e-06
1933,6.81357359866297e-07,1.3409203774017442e-06
1934,8.363142995904127e-07,1.3299553600631953e-06
1935,9.131800826622793e-07,1.4409813857696463e-06
1936,7.177831022886494e-07,1.2076215725187467e-06
1937,6.043736640037878e-07,1.0639494334441224e-06
1938,5.834346268329682e-07,1.0929675795523508e-06
1939,6.362325102315936e-07,1.1822301289043935e-06
1940,6.745182581369136e-07,7.860926984903926e-07
1941,7.555846899265362e-07,1.4403332642132227e-06
1942,7.919292919211784e-07,1.3471900501826894e-06
1943,8.767770154349819e-07,1.381939952693756e-06
1944,8.16149263727084e-07,1.2659953156912707e-06
1945,9.149716717615775e-07,1.2700678837518353e-06
1946,8.714611112736748e-07,1.3099759570422975e-06
1947,8.737998662411428e-07,2.0301243637277366e-06
1948,7.860375106361062e-07,1.2263489210795342e-06
1949,7.038794933578174e-07,1.4107041010902321e-06
1950,9.68881458618398e-07,1.4751246766309123e-06
1951,8.646396807421297e-07,1.8945311168749868e-06
1952,7.666072647793953e-07,1.414058203863533e-06
1953,6.442748770041362e-07,1.1624959554978886e-06
1954,6.352148673727243e-07,1.4512216282014379e-06
1955,5.781534682114398e-07,1.1290886092751862e-06
1956,7.526345449093697e-07,1.4049759116119276e-06
1957,6.370062415328448e-07,1.1255837577550665e-06
1958,6.60125007101442e-07,1.3392762454600415e-06
1959,8.425062674177752e-07,1.3734324895153804e-06
1960,9.294679301774522e-07,1.977282039433703e-06
1961,8.115449929846363e-07,1.5438810265777647e-06
1962,9.887110010708966e-07,1.4377214725413978e-06
1963,8.483462075048465e-07,1.298383502046363e-06
1964,9.27196769140437e-07,1.3658508919434098e-06
1965,8.777157773920408e-07,1.3368202047558952e-06
1966,7.715931253926556e-07,1.0873204203676323e-06
1967,9.727552203742107e-07,1.5905262387150287e-06
1968,8.115988308077249e-07,1.555826401045124e-06
1969,8.733800349602916e-07,1.1763152940602595e-06
1970,7.620087281168253e-07,1.2306188139632468e-06
1971,7.872024845312353e-07,1.3801735860852204e-06
1972,7.120643594760168e-07,1.18095977086341e-06
1973,6.025932002273748e-07,9.477197195906228e-07
1974,4.652347822542424e-07,6.463781723198281e-07
1975,5.403060363562417e-07,7.601980342997194e-07
1976,4.862211504530478e-07,8.953096397590343e-07
1977,5.036401979907623e-07,6.70540789116103e-07
1978,5.590096385788001e-07,9.671282441559015e-07
1979,7.367634236032927e-07,1.0679851882855473e-06
1980,5.940982710228582e-07,9.340702433746628e-07
1981,4.453186832620304e-07,8.349725462153401e-07
1982,5.623997303416672e-07,8.255978158899779e-07
1983,5.109090608357292e-07,7.597325151209589e-07
1984,5.033539238752383e-07,8.049024060596821e-07
1985,4.5778397961271367e-07,7.964599006982098e-07
1986,6.324182173500503e-07,1.043639883846481e-06
1987,5.010869763566461e-07,1.154944420989068e-06
1988,5.031108649689031e-07,7.057943989252635e-07
1989,5.718623263817335e-07,8.945638896307173e-07
1990,4.658596530759951e-07,7.573625140366858e-07
1991,6.230737383816631e-07,8.229497083789283e-07
1992,4.771611568088474e-07,7.636782584086177e-07
1993,6.253765185704196e-07,1.1283365068948115e-06
1994,5.644171459096015e-07,7.374347106292589e-07
1995,5.346536227079923e-07,1.000984426013929e-06
1996,4.820297228036452e-07,8.188633700001446e-07
1997,4.833253548497396e-07,7.844447367233442e-07
1998,5.182956535065841e-07,8.549255738898864e-07
1999,5.731032448608175e-07,8.532565871632869e-07
2000,5.526957451706949e-07,8.434022262804319e-07
2001,5.489658647661599e-07,8.100860426907275e-07
2002,5.235559541461043e-07,9.204946280760851e-07
2003,5.900362722854879e-07,9.408912120534296e-07
2004,5.563251406215386e-07,9.483515270858334e-07
2005,5.593657022018306e-07,9.066048107797542e-07
2006,6.506266245764891e-07,9.91999662858234e-07
2007,6.43510635001121e-07,1.0002176296097787e-06
2008,6.258436400230494e-07,1.164835502720507e-06
2009,6.532423562077838e-07,1.0704592341426178e-06
2010,7.402183932470052e-07,1.2673936851115286e-06
2011,7.732071338750757e-07,1.3529212310459116e-06
2012,1.0359140745208606e-06,1.7300412338272508e-06
2013,1.2855076860773806e-06,2.0129114943756576e-06
2014,1.2037709566925514e-06,2.0736303412149937e-06
2015,1.5527110406310385e-06,2.427150121775412e-06
2016,1.6539649863034356e-06,2.7579892076801116e-06
2017,9.179465898512262e-07,2.015507817532125e-06
2018,1.4045760110548144e-06,2.488791949417646e-06
2019,1.416053322600419e-06,2.524967754879981e-06
