year,mon_DET or_NOUN,mon_DET bord_NOUN
2000,3.71114652342186e-08,5.345818010482617e-08
2001,3.811654292196209e-08,5.695575211461801e-08
2002,3.417352778534166e-08,1.2661729442697833e-07
2003,3.791899783056607e-08,5.458668894675611e-08
2004,5.638132671847984e-08,7.400049639727513e-08
2005,3.602999687490893e-08,6.215174153112457e-08
2006,4.3649631242814735e-08,1.1735986049643543e-07
2007,3.7548105791263e-08,8.548185803647357e-08
2008,5.15150195279368e-08,7.365370890966005e-08
2009,4.243691442695763e-08,7.629108011997232e-08
2010,6.613310210568102e-08,8.644541082958312e-08
2011,7.30378623692296e-08,9.177532689363943e-08
2012,8.102121512587601e-08,1.4263818570725562e-07
2013,1.1240173802828934e-07,1.1463303906111832e-07
2014,1.0459100341364547e-07,1.5656168272926152e-07
2015,1.2634479436279822e-07,1.3764933726179152e-07
2016,1.3173722290815704e-07,1.82899327683117e-07
2017,1.343336428760722e-07,1.1144157952003297e-07
2018,1.1306824038159746e-07,1.6960235882379493e-07
2019,9.642733844739126e-08,1.2066172416780319e-07
