year,son_DET honneur_NOUN,son_DET bonheur_NOUN
1930,3.81070745980594e-06,2.833872343899202e-06
1931,3.6850707587632314e-06,2.571907934623141e-06
1932,3.6517176038586285e-06,2.8483835023962456e-06
1933,3.3046977456763216e-06,2.7678708534040197e-06
1934,3.4794508074753594e-06,2.5472840476936653e-06
1935,3.999800505027906e-06,2.6665335965958548e-06
1936,3.1851626136614186e-06,2.5025411503065698e-06
1937,3.196884881262463e-06,2.4338632300668905e-06
1938,3.265937628782467e-06,2.6682412084255702e-06
1939,3.1566920064562964e-06,2.708576332111079e-06
1940,3.017581562403393e-06,2.1782374730605625e-06
1941,3.893031990997997e-06,2.898375598192615e-06
1942,3.707806717656581e-06,2.8703642627192494e-06
1943,4.160336006364673e-06,3.222591161033961e-06
1944,3.974711360044125e-06,3.2163993708422822e-06
1945,4.3417583981408825e-06,3.03683461311266e-06
1946,3.5832921341238944e-06,3.2617146246138873e-06
1947,3.2484374408170424e-06,3.2901604782864524e-06
1948,3.383331506512377e-06,2.9234507223918627e-06
1949,3.0393456924571183e-06,2.6221229418865732e-06
1950,3.0523488412370625e-06,3.1597658463056177e-06
1951,3.1397829225454643e-06,2.819940696952017e-06
1952,2.7268863025398105e-06,2.901929931908853e-06
1953,2.8669154250593465e-06,2.4887542338092317e-06
1954,2.8594439633877755e-06,2.7021062294352305e-06
1955,2.6814680538223e-06,2.1530584177753553e-06
1956,2.546573441009059e-06,2.717507605609626e-06
1957,2.680550355904643e-06,2.2069924554557474e-06
1958,2.7935366446740773e-06,2.435348363860612e-06
1959,2.687184316840785e-06,2.6383545161934308e-06
1960,3.0071020518107616e-06,3.2756305330394753e-06
1961,3.044683380082347e-06,2.859862263449031e-06
1962,3.0124293282085546e-06,2.8938347753637572e-06
1963,2.844416819414164e-06,2.648495467383327e-06
1964,3.1253346222115397e-06,2.811401870417285e-06
1965,3.2104478329131325e-06,2.70811422353745e-06
1966,2.99276203641341e-06,2.869240780967175e-06
1967,3.2323280940715904e-06,3.160345116270946e-06
1968,3.2886146357213875e-06,3.293106196622375e-06
1969,3.253261123603579e-06,3.1133750226786105e-06
1970,3.0641304107348333e-06,2.4258274251565126e-06
1971,2.8692812108488397e-06,2.8122450146383926e-06
1972,2.8497966066964864e-06,2.4101430540213187e-06
1973,2.387217303834177e-06,2.219064562325457e-06
1974,2.215350011880446e-06,1.761366526409347e-06
1975,2.309151422963396e-06,1.6940250233687948e-06
1976,2.23513168862155e-06,1.9665960024894957e-06
1977,2.2178974301567678e-06,1.7336506914489291e-06
1978,2.5562364438513896e-06,2.1825732972047263e-06
1979,2.6298768389665383e-06,2.4724587603941472e-06
1980,2.494075676651164e-06,2.056887538515184e-06
1981,2.4112994019276357e-06,1.927394961853679e-06
1982,2.4407900127698667e-06,2.0813755483573004e-06
1983,2.2501470411384616e-06,1.7493425943371221e-06
1984,2.515030029570653e-06,2.0029775527063975e-06
1985,2.2341782877077776e-06,1.9472361856287534e-06
1986,2.727490898024598e-06,2.237141949024135e-06
1987,2.5042128459773494e-06,2.0465124563884274e-06
1988,2.4735784851515064e-06,1.8325468786883903e-06
1989,2.6304569331614402e-06,2.0207265407634623e-06
1990,2.3276636733626788e-06,1.910841909591454e-06
1991,2.7554748065483636e-06,1.923732916964127e-06
1992,2.562123974314545e-06,1.8221384792127537e-06
1993,2.5857020613528903e-06,2.156967397581866e-06
1994,2.707092372489228e-06,2.0519464882795546e-06
1995,2.4845668828987755e-06,2.1445793407792735e-06
1996,2.520647205628279e-06,1.913706022094175e-06
1997,2.5715018647787247e-06,1.850349732990253e-06
1998,2.6191334878689077e-06,2.053156464398853e-06
1999,2.6397482191242716e-06,1.953761007200683e-06
2000,2.5677600081763785e-06,2.1188878633893182e-06
2001,2.7636682826681636e-06,1.8642056005546692e-06
2002,2.63486665552648e-06,2.0876519783996628e-06
2003,2.799338908232585e-06,1.9388692891197934e-06
2004,2.689565627100876e-06,2.1755264540956887e-06
2005,2.698196358785765e-06,2.213142614948538e-06
2006,2.925348889348811e-06,2.257015545126251e-06
2007,3.0162315365345194e-06,2.4262468159008677e-06
2008,2.68687020010816e-06,2.5940580954397774e-06
2009,2.878557763708045e-06,2.8413659407533487e-06
2010,2.8890717285179335e-06,3.067631226372214e-06
2011,2.654218929976082e-06,3.3260907912335824e-06
2012,2.8830616791708508e-06,3.809018366496275e-06
2013,3.165935925864005e-06,3.891666153776896e-06
2014,3.466444574939942e-06,4.273939069321386e-06
2015,3.6285338538277756e-06,4.583434531468811e-06
2016,3.887698092341907e-06,5.047234267863132e-06
2017,2.790567691590695e-06,3.586758694495984e-06
2018,3.06884755474357e-06,4.225344909514206e-06
2019,3.3328655888453795e-06,4.24509882179791e-06
