year,son_DET an_NOUN,son_DET banc_NOUN
1843,7.560846043697111e-08,5.493427579494892e-07
1844,8.232841669508772e-08,5.422698450274765e-07
1845,7.812318997268974e-08,5.072427029517712e-07
1846,6.557041376531458e-08,4.619201661171246e-07
1847,7.065122886729114e-08,8.537472808711755e-07
1848,6.75798647598036e-08,9.581858648743946e-07
1849,6.703532084983976e-08,1.14965575903625e-06
1850,6.992665557703504e-08,9.599640407031984e-07
1851,6.384944617465749e-08,6.346247687361029e-07
1852,6.64075603395986e-08,5.058693659520941e-07
1853,1.361600512339578e-07,4.837264668822172e-07
1854,8.78067258902604e-08,2.8628110726458544e-07
1855,8.384960636931282e-08,5.099966529087396e-07
1856,6.885661679723043e-08,4.115865408493846e-07
1857,6.882927949813933e-08,5.462408694256737e-07
1858,7.780944633051234e-08,5.64730214591691e-07
1859,7.027199155906771e-08,4.2010429979200126e-07
1860,6.316513795345813e-08,4.929627266392345e-07
1861,5.4233584068086316e-08,5.338470714377763e-07
1862,4.9246050931595065e-08,5.606821105175186e-07
1863,6.842630428938179e-08,5.514061172107176e-07
1864,6.376988459511068e-08,4.86664873733389e-07
1865,5.64821325821363e-08,5.441112307380536e-07
1866,5.936047775545461e-08,5.410561811913794e-07
1867,8.589476685472164e-08,4.79457753499446e-07
1868,1.0027944497004171e-07,5.977247496957716e-07
1869,5.71371735480497e-08,7.261792802637501e-07
1870,7.511604183108034e-08,8.641211479698541e-07
1871,7.22240054429335e-08,7.148052532102156e-07
1872,6.228759585891197e-08,5.78730350753176e-07
1873,5.028243821314504e-08,7.147289124986855e-07
1874,6.03435516555173e-08,6.661689440079499e-07
1875,6.122034090783046e-08,6.362338353937957e-07
1876,6.227395332736307e-08,6.572017809958197e-07
1877,6.061119739442233e-08,6.259033966671268e-07
1878,6.52221585073498e-08,6.165909667288361e-07
1879,5.254019630474005e-08,5.614469955617096e-07
1880,6.096953786283166e-08,5.994268121867208e-07
1881,6.414706832380546e-08,7.920768325675454e-07
1882,6.988154366283084e-08,5.703665237888345e-07
1883,6.192952090033899e-08,8.02556030521373e-07
1884,5.0172896060018957e-08,7.585350090266729e-07
1885,6.832373844467554e-08,6.987069127717405e-07
1886,4.0656823463436353e-08,6.130790666247776e-07
1887,5.8760320276185496e-08,6.966362775528978e-07
1888,7.355113318396889e-08,8.299864475702634e-07
1889,3.696430755928404e-08,7.317679546758882e-07
1890,4.653614438243636e-08,5.839958134856715e-07
1891,4.398211705947119e-08,5.928024506829388e-07
1892,5.955086601616699e-08,6.932974656592705e-07
1893,4.3108915770417866e-08,6.238475975806068e-07
1894,5.6713853835432815e-08,5.828923690387455e-07
1895,4.333402414680165e-08,7.517249400734727e-07
1896,4.8945341502015793e-08,6.433658654714236e-07
1897,3.7290966981018414e-08,6.153009621812089e-07
1898,2.4330925163518202e-08,6.91450964040996e-07
1899,4.2009595802028343e-08,7.489868494303664e-07
1900,3.062721309898819e-08,7.407632551803545e-07
1901,5.58873880507349e-08,7.030633355498139e-07
1902,3.830021277906326e-08,6.034738930793537e-07
1903,4.3201761279476614e-08,7.770917136440403e-07
1904,4.245953988402107e-08,6.8687711518578e-07
1905,3.767354206374307e-08,8.922952474677004e-07
1906,3.7552547016428406e-08,6.317058591776004e-07
1907,5.2457003574257755e-08,5.955412802904902e-07
1908,4.2729083382653243e-08,5.618629188575142e-07
1909,4.950885273968808e-08,5.660511988025974e-07
1910,3.7409056519166484e-08,6.338162847896456e-07
1911,3.617854271720233e-08,5.969459948573785e-07
1912,4.1675368378513156e-08,5.985625080029422e-07
1913,7.424185671789374e-08,5.663592901328229e-07
1914,6.76371111341112e-08,5.899831307942804e-07
1915,3.062998121805549e-08,4.947920047015941e-07
1916,3.515987700986045e-08,4.131285606945312e-07
1917,3.9479127189601115e-08,6.996579031692818e-07
1918,4.020231880730307e-08,5.766161166320671e-07
1919,3.9593748335509105e-08,5.064316610514652e-07
1920,3.256059644130005e-08,5.732179602091492e-07
1921,4.695103461571648e-08,6.391398983396357e-07
1922,3.246291635505827e-08,6.219599413270771e-07
1923,2.866305903737043e-08,7.080837463036005e-07
1924,3.996403508121915e-08,7.889674407124403e-07
1925,4.289289257108919e-08,7.687726224503422e-07
1926,4.0126098888038086e-08,6.041207143425709e-07
1927,3.2332752919472796e-08,6.834474675088131e-07
1928,2.5137290693422187e-08,5.964393494650722e-07
1929,3.7877380565376484e-08,7.63117839142069e-07
1930,3.886333299618627e-08,6.38619098936033e-07
1931,2.737285687004487e-08,6.888835173413099e-07
1932,3.835837958376942e-08,6.488045869446069e-07
1933,3.6706119699303486e-08,5.976215220471204e-07
1934,2.156684431042777e-08,6.110606136644492e-07
1935,2.992071124197082e-08,4.0572481907474867e-07
1936,2.9099315845826368e-08,5.274250725051388e-07
1937,2.392312392629492e-08,4.7594426177965943e-07
1938,2.852347158466273e-08,5.886207645744435e-07
1939,3.823512795264605e-08,4.4658628439719905e-07
1940,1.7750480196809804e-08,3.2458021337333776e-07
1941,5.31270463177691e-08,4.07307368277543e-07
1942,4.2478965012193726e-08,5.400896725404891e-07
1943,4.354852944921106e-08,5.109694143357046e-07
1944,2.8918675454292497e-08,5.880130515834026e-07
1945,1.742803235060819e-08,5.598755592473026e-07
1946,2.7842208538686464e-08,5.457072802528273e-07
1947,2.980217805870211e-08,6.377666181833774e-07
1948,3.261566305923225e-08,8.045196864259196e-07
1949,2.4542519905246252e-08,6.705016630803584e-07
1950,2.4461331626923766e-08,7.104421229087166e-07
1951,3.624876732111204e-08,6.386179620676558e-07
1952,4.007025555807786e-08,5.346215630197548e-07
1953,2.2625038065271497e-08,4.4926861164640286e-07
1954,2.9317608785106586e-08,4.788542469214008e-07
1955,2.5341140741375057e-08,4.88990167468728e-07
1956,1.8314397332019894e-08,5.642578457809577e-07
1957,1.943708272111877e-08,4.391013703752833e-07
1958,2.4816729671250926e-08,3.8548654401893145e-07
1959,1.705164498488898e-08,4.363670882412407e-07
1960,2.9067500517676592e-08,4.941475140185503e-07
1961,3.474079651732964e-08,4.5440961571330263e-07
1962,1.775747771048941e-08,4.255452665802295e-07
1963,2.7157423310164575e-08,5.211638836044585e-07
1964,2.2510682928800207e-08,4.258777721588558e-07
1965,3.666269171587189e-08,3.781181874273898e-07
1966,3.4342264032538594e-08,6.220381010280107e-07
1967,4.585212198815469e-08,3.9590594269611756e-07
1968,4.805814923791729e-08,4.684546865973971e-07
1969,3.0883953477944814e-08,4.2283764400963264e-07
1970,3.495030997946458e-08,3.4766361522997613e-07
1971,3.442726392854922e-08,3.519802191931376e-07
1972,3.026786543625093e-08,3.308944656055246e-07
1973,3.19765822709428e-08,3.258303422626341e-07
1974,3.431598794012558e-08,2.82403703977252e-07
1975,3.1413141421410273e-08,2.6843957812161534e-07
1976,3.4281162297755685e-08,3.159580330702738e-07
1977,2.4094806150287695e-08,3.102940695498546e-07
1978,3.0891073921068823e-08,3.243562787247356e-07
1979,3.39414459871179e-08,3.019618191046902e-07
1980,2.842575275163739e-08,2.922167539054499e-07
1981,3.921840530107801e-08,3.573935600797995e-07
1982,4.469401748696811e-08,3.3582588798708457e-07
1983,3.599730202807905e-08,3.043982417239022e-07
1984,3.131464598737921e-08,3.2416457429462753e-07
1985,2.827312228781409e-08,3.2784791414997017e-07
1986,4.07625022069702e-08,3.2310276765201706e-07
1987,4.399788133824245e-08,3.171514038058376e-07
1988,2.9383113941960914e-08,3.382056377176923e-07
1989,2.4147736810142817e-08,3.69899424867981e-07
1990,7.79157096619798e-08,3.073039067658101e-07
1991,3.0479618662315744e-08,2.754888726030913e-07
1992,2.7549721615116596e-08,2.815581581216975e-07
1993,3.877445237110422e-08,2.880387910408899e-07
1994,3.059457520659947e-08,2.595263879356935e-07
1995,3.958388955505043e-08,2.9877705287617573e-07
1996,4.2704737523990843e-08,2.903922222685651e-07
1997,4.363353844905049e-08,2.7618591502687195e-07
1998,5.6263925851673946e-08,3.056370871945546e-07
1999,3.9760751607831324e-08,2.673567678357358e-07
2000,3.843687301774423e-08,2.7215074283049034e-07
2001,2.716351366061076e-08,3.036179805349093e-07
2002,3.811662852015729e-08,2.6462578261998715e-07
2003,3.5418845301116164e-08,2.9335137696762104e-07
2004,3.611928783842089e-08,3.2419262652183534e-07
2005,4.4136746257805726e-08,2.9499560127987934e-07
2006,3.62374311668745e-08,3.129596279904945e-07
2007,3.8347003267213964e-08,3.742827345831756e-07
2008,2.3415917621560922e-08,3.865755218157574e-07
2009,2.384096209340214e-08,4.3962734253000235e-07
2010,1.936755145148794e-08,5.059182512923144e-07
2011,1.2619107203626356e-08,6.0648193311863e-07
2012,8.170206400315294e-09,7.799142736075737e-07
2013,8.646287685820653e-09,8.325538374265307e-07
2014,2.9016966135442246e-08,9.006086543195124e-07
2015,6.871383573248124e-09,9.163322829408571e-07
2016,9.113895860224375e-09,8.480066071570036e-07
2017,6.540589680970044e-09,7.013524623289413e-07
2018,5.162933414126769e-09,8.658239494252484e-07
2019,1.0459050070465992e-08,8.150406074491912e-07
