year,son_DET ail_NOUN,son_DET bail_NOUN
1856,4.659470198564719e-09,5.140948731163775e-07
1857,5.36965993891414e-09,4.4714624403141556e-07
1858,6.851146205910652e-09,5.064954549105494e-07
1859,4.582956236731661e-09,7.22070208514225e-07
1860,1.190067794309968e-08,4.252203935628529e-07
1861,4.71596389717277e-09,5.30545939847471e-07
1862,7.228778020618165e-09,5.963741789294374e-07
1863,5.494082799817335e-09,6.363147173615857e-07
1864,4.315255264231155e-09,6.06053613627644e-07
1865,4.23615986733239e-09,6.321291747823921e-07
1866,5.352174259343201e-09,6.028494383691907e-07
1867,5.338092634588065e-09,6.386299631344627e-07
1868,1.975949626142892e-09,4.791677747917333e-07
1869,4.395167230164532e-09,4.834683751120394e-07
1870,4.587239033071455e-09,4.891143894347749e-07
1871,3.18635318130589e-09,7.402960529034885e-07
1872,7.861541084785983e-09,7.35961187992018e-07
1873,8.97900703789034e-09,6.357136683732278e-07
1874,6.5720701658555924e-09,6.548171356257626e-07
1875,5.149374260327022e-09,5.830235920711857e-07
1876,6.650616501957529e-09,5.453505291797001e-07
1877,9.27722387800145e-09,9.11641897971549e-07
1878,1.0266450745088918e-08,7.766267913211777e-07
1879,9.774920317617841e-09,7.05627093644523e-07
1880,1.1552123257985158e-08,5.885164853225433e-07
1881,4.8807553554297556e-09,7.18168261082397e-07
1882,1.0648615766939429e-08,7.753523743048163e-07
1883,5.0554711528150165e-09,7.557929606605285e-07
1884,1.0562715146988921e-08,6.661112248451673e-07
1885,3.2228177904158883e-09,6.213593090054204e-07
1886,6.453463929911862e-09,6.595440353862614e-07
1887,5.8760321608453125e-09,7.253635123660729e-07
1888,6.974675947901687e-09,8.946607450432964e-07
1889,6.265136576200092e-09,6.41550014890413e-07
1890,7.209825181320184e-09,8.166765490535965e-07
1891,3.824532024410132e-09,9.210747791144058e-07
1892,8.149066310636499e-09,1.0418267724077168e-06
1893,9.237624942759481e-09,7.076020556162632e-07
1894,8.192001299534013e-09,6.465379351894285e-07
1895,8.426059849853118e-09,6.114912425303487e-07
1896,1.7691086373616827e-09,6.068042619489233e-07
1897,5.2440420894583895e-09,6.96292296709089e-07
1898,7.355861253444118e-09,7.565220752070445e-07
1899,7.185851913504848e-09,6.251691431202744e-07
1900,5.191053031872173e-09,8.139571585630279e-07
1901,8.941982321264419e-09,7.488910123143455e-07
1902,2.946170307716045e-09,6.76637132102087e-07
1903,3.7801539676252105e-09,7.225494687013168e-07
1904,5.374625189347171e-09,5.745474114249305e-07
1905,1.0321518084666081e-09,6.063891850871528e-07
1906,7.201858220895474e-09,6.548547140106109e-07
1907,4.628559036046198e-09,6.371982905761797e-07
1908,4.4202501658929805e-09,5.844553196965308e-07
1909,2.2003934230241384e-09,6.128095675350664e-07
1910,4.809735720812114e-09,7.027558326377914e-07
1911,6.384448969498635e-09,6.820719491429372e-07
1912,4.1675369266691575e-09,5.871017769720766e-07
1913,4.242391826725367e-09,6.904492728665446e-07
1914,8.705766774141921e-09,5.839560373033237e-07
1915,3.534228465440492e-09,5.796134627811256e-07
1916,8.789969863087777e-09,8.163684421802486e-07
1917,4.3865698851064394e-09,5.943801983931962e-07
1918,5.743188147278033e-09,5.662783610915767e-07
1919,5.524709134618888e-09,8.333102847757345e-07
1920,9.086678076641874e-09,9.253267281295052e-07
1921,4.5436484574779e-09,8.837396450189772e-07
1922,5.902348276798364e-09,7.680431064471804e-07
1923,3.1847844361720945e-09,7.155148789017574e-07
1924,6.4458122173149945e-09,5.672314702387382e-07
1925,9.898360353588487e-09,6.455930701143586e-07
1926,7.802296586589819e-09,7.100090275713455e-07
1927,7.804457635707251e-09,6.154371985367391e-07
1928,6.85562484559199e-09,6.878477001315275e-07
1929,6.684243603061191e-09,5.748449456444149e-07
1930,5.2518016602221e-09,5.598420571573115e-07
1931,5.7026783295555106e-09,5.508787275232407e-07
1932,5.479768305782784e-09,6.783953248046259e-07
1933,4.588264879146209e-09,6.63004302126069e-07
1934,3.5944740517379614e-09,5.235950570892101e-07
1935,1.555876938397205e-08,5.170298971179932e-07
1936,6.0623572828433225e-09,4.6437657053033377e-07
1937,3.777335333410292e-09,4.658713588234775e-07
1938,2.5930428915188486e-09,5.095329409510185e-07
1939,3.058810094103137e-09,3.823512644274274e-07
1940,5.0715658339584024e-09,6.948044943833054e-07
1941,1.4757512545315876e-08,6.96554602441779e-07
1942,9.102635090130207e-09,5.340212634319386e-07
1943,2.9032352077962287e-09,5.051629303753913e-07
1944,3.2131861615880553e-09,3.534504742219724e-07
1945,4.357008087652048e-09,3.659886913531807e-07
1946,6.960552134671616e-09,5.860785146083458e-07
1947,1.311295849681926e-08,6.997551198484331e-07
1948,6.523132922708896e-09,5.729484702232668e-07
1949,6.8719057111366055e-09,5.163746163994176e-07
1950,3.190608444114673e-09,5.349586886804758e-07
1951,6.396840945832594e-09,9.44600182961608e-07
1952,6.326882462381889e-09,6.01053801840834e-07
1953,7.541679392097933e-09,5.904057402972285e-07
1954,1.7590565448699635e-08,4.3585510112187364e-07
1955,1.407841132561316e-08,4.927443915114793e-07
1956,7.849027428008526e-09,5.285012081301943e-07
1957,1.5903067751565914e-08,4.5058692565991265e-07
1958,8.272243445794913e-09,4.913712485787869e-07
1959,6.200598368089061e-09,3.3870766946719755e-07
1960,1.1073333361366622e-08,3.3081583744598575e-07
1961,8.337791235213388e-09,4.947089372597802e-07
1962,1.0147130691251505e-08,2.676305477788965e-07
1963,7.759263453976928e-09,3.6468541164680346e-07
1964,1.0342746159519578e-08,3.7173047018335126e-07
1965,7.660860390501512e-09,3.2996420751274513e-07
1966,8.308612242657887e-09,4.115532616921769e-07
1967,1.2325838738558303e-08,2.9779226462522956e-07
1968,1.527081389118834e-08,2.757729440361345e-07
1969,9.083515217778171e-09,3.233731529217465e-07
1970,4.5987250119061684e-09,2.699451684406995e-07
1971,1.2845993935250988e-08,2.687381774890696e-07
1972,5.130146862875051e-09,2.780539516411551e-07
1973,3.859242758696979e-09,2.2769531216049188e-07
1974,7.875800456247362e-09,2.672146464099967e-07
1975,3.998036124386317e-09,2.3474182908600483e-07
1976,5.142174186456572e-09,2.285410789504283e-07
1977,6.464460078348111e-09,1.7806649355023296e-07
1978,8.910887139279566e-09,3.0831669661779415e-07
1979,4.681578680276743e-09,3.1542135736639665e-07
1980,1.1938816268930452e-08,1.6714343709089974e-07
1981,2.5302198114474095e-09,2.175988988994959e-07
1982,6.828252629986764e-09,2.4767932860214614e-07
1983,1.89459470334441e-09,1.300955076999344e-07
1984,1.1018115753103075e-08,2.093442033057613e-07
1985,6.617113745832626e-09,1.876854156535046e-07
1986,7.79283104712647e-09,2.0980698711703383e-07
1987,6.721898426764739e-09,2.2304482172330609e-07
1988,3.5979323409485175e-09,1.990855904576705e-07
1989,4.939309961038418e-09,3.3312900615811714e-07
1990,5.448650863826288e-09,2.206703619833661e-07
1991,2.344586136349136e-09,2.2742485095150755e-07
1992,4.958949695321735e-09,1.895420800313019e-07
1993,3.877445031719162e-09,1.4845075924085904e-07
1994,3.6924485691258724e-09,1.6668768365590836e-07
1995,3.253470381991974e-09,2.1310231979043692e-07
1996,3.2028553142993132e-09,2.0925321342346592e-07
1997,1.917957792585412e-09,1.6878028308298099e-07
1998,8.582632715636862e-09,2.0550636836702552e-07
1999,5.4842413388378475e-09,1.8097997145360978e-07
2000,4.418031274155965e-09,1.7009421915403777e-07
2001,5.257454110951798e-09,1.5071367864827323e-07
2002,4.8193434798449175e-09,1.695532692025381e-07
2003,7.083768793769707e-09,1.900116837205701e-07
2004,4.845270240583233e-09,1.6121536550173232e-07
2005,4.954124666056714e-09,1.7744773916916756e-07
2006,5.353256948836815e-09,1.671863243402072e-07
2007,3.1955835755326234e-09,1.497929844607171e-07
2008,7.237647536850744e-09,1.6135697000763116e-07
2009,5.245011758248097e-09,1.1968163082798355e-07
2010,6.613310343794865e-09,1.0014441409467167e-07
2011,1.0324724186716594e-08,1.1624874995952439e-07
2012,1.0212757750593937e-08,1.1948927025606793e-07
2013,8.08846234434668e-09,1.65952937170033e-07
2014,9.744502982300673e-09,1.79948492773363e-07
2015,4.654808205550864e-09,1.8796559220213283e-07
2016,7.042556010583567e-09,1.7917091499342064e-07
2017,1.7609279590047322e-09,2.1256915450074132e-07
2018,3.872200171617379e-09,1.3604329129890402e-07
2019,5.867272001580659e-09,1.6862029728059724e-07
