year,en_ADP arrières_NOUN,en_ADP barrière_NOUN
1965,3.2832261354087677e-09,6.0192477668863376e-09
1966,2.769537488234164e-09,1.2185964570754493e-08
1967,3.944268467392931e-09,1.3804939413830652e-08
1968,2.245707841908029e-09,7.186265360559219e-09
1969,2.2708788183223305e-09,9.083515273289322e-09
1970,2.7592350626548523e-09,1.1956685419534097e-08
1971,2.569198631618974e-09,6.679916619845017e-09
1972,0.0,9.74727870639569e-09
1973,2.205281512956958e-09,1.4334330167287135e-08
1974,3.3753431161187564e-09,9.563471792262135e-09
1975,5.140332159925265e-09,8.567220266542108e-09
1976,4.570821499072508e-09,1.7711933253394818e-08
1977,1.7630346071939584e-09,1.1753563455840776e-08
1978,3.5643548113029055e-09,1.1881182260253809e-08
1979,2.925986564150662e-09,1.345953837272873e-08
1980,3.97960553399912e-09,1.193881615790815e-08
1981,3.795329828193417e-09,2.213942273954217e-08
1982,6.2075020679230875e-09,1.6139505731871395e-08
1983,1.89459470334441e-09,1.6419821946556112e-08
1984,2.8995041922996734e-09,8.698512410365566e-09
1985,2.4062232206745193e-09,1.2632671797518924e-08
1986,1.1988970927134801e-09,7.1933827783254856e-09
1987,6.721898593298192e-09,1.2221633483022742e-08
1988,0.0,8.395175221664886e-09
1989,5.488122178931576e-10,1.9757239400064464e-08
1990,3.2691906959314565e-09,2.0160008773473237e-08
1991,1.1722930404189924e-09,1.2309077312977479e-08
1992,3.30596661157756e-09,1.8182815253453555e-08
1993,3.877445031719162e-09,1.994114740000441e-08
1994,1.0549853213248639e-09,8.967375286772494e-09
1995,2.1689803286761844e-09,1.5182862411755593e-08
1996,4.270473752399084e-09,1.6548084902368032e-08
1997,1.438468344439059e-09,1.5823152565985765e-08
1998,6.198567881199324e-09,1.4781200263769279e-08
1999,4.570201106446348e-09,9.140402212892695e-09
2000,3.5344251969604557e-09,1.678851901942835e-08
2001,2.190605918883648e-09,1.1391150411821371e-08
2002,6.571832411594869e-09,1.0953053575235572e-08
2003,1.6667691671301554e-09,1.2084076683738232e-08
2004,3.0833537945085254e-09,1.5416770082765652e-08
2005,2.251874686720612e-09,9.007498746882447e-09
2006,2.8825228870488218e-09,1.0294725072412803e-08
2007,5.592271090648637e-09,1.9173502258107433e-08
2008,4.6831836186811415e-09,1.4049550856043425e-08
2009,2.860915504498962e-09,1.3827758271744983e-08
2010,2.8342759250676863e-09,1.5588517143783065e-08
2011,3.4415748029203996e-09,1.2619107536693264e-08
2012,2.7234021704458655e-09,1.4297861561374248e-08
2013,5.020424964641279e-09,1.589801357226861e-08
2014,4.547434873103384e-09,1.4725027419615344e-08
2015,4.211493376260478e-09,1.219116452233493e-08
2016,4.556948152156792e-09,1.2635173934905097e-08
2017,3.773417134311785e-09,1.8112402244696568e-08
2018,6.453666934191915e-09,1.4198066722315161e-08
2019,4.08158040698936e-09,1.224474122096808e-08
