year,son_DET art_NOUN,son_DET bar_NOUN
1971,5.876271444549275e-06,4.6245577256520676e-08
1972,6.541963429640418e-06,4.6684337284830235e-08
1973,5.0732499232708506e-06,5.402939740051238e-08
1974,4.585403601709004e-06,4.950502907608012e-08
1975,4.721109391425671e-06,3.1413141421410273e-08
1976,4.519970971728071e-06,4.342280390812192e-08
1977,4.415226314335996e-06,7.581048616644992e-08
1978,5.114255031912762e-06,5.5841557711211465e-08
1979,4.951940042019487e-06,4.974177314487349e-08
1980,5.413400359088882e-06,4.661823582718938e-08
1981,4.873835862895248e-06,7.400892748643528e-08
1982,5.115602419891729e-06,7.759378184424293e-08
1983,4.882370973291472e-06,7.199460227980126e-08
1984,5.046877220138413e-06,6.552879716625881e-08
1985,5.179997273785375e-06,6.256180518082743e-08
1986,5.016185426143238e-06,1.0190625193695624e-07
1987,5.203360785799305e-06,7.455196843197953e-08
1988,5.178624036261681e-06,1.1153590351309361e-07
1989,5.061695119934484e-06,8.012658392342331e-08
1990,5.818069581664531e-06,6.865299995162388e-08
1991,5.1405048679953325e-06,7.150987474391357e-08
1992,5.452089823165807e-06,7.328225837266444e-08
1993,5.5995845684719825e-06,7.422537962042952e-08
1994,5.272289257618468e-06,7.648643618463069e-08
1995,5.391543055566217e-06,1.1116024506430122e-07
1996,5.478483871002027e-06,8.487566338644115e-08
1997,5.283494147079182e-06,9.06235053665938e-08
1998,5.590154614765197e-06,8.868720058341495e-08
1999,5.475100977037073e-06,8.729084444158985e-08
2000,5.253481276668026e-06,8.129177975213508e-08
2001,5.190859752701726e-06,1.1654023301943539e-07
2002,5.641260713673546e-06,9.726311400726217e-08
2003,5.425333540642896e-06,8.958884195608974e-08
2004,5.127617541234031e-06,1.083578674565544e-07
2005,5.461246843196932e-06,1.297079814666091e-07
2006,5.803754049793497e-06,1.1571270341903528e-07
2007,5.238759641201796e-06,1.7695544385354367e-07
2008,4.852204071426058e-06,2.5246617657570525e-07
2009,4.872139058420544e-06,2.49376471250784e-07
2010,4.029395540783298e-06,3.736520307606739e-07
2011,3.671013146799851e-06,6.577231735915845e-07
2012,3.712337630190632e-06,6.883399112922461e-07
2013,3.5882093101236023e-06,4.791716685659253e-07
2014,4.054362918282095e-06,5.543539920993545e-07
2015,5.91559656015761e-06,5.559171185887113e-07
2016,3.9347175828652325e-06,5.008500089387358e-07
2017,3.2094168389562583e-06,6.042498589819978e-07
2018,3.6148277686720576e-06,6.14647209407071e-07
2019,3.592045850098202e-06,6.211655140253569e-07
