year,ancien_ADJ office_NOUN,ancien beau - fils
1881,7.669758161910067e-09,0.0
1882,2.3293847739580542e-08,0.0
1883,3.0964760810991976e-08,0.0
1884,1.8484751507230612e-08,0.0
1885,2.449341557353435e-08,0.0
1886,2.904058704622514e-08,0.0
1887,3.656197833379338e-08,0.0
1888,2.599652004775521e-08,0.0
1889,2.7566601334960694e-08,0.0
1890,1.7696843102044113e-08,0.0
1891,2.358461426155145e-08,0.0
1892,2.6327752422616868e-08,0.0
1893,4.618812354806323e-08,0.0
1894,3.2137849936830776e-08,0.0
1895,4.213030280197927e-08,0.0
1896,2.299841384001411e-08,0.0
1897,1.4566783557157237e-08,6.441841504667423e-10
1898,2.37650913392784e-08,6.242592553995507e-10
1899,2.8743407654019393e-08,0.0
1900,3.1665424060633995e-08,0.0
1901,2.7943694136389752e-08,3.700407535944805e-09
1902,2.0623192042990013e-08,0.0
1903,2.8621166325848435e-08,0.0
1904,1.9886114088762952e-08,0.0
1905,2.6835946798087207e-08,1.1395792087753875e-09
1906,1.3889298045022258e-08,5.675657166470671e-10
1907,1.6971383742792057e-08,5.683689630053834e-10
1908,2.1610111256009645e-08,5.424864446545996e-10
1909,2.860511361113538e-08,0.0
1910,1.7101281835074644e-08,0.0
1911,2.1281496898062358e-08,0.0
1912,1.6149205250837184e-08,0.0
1913,2.1211958856071078e-08,0.0
1914,3.6832089655991496e-08,0.0
1915,5.890380960771324e-09,0.0
1916,1.8678685265172135e-08,0.0
1917,1.2063066989753679e-08,0.0
1918,1.2635013924011673e-08,0.0
1919,2.5781974777316918e-08,0.0
1920,2.6502811056872133e-08,0.0
1921,3.63491876598232e-08,0.0
1922,1.9182632371439468e-08,0.0
1923,2.5478275489376756e-08,3.5194243075409304e-09
1924,1.4180786767070686e-08,0.0
1925,1.8696902692738604e-08,0.0
1926,3.232380185735906e-08,0.0
1927,2.1183526488499638e-08,0.0
1928,3.65633318066827e-08,0.0
1929,7.79828452923681e-08,0.0
1930,1.3129504417008775e-07,1.1625793661096395e-09
1931,2.623232031595535e-08,0.0
1932,2.9590748518160126e-08,0.0
1933,2.86766552726192e-08,0.0
1934,9.46544798097193e-08,0.0
1935,7.779384780803866e-08,0.0
1936,7.39607570743317e-08,0.0
1937,3.147779492618241e-08,0.0
1938,9.205302253789682e-08,0.0
1939,5.8117392676138024e-08,0.0
1940,8.368083581622443e-08,0.0
1941,1.7709015587286103e-08,0.0
1942,9.406056333816082e-08,0.0
1943,4.935499831049128e-08,0.0
1944,6.105053707017305e-08,0.0
1945,3.921307323295764e-08,2.4029620515619854e-09
1946,8.213451607730349e-08,0.0
1947,7.39094008217478e-08,0.0
1948,6.305695010588863e-08,0.0
1949,5.693864757461142e-08,0.0
1950,6.59392407342807e-08,0.0
1951,5.010858705745136e-08,0.0
1952,5.3778498765311156e-08,0.0
1953,3.878577814475648e-08,0.0
1954,6.352148651522782e-08,0.0
1955,2.9095383879962355e-08,0.0
1956,2.8779767013986657e-08,0.0
1957,2.6505112771246786e-08,0.0
1958,3.9706767651637165e-08,0.0
1959,5.348015952311158e-08,0.0
1960,1.0865708433005494e-07,0.0
1961,9.31053349972899e-08,0.0
1962,7.229830245591984e-08,0.0
1963,8.793832595443973e-08,0.0
1964,6.3881668843635e-08,0.0
1965,5.089000376656827e-08,0.0
1966,4.652822838124848e-08,6.110574823914305e-10
1967,4.289391902778661e-08,0.0
1968,2.784677910483424e-08,0.0
1969,3.088395228445506e-08,0.0
1970,3.2650947723311674e-08,1.0115754900397178e-09
1971,3.1344224216134364e-08,0.0
1972,2.565073486948677e-08,0.0
1973,4.245166806970957e-08,6.093281434971232e-10
1974,8.269590612286493e-08,0.0
1975,7.881842734036582e-08,2.5262267833170426e-09
1976,5.884932674504739e-08,0.0
1977,2.997158771167463e-08,0.0
1978,2.7920779466228396e-08,0.0
1979,4.506019635197589e-08,0.0
1980,1.7623967174529298e-08,0.0
1981,2.7199863694704618e-08,1.3925651742852097e-09
1982,2.0484757445871082e-08,0.0
1983,1.705135332930041e-08,6.941931474102603e-10
1984,2.7835241056539672e-08,0.0
1985,2.4663787678846916e-08,0.0
1986,4.0163051773234315e-08,0.0
1987,2.0165695613361123e-08,0.0
1988,2.4585871061244546e-08,0.0
1989,2.0854864168917686e-08,0.0
1990,1.6345953479657283e-08,0.0
1991,1.758439527321798e-08,0.0
1992,1.7631821336294706e-08,0.0
1993,1.3848018731721368e-08,6.066071533972206e-10
1994,1.4242301948907965e-08,0.0
1995,2.2232048202397436e-08,0.0
1996,4.0569501313925116e-08,0.0
1997,3.2125792914783347e-08,2.0936961053763525e-09
1998,2.527108478034279e-08,0.0
1999,3.564756748120068e-08,0.0
2000,2.4299172451947015e-08,0.0
2001,2.7601634089435834e-08,4.777466755534476e-10
2002,2.541108479192644e-08,4.77334616277858e-10
2003,3.1668613786894895e-08,0.0
2004,2.2904914631638462e-08,1.4389960334426632e-09
2005,1.666387317023066e-08,0.0
2006,2.182481662060809e-08,1.3462255754603802e-09
2007,1.6377365880115846e-08,4.3630241086667354e-10
2008,1.3623806971452268e-08,3.2541866978874623e-09
2009,1.4781396551200032e-08,0.0
2010,1.5588516699693855e-08,0.0
2011,8.41273828378064e-09,8.39285307918658e-10
2012,1.6340412578585983e-08,2.9996520822805905e-09
2013,1.7850400491070673e-08,0.0
2014,8.87832518614573e-09,2.395155185297426e-10
2015,1.3964424644408169e-08,2.4514165697375745e-10
2016,1.5742184222844458e-08,9.169952019938421e-10
2017,1.1571812452704222e-08,5.57803969680748e-10
2018,6.195519930418669e-09,5.72998759551524e-10
2019,1.0459049792910236e-08,5.665002356103344e-10
