year,aucun_DET honneur_NOUN,aucun_DET bonheur_NOUN
1843,1.5239830775115593e-07,2.953455624510326e-08
1844,1.4050717522806622e-07,3.56756482688958e-08
1845,1.5680440929033423e-07,3.738752885062979e-08
1846,1.381662311228382e-07,4.5665110803838616e-08
1847,1.0301057074002529e-07,2.3730184040005042e-08
1848,8.447482713336285e-08,4.263967667839097e-08
1849,4.10591316502007e-08,1.5082946669409125e-08
1850,1.025138391952396e-07,1.765138968323754e-08
1851,1.225393360115845e-07,2.644269869733762e-08
1852,1.386746220077839e-07,1.8880582430824688e-08
1853,1.2600775489701732e-07,2.9262466227919504e-08
1854,1.5067427039383574e-07,2.545875654735852e-08
1855,1.2365163826189018e-07,2.653468555990912e-08
1856,1.247702560713826e-07,5.073645298336871e-08
1857,1.2203772437047178e-07,3.9540223095713145e-08
1858,1.50725218972525e-07,4.893675864536817e-08
1859,9.98065983193186e-08,4.12466039101389e-08
1860,1.4326586228463611e-07,3.478659688083141e-08
1861,1.4430848427338105e-07,4.1972076147978044e-08
1862,1.2560001838579637e-07,2.8463313511695176e-08
1863,1.448440052342903e-07,3.496234635136375e-08
1864,1.3137554732978174e-07,4.123466212924143e-08
1865,1.4638285961154907e-07,3.9066808898979843e-08
1866,8.855415600805827e-08,2.919367680931373e-08
1867,9.365926345594744e-08,3.688136906987438e-08
1868,1.3041267266089562e-07,2.76632952100897e-08
1869,1.0890247370554107e-07,3.467298570480892e-08
1870,1.1640118957600976e-07,1.1468097582678638e-08
1871,9.134212319850121e-08,3.823623773158147e-08
1872,8.708168763860158e-08,2.116568786902917e-08
1873,9.038866410904234e-08,1.2570609442263958e-08
1874,8.603436807419484e-08,4.540702969180188e-08
1875,1.3560019418434877e-07,5.034943961756966e-08
1876,1.0096844693663343e-07,3.204387999389269e-08
1877,8.535046003288471e-08,2.1646856751544874e-08
1878,8.756678560040143e-08,2.1136811190203275e-08
1879,1.0324759980306908e-07,2.8713829314241934e-08
1880,1.1423766688167802e-07,2.9522093214495726e-08
1881,9.343160378705306e-08,2.6495528049341743e-08
1882,6.522277562481804e-08,2.1297231533878858e-08
1883,7.583206801387021e-08,1.6430281413182257e-08
1884,8.648222848961495e-08,2.5746619058963915e-08
1885,1.108649358982916e-07,3.545099502844096e-08
1886,6.969741139783991e-08,2.1296430785522347e-08
1887,7.769420551362316e-08,2.4809913679035844e-08
1888,1.0969263541937835e-07,2.6630581739794934e-08
1889,8.708540349955385e-08,2.318100600362527e-08
1890,6.423298692936896e-08,3.277193122430688e-08
1891,7.457837192248462e-08,2.3584614039506846e-08
1892,1.316387647776196e-07,3.0088860070165424e-08
1893,6.712674194275792e-08,3.325544861709773e-08
1894,5.1672621736997826e-08,2.7096618282484997e-08
1895,7.824198511308111e-08,4.032471556669748e-08
1896,5.1893854324802646e-08,4.1868905675812584e-08
1897,6.642453342919907e-08,1.689746942368231e-08
1898,7.921696676405077e-08,2.0935912670161372e-08
1899,6.467266722154363e-08,2.3768587098516036e-08
1900,6.748369307807423e-08,2.803168763776398e-08
1901,6.315275080659433e-08,3.0179190924073396e-08
1902,4.762975236438649e-08,1.915010694464314e-08
1903,5.130209235204575e-08,2.1600880861782912e-08
1904,6.073326375144461e-08,2.364835083312755e-08
1905,6.192910939617491e-08,2.0126960542654615e-08
1906,5.452835472041784e-08,2.82930141537463e-08
1907,5.9142698516367886e-08,2.4171363577352167e-08
1908,6.875944791318034e-08,4.9605028529242645e-08
1909,5.280944259666853e-08,4.8408653974263416e-08
1910,4.061554625955921e-08,4.168437550688964e-08
1911,4.8415404574342347e-08,2.8730020806833068e-08
1912,4.323819702278797e-08,2.6047105805560022e-08
1913,4.666630770699953e-08,3.977242313268903e-08
1914,5.491329968521086e-08,3.8171438454526196e-08
1915,5.183535367603298e-08,2.00272951556002e-08
1916,5.383856338525561e-08,4.0653610255958483e-08
1917,5.3735480065597585e-08,4.27690537430081e-08
1918,5.513460443751228e-08,2.1824114071478107e-08
1919,5.7088660021520354e-08,5.616787435158699e-08
1920,5.5277292521083154e-08,4.0132826839567315e-08
1921,6.058198054326169e-08,3.180553775905537e-08
1922,4.205423342895642e-08,4.205423098646577e-08
1923,3.8217415010421973e-08,2.441667978914097e-08
1924,5.801231095503567e-08,2.836157353414137e-08
1925,3.2994532217500705e-08,2.5295809891190402e-08
1926,8.248142524536206e-08,3.1209187234537694e-08
1927,5.797596847045838e-08,4.348197735204451e-08
1928,5.0274580498665955e-08,2.5137290915466792e-08
1929,6.46143574201119e-08,4.0105462506545564e-08
1930,3.2561171536826805e-08,2.3107928459609184e-08
1931,5.5886246741465584e-08,3.079446297959976e-08
1932,5.041386730297859e-08,4.38381477785299e-08
1933,2.7529589052832648e-08,3.211785326584504e-08
1934,5.2718952758823434e-08,2.3963160344919743e-08
1935,5.385727952500474e-08,3.8298510141032693e-08
1936,4.486144344895138e-08,1.4549657478823974e-08
1937,5.036447325856841e-08,3.5255132035949543e-08
1938,5.445390038882891e-08,3.500608047879439e-08
1939,2.9058695893979802e-08,3.364691103513451e-08
1940,4.3108308034334186e-08,2.282204625281281e-08
1941,4.7224041566096275e-08,5.312704676185831e-08
1942,2.4273694165799498e-08,3.034211815133858e-08
1943,6.387117368333861e-08,3.774205836748479e-08
1944,4.177142010064472e-08,8.675602458652065e-08
1945,5.2284097495913784e-08,3.267755976921194e-08
1946,4.454753543825518e-08,5.98607483581759e-08
1947,4.053096236411591e-08,4.291513455711993e-08
1948,3.3702851842676296e-08,3.261566416945527e-08
1949,3.2396128224476683e-08,3.337782827905755e-08
1950,4.785912621763089e-08,2.552486733087278e-08
1951,2.8785785421980847e-08,3.3050344683260846e-08
1952,3.057993092081546e-08,4.007025466989944e-08
1953,3.7708394184932104e-08,3.0166716347146405e-08
1954,4.69081733456278e-08,5.081718623678455e-08
1955,3.566530892840092e-08,2.7218263198847126e-08
1956,4.447782231409292e-08,2.8779766569897447e-08
1957,3.003912896204497e-08,2.8272119978467458e-08
1958,4.54973401176062e-08,3.1434525205042974e-08
1959,5.1930010513956404e-08,2.867776704995606e-08
1960,5.467458463748187e-08,3.460416664324839e-08
1961,4.794229724325305e-08,2.8487453451742084e-08
1962,3.0441389853308465e-08,3.170978146727066e-08
1963,3.362347633650842e-08,3.556329364329258e-08
1964,3.1636634645337836e-08,2.8594651757529732e-08
1965,3.009623894545399e-08,2.243537733370715e-08
1966,3.323444763836392e-08,4.9297767201750275e-08
1967,5.275459219467038e-08,3.007504689733764e-08
1968,4.4914157948383604e-08,3.7278749864810834e-08
1969,3.724241223745928e-08,2.4979667445634846e-08
1970,4.644712281454133e-08,3.5410182785966526e-08
1971,4.624557892185521e-08,2.8261186280076345e-08
1972,3.2832938479110396e-08,2.462470471975564e-08
1973,3.528450376322212e-08,2.3706776541843055e-08
1974,2.6440187150811312e-08,2.8690415376786405e-08
1975,3.8838064764235014e-08,1.770558766267527e-08
1976,2.856763492431469e-08,3.3138457256054465e-08
1977,3.761140376923322e-08,2.5270161796431267e-08
1978,3.267325299205481e-08,2.019801137453925e-08
1979,5.500855104756397e-08,2.6333880187578984e-08
1980,3.2405357730525e-08,1.1938816379952755e-08
1981,2.2771979080182803e-08,2.3404533200377386e-08
1982,1.8622506758880775e-08,1.862250609274696e-08
1983,3.2839641672666176e-08,2.5892795463278162e-08
1984,3.885335841946613e-08,2.609553861887548e-08
1985,2.2859120152318724e-08,1.80466743771035e-08
1986,2.8773529558989708e-08,3.296966988308725e-08
1987,1.649920555735207e-08,3.299841111470414e-08
1988,1.679035038781862e-08,2.218724931557503e-08
1989,2.853823599657801e-08,2.689179945392084e-08
1990,2.7788119860705507e-08,2.9422714709070874e-08
1991,2.3445860364290638e-08,2.7548886949446683e-08
1992,3.0855686894426526e-08,2.369276025371292e-08
1993,2.880387950376928e-08,2.5480353826878854e-08
1994,2.2154692247422503e-08,3.112206664601658e-08
1995,2.9281234659173094e-08,2.657000908179441e-08
1996,3.096093292853652e-08,2.7758079390594048e-08
1997,1.726162068838022e-08,2.0618045382114758e-08
1998,2.7178336803324044e-08,3.242327828445468e-08
1999,3.016332850158676e-08,2.6050146484379866e-08
2000,3.357704025930275e-08,2.9159008541057574e-08
2001,3.329721010025821e-08,2.4972906575992937e-08
2002,3.154479411016098e-08,3.242103985279243e-08
2003,3.1251922383290776e-08,2.541823018731293e-08
2004,3.6559766436461416e-08,3.9643120453014546e-08
2005,3.017512206771045e-08,2.567137258324692e-08
2006,3.582564178650216e-08,3.6649221213380656e-08
2007,2.955914873981058e-08,3.035804430062683e-08
2008,3.916844643070405e-08,3.065356612985681e-08
2009,3.766871969901331e-08,2.7178696626606325e-08
2010,3.590082808813122e-08,3.826272243490081e-08
2011,4.397567621161613e-08,3.82397196130313e-08
2012,4.936166453362034e-08,3.3702102442134674e-08
2013,4.713621226670739e-08,5.020425231094805e-08
2014,5.976628547621488e-08,6.604607882820801e-08
2015,6.02908493130272e-08,3.9455041456193385e-08
2016,6.483294390235983e-08,4.8262221774564296e-08
2017,5.7355937332914664e-08,4.4526321296700644e-08
2018,7.124847822836955e-08,4.775713291493844e-08
2019,6.351959691563991e-08,5.816252013346457e-08
