year,un_DET office_NOUN,un beau - fils
1870,9.69054228860955e-07,7.539945556800376e-09
1871,9.920179309119703e-07,5.832462735000377e-09
1872,1.185883197862836e-06,9.286916125006428e-09
1873,1.2373071722748819e-06,1.836918883668659e-08
1874,1.2660197175051735e-06,4.588614821443571e-09
1875,1.0190039603230616e-06,1.5088728488876768e-08
1876,1.2291548623366566e-06,3.3204154981092415e-09
1877,1.1120299099331987e-06,8.849828425638862e-09
1878,1.5472145467043674e-06,9.970256620306372e-09
1879,1.0819614999491023e-06,7.392581935494746e-09
1880,1.1828090737964203e-06,1.2013871675264909e-08
1881,1.3108314664833642e-06,1.0758149926459737e-08
1882,1.2106145561574522e-06,1.392250315035426e-08
1883,1.4483924424268935e-06,1.5326540481197526e-08
1884,1.3388241058009953e-06,5.092389621097482e-09
1885,1.5095678698173742e-06,8.522500927199417e-09
1886,1.679836607593188e-06,6.400316276966578e-09
1887,2.006338540638808e-06,1.0083673784855307e-08
1888,1.8825284548995569e-06,5.591215490596824e-09
1889,1.467295003720892e-06,7.605468255178494e-09
1890,2.023339074952446e-06,2.8915898564463305e-09
1891,1.751635625879544e-06,7.027207260534851e-09
1892,1.9789694007954495e-06,1.3834376977328589e-09
1893,2.0901666353267956e-06,1.3585883529287912e-08
1894,1.82429563722053e-06,4.1752858948029825e-09
1895,1.7905378442151232e-06,1.527650184129925e-08
1896,1.8581537979400764e-06,1.3008708332762353e-08
1897,1.4642531667163894e-06,2.576736601866969e-09
1898,1.960054138550049e-06,1.685499984027672e-08
1899,1.6765145698371953e-06,7.930533341138357e-09
1900,1.6902069468471836e-06,8.604006396240038e-09
1901,1.907995510919136e-06,6.167346189300815e-09
1902,1.6508374329760045e-06,5.407152503522639e-09
1903,1.7507513909720274e-06,3.5765954642386077e-09
1904,1.791899979508571e-06,6.528749540990475e-09
1905,1.9265112918276373e-06,7.977054572450015e-09
1906,1.5967549167328343e-06,6.8107883777202005e-09
1907,2.2458797417357346e-06,1.4777593371206876e-08
1908,2.0023733569018987e-06,1.5189620228284184e-08
1909,2.0766213175704706e-06,5.4594586629264086e-09
1910,1.9126715002926176e-06,4.12885103884264e-09
1911,1.764236110091133e-06,3.523086267165354e-09
1912,2.1311742415264234e-06,8.046810329176424e-09
1913,1.8120315381509045e-06,1.1117090359391568e-08
1914,1.7974060071423992e-06,1.2557208606267523e-08
1915,1.996839195328448e-06,6.494048854222001e-09
1916,2.9402449648330276e-06,6.0466804896464055e-09
1917,3.2197422399349307e-06,1.5679329834483724e-08
1918,3.729626499193728e-06,3.791309044487434e-09
1919,3.437289691987644e-06,2.0269892431201697e-09
1920,3.733867529831514e-06,1.6686753090411344e-09
1921,3.3888044370655734e-06,9.192655525680493e-09
1922,2.725409416370894e-06,1.303021823773065e-08
1923,2.7463457357157495e-06,1.5250838814040435e-08
1924,2.852916544782147e-06,1.4249056157211726e-08
1925,3.480923311371953e-06,1.0966667574052735e-08
1926,2.9581852132309905e-06,1.3580273794389086e-08
1927,2.8943387349045224e-06,1.2342680211219204e-09
1928,2.7571037293228073e-06,1.0121320670464229e-08
1929,2.8006981267481024e-06,4.937050768205609e-09
1930,2.4399871350055946e-06,3.4877380983289186e-09
1931,2.5297081194253224e-06,2.9045656546600185e-08
1932,2.5754910666364594e-06,2.3044758989954062e-08
1933,2.4317803450912834e-06,1.0150381868356817e-08
1934,2.7917080842598807e-06,1.4601593711915939e-08
1935,2.8508452345477053e-06,9.284617519256244e-09
1936,3.4555435632910303e-06,1.3422293498877025e-08
1937,3.190589342949579e-06,1.6737109476139267e-08
1938,2.6215662956019514e-06,1.2909699975693911e-08
1939,2.430224618876764e-06,1.1859523141311001e-08
1940,2.0768061759213197e-06,2.8146149855245994e-09
1941,2.287414531565446e-06,6.561927001769163e-09
1942,2.1269824088676614e-06,3.3643954289175326e-09
1943,1.7622637376035755e-06,2.2479609285142033e-08
1944,2.29742804336297e-06,3.5494505112865227e-09
1945,2.239502187251219e-06,1.4417771865282702e-08
1946,2.288629545432741e-06,9.238414921952653e-09
1947,2.025355918533478e-06,1.4484610844078816e-08
1948,1.7808151824283414e-06,7.219239206435191e-09
1949,2.137162766757683e-06,1.946893468662836e-08
1950,2.203646829457284e-06,8.233934423174105e-09
1951,2.3561697197749254e-06,1.6518683310096094e-08
1952,1.7261844256211134e-06,5.840141259483289e-09
1953,1.9080448367958525e-06,1.9053217670261802e-08
1954,1.6320135536318503e-06,2.1613447032109434e-08
1955,1.662191131401869e-06,1.0387826154811819e-08
1956,1.5994574269484474e-06,6.752823633604521e-09
1957,1.5841222307244607e-06,1.0756654234000962e-08
1958,1.560145054924078e-06,1.4638269263400616e-08
1959,1.7377176959598728e-06,6.00209082435299e-09
1960,1.6132462974383088e-06,2.296009671276522e-08
1961,1.8030473647456802e-06,2.453801173363246e-08
1962,1.556316060913332e-06,3.567071615862005e-08
1963,1.8576970646222435e-06,1.3551148148049919e-08
1964,1.8829881547333116e-06,9.395838551640168e-09
1965,1.8358705951015963e-06,7.844022209546608e-09
1966,1.982988788284956e-06,1.3443264279544564e-08
1967,1.7596367953842673e-06,1.9011602958585172e-08
1968,1.7354830887938988e-06,1.3340522908578123e-08
1969,2.0401575540063277e-06,4.4934664877871455e-09
1970,2.8912183935858593e-06,1.466784471659821e-08
1971,2.0543313681287145e-06,1.1899297824857769e-08
1972,1.826845320351822e-06,1.243660907590538e-08
1973,1.8507825458868865e-06,1.6451858986243906e-08
1974,2.084274292712962e-06,8.707005783037403e-09
1975,2.0001603289188097e-06,9.473350104372003e-09
1976,2.0305875096937598e-06,1.6409556158336613e-08
1977,1.563811700577844e-06,3.8967966631275885e-09
1978,2.257424668528074e-06,1.635867369342847e-08
1979,1.7509104281998589e-06,1.1594600834996527e-08
1980,1.560573871017823e-06,2.0663501243411986e-08
1981,1.4953599318801025e-06,1.4621934329994701e-08
1982,1.9994365381137413e-06,1.568304330845649e-08
1983,1.391264124350755e-06,9.718704063743644e-09
1984,1.5552941370344797e-06,1.846758124202097e-08
1985,1.624200615779614e-06,8.59093773897257e-09
1986,1.7527875151301942e-06,1.6458859608547982e-08
1987,1.5851458847748745e-06,1.4098726741629264e-08
1988,1.4109890820179771e-06,2.8318998146481533e-08
1989,1.8099827165940496e-06,8.438929333109968e-09
1990,1.5185390722649572e-06,7.163994730774448e-09
1991,1.8498783909137728e-06,1.4788827051859244e-08
1992,1.728469442241476e-06,1.8708610327600184e-08
1993,1.5221741698212554e-06,2.1837856800654976e-08
1994,1.3883606975184648e-06,1.6165436711457204e-08
1995,1.4716530998271082e-06,1.304348717923176e-08
1996,1.6297195735148762e-06,1.8083948560843055e-08
1997,1.651361685617303e-06,1.4132448988846136e-08
1998,1.645958256801805e-06,2.2371008823185434e-08
1999,1.5095374639173542e-06,1.4955428895291334e-08
2000,1.4150954648073366e-06,1.4452058216818386e-08
2001,1.581179354559481e-06,1.289915996238733e-08
2002,1.5211600725706376e-06,1.6229376953447172e-08
2003,1.3459161074536041e-06,1.4975176654274946e-08
2004,1.395878335586076e-06,1.7267953067445774e-08
2005,1.4542607118528394e-06,1.4714805929294528e-08
2006,1.6553917951966923e-06,1.5705964750978296e-08
2007,1.441607583529958e-06,1.3961677147733553e-08
2008,1.1903801642176859e-06,1.8595351591876863e-08
2009,1.3422462181722494e-06,1.1996102777800388e-08
2010,1.0921409874242727e-06,2.2260509879856727e-08
2011,1.0653585817976818e-06,2.2241060104732924e-08
2012,8.980418400028611e-07,1.7997912493683543e-08
2013,9.918128824892847e-07,2.710571156416819e-08
2014,1.1063259961474614e-06,2.8741862223569115e-08
2015,9.879276241520074e-07,2.6965582433646773e-08
2016,1.0828965208986574e-06,2.5446617257784965e-08
2017,9.129153291098646e-07,2.1754355317149532e-08
2018,8.074827704263043e-07,2.5498444689020516e-08
2019,9.349370131417345e-07,1.671175653417123e-08
