year,mon_DET office_NOUN,mon beau - fils
1971,6.62853260058327e-08,1.8698896930846587e-08
1972,4.617132176587546e-08,1.4132510606224002e-08
1973,4.631091127249576e-08,9.74924985186476e-09
1974,3.26283161600216e-08,9.95086457677985e-09
1975,5.711480044467976e-08,1.0104907355312776e-08
1976,4.856497937133497e-08,8.835915554783469e-09
1977,5.582942907977895e-08,7.144127178726478e-09
1978,5.0495027159591643e-08,9.81520409393255e-09
1979,5.3252957044058746e-08,1.1594601057041132e-08
1980,3.0131299455504745e-08,1.7532667817565795e-08
1981,4.0483517593781215e-08,9.051673632853863e-09
1982,6.393727614018019e-08,1.8410529101231532e-08
1983,2.9050454486423405e-08,1.5272249243025726e-08
1984,4.233276296172761e-08,1.655714187975832e-08
1985,3.91011256706264e-08,6.608414038211663e-09
1986,2.7574632688320833e-08,1.38254416803818e-08
1987,4.5831127004625216e-08,2.282651045959483e-08
1988,3.537966714040053e-08,1.975744079452113e-08
1989,4.0063293238468134e-08,1.5069516745569445e-08
1990,3.323677183475482e-08,1.5521988361300032e-08
1991,4.689172278249387e-08,3.0220647762035924e-08
1992,3.195767650510106e-08,9.65605706504391e-09
1993,4.043621371074835e-08,1.2132143178966714e-08
1994,5.222177162922392e-08,1.154674017511681e-08
1995,4.1752872048661516e-08,1.3043487401276366e-08
1996,4.163711753157884e-08,1.4583830143521936e-08
1997,3.50027311579737e-08,1.6749569065055425e-08
1998,3.051602681658494e-08,2.028998413727834e-08
1999,3.016332833505331e-08,1.894354362264039e-08
2000,4.197129976901692e-08,1.3970323009537822e-08
2001,4.0745267937403185e-08,1.9109867022137905e-08
2002,3.855474994818309e-08,9.54669232555716e-09
2003,3.583553848107712e-08,1.9966901465551246e-08
2004,3.34764129750198e-08,1.8706949544977647e-08
2005,4.098412220709946e-08,2.746763794192475e-08
2006,5.065004610171897e-08,3.275815529946158e-08
2007,4.9531546919556746e-08,2.9668564494045313e-08
2008,4.7257580487736206e-08,2.370907425941482e-08
2009,5.7218311200202265e-08,4.589813240585272e-08
2010,6.3298824959368e-08,4.4521019315624244e-08
2011,3.1356570340257406e-08,4.1124978977791216e-08
2012,7.217015657312587e-08,5.511860656781664e-08
2013,6.024510196267485e-08,5.236330480329343e-08
2014,7.384168132507085e-08,7.209416885700648e-08
2015,6.029085031222792e-08,5.736314889759342e-08
2016,7.726098461002806e-08,5.043473638721707e-08
2017,5.987155049513859e-08,8.339168999782487e-08
2018,6.711813377302533e-08,7.391683887192357e-08
2019,6.632568483322387e-08,5.268452119011613e-08
