year,un_DET are_NOUN,un_DET bar_NOUN
1985,3.609334697785016e-08,9.33013030390839e-07
1986,3.237022216939778e-08,1.0652201076766232e-06
1987,5.377518663696179e-08,9.477876830032983e-07
1988,3.418035615654347e-08,1.0829775725085256e-06
1989,3.786804469996241e-08,1.0405480068698125e-06
1990,3.650596192006361e-08,1.1665561920892742e-06
1991,2.9893472863751214e-08,1.0943355128745225e-06
1992,2.1488782309120324e-08,1.1548843410480458e-06
1993,1.550978068198816e-08,1.1056258024666477e-06
1994,2.8484603120659813e-08,1.100349688698543e-06
1995,2.1689803453295298e-08,1.228727320778944e-06
1996,3.20285518107255e-08,1.0841664987992772e-06
1997,2.0138555933968405e-08,1.1603644836100102e-06
1998,2.8131962537258914e-08,1.20919756341209e-06
1999,1.8280805091919206e-08,1.233954353807576e-06
2000,1.8113928690333125e-08,1.2918324010513516e-06
2001,3.02303612975674e-08,1.2188531641754707e-06
2002,2.0153618940366158e-08,1.3165570180717623e-06
2003,1.541761440737588e-08,1.385501917638976e-06
2004,1.673820673731008e-08,1.3804615264234599e-06
2005,2.2969122936977726e-08,1.591625078845027e-06
2006,1.3177248070483927e-08,1.729925557469869e-06
2007,1.5977917655618512e-08,2.3267842834684416e-06
2008,1.7455502904217823e-08,3.2501294526809943e-06
2009,1.4781396995289242e-08,3.373496213043836e-06
2010,1.0392344762522043e-08,4.353920132871281e-06
2011,1.4148696353410983e-08,7.295373563920293e-06
2012,1.0212758527750054e-08,7.615994377374591e-06
2013,1.5898012406534434e-08,5.901230764493448e-06
2014,1.1043770259400176e-08,6.3495182018868945e-06
2015,1.2634479462647619e-08,6.434496526708244e-06
2016,1.470651400659051e-08,6.183157040595688e-06
2017,1.1823373391450787e-08,6.726493040787318e-06
2018,8.260693684647435e-09,6.7856434213808825e-06
2019,1.122434656330995e-08,6.949401040401426e-06
