year,ancien_ADJ or_NOUN,ancien_ADJ bord_NOUN
1885,1.2891271383708158e-09,3.2228177904158883e-09
1886,2.5813855497602844e-09,1.5488312854472497e-08
1887,6.528924623161458e-10,7.834709769838355e-09
1888,0.0,6.340614699951175e-10
1889,6.265136742733546e-10,0.0
1890,6.554386478008212e-10,1.9663159989136147e-09
1891,4.461953917456185e-09,6.3742202627281586e-09
1892,2.5074049503359674e-09,6.268512375839919e-10
1893,3.695050043717174e-09,3.695050043717174e-09
1894,0.0,4.411077725308132e-09
1895,2.4074457982692365e-09,3.611168697403855e-09
1896,4.1279202278587945e-09,2.5357223876198987e-08
1897,6.992056267307589e-09,8.740070001067579e-09
1898,5.6583548957434e-10,7.355861253444118e-09
1899,0.0,0.0
1900,2.07642125715779e-09,5.710158568206225e-09
1901,5.588738916095792e-10,6.147612641171918e-09
1902,4.910283846193408e-10,2.455141867585553e-09
1903,5.400220270956879e-10,1.0800440541913758e-09
1904,5.374625189347171e-10,3.7622376325430196e-09
1905,5.160759042333041e-10,1.2385822145688508e-08
1906,1.0288369045596824e-09,6.173021205313489e-09
1907,0.0,1.5428529565042481e-09
1908,0.0,1.964555629285769e-08
1909,0.0,7.151278680339601e-09
1910,0.0,5.878565634276356e-09
1911,2.6601871816467337e-09,3.7242617878519013e-09
1912,0.0,4.167536982180309e-09
1913,5.30298971401777e-10,4.772690687104841e-09
1914,2.678697486047099e-09,0.0
1915,1.1780761921542648e-09,8.246533234057551e-09
1916,0.0,8.789969641043172e-09
1917,0.0,0.0
1918,0.0,5.743188147278033e-09
1919,9.207848372660976e-10,4.603924352863942e-09
1920,0.0,7.572231730534895e-10
1921,1.5145494858259667e-09,2.2718242842501013e-09
1922,7.377935484775833e-10,5.164555005876537e-09
1923,0.0,3.1847844361720945e-09
1924,0.0,1.2891624656674594e-08
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,0.0,1.0031524944054127e-08
1927,3.344767462998277e-09,0.0
1928,0.0,2.0566874425753667e-08
1929,0.0,1.2254447234738564e-08
1930,0.0,7.352522590764465e-09
1931,0.0,1.1405356659111021e-09
1932,0.0,5.4797681947604815e-09
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,1.196828414151696e-09,3.590485242455088e-09
1936,2.424942913137329e-09,3.6374143697059935e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,0.0,2.5930428915188486e-09
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,4.357008087652048e-09
1946,0.0,1.3921104269343232e-09
1947,1.1920870957027319e-09,3.5762612871081956e-09
1948,1.0871887834440486e-09,6.523132700664291e-09
1949,0.0,0.0
1950,2.1270722960764488e-09,1.3825969702452312e-08
1951,1.0661401761424827e-09,8.529121409139861e-09
1952,0.0,2.1089607837865287e-09
1953,1.0773827385790469e-09,3.232148326759443e-09
1954,9.772536113672459e-10,1.07497895029951e-08
1955,0.0,1.1262729415761896e-08
1956,8.72114158667614e-10,8.72114158667614e-10
1957,0.0,3.534015080575159e-09
1958,0.0,5.790570245522986e-09
1959,1.5501495642666896e-09,1.5501495642666896e-09
1960,6.920833350854139e-10,1.3841666701708277e-09
1961,1.3896318540318475e-09,2.08444772553662e-09
1962,6.341956404476434e-10,1.9025869768540815e-09
1963,2.5864211883330768e-09,7.1126584622049904e-09
1964,1.825190498738749e-09,1.2167936658258327e-09
1965,1.6416130121932326e-09,1.0944086747954884e-09
1966,1.1078149508847446e-09,1.1078149508847446e-09
1967,1.4791006197611978e-09,1.4791006197611978e-09
1968,4.4914158503495116e-10,8.982831700699023e-10
1969,1.8167030935156703e-09,4.541757636644661e-09
1970,9.197450023812337e-10,1.3796175313274261e-09
1971,1.0276794970565106e-09,3.083038491169532e-09
1972,5.130146862875051e-10,5.130146862875051e-10
1973,1.6539611902288698e-09,1.6539611902288698e-09
1974,0.0,2.812785782069227e-09
1975,0.0,1.7134440533084216e-09
1976,1.142705374768127e-09,2.856763492431469e-09
1977,1.1753563677885381e-09,2.3507127355770763e-09
1978,0.0,0.0
1979,1.7555920051037788e-09,0.0
1980,1.1370301367108482e-09,0.0
1981,6.325549528618524e-10,6.325549528618524e-10
1982,3.7245013739806154e-09,1.2415004579935385e-09
1983,6.315316047889041e-10,6.315316047889041e-10
1984,0.0,1.1598016991243298e-09
1985,0.0,1.2031116103372597e-09
1986,5.994485463567401e-10,4.196139880008332e-09
1987,6.110816852533674e-10,6.110816852533674e-10
1988,0.0,5.996553809062277e-10
1989,1.0976244357863152e-09,5.488122178931576e-10
1990,5.44865097484859e-10,1.089730194969718e-09
1991,0.0,0.0
1992,1.1019888335184191e-09,5.509944167592096e-10
1993,1.661762283333701e-09,2.7696036575264316e-09
1994,1.0549853213248639e-09,2.637463358823311e-09
1995,5.422450821690461e-10,1.626735190995987e-09
1996,0.0,2.6690460952494277e-09
1997,9.58978896292706e-10,1.438468344439059e-09
1998,0.0,2.3840645013706308e-09
1999,1.8280804925385752e-09,3.656160929565999e-09
2000,1.3254094488601709e-09,2.6508188977203417e-09
2001,4.3812117822561447e-10,1.7524847129024579e-09
2002,0.0,0.0
2003,0.0,0.0
2004,4.404791253964646e-10,0.0
2005,0.0,3.1526248278623825e-09
2006,4.1178899179428186e-10,4.1178899179428186e-10
2007,3.994479469415779e-10,1.997239706952314e-09
2008,1.2772318758180745e-09,4.257439678578834e-10
2009,2.384096253749135e-09,2.384096253749135e-09
2010,0.0,0.0
2011,0.0,7.64794394481072e-10
2012,3.404252713057332e-10,0.0
2013,0.0,1.6734750252211938e-09
2014,2.1654451842767486e-10,1.0827225782605865e-09
2015,4.433150790905671e-10,1.329945265027277e-09
2016,1.035670049720494e-09,1.0356699942093428e-09
2017,0.0,2.515611330355938e-10
2018,0.0,3.3559066636712487e-09
2019,7.65296326310505e-10,1.02039510174734e-09
