year,mon_DET an_NOUN,mon_DET banc_NOUN
1851,7.094382858952031e-09,6.44943867200709e-08
1852,1.2370036328590572e-08,3.3203781280022326e-08
1853,1.4332636411040767e-08,3.702597650701023e-08
1854,1.1950028522278444e-08,3.636965217879151e-08
1855,1.3798036491152743e-08,5.094659627502551e-08
1856,1.7602442614617075e-08,6.575030270239424e-08
1857,9.763018116171196e-09,8.152120140048069e-08
1858,1.2723557929472662e-08,1.2381000491501482e-07
1859,6.110607797538137e-09,7.689181447112503e-08
1860,5.950339110327718e-09,4.256780916644942e-08
1861,1.3676294874365169e-08,6.366550719949515e-08
1862,1.084316739174973e-08,6.95769913350297e-08
1863,9.989241878116673e-09,4.744889636754124e-08
1864,7.192092033037056e-09,9.925086885687051e-08
1865,9.884373208812747e-09,1.5156038479791079e-07
1866,9.244664256335966e-09,8.028260956027822e-08
1867,6.308654931785895e-09,8.783588434368994e-08
1868,4.445886658821507e-09,7.360412279666662e-08
1869,1.2697149998075474e-08,9.669367828646358e-08
1870,1.0321287824410774e-08,7.11022067889644e-08
1871,7.434823867669138e-09,6.266494922968491e-08
1872,5.442605366390296e-09,8.587221744793538e-08
1873,8.380406202324053e-09,6.165584326423001e-08
1874,9.559374403167453e-09,6.333085378340542e-08
1875,1.544812294751452e-08,1.390331050288296e-07
1876,9.67362345782874e-09,1.2515251257561033e-07
1877,1.6080521580974505e-08,4.638611983409646e-08
1878,1.0870359612447089e-08,5.978697881214856e-08
1879,1.2829583284634793e-08,5.376206146934237e-08
1880,2.0537108014195837e-08,5.840239936105718e-08
1881,2.2312023950643578e-08,1.1295462570837245e-07
1882,1.1979693681496428e-08,6.322615631049189e-08
1883,6.951273001654101e-09,8.278333751832179e-08
1884,5.281357573494461e-09,5.2813576623123026e-08
1885,1.2246707870033902e-08,5.672159458791626e-08
1886,1.0325542199041138e-08,6.388929563172496e-08
1887,6.528924623161458e-09,7.573552807116357e-08
1888,1.7753720937818684e-08,1.033520220516948e-07
1889,8.14467776555361e-09,9.648310594911891e-08
1890,7.865263995654459e-09,8.061895029332078e-08
1891,3.187110020341777e-09,7.776548716087461e-08
1892,5.641661360300532e-09,5.0148098784674744e-08
1893,4.926733243593162e-09,1.0407723749494835e-07
1894,5.671385583383426e-09,1.0523570637133162e-07
1895,3.611168697403855e-09,1.0472389111448877e-07
1896,4.717623069971921e-09,8.78657289149487e-08
1897,4.661370844871726e-09,6.875522018390257e-08
1898,7.355861253444118e-09,1.1769377861181596e-07
1899,2.7637891975018647e-09,7.904436927219649e-08
1900,9.34389587925466e-09,5.087231969014283e-08
1901,7.2653604799022276e-09,6.25938767484513e-08
1902,3.4371988033576883e-09,5.548620762851897e-08
1903,1.2420506623200822e-08,8.100330251004095e-08
1904,5.912087708281888e-09,6.288311737989716e-08
1905,4.1286072338664326e-09,6.657379003627284e-08
1906,1.0288368823552219e-08,6.173021177557914e-08
1907,1.2342824040612044e-08,8.639976734059474e-08
1908,6.875944924544797e-09,8.152905661695797e-08
1909,1.320236009405562e-08,1.1497055396603173e-07
1910,8.016226016316352e-09,9.352263674600181e-08
1911,6.916486605668126e-09,7.7677462684278e-08
1912,1.2502610557962868e-08,8.230885839566326e-08
1913,5.3029897140177695e-09,1.2037786906171632e-07
1914,8.036092347118995e-09,9.643311038587399e-08
1915,1.1780761921542648e-08,5.065727737285641e-08
1916,1.2086208034389756e-08,9.55909200683891e-08
1917,3.289927441585405e-09,8.334482759497774e-08
1918,6.89182577673364e-09,5.743188324913717e-08
1919,5.524709134618888e-09,8.563298969921362e-08
1920,1.2872793941909322e-08,5.5277292965172364e-08
1921,6.8154727417280014e-09,7.269837670742518e-08
1922,8.115728866719962e-09,6.418803621954794e-08
1923,1.0615948120573648e-08,8.598917977664655e-08
1924,9.024137215263295e-09,1.3278373589553638e-07
1925,1.3197813508725176e-08,1.165806835512484e-07
1926,4.458455493683289e-09,8.02521992193661e-08
1927,1.0034302500017134e-08,1.1595194138180887e-07
1928,4.570416489713125e-09,7.883968100586003e-08
1929,8.912325322185666e-09,1.0806194183921036e-07
1930,1.0503603875555712e-08,8.71799059609657e-08
1931,7.983749661377715e-09,8.554017583151108e-08
1932,8.767629289252454e-09,7.671675916753884e-08
1933,2.2941324395731044e-09,6.194157320393856e-08
1934,3.5944740517379614e-09,8.387105765450542e-08
1935,4.787313656606784e-09,5.864459140525469e-08
1936,9.699771652549316e-09,8.123558625783289e-08
1937,6.295559185076627e-09,7.176937255604088e-08
1938,2.5930428915188486e-09,5.575042294481136e-08
1939,4.588215141154706e-09,5.8117391787959605e-08
1940,0.0,2.2822046474857416e-08
1941,5.9030051957620344e-09,6.788455664263893e-08
1942,3.034211770724937e-09,1.517105943094066e-07
1943,2.9032352077962287e-09,8.419382169222445e-08
1944,3.2131861615880553e-09,1.4459337727146249e-07
1945,1.3071024262956144e-08,1.0021118290737263e-07
1946,1.1136883415474585e-08,1.1276094369350176e-07
1947,3.5762612871081956e-09,1.215928859821247e-07
1948,5.435943917220243e-09,9.349823271165292e-08
1949,5.890204879399619e-09,9.129817768460669e-08
1950,8.508289184305795e-09,8.827350095330644e-08
1951,4.264560815592233e-09,1.4073050635943218e-07
1952,8.435843135146115e-09,1.297010827627787e-07
1953,9.696444647211422e-09,6.248819872656242e-08
1954,9.772536113672459e-10,6.938500973774353e-08
1955,2.815682353940474e-09,8.071622437100245e-08
1956,1.8314396887930684e-08,5.843164996299777e-08
1957,5.30102267637389e-09,7.774833366003264e-08
1958,6.617794867658233e-09,6.369627270075284e-08
1959,5.4255234749334136e-09,5.8905683886223414e-08
1960,5.536666791705613e-09,8.374208093631097e-08
1961,6.253343398654465e-09,7.365049015106706e-08
1962,1.9025869213429303e-09,9.576354287332833e-08
1963,7.112658351182688e-09,6.854016731949741e-08
1964,3.6503810529886493e-09,5.7189303959148674e-08
1965,6.566451882239477e-09,7.989183448131598e-08
1966,1.1078149508847446e-08,7.976267646370161e-08
1967,7.395503431872896e-09,8.726693756511139e-08
1968,1.0779397874305374e-08,1.1812423394985672e-07
1969,6.358460841182634e-09,5.631779842474316e-08
1970,8.737577383843842e-09,7.174011287802706e-08
1971,4.624557625731995e-09,5.8063889918358313e-08
1972,3.591102859523687e-09,7.130904150498552e-08
1973,4.410563081425067e-09,7.277428681895515e-08
1974,7.875800178691605e-09,6.581918571280099e-08
1975,6.8537762132336866e-09,7.196464846259687e-08
1976,7.427584769459372e-09,6.913367633920586e-08
1977,7.052138317753531e-09,5.5241749397083595e-08
1978,2.3762365408686037e-09,7.069303920026471e-08
1979,6.437170796402825e-09,5.383815493420485e-08
1980,4.5481204913322415e-09,7.390695616615872e-08
1981,6.95810464801383e-09,6.705082850055888e-08
1982,1.0552753781922775e-08,1.1359729024107423e-07
1983,3.789189517711122e-09,6.694235099580226e-08
1984,6.378909400694965e-09,6.378909489512807e-08
1985,4.210890636180409e-09,6.677269481780712e-08
1986,2.9972427317837003e-09,5.814650916313724e-08
1987,1.2832715556854168e-08,5.438626970999394e-08
1988,4.197587666343594e-09,6.296381349635283e-08
1989,2.7440609784434855e-09,7.134558699384286e-08
1990,2.724325487424295e-09,4.685839943840975e-08
1991,5.275318792907768e-09,9.319729610268723e-08
1992,4.958949806344037e-09,6.281336339952759e-08
1993,8.308811361157353e-09,6.037736000052973e-08
1994,5.802419100753298e-09,7.595894391254632e-08
1995,5.964695848348356e-09,7.049186212526592e-08
1996,1.2277612482236577e-08,8.861233125045942e-08
1997,3.3564261370244708e-09,4.986690171904229e-08
1998,8.10581957111367e-09,6.484656012162304e-08
1999,4.570201245224226e-09,7.632235626831019e-08
2000,6.185243983658495e-09,6.75958811147126e-08
2001,2.1906058633724967e-09,6.265132518334937e-08
2002,6.571832356083718e-09,7.535701074257162e-08
2003,4.16692297333654e-09,7.958822667575305e-08
2004,6.607186769924667e-09,7.928624246034133e-08
2005,1.3511248786457486e-09,7.160961901231389e-08
2006,8.235779835885637e-10,7.947527291829459e-08
2007,2.396687653893892e-09,9.347081830757276e-08
2008,3.83169571072095e-09,1.0515875653593909e-07
2009,4.291373256748443e-09,1.2301936713754458e-07
2010,1.8895172093635892e-09,1.3699000300793074e-07
2011,1.91198598620268e-09,1.4684052085378596e-07
2012,2.0425516555899748e-09,1.8553177461022585e-07
2013,2.5102124823206395e-09,2.0751090668014172e-07
2014,3.4647123642317368e-09,1.866613796863703e-07
2015,1.10828768384863e-09,2.2121421894283344e-07
2016,1.8642060672924288e-09,1.909775471098385e-07
2017,2.26405022507592e-09,1.911864662140772e-07
2018,1.8070267504555204e-09,2.140035886277758e-07
2019,2.295888978931515e-09,1.8060992790225328e-07
