year,son_DET office_NOUN,son beau - fils
1870,1.5613814632331469e-06,1.4954226124075376e-07
1871,1.4997102333325074e-06,1.7147441067066893e-07
1872,1.6176632939846058e-06,1.9369854076245474e-07
1873,1.5832981823393766e-06,1.8172375337854874e-07
1874,1.8097090830337947e-06,2.012435444953553e-07
1875,1.5350857687224106e-06,1.6911950395659403e-07
1876,1.8150135954186908e-06,1.905918542988161e-07
1877,2.0032619172383193e-06,1.1913230402171848e-07
1878,1.9071442256546334e-06,1.5021852506347244e-07
1879,1.7509326504239198e-06,1.9355123753728165e-07
1880,1.5409249094489041e-06,2.2402336541382795e-07
1881,1.7236038565293654e-06,1.2141339933435802e-07
1882,1.8568524566831002e-06,1.604751764250345e-07
1883,2.0057582332810853e-06,2.1108826864235652e-07
1884,1.7501098383831959e-06,1.4331438835668564e-07
1885,2.019417568277504e-06,1.2073542676738214e-07
1886,2.0728526060054264e-06,1.4649612189998606e-07
1887,2.1473632170199153e-06,2.1679897699300454e-07
1888,2.605358524476742e-06,1.5375843043230475e-07
1889,1.8720228869284483e-06,1.638632731726375e-07
1890,1.8365391429853162e-06,1.5397715458220773e-07
1891,1.992581097454149e-06,1.7005841002060151e-07
1892,2.3199764118686517e-06,2.0682393708781888e-07
1893,2.056295224761584e-06,1.5623765925454336e-07
1894,1.9843547214293267e-06,1.9275903406779094e-07
1895,1.8242420196656894e-06,2.1254263549153052e-07
1896,1.8310275251565145e-06,1.7952018038780437e-07
1897,1.4170567297355774e-06,1.8423666681144368e-07
1898,1.6114994618732226e-06,1.7728963086494076e-07
1899,1.5051596182757976e-06,2.3059551157444957e-07
1900,1.4130047070182172e-06,2.294401717506389e-07
1901,1.474309279103636e-06,1.541836462948254e-07
1902,1.5442842595803086e-06,1.0273589490239488e-07
1903,1.5406828381969717e-06,1.7048437694899832e-07
1904,1.4129889294167697e-06,3.822285892240984e-07
1905,1.7381436316910026e-06,1.2934223314609028e-07
1906,1.4660926126452978e-06,1.8786425282080188e-07
1907,1.4353676220935085e-06,1.7278416986066247e-07
1908,1.4955179352682535e-06,2.4411889776310147e-07
1909,1.7916703889397922e-06,1.6317715978431124e-07
1910,1.2681670114034205e-06,1.533573215084516e-07
1911,1.4476738279256551e-06,2.219544210646518e-07
1912,1.4820803517778813e-06,2.005954937711607e-07
1913,1.3793076014678718e-06,1.661712514255953e-07
1914,1.3909136598044824e-06,1.750622713458938e-07
1915,1.275856551075094e-06,1.2078930922143627e-07
1916,1.0855612693205785e-06,1.0037489595049465e-07
1917,1.026457344011078e-06,1.0975531550272422e-07
1918,8.982346280106412e-07,1.314320456913265e-07
1919,1.3084352845638136e-06,1.7736156232572853e-07
1920,1.1449214412095898e-06,1.3599704029587656e-07
1921,1.2729788352316973e-06,1.5543944797968834e-07
1922,9.82740980148833e-07,1.7183601430659223e-07
1923,1.2399427600229274e-06,1.923951975513205e-07
1924,1.1280171730021493e-06,1.7668829688233245e-07
1925,1.2416943118154222e-06,2.132407654897861e-07
1926,1.1068115668422251e-06,3.790131017922249e-07
1927,1.1896222638085874e-06,2.5055640806570523e-07
1928,1.1951639429241823e-06,2.0495673869191933e-07
1929,1.3468751234313459e-06,2.4685253019463005e-07
1930,1.1532956669668692e-06,2.208900831135452e-07
1931,1.2990701243609237e-06,1.869024752743087e-07
1932,1.080610275039362e-06,2.11041465192352e-07
1933,1.2204784827218873e-06,1.941260521221011e-07
1934,1.229310123918026e-06,3.544204907335313e-07
1935,1.4888545614155646e-06,2.0160883495989879e-07
1936,1.09971161599276e-06,1.543563707961937e-07
1937,1.1168321858434638e-06,2.343195260046116e-07
1938,1.230398801510546e-06,2.409810697656667e-07
1939,1.0736423075030643e-06,2.3549624417196213e-07
1940,1.1740674459304046e-06,2.617591821074683e-07
1941,1.5849568963943739e-06,1.5420528942655665e-07
1942,1.6779191369664659e-06,1.8840614135484657e-07
1943,1.225165254581384e-06,1.2524353487641804e-07
1944,1.1406810571656933e-06,3.655934044388687e-07
1945,1.6099145412340476e-06,2.4990804803337596e-07
1946,9.6890886780443e-07,1.4935438308327775e-07
1947,1.0716863556581302e-06,2.3570411689100013e-07
1948,1.195907650242134e-06,1.275398973099584e-07
1949,8.717503643396185e-07,1.8711808635885063e-07
1950,8.944338816263553e-07,1.4821083027527493e-07
1951,8.902270369759435e-07,2.2064241278485497e-07
1952,9.353241114951061e-07,1.7754029224548162e-07
1953,1.0127397809256422e-06,1.571890431151246e-07
1954,8.414153445102102e-07,2.0532774636095041e-07
1955,8.719229498410641e-07,1.817869514919579e-07
1956,8.093219197036206e-07,1.4277398285855725e-07
1957,1.0681560436154314e-06,2.1024369867284065e-07
1958,9.016745297074635e-07,1.848081456756745e-07
1959,8.564576585712302e-07,1.7234575011570996e-07
1960,1.1640841481863617e-06,2.0051818783173303e-07
1961,1.6314277484497097e-06,1.9707090759268908e-07
1962,1.0090052668942917e-06,2.2521510523176858e-07
1963,9.000746032938878e-07,1.8401032986226085e-07
1964,1.3402982137478148e-06,2.2281560063674988e-07
1965,1.5710236134225397e-06,1.7196511015171723e-07
1966,1.1709604343934643e-06,1.9920474436663227e-07
1967,1.1517263480698148e-06,1.9880704460462084e-07
1968,9.661035633712345e-07,2.0010783829960133e-07
1969,1.3548063257928789e-06,1.8722777372914834e-07
1970,1.0374724048745065e-06,1.9776301263263463e-07
1971,1.0687866396352774e-06,1.5639077766138598e-07
1972,8.290317357051435e-07,1.7072073088542083e-07
1973,9.422065359032672e-07,1.7304919541771824e-07
1974,8.48336203063127e-07,1.6543312009176248e-07
1975,8.630046774982247e-07,2.0967681990669007e-07
1976,1.0512889456748553e-06,2.019637843631017e-07
1977,8.732897889274227e-07,1.8639676913068115e-07
1978,1.569504270548805e-06,1.7929106199687794e-07
1979,1.268707872092989e-06,1.5201810188436582e-07
1980,7.737490044235074e-07,1.7970985677351337e-07
1981,7.438846516549802e-07,2.1306246633656656e-07
1982,9.267800757939426e-07,1.8819652414236998e-07
1983,7.306820810626391e-07,2.1103471681271913e-07
1984,8.26938624243212e-07,2.120587789811168e-07
1985,7.657805181082722e-07,1.6322782681044146e-07
1986,8.727970586264178e-07,2.3700757711964116e-07
1987,7.271872144443137e-07,1.9469670853311527e-07
1988,7.039954077470156e-07,1.8835427084695766e-07
1989,8.155349267013889e-07,1.5973687794712532e-07
1990,7.731635873753362e-07,1.952188561915591e-07
1991,1.095507847992394e-06,3.446439755805386e-07
1992,9.438534167571788e-07,2.0096669306468584e-07
1993,7.876752778912532e-07,2.1898518554053226e-07
1994,8.925176011587155e-07,2.482549246174415e-07
1995,9.722454166194439e-07,2.3003969129575808e-07
1996,9.058742236334183e-07,2.4617505300916775e-07
1997,1.031381810179255e-06,2.0047140258938612e-07
1998,1.0098898002297574e-06,2.1122393900618874e-07
1999,8.697092743759072e-07,2.2732251370172207e-07
2000,8.760956653475205e-07,2.370137517360149e-07
2001,1.2043951365114935e-06,2.455617775787289e-07
2002,9.126084581367877e-07,2.668300549402147e-07
2003,8.254674384033933e-07,2.73183523802345e-07
2004,9.228037596287209e-07,2.7724658302474836e-07
2005,8.651702705364528e-07,2.3249392899771237e-07
2006,1.0607684233221448e-06,2.49051714806825e-07
2007,1.0042121916242763e-06,2.8010613917217597e-07
2008,8.080620235162428e-07,2.7242191524834425e-07
2009,9.760490016219592e-07,2.64435832342258e-07
2010,8.153266861654629e-07,2.8628050285917084e-07
2011,7.14317985650581e-07,2.7570521421438343e-07
2012,7.230632483867794e-07,2.9546572477556765e-07
2013,8.386898935341947e-07,2.8399391371891625e-07
2014,8.76788777581794e-07,3.348426815819039e-07
2015,9.67313505739753e-07,2.868157453761455e-07
2016,9.165679850653419e-07,2.7188908280351143e-07
2017,8.726655864599309e-07,3.4304945017993305e-07
2018,9.721803353457403e-07,2.882183771646396e-07
2019,9.17335181149781e-07,3.189396409197798e-07
