year,un_DET or_NOUN,un_DET bord_NOUN
1903,1.7064696722357553e-07,1.272291864751196e-06
1904,1.5102696426794182e-07,1.6564594824686196e-06
1905,2.2758947837431265e-07,1.1451723791466861e-06
1906,1.9599343009657488e-07,1.0879950274045314e-06
1907,1.7279953024029737e-07,1.2419966353149903e-06
1908,2.2445048664110345e-07,1.2008345784408903e-06
1909,2.4644406049212364e-07,1.2558744959534351e-06
1910,2.2552315703805448e-07,1.0987573322296385e-06
1911,2.027062564469162e-07,1.456718452530481e-06
1912,2.3650772540406706e-07,1.1215883342075017e-06
1913,2.2378616071350166e-07,1.244611670614404e-06
1914,2.2434091140333123e-07,1.4029678565563586e-06
1915,1.9556064301262666e-07,9.672005343297485e-07
1916,2.2524296805492838e-07,1.2932243143026767e-06
1917,2.5442104623074613e-07,1.0154909118043065e-06
1918,2.1134932559618846e-07,9.2924786798676e-07
1919,2.900472335642945e-07,9.31834246209462e-07
1920,2.83958701441378e-07,1.0669273997621076e-06
1921,2.1430874874717176e-07,1.2366296342491978e-06
1922,2.700324364113271e-07,1.26605375605493e-06
1923,2.781378549698843e-07,9.480041835985276e-07
1924,3.081098132184934e-07,1.2646683114070356e-06
1925,2.3756064404523158e-07,1.0151318292628275e-06
1926,2.7642422395501853e-07,1.1380207602940118e-06
1927,2.0403081357756037e-07,1.1628641103378357e-06
1928,2.787953921057351e-07,9.906377185231463e-07
1929,2.2280813460895388e-07,9.859260075018028e-07
1930,1.9746774748696794e-07,1.2593821203665811e-06
1931,2.2696660373355826e-07,1.2226542533966267e-06
1932,2.2357455264909731e-07,1.1441756360142108e-06
1933,2.1106018088801193e-07,9.532120337496508e-07
1934,2.3963159989648375e-07,1.1154851566885782e-06
1935,1.9867351674918154e-07,1.249488883914296e-06
1936,1.9520790317528736e-07,1.2973444105668364e-06
1937,1.825712123704193e-07,1.2427433873085647e-06
1938,2.4115299090965436e-07,1.037217155719361e-06
1939,1.9117562644055397e-07,1.1378773834280764e-06
1940,1.3186070790816018e-07,1.0979939490951551e-06
1941,2.508777141585483e-07,1.4226242406323308e-06
1942,1.9115534199976025e-07,1.6202691366373756e-06
1943,2.467749915524564e-07,1.1932297079297882e-06
1944,2.2170985047864633e-07,1.240289861925703e-06
1945,3.071690679590233e-07,1.5685228724748868e-06
1946,2.519719863869341e-07,9.856142089148534e-07
1947,2.467620250357072e-07,9.310200219658782e-07
1948,2.2504807328793675e-07,1.211128308753473e-06
1949,1.6787084566871613e-07,1.0376577366244533e-06
1950,2.392956330865559e-07,1.2507185278565203e-06
1951,1.8124383416306955e-07,1.3731885486478745e-06
1952,1.5079069926038358e-07,1.609137054714438e-06
1953,1.63762175486859e-07,1.1215554582832965e-06
1954,1.7688290654405137e-07,1.2909520492598858e-06
1955,2.0554480517631646e-07,1.3027223957351453e-06
1956,2.284939024654875e-07,1.3160202740891691e-06
1957,2.085068859791761e-07,1.291682512061243e-06
1958,1.7619878889263418e-07,1.1068261489555198e-06
1959,2.418233284728899e-07,9.130380851374298e-07
1960,2.0693291524764845e-07,1.0741133262825997e-06
1961,1.5702839251119372e-07,9.991452989410732e-07
1962,1.6235407795939238e-07,1.1168184759213773e-06
1963,2.172593909222087e-07,1.1347923436488827e-06
1964,1.843442358762104e-07,1.0148058615655486e-06
1965,1.8933270418131087e-07,1.099333537979419e-06
1966,1.7558866582945143e-07,1.2595856357933144e-06
1967,1.8488758657397852e-07,1.0891111053012992e-06
1968,2.1918108839003025e-07,1.0146108690989308e-06
1969,2.089208512856544e-07,1.0714006819512178e-06
1970,1.926865720314197e-07,8.480049173975601e-07
1971,2.04508219692201e-07,1.0703282455892804e-06
1972,1.6416469428293112e-07,1.1168329958621825e-06
1973,1.6649875078655896e-07,1.2073916622057368e-06
1974,1.282630317511746e-07,1.023854048654016e-06
1975,1.4221585997731268e-07,1.156003545332851e-06
1976,1.605501056545222e-07,1.1558464363403687e-06
1977,1.7806648999751928e-07,1.0948444595371143e-06
1978,1.6990090667690083e-07,1.3045538462819195e-06
1979,1.5624769433841834e-07,1.3196200434606453e-06
1980,1.4042322349361314e-07,1.5099760233283632e-06
1981,1.3663186382295578e-07,1.4086998998408262e-06
1982,1.4960080729764513e-07,1.2973679854866305e-06
1983,1.7430272425400517e-07,1.0072929086391014e-06
1984,2.0644470088981848e-07,1.1644408601796385e-06
1985,1.6843561922996741e-07,1.2650718304030306e-06
1986,1.5166047662162896e-07,1.2342645270280173e-06
1987,1.6865854401970637e-07,1.5173158374182094e-06
1988,1.5890867549606114e-07,9.912302925130234e-07
1989,1.597043612910909e-07,8.951127359324573e-07
1990,2.075936054168892e-07,8.799571107331872e-07
1991,1.5298424571597025e-07,1.1318489328004944e-06
1992,1.526254580497266e-07,9.69750182377993e-07
1993,1.6340661534997025e-07,1.0147828035655948e-06
1994,1.5561033483990627e-07,9.362994681794135e-07
1995,1.697227065555751e-07,9.375417295842681e-07
1996,1.6441323813509712e-07,9.523156307977843e-07
1997,1.380929672833986e-07,8.597246043962059e-07
1998,1.325539886742888e-07,9.178648952001822e-07
1999,1.2705159235792962e-07,7.979571465810409e-07
2000,1.4049340268940114e-07,9.087890813219701e-07
2001,1.1697835455848349e-07,9.314456335118848e-07
2002,1.3888471617207188e-07,9.480963534258535e-07
2003,1.4875914144951707e-07,8.242173290540222e-07
2004,1.1364361629517816e-07,7.955052740982183e-07
2005,1.328606158423895e-07,7.674389488343536e-07
2006,1.288899516005415e-07,9.471146622530568e-07
2007,1.2982058628097093e-07,1.0157961298773444e-06
2008,1.4560443784006338e-07,8.582998347606008e-07
2009,1.258802806436421e-07,7.986722665442869e-07
2010,1.2848717245717012e-07,7.832048813938286e-07
2011,1.4148695681726053e-07,8.416562256030602e-07
2012,1.6714880723966985e-07,9.51148235728283e-07
2013,1.7794617912514354e-07,7.890434874369134e-07
2014,1.5980985668129222e-07,8.663946058362626e-07
2015,1.9395035044666997e-07,7.913174195905981e-07
2016,1.9367029446826223e-07,7.893876965425761e-07
2017,1.5420698051826776e-07,7.345585313345282e-07
2018,2.0858250815436463e-07,7.455276085366336e-07
2019,1.992321396748764e-07,6.734607653768876e-07
