year,son_DET or_NOUN,son_DET bord_NOUN
1963,3.4464063247696686e-07,2.066550550239299e-06
1964,3.473945788812216e-07,1.998583570639312e-06
1965,3.5130519604464894e-07,2.079923596909339e-06
1966,4.1266106931558966e-07,2.380694382964066e-06
1967,3.860452744142151e-07,2.153570669349847e-06
1968,4.275827796274001e-07,2.063805652596784e-06
1969,3.9422457165372293e-07,2.5329384243377717e-06
1970,3.453642425377268e-07,1.9668747022194566e-06
1971,3.653400506564708e-07,1.714683243392301e-06
1972,3.4474587895516606e-07,2.2531605523568032e-06
1973,3.5946089393945613e-07,2.075721276639797e-06
1974,2.700274317479767e-07,1.581348218593348e-06
1975,2.7357990672882693e-07,1.538101660258917e-06
1976,3.4452568264953243e-07,1.7060591446238504e-06
1977,3.2145996753385475e-07,1.6131766429339223e-06
1978,3.3326716497583675e-07,1.5659399110745653e-06
1979,3.721855139637853e-07,1.6139742342602403e-06
1980,2.9505933341056334e-07,1.8766682572390891e-06
1981,3.479052332888699e-07,1.5358433884671285e-06
1982,3.1223736085550513e-07,1.962191547022485e-06
1983,3.2334418254009734e-07,1.5586200312611709e-06
1984,2.992288292702483e-07,1.292019145893164e-06
1985,2.863405677011599e-07,1.3811721295553525e-06
1986,2.967270318343651e-07,1.4482677244131992e-06
1987,3.4220575306775913e-07,1.2105528703898472e-06
1988,2.770407956376175e-07,1.3876026052628276e-06
1989,2.936145406806645e-07,1.222204806694549e-06
1990,2.8278498986900047e-07,1.1360437035534687e-06
1991,2.707997031059506e-07,1.4413343407682078e-06
1992,2.8486410208472535e-07,1.2000658067279346e-06
1993,3.2902893165598357e-07,1.2784490266426474e-06
1994,3.054182382555837e-07,1.1710336522696707e-06
1995,2.835941703693834e-07,1.2482481999143147e-06
1996,2.6690460774858593e-07,1.2608574024852715e-06
1997,2.5556786820146726e-07,1.055835744168121e-06
1998,2.8561095177792595e-07,1.1195566926858191e-06
1999,2.82438437526622e-07,1.0781104382573403e-06
2000,2.7391793988584823e-07,1.058560364697314e-06
2001,2.435953778689992e-07,1.0861023707064987e-06
2002,2.523583599867152e-07,1.246457479453511e-06
2003,2.7001660463099597e-07,1.2109077989208572e-06
2004,2.669303444946536e-07,1.248758374927661e-06
2005,2.751790941779575e-07,1.122784736296012e-06
2006,2.8536977936255425e-07,1.1867758740180534e-06
2007,2.684290274501677e-07,1.0984818459292e-06
2008,3.167535098658192e-07,1.1456770643292202e-06
2009,3.0230341163672847e-07,1.2216108746798682e-06
2010,2.909856564592417e-07,1.3519495229985523e-06
2011,2.829739247367513e-07,1.4225175775095522e-06
2012,3.686805802871618e-07,1.6122541133256618e-06
2013,3.784842546039613e-07,1.412412909296279e-06
2014,4.6795270147725887e-07,1.6039452255256492e-06
2015,4.659241614746179e-07,1.4489752935276101e-06
2016,5.132780407368642e-07,1.5872678904571558e-06
2017,3.03382727495638e-07,1.3136522341028467e-06
2018,3.7689413545649586e-07,1.3924431696565875e-06
2019,3.974438851361839e-07,1.347431694220802e-06
