year,ton_DET or_NOUN,ton_DET bord_NOUN
1944,5.1410978585408884e-08,1.2852744646352221e-08
1945,3.267756198965799e-08,1.089252066321933e-08
1946,3.619487021211398e-08,6.960552134671616e-09
1947,5.8412266579210836e-08,1.6689218895749036e-08
1948,3.4790040626120344e-08,1.522064252412747e-08
1949,4.908504047662632e-08,8.835307596655184e-09
1950,4.4668516441248585e-08,2.9779013033248702e-08
1951,3.731490771929913e-08,1.0661401539380222e-08
1952,6.537778207693634e-08,1.1599284199803606e-08
1953,4.5250076685654506e-08,1.0773827163745864e-08
1954,4.1044653009691956e-08,1.172704333640695e-08
1955,1.970977603349411e-08,3.754243138587299e-09
1956,5.145473469525541e-08,2.1802854632824165e-08
1957,3.0922632010543794e-08,1.8553580005686854e-08
1958,4.9633462229081715e-08,1.1581140491045971e-08
1959,4.5729413145068065e-08,1.0851047171911432e-08
1960,4.913791784577626e-08,1.2457499920515147e-08
1961,4.933192965239641e-08,6.25334317660986e-09
1962,3.805173776072479e-08,1.0147130247162295e-08
1963,5.8841084893401785e-08,2.7157422977097667e-08
1964,4.258777996923868e-08,8.517555549758526e-09
1965,5.143720827049947e-08,1.4774516721161035e-08
1966,6.979234001835977e-08,7.200797291773142e-09
1967,5.078245596257247e-08,1.0846738618397467e-08
1968,5.749012288447375e-08,1.4821671889819754e-08
1969,3.996746922307892e-08,1.0446043141598693e-08
1970,4.3228016055607554e-08,8.7375777724219e-09
1971,4.8300937471879024e-08,1.3359833239690033e-08
1972,3.231992473651246e-08,1.6416469961200164e-08
1973,3.6387143520499876e-08,1.598829157956061e-08
1974,3.037808715689039e-08,1.3501372464475025e-08
1975,2.8557400000295274e-08,6.282628195464213e-09
1976,3.199574982737374e-08,1.314111219841152e-08
1977,2.11564152863275e-08,1.1753563455840776e-08
1978,4.514849250014663e-08,5.346532105932056e-09
1979,3.043026175486574e-08,6.437170796402825e-09
1980,2.5014662785594055e-08,1.3075846183596695e-08
1981,2.8464972379182996e-08,1.2018544381930951e-08
1982,4.034876344150007e-08,8.690503427999374e-09
1983,2.336666926616715e-08,8.209910973278056e-09
1984,2.7255340206977507e-08,1.275781880138993e-08
1985,2.8874678426049627e-08,9.02333674446254e-09
1986,2.997242765090391e-08,7.792831269171074e-09
1987,1.772136820621384e-08,1.099947066762752e-08
1988,2.518552633112847e-08,1.5591039570495013e-08
1989,2.6342985570693145e-08,8.780995486290522e-09
1990,2.9967581305356816e-08,1.4166492867673242e-08
1991,2.930732689865323e-08,8.7921980806982e-09
1992,2.6998725921600908e-08,7.713921945651236e-09
1993,3.3235243224183364e-08,4.4313659408601325e-09
1994,2.7429619020580276e-08,1.002236071911966e-08
1995,3.416143945500494e-08,4.880205572987961e-09
1996,2.882569782869382e-08,9.074756945892659e-09
1997,3.787966806889642e-08,8.630809844589749e-09
1998,2.8608776236893618e-08,7.629006759657386e-09
1999,3.0620348590026936e-08,7.769341614505265e-09
2000,3.7995070645280293e-08,9.277866475088103e-09
2001,3.242096580091669e-08,1.1391150245287918e-08
2002,3.1106672349068276e-08,1.0953053575235572e-08
2003,2.9585152550026805e-08,7.083769126836614e-09
2004,3.611928783842089e-08,1.5857247959161214e-08
2005,3.693074512867156e-08,1.0808999029165989e-08
2006,2.5119128999051554e-08,9.059357708451898e-09
2007,2.95591473520318e-08,1.3980677948666198e-08
2008,4.470311798510096e-08,9.79211112195344e-09
2009,3.385416791346074e-08,1.192048149079028e-08
2010,5.385123991175078e-08,1.1337103700270745e-08
2011,5.238841427335217e-08,1.3766299211681599e-08
2012,6.434037702618411e-08,1.599998711299122e-08
2013,7.558528691831157e-08,1.4224537991935904e-08
2014,7.622367403925523e-08,2.273717392142771e-08
2015,8.156997455266435e-08,2.238741103610664e-08
2016,8.451067357029274e-08,2.4648945995409122e-08
2017,1.1471187910672143e-07,1.911864622172743e-08
2018,8.131620088391855e-08,2.2716907466246994e-08
2019,7.219295605764842e-08,1.5050828139351324e-08
