year,un_DET oeuf_NOUN,un_DET boeuf_NOUN
1880,9.626769248427536e-08,3.7865292457084365e-08
1881,6.554157266913663e-08,3.3468035676165186e-08
1882,1.24455701522308e-07,3.527354008880934e-08
1883,9.85816864806921e-08,6.38253265794475e-08
1884,6.46966329398424e-08,5.941527270181268e-08
1885,7.734762530464678e-08,4.2541193900902385e-08
1886,6.96974109537507e-08,4.3238208957685487e-08
1887,9.989254429187966e-08,9.401651679397105e-08
1888,7.798956058735484e-08,6.150396236748179e-08
1889,9.209751361538565e-08,9.335053474668342e-08
1890,7.275369245940411e-08,5.374596878660043e-08
1891,7.585321659675515e-08,5.418087223318935e-08
1892,1.0468415667652664e-07,7.961010628498855e-08
1893,1.7120398276837534e-07,4.495644057023185e-08
1894,9.200247097496117e-08,4.096000583153625e-08
1895,7.824198755557177e-08,7.703826621074938e-08
1896,8.550692037756491e-08,4.599682629224944e-08
1897,8.856604838403115e-08,4.95270656708513e-08
1898,8.996784206516395e-08,4.97935218612966e-08
1899,1.0502398595235718e-07,6.190887980039861e-08
1900,1.0485927537384754e-07,7.215563524454183e-08
1901,7.936009582820702e-08,4.6945406007026236e-08
1902,7.807351387612016e-08,4.517461182906857e-08
1903,1.2042491026598157e-07,5.2922159987645045e-08
1904,1.1877921668457248e-07,7.201998020178735e-08
1905,1.4243695412030632e-07,6.141303154905131e-08
1906,1.270613524395614e-07,6.275904951280609e-08
1907,1.1725682735885812e-07,5.8114130396802466e-08
1908,1.1738219907186931e-07,4.960503052764409e-08
1909,1.375245910484324e-07,6.326131085643283e-08
1910,1.5658361895987127e-07,6.51986352684375e-08
1911,1.7078400749159783e-07,5.4267817461983725e-08
1912,1.3284023570037107e-07,5.2615153289803374e-08
1913,1.6545327241601626e-07,5.886318765746523e-08
1914,1.7344566050070398e-07,5.0225577752360806e-08
1915,9.071186779507912e-08,5.065727715081181e-08
1916,1.0547963502638424e-07,5.273981829034824e-08
1917,1.1624409890220733e-07,7.2378403381812e-08
1918,1.1716104086900714e-07,6.087779613750399e-08
1919,1.1509810160514888e-07,7.734592938346552e-08
1920,1.4538684789400236e-07,6.209229974629693e-08
1921,1.4312492607748695e-07,6.43683516488025e-08
1922,1.549366408504227e-07,8.04195001702368e-08
1923,1.7516314532173283e-07,6.0510904731359e-08
1924,1.7532609541959232e-07,9.797634648034403e-08
1925,1.308783224018839e-07,5.8290343885047946e-08
1926,1.2483674372010256e-07,8.471065382487097e-08
1927,1.6946821823626834e-07,7.581472649675902e-08
1928,1.268290569234054e-07,6.969885102403595e-08
1929,1.5262356334311278e-07,4.6789706553695964e-08
1930,1.3864756276404933e-07,9.243170950856694e-08
1931,2.1670177297039572e-07,5.930785462737731e-08
1932,1.35898256536926e-07,6.466126856174981e-08
1933,1.4108914636601355e-07,1.1241248776272528e-07
1934,1.4976975570846207e-07,6.110605887954534e-08
1935,1.4601307274375586e-07,7.300653237507504e-08
1936,1.8672061097291248e-07,6.183604561726952e-08
1937,1.5487074622733132e-07,7.932404766375356e-08
1938,1.8669909029878085e-07,1.1668692800892444e-07
1939,1.911756317696245e-07,8.870549450534781e-08
1940,1.6989745943440937e-07,1.065028800706358e-07
1941,1.7709015276423656e-07,1.3281761157557526e-07
1942,2.488053592042405e-07,1.7598428825316148e-07
1943,2.496782240957174e-07,1.5967794064764007e-07
1944,1.3816700317192954e-07,8.996921074810871e-08
1945,1.808158360816492e-07,1.0892520352356883e-07
1946,1.7122957807202965e-07,7.238974486512006e-08
1947,1.406662830660821e-07,6.794896290074348e-08
1948,2.2830965074049914e-07,7.610321661744024e-08
1949,1.3154791278502387e-07,7.559096404374799e-08
1950,1.4464091191435102e-07,8.082874547454821e-08
1951,1.9083909252870512e-07,7.889437547703437e-08
1952,1.824251110171815e-07,8.752187330429706e-08
1953,1.6591693896561566e-07,1.0773827252563706e-07
1954,1.2313395347796074e-07,7.720303241143256e-08
1955,1.6143245451516464e-07,7.696198256468278e-08
1956,1.3517769859028306e-07,8.808352736089375e-08
1957,1.537296504539043e-07,1.1308848546498496e-07
1958,1.3731924541904306e-07,1.0257582055972492e-07
1959,1.4803928238826813e-07,6.743150360311034e-08
1960,1.6263958979578774e-07,1.1211750106099316e-07
1961,1.5424913912820415e-07,1.0839128750106397e-07
1962,1.3508366808467898e-07,1.1288682433274744e-07
1963,1.344939115632826e-07,1.1250932796524893e-07
1964,1.569663860001569e-07,1.4784043089743903e-07
1965,1.2476258715032884e-07,1.2695140583218745e-07
1966,1.2185964326505427e-07,1.0690414598002462e-07
1967,1.0994648524942363e-07,1.2572355279072411e-07
1968,1.1812423833523766e-07,1.1093797136485506e-07
1969,1.0718548171251285e-07,1.1626899776295829e-07
1970,1.37501874025725e-07,9.565348052520406e-08
1971,1.3051530167729197e-07,1.1612778427760873e-07
1972,1.4005301518515978e-07,1.1235021701860859e-07
1973,1.642934743806279e-07,1.3838141499356027e-07
1974,1.6426669713354158e-07,1.434520801035788e-07
1975,2.0846902604176876e-07,1.7477129432563743e-07
1976,1.5426522392836262e-07,1.9026043784897695e-07
1977,2.033366557352423e-07,2.0451201221405313e-07
1978,1.82970218975953e-07,1.9960386721251666e-07
1979,2.498792586180798e-07,2.1418222251323726e-07
1980,1.9045254540106527e-07,3.331498190650706e-07
1981,2.1570123509562222e-07,2.0747802775833435e-07
1982,2.7002635571982125e-07,2.2098708030160452e-07
1983,2.494549828924164e-07,2.2103605601397902e-07
1984,2.4007895449429384e-07,2.13403509086163e-07
1985,2.30395868161537e-07,1.9610719681484312e-07
1986,1.9542022866581021e-07,2.2179596037563698e-07
1987,2.26100222100456e-07,1.882131611674609e-07
1988,2.902332016385678e-07,2.128776647181141e-07
1989,2.1239033398678941e-07,2.255618269941806e-07
1990,2.5118279700642177e-07,1.8743360075124116e-07
1991,2.6786897172614843e-07,2.2742484739879387e-07
1992,2.4243754187525113e-07,2.793541824530621e-07
1993,2.29323189326891e-07,2.658819640011245e-07
1994,3.1333064387517595e-07,2.241843753969519e-07
1995,3.0419948426896326e-07,2.548551941705668e-07
1996,2.738441162719596e-07,2.604989048915485e-07
1997,2.9440651405643337e-07,2.0474199291520279e-07
1998,2.2076437877771582e-07,2.6415435661064635e-07
1999,1.8874931201340317e-07,1.9194844985692683e-07
2000,1.8599912632311089e-07,1.6479257103352296e-07
2001,1.9978325549452336e-07,1.572855055920197e-07
2002,2.0766989877740727e-07,1.5553336368823167e-07
2003,1.7751091291318133e-07,1.1750722883618892e-07
2004,1.198103198041256e-07,1.1056026227862503e-07
2005,1.5222673532822029e-07,9.908248843615297e-08
2006,1.5936234154523277e-07,1.1777165287440994e-07
2007,1.0425591434604087e-07,8.308517390753778e-08
2008,1.2644596200650504e-07,1.2091128454017053e-07
2009,1.2206572441719743e-07,8.868837886311098e-08
2010,8.030447817830577e-08,5.8102655797753755e-08
2011,1.0095286095967992e-07,6.041875599827051e-08
2012,8.068079027090391e-08,5.4808467542244443e-08
2013,9.176221260620565e-08,6.554443943151966e-08
2014,1.0480754837616235e-07,1.0112629045266885e-07
2015,7.07087556284236e-08,6.472400004842171e-08
2016,5.426911059425166e-08,4.411954326877243e-08
2017,5.131846991801581e-08,1.4238360712681697e-07
2018,8.312322663517335e-08,8.260693573625133e-08
2019,1.051006923158404e-07,1.0739658573566402e-07
