year,aucun_DET an_NOUN,aucun_DET banc_NOUN
1891,6.374220040683554e-10,8.286486163910922e-09
1892,3.1342561879199593e-09,2.6954603882245465e-08
1893,0.0,1.847524977449666e-08
1894,4.411077725308132e-09,1.2603078580752936e-08
1895,6.018614495673091e-10,2.347259586699124e-08
1896,0.0,3.184395680477792e-08
1897,1.1653427112179315e-09,2.155884004650943e-08
1898,0.0,1.8106735777401184e-08
1899,5.527578395003729e-10,1.5477219506010442e-08
1900,5.191053142894475e-10,1.6092264853995175e-08
1901,5.588738916095792e-10,2.1237207548097103e-08
1902,4.910283846193408e-10,1.3257766440233354e-08
1903,3.7801539676252105e-09,1.404057292653249e-08
1904,0.0,9.674325340824907e-09
1905,0.0,1.548227701597682e-08
1906,1.5432553013283723e-09,1.9033482345776065e-08
1907,1.5428529565042481e-09,1.542852956504248e-08
1908,9.822778146428846e-10,1.6698723515062852e-08
1909,1.1001967115120692e-09,1.5402754349747028e-08
1910,5.344150677544235e-10,8.550641084070776e-09
1911,2.128149656499545e-09,4.25629931299909e-09
1912,4.688478938419394e-09,6.772247429509548e-09
1913,5.30298971401777e-10,1.0605979205990934e-08
1914,2.0090231700464756e-09,9.37544086809794e-09
1915,2.3561523843085297e-09,2.1205371680821372e-08
1916,0.0,1.2086208478478966e-08
1917,1.0966424435210342e-09,2.1932848870420685e-09
1918,1.1486376294556067e-09,6.89182577673364e-09
1919,0.0,2.762354567309444e-09
1920,7.572231730534895e-10,6.057785384427916e-09
1921,7.572747429129834e-10,6.81547268621685e-09
1922,1.4755870969551665e-09,1.1066902949607993e-08
1923,0.0,1.2739137744688378e-08
1924,2.578324886925998e-09,1.804827398643738e-08
1925,1.0998177923937646e-09,1.3197813508725176e-08
1926,0.0,1.3375366592072169e-08
1927,2.2298449753321847e-09,2.8987984901363006e-08
1928,0.0,1.1426041224282812e-08
1929,1.1140406375176326e-09,2.0052731031228177e-08
1930,2.100720708497761e-09,9.453243521306831e-09
1931,4.5621426636444085e-09,2.2810713318222042e-08
1932,1.0959536611565568e-09,1.4247397928102146e-08
1933,0.0,6.882397318719313e-09
1934,0.0,7.188948103475923e-09
1935,1.196828414151696e-09,5.98414207075848e-09
1936,0.0,7.274828739411987e-09
1937,0.0,5.0364472592434595e-09
1938,0.0,2.5930428915188486e-09
1939,0.0,1.2235240376412548e-08
1940,0.0,7.607348528892999e-09
1941,0.0,1.1806010835613279e-08
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,0.0
1945,0.0,1.089252066321933e-08
1946,0.0,1.3921104269343232e-08
1947,1.1920870957027319e-09,1.3112957830685446e-08
1948,0.0,1.195907639583993e-08
1949,9.817008317369869e-10,4.908504158684934e-09
1950,1.0635361480382244e-09,1.4889506516624351e-08
1951,0.0,1.2793682557799002e-08
1952,0.0,2.4253048236388963e-08
1953,0.0,1.1851209791302608e-08
1954,0.0,1.172704333640695e-08
1955,9.385607846468247e-10,1.6894095011821264e-08
1956,8.72114158667614e-10,4.36057079333807e-09
1957,8.835037701437898e-10,1.325255621908994e-08
1958,8.272243445794913e-10,1.4890038535497752e-08
1959,7.750747821333448e-10,1.7826720100089233e-08
1960,6.920833350854139e-10,3.460416619915918e-09
1961,0.0,6.25334317660986e-09
1962,0.0,3.170978202238217e-09
1963,2.5864212993553792e-09,8.405868889838075e-09
1964,6.083968329129164e-10,2.0077095319592786e-08
1965,1.0944086747954884e-09,1.1491290863308024e-08
1966,1.1078149508847446e-09,3.8773522170743036e-09
1967,9.860671168482327e-10,1.1339771788243524e-08
1968,0.0,6.28798191293356e-09
1969,9.083515606356229e-10,8.629339798282842e-09
1970,9.197450023812337e-10,9.19745013483464e-09
1971,2.0553589941130213e-09,1.1818313772060662e-08
1972,0.0,8.20823486957778e-09
1973,2.2052815684681093e-09,1.1026407342740185e-08
1974,0.0,9.563471792262135e-09
1975,0.0,6.8537762132336866e-09
1976,2.285410749536254e-09,2.285410694025103e-09
1977,5.876781838942691e-10,6.464459911814657e-09
1978,5.940591352171509e-10,3.5643548113029055e-09
1979,0.0,4.096381456264453e-09
1980,1.1370301367108482e-09,5.116635615198817e-09
1981,6.325549528618524e-10,2.5302198669585607e-09
1982,1.2415004579935385e-09,4.966001942996456e-09
1983,0.0,4.4207211225000265e-09
1984,0.0,6.378909400694965e-09
1985,0.0,6.015558051686298e-10
1986,0.0,5.395037083744114e-09
1987,1.8332451112712533e-09,6.721898426764739e-09
1988,1.798966087207532e-09,7.195864737408186e-09
1989,0.0,4.939309850016116e-09
1990,5.44865097484859e-10,4.358920779878872e-09
1991,0.0,9.37834432335194e-09
1992,0.0,3.30596661157756e-09
1993,1.6617622278225497e-09,3.877445309274918e-09
1994,2.1099706426497278e-09,0.0
1995,0.0,2.7112254663563817e-09
1996,1.067618438099771e-09,3.736664311304594e-09
1997,9.58978851883785e-09,3.3564262480467733e-09
1998,4.768129224785866e-10,5.244942036242151e-09
1999,9.140402323914998e-10,3.1991408688814005e-09
2000,0.0,3.0926220473403987e-09
2001,8.762423564512289e-10,2.628727069353687e-09
2002,0.0,3.943099291525698e-09
2003,0.0,5.416999737661854e-09
2004,8.809582507929292e-10,4.404791198453495e-09
2005,1.3511248786457486e-09,7.205999574821931e-09
2006,4.1178899179428186e-10,3.294311934354255e-09
2007,0.0,4.393927499624084e-09
2008,0.0,5.960415716543821e-09
2009,0.0,6.198650481792356e-09
2010,0.0,6.61331012175026e-09
2011,0.0,6.883149578085224e-09
2012,0.0,5.446804146602702e-09
2013,0.0,6.414987374636638e-09
2014,4.330890368553497e-10,3.0316232857430236e-09
2015,8.86630172058922e-10,8.201328866030977e-09
2016,2.0713400439298368e-10,7.042556093850294e-09
2017,0.0,7.043711947041231e-09
2018,0.0,6.195519930418669e-09
2019,0.0,7.397864432157064e-09
