year,aucun_DET aveu_NOUN
1988,1.619069495140124e-08
1989,1.646436664781703e-08
1990,2.2884334427430986e-08
1991,2.1687421913885174e-08
1992,2.093778761480536e-08
1993,1.883330469354405e-08
1994,2.37371702294098e-08
1995,2.060531345549066e-08
1996,1.81495130036069e-08
1997,1.678213146227847e-08
1998,1.8595704309731786e-08
1999,2.605014581824605e-08
2000,3.092622025135938e-08
2001,2.2344179617661553e-08
2002,2.234422957769766e-08
2003,3.2918691772465536e-08
2004,2.3785873048964845e-08
2005,1.936612314956676e-08
2006,2.6354496140967854e-08
2007,1.9572949927493255e-08
2008,2.384166220004147e-08
2009,2.002640919762655e-08
2010,1.7950413822021005e-08
2011,1.8737462026408025e-08
2012,2.8936147478120233e-08
2013,3.179602536818038e-08
2014,3.269822212992324e-08
2015,3.5465207659513e-08
2016,4.701941791473985e-08
2017,2.4149868327327795e-08
2018,3.6914974632651365e-08
2019,3.214244648219733e-08
