year,longues_ADJ ouvertures_NOUN,longues_ADJ couvertures_NOUN
1994,1.0549853213248639e-09,5.274926606624319e-10
1995,5.422450821690461e-10,0.0
1996,1.067618438099771e-09,0.0
1997,4.794894259418925e-09,4.79489448146353e-10
1998,1.0966696883940585e-08,0.0
1999,4.113180906983871e-09,0.0
2000,1.7672125984802278e-09,0.0
2001,2.6287270138425356e-09,4.3812117822561447e-10
2002,2.6287327870022636e-09,0.0
2003,2.083461403401543e-09,0.0
2004,8.809582507929292e-10,2.2023955992267474e-09
2005,1.8014998381943315e-09,4.5037495954858286e-10
2006,2.8825228870488218e-09,1.6471559671771274e-09
2007,1.1983438685803094e-09,1.1983438685803094e-09
2008,4.6831836186811415e-09,1.2772318758180745e-09
2009,9.53638501499654e-10,0.0
2010,2.3618964561933353e-09,9.447586046817946e-10
2011,3.82397197240536e-10,1.529588788962144e-09
2012,2.7234021704458655e-09,2.7234021704458655e-09
2013,5.578250084070646e-10,8.367375126105969e-10
2014,3.031623174720721e-09,1.0827225782605865e-09
2015,3.103205470367243e-09,2.659890530054554e-09
2016,2.0713399884186856e-09,1.4499380585064614e-09
2017,2.264050280587071e-09,1.7609279590047322e-09
2018,2.581466596041082e-09,1.5488800242380307e-09
2019,1.7856913725466939e-09,1.53059265262101e-09
