year,trois_DET oeufs_NOUN,trois_DET queues_NOUN
1949,1.9634016634739737e-09,2.1597418964347526e-08
1950,6.381216888229346e-09,1.0635361036293034e-08
1951,5.330700769690111e-09,1.9190522948520083e-08
1952,1.4762725264461096e-08,2.2144087452602434e-08
1953,6.464296653518886e-09,3.878577814475648e-08
1954,7.818028668893362e-09,3.713563856422297e-08
1955,1.3139851429144755e-08,1.407841132561316e-08
1956,5.232684952005684e-09,3.314033847345854e-08
1957,7.068030161150318e-09,1.5903067307476704e-08
1958,4.1361216673863055e-09,3.3088973339090444e-08
1959,4.650448914844674e-09,3.2553142403912716e-08
1960,8.305000243069571e-09,3.5296249478733444e-08
1961,5.55852741612739e-09,3.960450811746341e-08
1962,5.0735651235811474e-09,1.585489073363533e-08
1963,4.526237162849611e-09,2.4571003010009917e-08
1964,4.867174663303331e-09,2.494427064902993e-08
1965,3.830430195250756e-09,2.134096988015699e-08
1966,6.092982340888398e-09,1.7171132071780448e-08
1967,3.451234853457663e-09,2.8102911997507363e-08
1968,4.491415683816058e-09,1.8414805680322388e-08
1969,9.537691525451919e-09,2.679637134406221e-08
1970,5.978342543233595e-09,2.0694262303777577e-08
1971,5.652237344833111e-09,1.9525909777939887e-08
1972,9.234264020108185e-09,3.026786643545165e-08
1973,7.718485406371656e-09,2.0398854161385316e-08
1974,2.025205780853412e-08,2.3627400480563665e-08
1975,3.998036124386317e-09,2.4559364319998167e-08
1976,1.0284348483935446e-08,1.085570122683066e-08
1977,1.4104276857551667e-08,1.057820764316375e-08
1978,8.910887139279566e-09,2.613860239364385e-08
1979,7.022368020415115e-09,1.1118749476679568e-08
1980,7.390696110665118e-09,1.4212877097463661e-08
1981,6.325549417596221e-09,1.8344094243616382e-08
1982,8.069752865935698e-09,1.6139505731871395e-08
1983,1.1367568553133367e-08,2.652432762317858e-08
1984,1.2177917618760858e-08,1.4497521405587577e-08
1985,1.2632671797518924e-08,1.6843562988810845e-08
1986,1.2588419251446936e-08,1.8582904104391673e-08
1987,7.94406213033838e-09,1.4054879038383206e-08
1988,1.1993107729146857e-08,8.395175221664886e-09
1989,6.036934174780129e-09,2.1952487827547884e-08
1990,9.262707045820662e-09,1.3076762783725826e-08
1991,1.0550637363770932e-08,9.37834432335194e-09
1992,9.917899501665772e-09,2.5345743281945943e-08
1993,1.0524494165053966e-08,1.550978012687665e-08
1994,1.1077345929422222e-08,1.635227242502424e-08
1995,8.133676565602599e-09,1.3013881527967897e-08
1996,8.540947060708959e-09,1.3879040139386234e-08
1997,1.006927874414032e-08,1.3425704992187093e-08
1998,8.10582001520288e-09,1.859570453177639e-08
1999,6.398281821029528e-09,1.3710603319339043e-08
2000,5.301637684418381e-09,1.0603275590881367e-08
2001,1.7524847129024579e-09,2.8477876057309004e-08
2002,3.9430991805033955e-09,1.270554239596322e-08
2003,6.250384210204629e-09,1.8334461060476315e-08
2004,3.523833003171717e-09,2.334539317416784e-08
2005,4.503749484463526e-09,2.1617998058331978e-08
2006,4.941467846020231e-09,1.6883348052942893e-08
2007,1.5977917877663117e-09,1.837460494868992e-08
2008,4.257439734089985e-09,9.79211112195344e-09
2009,5.721831231042529e-09,1.9549588614609092e-08
2010,4.723792912386671e-09,1.6533276081531767e-08
2011,3.059177577924288e-09,1.873746313663105e-08
2012,2.382976926895708e-09,2.6893596682953103e-08
2013,1.6734750252211938e-09,2.0081699858565116e-08
2014,1.5158116567492996e-09,2.555225364631042e-08
2015,2.438232948875907e-09,2.46039864038039e-08
2016,3.1070099826280284e-09,3.024156569608749e-08
2017,1.0062445321423752e-09,1.5596789637584152e-08
2018,5.421080029321956e-09,3.252647928775332e-08
2019,4.591778068885333e-09,2.1428297358738746e-08
