year,plusieurs_DET oeufs_NOUN,plusieurs_DET queues_NOUN
1906,1.5432553013283723e-09,2.572092316910357e-09
1907,5.142843373384665e-10,1.8514235478050978e-08
1908,9.822778146428846e-10,2.701263923654551e-08
1909,1.1001967115120692e-09,1.6502950117569526e-09
1910,3.740905363258662e-09,2.51175080734356e-08
1911,3.1922244847493175e-09,1.2236860413850081e-08
1912,0.0,1.3023552902780011e-08
1913,5.30298971401777e-10,1.7499866444836698e-08
1914,2.0090231700464756e-09,7.366418142140674e-09
1915,1.1780761921542648e-09,1.295883844676382e-08
1916,8.789969641043172e-09,7.69122365795738e-09
1917,0.0,7.676496771580332e-09
1918,5.743188147278033e-09,6.89182577673364e-09
1919,1.8415696745321952e-09,4.603924352863942e-09
1920,3.028892692213958e-09,3.786115865267448e-09
1921,2.2718242842501013e-09,6.058197943303867e-09
1922,7.377935595798135e-09,6.640141769764796e-09
1923,3.1847844361720945e-09,1.4862327368803108e-08
1924,2.578324886925998e-09,2.9650736976805092e-08
1925,3.299453377181294e-09,3.299453377181294e-09
1926,5.57306911730393e-09,1.0031524944054127e-08
1927,3.3447675740205796e-09,1.4493992672726108e-08
1928,0.0,2.2852082448565625e-09
1929,5.570202965543558e-09,2.2280812750352652e-09
1930,4.201441416995522e-09,1.6805765667982087e-08
1931,3.4216069977333063e-09,2.2810713318222042e-09
1932,1.0959536611565568e-09,7.6716757391182e-09
1933,0.0,1.1470662641954732e-08
1934,3.5944740517379614e-09,9.585264137967897e-09
1935,1.196828414151696e-09,3.590485242455088e-09
1936,6.0623572828433225e-09,9.699771652549316e-09
1937,3.777335333410292e-09,2.5182236296217297e-09
1938,7.779128452511941e-09,1.2965214457594243e-09
1939,1.6823456405745674e-08,4.588215141154706e-09
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,0.0,8.709705845433291e-09
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,1.089252066321933e-08,6.535512131478072e-09
1946,6.960552134671616e-09,5.568441707737293e-09
1947,1.1920870957027319e-09,3.5762612871081956e-09
1948,4.348755133776194e-09,4.348755133776194e-09
1949,0.0,9.817008317369869e-10
1950,0.0,1.2762433776458693e-08
1951,3.1984206394497505e-09,2.1322803522849654e-09
1952,1.1599284199803606e-08,3.1634410646574906e-09
1953,2.1547654771580937e-09,5.386913581872932e-09
1954,2.9317608341017376e-09,1.6613311615287785e-08
1955,2.815682353940474e-09,9.385607846468247e-09
1956,8.72114158667614e-10,7.849027205963921e-09
1957,8.835037590415595e-09,7.951533653738352e-09
1958,8.272243445794913e-10,7.445019267748876e-09
1959,2.325224457422337e-09,1.3176271629333769e-08
1960,1.3841666701708277e-09,5.536666680683311e-09
1961,2.08444772553662e-09,1.876002997391879e-08
1962,2.5367825617905737e-09,1.0147130247162295e-08
1963,4.526237162849611e-09,6.466053470433053e-09
1964,3.041984220075733e-09,1.1559539991878864e-08
1965,1.0944086747954884e-09,1.641613067704384e-08
1966,4.431259803538978e-09,8.862519607077957e-09
1967,1.9721342336964653e-09,8.874604162656397e-09
1968,7.635406973349745e-09,9.88111459321317e-09
1969,1.3625273131978588e-09,3.6334062425424918e-09
1970,1.3796175313274261e-09,6.438214850135182e-09
1971,3.083038491169532e-09,3.083038491169532e-09
1972,2.0520587451500205e-09,4.6171320100540925e-09
1973,1.102640756478479e-09,4.9618833486420044e-09
1974,1.1251143350321513e-09,8.438357568252286e-09
1975,2.8557400888473694e-09,2.8557400888473694e-09
1976,1.142705374768127e-09,5.142174241967723e-09
1977,1.7630346071939584e-09,2.938390863960194e-09
1978,2.970295565063452e-09,3.5643548113029055e-09
1979,1.1703946700691858e-09,9.948355028654987e-09
1980,3.411090521154847e-09,6.822181042309694e-09
1981,0.0,7.590659656386833e-09
1982,1.8622506869903077e-09,6.2075020679230875e-09
1983,1.89459470334441e-09,6.946847541655643e-09
1984,4.639206796497319e-09,1.4497521405587577e-08
1985,5.414002135495366e-09,1.6242006850575308e-08
1986,2.3977941854269602e-09,8.991728250862252e-09
1987,1.8332451112712533e-09,3.0554083707556856e-09
1988,7.195864348830128e-09,5.396898483667201e-09
1989,2.1952488715726304e-09,9.329808037250586e-09
1990,4.90378582185258e-09,5.448650863826288e-09
1991,1.7584396161396398e-09,1.1722930182145319e-08
1992,1.65298330578878e-09,4.4079553340736766e-09
1993,3.877445031719162e-09,6.093128224193833e-09
1994,2.637463358823311e-09,3.6924485691258724e-09
1995,0.0,1.138714633697191e-08
1996,1.6014276571496566e-09,5.871901187504136e-09
1997,3.3564262480467733e-09,4.794894259418925e-09
1998,1.43043876743576e-09,6.675381136744818e-09
1999,1.3710603763428253e-09,9.140402212892695e-09
2000,1.3254094488601709e-09,3.97622823555821e-09
2001,4.3812117822561447e-10,5.257454027685071e-09
2002,1.3143663935011318e-09,1.752488598683044e-09
2003,8.333845835650777e-10,2.9168460979889232e-09
2004,0.0,5.285749615779878e-09
2005,0.0,8.106749049829887e-09
2006,3.294311934354255e-09,4.941467679486777e-09
2007,3.994479469415779e-10,8.38840730210677e-09
2008,1.2772318758180745e-09,2.1287198670449925e-09
2009,0.0,4.76819250749827e-09
2010,0.0,5.668551850135373e-09
2011,0.0,1.4913490886669933e-08
2012,0.0,6.468080293586809e-09
2013,0.0,5.857162754807632e-09
2014,0.0,8.661780626084692e-09
2015,1.329945265027277e-09,7.093041265449074e-09
2016,4.1426800878596737e-10,8.285359953674742e-09
2017,2.515611330355938e-10,6.037467414898856e-09
2018,0.0,8.002547069452248e-09
2019,0.0,1.0714148679369373e-08
