year,sommes_VERB en_ADP
1917,6.40658527117921e-06
1918,6.164738351799315e-06
1919,5.7751626627577934e-06
1920,5.394457730290014e-06
1921,5.0904009185614996e-06
1922,5.242023235041415e-06
1923,5.122195034346078e-06
1924,5.530506768991472e-06
1925,5.140548182680504e-06
1926,5.264321316644782e-06
1927,5.078471986053046e-06
1928,4.998893018637318e-06
1929,5.207025878917193e-06
1930,5.2150389819871634e-06
1931,5.546424745261902e-06
1932,5.251809852779843e-06
1933,5.1870333663828205e-06
1934,5.401296220952645e-06
1935,4.769361112266779e-06
1936,5.42217230758979e-06
1937,5.055333986092592e-06
1938,5.275545845506713e-06
1939,5.2458594836934935e-06
1940,5.284571670927107e-06
1941,5.067729944130406e-06
1942,5.155126018507872e-06
1943,5.315823727869429e-06
1944,5.523466825252399e-06
1945,6.30894783171243e-06
1946,6.300691893557087e-06
1947,6.481377567979507e-06
1948,6.320915417745709e-06
1949,5.7174256653524935e-06
1950,6.018551175657194e-06
1951,5.672931820299709e-06
1952,5.735319064115174e-06
1953,5.869580945727648e-06
1954,5.79413654122618e-06
1955,5.702695489162579e-06
1956,5.867584150109906e-06
1957,5.493626304087229e-06
1958,5.317398063198198e-06
1959,5.479003448272124e-06
1960,5.580960078077624e-06
1961,5.700269866792951e-06
1962,5.372271061787615e-06
1963,5.6021885939117055e-06
1964,5.41716553925653e-06
1965,5.489554041560041e-06
1966,5.499193321156781e-06
1967,5.2858126764476765e-06
1968,5.582829999184469e-06
1969,5.625421181321144e-06
1970,5.701959253201494e-06
1971,5.600853455689503e-06
1972,5.3256053433869965e-06
1973,5.43932674190728e-06
1974,5.402236638474278e-06
1975,5.2882596719427966e-06
1976,5.650678303936729e-06
1977,5.64406127523398e-06
1978,5.416631211119238e-06
1979,5.284917278913781e-06
1980,5.797148332931101e-06
1981,5.4387073760153726e-06
1982,5.772356416855473e-06
1983,5.811353730678093e-06
1984,5.937604782957351e-06
1985,5.504837190528633e-06
1986,5.697758297174005e-06
1987,5.38546282768948e-06
1988,5.3897024372417945e-06
1989,5.940892151556909e-06
1990,5.4557340263272636e-06
1991,5.944697932136478e-06
1992,5.366685400076676e-06
1993,5.6317121561733074e-06
1994,6.198566097737057e-06
1995,5.775994395662565e-06
1996,5.789694569102721e-06
1997,6.0410875448724255e-06
1998,5.771343694505049e-06
1999,5.6912713262136094e-06
2000,5.706329375243513e-06
2001,5.727996267523849e-06
2002,5.7652491705084685e-06
2003,5.574509486905299e-06
2004,5.850443812960293e-06
2005,5.3626145017915405e-06
2006,6.055357061995892e-06
2007,5.7604388530307915e-06
2008,5.935296485404251e-06
2009,5.98455835643108e-06
2010,6.255246717046248e-06
2011,6.366531124513131e-06
2012,6.57599503028905e-06
2013,6.570062851096736e-06
2014,6.908419891260564e-06
2015,6.666572062385967e-06
2016,6.871877758385381e-06
2017,7.074905170156853e-06
2018,7.2185553108283784e-06
2019,7.014961283857701e-06
