year,leurs_DET ans_NOUN,leurs_DET camps_NOUN
1860,2.1055045262841077e-08,2.4671021137123716e-07
1861,2.5937799741360124e-08,2.3013903405200153e-07
1862,2.078273733663316e-08,1.965324047947803e-07
1863,2.0477945228414285e-08,1.6082678833129194e-07
1864,2.8288894005079612e-08,2.3829798001528957e-07
1865,1.5532586550293104e-08,1.7886008962797462e-07
1866,3.795178094012641e-08,2.024095029362627e-07
1867,2.232293283555009e-08,1.0627656976680555e-07
1868,2.5193357400254968e-08,1.3782248364790917e-07
1869,1.4162205408396744e-08,1.6555130466500145e-07
1870,2.5229814681893004e-08,1.7087465575826855e-07
1871,1.805600113868877e-08,2.432249637251971e-07
1872,1.7537283514279522e-08,1.7718703448910134e-07
1873,1.7359413795325906e-08,1.20917293511269e-07
1874,1.911874852877915e-08,1.6310683115250413e-07
1875,1.0870901512305409e-08,1.6649643919119939e-07
1876,2.5997864083748823e-08,1.2575711405560241e-07
1877,1.9172929910382663e-08,1.620421808956607e-07
1878,4.589707236490881e-08,1.4856157948273108e-07
1879,2.260450293611882e-08,8.553055153015521e-08
1880,3.2731015897624616e-08,9.498412456565575e-08
1881,2.161477419271307e-08,1.1434912750019066e-07
1882,1.6638463051776853e-08,1.1646923780972429e-07
1883,1.7694149478941767e-08,1.0553295892723469e-07
1884,2.442627877741188e-08,1.2213139655159466e-07
1885,1.5469525438405185e-08,1.0119647697592882e-07
1886,2.5168509276696227e-08,9.16391869054678e-08
1887,2.4157020495074732e-08,1.8738013007890686e-07
1888,7.60873763994141e-09,1.0652232473873369e-07
1889,1.9421923069806724e-08,9.585659110911138e-08
1890,2.4906667839275087e-08,1.1011369371871638e-07
1891,1.7847816891070067e-08,8.796423855983448e-08
1892,1.2537024973724442e-08,8.587862088127451e-08
1893,1.4164357742263434e-08,7.88277318974906e-08
1894,1.7014155417882648e-08,9.578339987825757e-08
1895,1.444467478961542e-08,8.787177518954081e-08
1896,3.125425407368709e-08,7.66613794667137e-08
1897,1.5149455467877715e-08,7.982597338695996e-08
1898,1.0750874412934763e-08,8.996784117698553e-08
1899,8.844125432005967e-09,5.969784666604028e-08
1900,1.2458527431924438e-08,9.55153762749461e-08
1901,1.0059729993461275e-08,1.1904013819119541e-07
1902,8.838510812125833e-09,9.722362159791942e-08
1903,1.8900770726304472e-08,1.0584431975324549e-07
1904,1.5048950530172078e-08,1.687632371627501e-07
1905,2.0126960542654615e-08,8.670075307692926e-08
1906,9.773950260250075e-09,1.04941364043043e-07
1907,1.645709940545359e-08,8.845690580017163e-08
1908,2.7503779254089977e-08,9.675436252187808e-08
1909,1.4852655993990993e-08,6.546170483456848e-08
1910,9.085056040802897e-09,8.123109207502921e-08
1911,6.916486383623521e-09,7.874153473697021e-08
1912,1.9274858487072777e-08,8.282979524487644e-08
1913,1.6969566696278804e-08,6.734796587082315e-08
1914,2.6117300322425763e-08,9.978147907929724e-08
1915,2.1205371458776767e-08,2.4150563149305526e-07
1916,5.493731025651982e-09,1.8678686020123791e-07
1917,6.57985488317081e-09,1.4914337675975275e-07
1918,1.2635013924011673e-08,1.6999836649489453e-07
1919,1.4732557174212957e-08,1.1049417736330724e-07
1920,2.8017257402979112e-08,8.480899316154478e-08
1921,9.0872969149558e-09,9.768844111412989e-08
1922,8.853522359686394e-09,9.148640039979838e-08
1923,2.229349105320466e-08,6.688047582414924e-08
1924,1.5469948877466777e-08,8.508472060242411e-08
1925,7.698724768800957e-09,7.91868828287079e-08
1926,1.0031524610987219e-08,5.461607699430715e-08
1927,1.1149224876660924e-08,5.909089240141441e-08
1928,4.570416489713125e-09,5.9415413034002995e-08
1929,1.1140406153131721e-08,6.572840050012019e-08
1930,5.2518016602221e-09,6.512234307365361e-08
1931,1.596749932275543e-08,6.729160162421977e-08
1932,9.863582950409011e-09,8.877224477732426e-08
1933,0.0,5.5059177661576086e-08
1934,1.1981580172459871e-09,7.428579351653752e-08
1935,1.9149255514605557e-08,5.0266791618014395e-08
1936,1.2124714565686645e-08,6.062357016389797e-08
1937,6.295558963032022e-09,1.1206095418270223e-07
1938,2.2040864577910213e-08,8.9459980756601e-08
1939,1.988226472349197e-08,1.0399953964679298e-07
1940,1.2678914584896006e-08,6.085878823114399e-08
1941,1.4757512545315876e-08,1.062540926355382e-07
1942,2.1239483061208375e-08,1.1833425617169269e-07
1943,1.7419411024732767e-08,1.451617634984359e-07
1944,2.2492303131116387e-08,1.6065931163211644e-07
1945,2.178504043826024e-09,1.764588262176403e-07
1946,1.3921104269343232e-08,1.58700586894156e-07
1947,2.1457568166738383e-08,1.4781879542624665e-07
1948,2.5005341797168512e-08,1.0980606957033956e-07
1949,1.178041031391075e-08,7.755436903789104e-08
1950,2.8715476219076663e-08,1.095442230258925e-07
1951,6.396841056854896e-09,8.209279345194886e-08
1952,9.49032352703938e-09,1.2231972534859636e-07
1953,7.541679392097933e-09,1.2820854167205908e-07
1954,1.0749790169128914e-08,6.840775057526116e-08
1955,7.508486277174597e-09,7.977766403044484e-08
1956,1.0465369681966763e-08,6.279221764771137e-08
1957,3.5340151360863103e-09,9.541840961801995e-08
1958,1.4062813691317899e-08,9.761247066197853e-08
1959,1.1626122287111684e-08,1.0851047216320353e-07
1960,1.2457499698470542e-08,8.166583193025545e-08
1961,8.33779090214648e-09,1.0561201901904127e-07
1962,7.610347574349419e-09,1.0654486715111489e-07
1963,1.3578711488548834e-08,9.181795668222748e-08
1964,1.4601524378488051e-08,8.882593993675414e-08
1965,1.9699356812452606e-08,7.113656508295207e-08
1966,1.2185964237687585e-08,8.197830358991354e-08
1967,2.4158644196248247e-08,9.219727559184321e-08
1968,1.4372531054185345e-08,1.100396878062071e-07
1969,1.0446042669753908e-08,1.3352768424290673e-07
1970,1.5175792733579385e-08,1.0301144115487659e-07
1971,2.0553589163974095e-08,8.272819618238003e-08
1972,1.1286323153836264e-08,1.0875911438112951e-07
1973,1.1577728109557484e-08,8.43520200910497e-08
1974,6.750686232237513e-09,1.0351052115442627e-07
1975,1.3707552426467373e-08,1.2793715464809452e-07
1976,7.4275851025262796e-09,1.045575428459955e-07
1977,5.289103821581875e-09,9.814225665483178e-08
1978,8.910887139279566e-09,1.0158411356542274e-07
1979,5.851973239323627e-09,1.1469867899904784e-07
1980,5.116635615198817e-09,1.0460677590806711e-07
1981,1.3283654176632353e-08,1.0690178975369946e-07
1982,6.828252629986764e-09,1.3656505493120363e-07
1983,8.841442245000053e-09,9.662433697599226e-08
1984,6.958810416790584e-09,8.466552109398506e-08
1985,6.015557940663996e-09,1.1489715745494067e-07
1986,9.591176797218992e-09,1.0370459962993905e-07
1987,7.33298027855156e-09,1.2221633971520873e-07
1988,3.597932174415064e-09,1.0913728221151331e-07
1989,1.0427432250992297e-08,9.713976112379896e-08
1990,9.807571754727462e-09,8.66335534421836e-08
1991,1.2895223555631219e-08,8.67496835477155e-08
1992,9.91789939064347e-09,1.0358695279322205e-07
1993,9.970573700002205e-09,9.527436911627163e-08
1994,2.1099706426497278e-09,9.389369615142584e-08
1995,9.760411145975922e-09,1.1929391696696712e-07
1996,1.0676184380997711e-08,1.1530278909432923e-07
1997,7.671831170341648e-09,1.1363899887761875e-07
1998,7.152193948201102e-09,1.1634235230761902e-07
1999,6.8553016596695215e-09,1.2430947227137779e-07
2000,1.1045078629479121e-08,8.52680082097379e-08
2001,4.381211837767296e-09,1.200452020011511e-07
2002,7.448076377869484e-09,1.3012227162434442e-07
2003,3.333538389771462e-09,1.2292423146043063e-07
2004,1.7619165015858584e-09,1.1672696986764208e-07
2005,6.7556245042510454e-09,1.3060873405024154e-07
2006,3.706100981659688e-09,1.0500619218589691e-07
2007,1.2782334662952977e-08,1.0106032705126111e-07
2008,7.2376473703172906e-09,1.1878256378494711e-07
2009,9.059565542202108e-09,1.1300616176157519e-07
2010,3.3066551718974324e-09,9.82548933325944e-08
2011,3.059177577924288e-09,1.0248244697308451e-07
2012,4.765953853791416e-09,1.123403392533362e-07
2013,5.578249862026041e-09,1.0459218913183577e-07
2014,3.897801192920269e-09,1.2862744336317178e-07
2015,5.098123256885856e-09,9.35394848244897e-08
2016,1.0356700386182638e-08,1.0791681281929755e-07
2017,4.024978128569501e-09,9.383230481496696e-08
2018,3.0977600484760615e-09,9.80957318152953e-08
2019,3.5713827450933877e-09,7.857042061409913e-08
