year,bonnes_ADJ ouvertures_NOUN,bonnes_ADJ couvertures_NOUN
1923,0.0,2.1231896241147297e-09
1924,0.0,1.0313299547703991e-08
1925,0.0,8.798542339150117e-09
1926,0.0,4.458455382660986e-09
1927,0.0,8.919379901328739e-09
1928,2.2852082448565625e-09,5.713020723163709e-09
1929,1.1140406375176326e-09,5.570202965543558e-09
1930,0.0,6.302162347537887e-09
1931,0.0,1.3686427990933225e-08
1932,0.0,1.6439305028370654e-08
1933,2.2941324395731044e-09,9.176529758292418e-09
1934,0.0,3.5944740517379614e-09
1935,0.0,3.590485242455088e-09
1936,0.0,4.849885826274658e-09
1937,1.2591118148108649e-09,6.295559185076627e-09
1938,0.0,6.482607339819424e-09
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,1.8205270180260413e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,1.089252066321933e-08
1946,2.7842208538686464e-09,1.8097434661967782e-08
1947,2.3841741914054637e-09,9.536696765621855e-09
1948,1.0871887834440486e-09,1.0871887834440486e-09
1949,0.0,1.1780409536754632e-08
1950,6.381216888229346e-09,6.381216888229346e-09
1951,0.0,7.462981344019681e-09
1952,0.0,7.381362632230548e-09
1953,0.0,1.508335856215126e-08
1954,0.0,1.3681550115052232e-08
1955,2.815682353940474e-09,4.6928039232341234e-09
1956,0.0,6.976913269340912e-09
1957,1.7670075402875796e-09,4.417518795207798e-09
1958,8.272243445794913e-10,9.926692356998501e-09
1959,1.5501495642666896e-09,3.100299128533379e-09
1960,0.0,2.7683333403416555e-09
1961,6.948159270159238e-10,8.33779090214648e-09
1962,1.2683912808952869e-09,6.341956293454132e-09
1963,1.2932106496776896e-09,7.759263453976928e-09
1964,0.0,1.034274621503073e-08
1965,5.472043373977442e-10,4.377634699181954e-09
1966,0.0,1.2185964237687585e-08
1967,0.0,4.437302081328198e-09
1968,1.3474247273492779e-09,7.635406973349745e-09
1969,8.629339909305145e-09,3.6334062425424918e-09
1970,1.3796175313274261e-09,8.7375777724219e-09
1971,0.0,1.0276794526475896e-08
1972,1.0260293725750103e-09,5.643161493651405e-09
1973,5.513203782392395e-10,7.1671650836435674e-09
1974,5.625571675160757e-10,7.875800456247362e-09
1975,0.0,5.711480177694739e-09
1976,2.285410749536254e-09,5.142174241967723e-09
1977,2.938390863960194e-09,7.052138428775834e-09
1978,1.1881182704343018e-09,5.940591130126904e-09
1979,5.851973350345929e-10,4.096381456264453e-09
1980,1.1370301367108482e-09,6.253665585376211e-09
1981,0.0,3.1627747087981106e-09
1982,0.0,5.586751949948621e-09
1983,1.89459470334441e-09,7.57837881337764e-09
1984,0.0,5.219107812592938e-09
1985,0.0,6.015557829641693e-09
1986,1.7983456945813714e-09,2.997242676272549e-09
1987,1.2221633705067347e-09,3.6664902225425067e-09
1988,0.0,7.795519785247507e-09
1989,2.7440609784434855e-09,4.939309850016116e-09
1990,0.0,3.814055737905164e-09
1991,0.0,6.4476117778156095e-09
1992,0.0,7.162927584403178e-09
1993,1.661762283333701e-09,2.7696036575264316e-09
1994,0.0,3.164955852952289e-09
1995,0.0,3.253470381991974e-09
1996,1.067618438099771e-09,5.871901187504136e-09
1997,9.58978896292706e-10,2.876936688878118e-09
1998,9.536258449571733e-10,4.7681290027412615e-09
1999,1.3710603763428253e-09,2.285100553223174e-09
2000,8.836062992401139e-10,1.0161472552283612e-08
2001,0.0,9.20054432640427e-09
2002,2.6287327870022636e-09,4.81934359086722e-09
2003,0.0,9.167230530238157e-09
2004,0.0,7.928623979580607e-09
2005,0.0,4.503749373441224e-09
2006,2.4707338397433887e-09,5.353256948836815e-09
2007,2.3966877371606188e-09,6.7906151812735516e-09
2008,8.514879357157668e-10,4.6831836186811415e-09
2009,1.907277002999308e-09,3.337734755248789e-09
2010,4.723793023408973e-10,6.140930874920514e-09
2011,3.82397197240536e-10,7.265546830836911e-09
2012,3.404252713057332e-10,8.851056776393307e-09
2013,2.789125042035323e-10,1.1993237514218436e-08
2014,2.165445156521173e-09,9.311413862178597e-09
2015,4.433150790905671e-10,1.2634480128781433e-08
2016,8.285360175719347e-10,1.0770968117412849e-08
2017,0.0,1.0062445099379147e-08
2018,5.162933414126769e-10,8.26069346260283e-09
2019,2.04079020349468e-09,1.2754938438774843e-08
