year,premiers_ADJ arts_NOUN,premiers_ADJ quarts_NOUN
1891,9.561330394092238e-09,5.673055980537356e-08
1892,9.402768341715273e-09,8.023695841075096e-08
1893,6.774258043407144e-09,4.9883173147691195e-08
1894,1.1972924873759894e-08,4.663139208105349e-08
1895,4.814891596538473e-09,6.620476256102847e-08
1896,9.435246361988447e-09,5.071444775239797e-08
1897,5.2440420894583895e-09,6.409384667449558e-08
1898,1.584339415217073e-08,5.6017714911149596e-08
1899,1.713549302451156e-08,6.025060628189749e-08
1900,1.349673794948103e-08,6.644548022904928e-08
1901,7.265360535413379e-09,8.159558717579785e-08
1902,7.365425880312415e-09,7.561837378489145e-08
1903,1.6200660368781428e-08,8.316339261682515e-08
1904,1.0211787859759625e-08,7.255744094436523e-08
1905,2.631987072732045e-08,9.650619148260375e-08
1906,5.658602919567102e-09,8.076369795162464e-08
1907,7.199980778249682e-09,6.47998277258921e-08
1908,1.7680999997438107e-08,6.72860309691714e-08
1909,7.151278680339601e-09,6.766209992292715e-08
1910,8.550641084070776e-09,6.787071527014632e-08
1911,5.852411444351446e-09,7.714542249459555e-08
1912,5.730363294986773e-09,8.178790977808603e-08
1913,1.2196876009173963e-08,8.166604459347582e-08
1914,1.33934876522801e-08,7.567320636781005e-08
1915,3.534228465440492e-09,9.778032250551405e-08
1916,1.8678685265172135e-08,9.668966782783173e-08
1917,0.0,6.908847183240141e-08
1918,1.1486376294556067e-08,6.662098428478203e-08
1919,1.5653341733923298e-08,5.4326307008523145e-08
1920,1.9687803387569147e-08,1.1358347506984501e-07
1921,1.8931869405491852e-08,8.405749696294151e-08
1922,9.591316185719734e-09,6.418803621954794e-08
1923,3.927900849021171e-08,4.564857647437748e-08
1924,6.445812328337297e-09,6.83256118350073e-08
1925,9.898360353588487e-09,5.169143690864075e-08
1926,1.5604593173179637e-08,8.693987751939858e-08
1927,1.7838759802657478e-08,4.5711821883287485e-08
1928,1.3711249025050165e-08,7.198406137831626e-08
1929,5.570202965543558e-09,6.238627747734427e-08
1930,1.1553964007759987e-08,5.671945757512731e-08
1931,1.8248570654577634e-08,5.2464642408267537e-08
1932,1.0959536389520963e-08,7.233294496700182e-08
1933,8.02946331646126e-09,8.373583426646292e-08
1934,1.4377896206951846e-08,4.912448048344231e-08
1935,1.795242710045386e-08,7.77938495843955e-08
1936,9.699771652549316e-09,7.759817322039453e-08
1937,7.554670666820584e-09,6.421470288842102e-08
1938,2.5930428915188486e-09,9.853562943362704e-08
1939,3.058810094103137e-09,1.1623478712863289e-07
1940,3.550096039361961e-08,7.60734906180005e-08
1941,0.0,1.151085982087352e-07
1942,3.034211770724937e-09,1.0316320242509391e-07
1943,8.709705845433291e-09,1.0741970157823744e-07
1944,9.639558484764166e-09,8.675602458652065e-08
1945,8.714016175304096e-09,9.803267886354661e-08
1946,1.1136883415474585e-08,8.213451252458981e-08
1947,1.3112957830685446e-08,5.9604353452868963e-08
1948,1.522064252412747e-08,8.153915587172378e-08
1949,6.8719057111366055e-09,5.2030145525350235e-08
1950,1.2762433776458693e-08,9.040057591391815e-08
1951,1.0661401539380222e-08,8.209279656057333e-08
1952,1.0544803918932644e-09,4.5342655852209646e-08
1953,6.464296653518886e-09,6.464296120611834e-08
1954,2.9317608341017376e-09,7.427127712844594e-08
1955,5.631364707880948e-09,7.133061785680184e-08
1956,5.232684952005684e-09,4.7094165012140365e-08
1957,1.5903067307476704e-08,6.096176008441034e-08
1958,1.6544486669545222e-08,4.715178647529683e-08
1959,1.3176270963199954e-08,6.510628480782543e-08
1960,4.152500121534786e-09,8.097374859517004e-08
1961,6.253343343143314e-09,5.002674541287888e-08
1962,3.805173953708163e-09,4.693047728210331e-08
1963,8.405868889838075e-09,5.1728427763464424e-08
1964,6.083968384640315e-09,5.049693641012709e-08
1965,1.1491291473930687e-08,6.019247678068496e-08
1966,1.2739871713129958e-08,4.375868911665748e-08
1967,1.380493930280835e-08,5.472672626183339e-08
1968,1.4372531137452071e-08,6.153239695549928e-08
1969,2.2254612375149918e-08,5.268439196015606e-08
1970,9.657322941336588e-09,7.08203629073978e-08
1971,1.0790634608071059e-08,5.138397440873632e-08
1972,2.257264597460562e-08,4.822338084409239e-08
1973,9.923767141373219e-09,6.064524171733865e-08
1974,3.937900283634832e-09,7.482010033754705e-08
1975,2.056132908379027e-08,6.282628106646371e-08
1976,7.4275851025262796e-09,5.770662170334617e-08
1977,1.2341242028313104e-08,8.286262698220526e-08
1978,4.752473081737207e-09,6.297026544643813e-08
1979,7.0223681314374176e-09,7.49052588844279e-08
1980,3.411090521154847e-09,1.0062716881975575e-07
1981,4.427884725544118e-09,9.551579438493718e-08
1982,1.4898005495922462e-08,6.517877437772768e-08
1983,1.326216381158929e-08,7.704685600629091e-08
1984,6.958810416790584e-09,5.161117400120929e-08
1985,7.820225356169885e-09,7.459291850864247e-08
1986,7.1933827783254856e-09,7.732886331268674e-08
1987,8.555143815591748e-09,5.927492452428851e-08
1988,2.99827696004229e-09,6.836071264615384e-08
1989,5.488121956886971e-09,6.585746348264365e-08
1990,7.083246433836621e-09,9.262706868184978e-08
1991,1.7584395606284886e-09,7.619905062483667e-08
1992,3.856960972825618e-09,6.336436086940012e-08
1993,4.985286850001103e-09,6.979401234730176e-08
1994,1.318731612798274e-08,6.751906056479129e-08
1995,8.675921314704738e-09,7.103410837316915e-08
1996,2.6690460952494277e-09,7.259805556714127e-08
1997,1.1987236314681127e-08,5.03463937207016e-08
1998,8.105819904180578e-09,7.29523748077554e-08
1999,1.3253582953343113e-08,5.8498574873055986e-08
2000,1.457950393746188e-08,6.936309659977269e-08
2001,7.886181041527607e-09,5.827011761994072e-08
2002,5.257465907071435e-09,6.703268695673614e-08
2003,7.91715359937939e-09,8.12549956208386e-08
2004,1.0571499231559756e-08,4.536935094279215e-08
2005,7.205999574821931e-09,5.4044996034008363e-08
2006,1.2353669198716943e-08,4.8591100920702957e-08
2007,7.589511241690161e-09,6.071608993352129e-08
2008,6.8119033747038316e-09,6.982200773109071e-08
2009,1.0490023516496194e-08,4.100645512039591e-08
2010,6.613310177261411e-09,3.117703428756613e-08
2011,7.265546830836911e-09,3.3650952246944144e-08
2012,7.148930780687124e-09,2.927657405393802e-08
2013,1.3945624655065103e-09,2.9564725778641332e-08
2014,4.3308902714089825e-09,2.8367331594836287e-08
2015,6.871383823048305e-09,2.4825643762937943e-08
2016,1.0563834390575622e-08,2.423467826417891e-08
2017,5.7859059765519305e-09,1.8867085671558925e-08
2018,4.646640239247546e-09,2.2716907466246994e-08
2019,4.08158040698936e-09,2.1173198305746155e-08
