year,passages_NOUN ouverts_ADJ,passages_NOUN couverts_ADJ
1909,2.7504918342913243e-09,9.901770070541716e-09
1910,0.0,2.5651923252212327e-08
1911,5.320374141248863e-10,1.9685383989553884e-08
1912,5.209421227725386e-10,2.81308754068732e-08
1913,2.121195885607108e-09,2.3863453435524207e-08
1914,6.696743715117748e-10,1.9420557606508737e-08
1915,4.712304768617059e-09,1.0602685840410686e-08
1916,0.0,2.307367008569372e-08
1917,0.0,2.0836205649743533e-08
1918,0.0,2.986457925402419e-08
1919,0.0,1.012863304339362e-08
1920,2.2716695191604686e-09,1.741613342431947e-08
1921,1.5145494858259667e-09,1.817459427400081e-08
1922,0.0,2.5822775029382683e-08
1923,0.0,1.4862327812892318e-08
1924,2.578324886925998e-09,1.2891624656674594e-08
1925,1.0998177923937646e-09,3.079489729884699e-08
1926,0.0,1.4489980437737415e-08
1927,0.0,1.4493992672726108e-08
1928,1.1426041224282812e-09,3.884853994051696e-08
1929,0.0,2.785101571589621e-08
1930,3.1510811737689437e-09,9.453243521306831e-09
1931,0.0,3.307553342324354e-08
1932,0.0,2.1919072779041926e-08
1933,0.0,3.555905436769535e-08
1934,0.0,3.1152108448395666e-08
1935,0.0,2.154291056655211e-08
1936,3.6374143697059935e-09,1.6974599503782883e-08
1937,1.2591118148108649e-09,1.6368453259474336e-08
1938,0.0,1.6854778905894818e-08
1939,0.0,9.176430282309411e-09
1940,0.0,1.0143131667916805e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,4.247896612241675e-08
1943,5.806470415592457e-09,2.322588166236983e-08
1944,0.0,1.6065930807940276e-08
1945,2.178504043826024e-09,4.357008087652048e-09
1946,0.0,2.227376683094917e-08
1947,4.7683483828109274e-09,1.4305045148432782e-08
1948,2.174377566888097e-09,2.0656587551570738e-08
1949,9.817008317369869e-10,2.3560819850665382e-08
1950,2.1270722960764488e-09,2.339779547888554e-08
1951,1.0661401761424827e-09,3.091806477506509e-08
1952,0.0,3.585233443459401e-08
1953,0.0,1.6160740301529586e-08
1954,0.0,2.8340355395783945e-08
1955,0.0,3.191106667799204e-08
1956,0.0,4.971050637792018e-08
1957,0.0,3.622365485345114e-08
1958,0.0,3.5570646705895825e-08
1959,7.750747821333448e-10,2.1702094343822864e-08
1960,0.0,2.4222916783500636e-08
1961,0.0,3.54356138876355e-08
1962,6.341956404476434e-10,1.9660064243254283e-08
1963,0.0,3.3623477113664535e-08
1964,6.083968329129164e-10,2.1902286206909594e-08
1965,0.0,3.447387203481256e-08
1966,0.0,3.5450078428311826e-08
1967,9.860671168482327e-10,4.5852120711398214e-08
1968,0.0,4.087188584800394e-08
1969,0.0,2.7704722072030563e-08
1970,1.3796175313274261e-09,1.74751555448438e-08
1971,1.541519245584766e-09,3.6482622034483825e-08
1972,0.0,3.796308689629768e-08
1973,1.102640756478479e-09,3.3630544682416996e-08
1974,5.625571675160757e-10,3.2628316992688866e-08
1975,1.1422960355389478e-09,3.940921189382607e-08
1976,0.0,2.4568166168137395e-08
1977,0.0,2.9971587878208084e-08
1978,2.3762365408686037e-09,5.405938097169383e-08
1979,1.1703946700691858e-09,3.2185853648947216e-08
1980,1.7055452605774235e-09,4.150159954585675e-08
1981,1.8976649140967083e-09,3.921840768805751e-08
1982,1.8622506869903077e-09,4.2831764801576355e-08
1983,6.315316047889041e-10,5.55747827757358e-08
1984,1.1598016991243298e-09,3.421414973558967e-08
1985,1.2031116103372597e-09,3.188245756291508e-08
1986,5.994485463567401e-10,4.256084740195121e-08
1987,1.8332451112712533e-09,3.4831655448819276e-08
1988,1.1993107618124554e-09,3.7778288886070044e-08
1989,1.6464366536794728e-09,1.3610543447839518e-07
1990,3.2691906959314565e-09,5.666596969433613e-08
1991,5.861465202094962e-10,5.7442358869508325e-08
1992,1.65298330578878e-09,6.501734306496587e-08
1993,2.2156829704300662e-09,3.434308715188905e-08
1994,0.0,4.219941351912837e-08
1995,0.0,3.904164458390369e-08
1996,2.135236876199542e-09,6.032044019832483e-08
1997,2.876936688878118e-09,4.746945370115441e-08
1998,9.536258449571733e-10,4.6727665736767676e-08
1999,9.140402323914998e-10,4.067478931446544e-08
2000,0.0,6.317785050669045e-08
2001,4.3812117822561447e-10,4.1183390475652004e-08
2002,2.1906108038649563e-09,4.906968231743747e-08
2003,4.1669229178253886e-10,5.458668939084532e-08
2004,4.404791253964646e-10,4.052407875931863e-08
2005,4.5037495954858286e-10,3.467887355057542e-08
2006,4.1178899179428186e-10,6.21801374833808e-08
2007,2.7961355453243186e-09,4.913209750156966e-08
2008,3.405951742863067e-09,6.98220075090461e-08
2009,4.76819250749827e-10,9.107247533890472e-08
2010,1.8895172093635892e-09,7.93597250137168e-08
2011,0.0,9.636409692426184e-08
2012,0.0,7.455313089099747e-08
2013,5.578250084070646e-10,6.721791279140632e-08
2014,1.5158115873603606e-09,5.478576428630255e-08
2015,6.649726325136385e-10,6.827052145830237e-08
2016,6.214020409345267e-10,6.027599508406922e-08
2017,1.0062445321423752e-09,5.333095920434516e-08
2018,1.290733298020541e-09,5.8341148134744e-08
2019,3.826481798085979e-09,7.882552155447087e-08
