year,vastes_ADJ camps_NOUN
1926,8.916910765321973e-09
1927,1.2264147031260109e-08
1928,1.5996457491951332e-08
1929,1.4482528065684619e-08
1930,8.402882833991043e-09
1931,1.1405356659111021e-08
1932,1.6439305028370654e-08
1933,2.6382522833046096e-08
1934,3.5944740517379614e-09
1935,1.3165112555668657e-08
1936,1.2124714565686645e-08
1937,1.0072894518486919e-08
1938,1.8151300906765755e-08
1939,1.2235240376412548e-08
1940,1.7750480196809804e-08
1941,8.854508237732261e-09
1942,6.068423541449874e-09
1943,2.9032352077962287e-09
1944,3.213186161588055e-08
1945,2.6142048525912287e-08
1946,8.352662561605939e-09
1947,2.0265479960812627e-08
1948,1.522064252412747e-08
1949,1.8652315247891238e-08
1950,5.317680518146517e-09
1951,1.1727541604500402e-08
1952,1.1599284199803606e-08
1953,1.723812381726475e-08
1954,1.9545073115523337e-08
1955,9.385607846468247e-09
1956,6.104799332717903e-09
1957,8.835037590415595e-09
1958,9.926692356998501e-09
1959,8.525822714489095e-09
1960,6.2287499602575735e-09
1961,8.33779090214648e-09
1962,1.0147130247162295e-08
1963,1.3578711488548834e-08
1964,1.0951143103454797e-08
1965,6.5664522708175355e-09
1966,6.6468897053084675e-09
1967,1.5777073869571723e-08
1968,8.084548142051062e-09
1969,1.090021850558287e-08
1970,6.438214850135182e-09
1971,9.24911525146399e-09
1972,1.128632298730281e-08
1973,1.0475087464101307e-08
1974,9.563471792262135e-09
1975,1.313640396460869e-08
1976,6.2848797277581525e-09
1977,5.876781727920388e-09
1978,5.940591130126904e-09
1979,9.948355028654987e-09
1980,1.1370301145063877e-08
1981,1.8976649140967083e-09
1982,4.345251713999687e-09
1983,1.326216381158929e-08
1984,8.69851302098823e-09
1985,3.609334831011779e-09
1986,8.392279760016663e-09
1987,1.2221633483022742e-08
1988,7.195864348830128e-09
1989,3.841685636274406e-09
1990,1.198703181159999e-08
1991,1.2309077312977479e-08
1992,1.597883780846132e-08
1993,1.2186256448387667e-08
1994,1.2659823411809157e-08
1995,1.138714633697191e-08
1996,1.2277611816102763e-08
1997,7.671831170341648e-09
1998,1.5734826774860267e-08
1999,6.398281460207045e-09
2000,7.068850393920911e-09
2001,6.571817756650944e-09
2002,8.324320788233308e-09
2003,8.333845613606172e-09
2004,6.607186797680242e-09
2005,6.7556245042510454e-09
2006,6.1768350434476815e-09
2007,8.38840730210677e-09
2008,8.51487946817997e-09
2009,8.582746957586096e-09
2010,8.030448306328708e-09
2011,6.118355155848576e-09
2012,6.808505315092361e-09
2013,1.338780020176955e-08
2014,1.2343037703033133e-08
2015,7.75801378694041e-09
2016,7.45682449121432e-09
2017,7.798394818792076e-09
2018,1.2391040193904246e-08
2019,4.3366790158927415e-09
