year,quelques_DET arts_NOUN,quelques_DET quarts_NOUN
1896,4.717623180994224e-09,1.0024948871034667e-08
1897,1.5149455023788505e-08,1.4566784223291052e-08
1898,6.790025763869778e-09,2.6028432742464247e-08
1899,2.4874102777516782e-08,2.7637891975018647e-08
1900,2.284063338464648e-08,1.7649580130729703e-08
1901,2.179608138419553e-08,2.514932445629725e-08
1902,7.365426046845869e-09,2.0623192042990013e-08
1903,5.400220270956879e-09,2.1600881083827517e-08
1904,8.061937784020756e-09,4.08471514390385e-08
1905,1.0321518084666081e-08,1.909480928929952e-08
1906,5.658602919567102e-09,2.6235340733204993e-08
1907,2.005708904517789e-08,1.2342824262656649e-08
1908,4.911388851169818e-09,3.388858615949175e-08
1909,1.6502950117569526e-08,3.5206294768386215e-08
1910,5.34415089958884e-09,2.137660359835536e-08
1911,6.384448858476333e-09,3.245428259468497e-08
1912,1.1981668990301841e-08,3.959160110866833e-08
1913,1.643926872407775e-08,3.499973066922735e-08
1914,2.4777952134513725e-08,2.1429579888376793e-08
1915,3.534228465440492e-09,1.5314990164938536e-08
1916,9.888715624128963e-09,4.8344833913915863e-08
1917,1.315970976634162e-08,8.444146715191891e-08
1918,8.040463406189247e-09,3.445912799548978e-08
1919,1.4732557396257562e-08,5.248473655683483e-08
1920,9.843901693784574e-09,2.1959472018551196e-08
1921,9.087297137000405e-09,5.073740894090406e-08
1922,1.3280283539529592e-08,3.393850267485732e-08
1923,1.1677542488541803e-08,2.9724654737606215e-08
1924,1.289162443462999e-09,4.512068585427187e-08
1925,1.2097995494286806e-08,5.49908882874206e-08
1926,7.802297141701331e-09,4.458455293843144e-08
1927,8.919379901328739e-09,3.9022285847067906e-08
1928,1.4853853147478446e-08,3.199291476185806e-08
1929,1.8938690837799754e-08,5.1245868659677285e-08
1930,9.453243521306831e-09,3.4661891690213054e-08
1931,1.8248570654577634e-08,2.9653926425510235e-08
1932,1.3151444377967891e-08,3.9454331357546835e-08
1933,1.7205992852709073e-08,4.3588515019621354e-08
1934,7.188948103475923e-09,4.4331848414458364e-08
1935,4.787313656606784e-09,2.992070946561398e-08
1936,9.699771652549316e-09,2.7886843056990074e-08
1937,3.777335444432595e-09,4.1550689555691633e-08
1938,1.2965214457594243e-08,5.0564337605862875e-08
1939,7.647025235257843e-09,3.364691281149135e-08
1940,3.803674397673262e-08,2.028626333583361e-08
1941,2.066051862925633e-08,5.607854847156091e-08
1942,0.0,4.551317678291866e-08
1943,2.9032352077962287e-09,2.9032351633873077e-08
1944,1.2852744646352221e-08,2.5705489292704442e-08
1945,4.357008087652048e-09,5.446259976338297e-08
1946,0.0,5.150808490839154e-08
1947,8.344609447874518e-09,1.7881305991451768e-08
1948,8.697510267552389e-09,3.4790040182031134e-08
1949,3.9268033269479474e-09,3.239612711425366e-08
1950,8.508289184305795e-09,1.3825969702452312e-08
1951,1.4925962688039363e-08,3.411648485940333e-08
1952,1.265376459169687e-08,1.7926166662185494e-08
1953,8.619061908632375e-09,3.5553629373907825e-08
1954,1.1727043558451555e-08,5.179444229064245e-08
1955,9.385608290557457e-09,3.003394510869839e-08
1956,6.104799110673298e-09,2.4419195998603982e-08
1957,2.032058654677371e-08,2.6505112771246786e-08
1958,8.272243445794913e-10,2.4816730004317833e-08
1959,5.425523585955716e-09,3.410328996977796e-08
1960,8.997083578154985e-09,3.5296249978333805e-08
1961,5.558527582660844e-09,3.265634873628187e-08
1962,8.878739188311613e-09,3.8685933401172434e-08
1963,5.172842487688456e-09,2.392439668597035e-08
1964,6.083968440151466e-09,2.676946109225753e-08
1965,6.019247544841733e-09,2.7360216592331454e-08
1966,1.6617224152248866e-08,2.7141466962810057e-08
1967,1.133977206579928e-08,2.1693477236794934e-08
1968,1.8863946849023705e-08,3.6380468637631225e-08
1969,1.8621206215874153e-08,3.67882368734751e-08
1970,1.1496812390987543e-08,2.4833115480626944e-08
1971,1.2845993824228685e-08,2.0039749526468142e-08
1972,1.3851396807318395e-08,2.359867534718063e-08
1973,6.064523994098181e-09,1.9847533394568018e-08
1974,5.6255716751607565e-09,2.193973003272731e-08
1975,1.0851811893530794e-08,1.6563292071225533e-08
1976,9.141642942633865e-09,2.285410793945175e-08
1977,5.289103821581875e-09,2.1744092415509897e-08
1978,1.0693064211864112e-08,1.900989232694883e-08
1979,7.022368020415115e-09,2.1067103284089228e-08
1980,1.762396639737318e-08,1.1370301145063877e-08
1981,1.012087885721158e-08,1.9609203150139365e-08
1982,7.449002858983533e-09,1.6760256515979677e-08
1983,1.0736037059366765e-08,2.2103605612500132e-08
1984,6.958810083723677e-09,2.1456332099933917e-08
1985,5.414002135495366e-09,1.4437338990980209e-08
1986,5.994485352545098e-09,1.6185110141009318e-08
1987,5.49973533381376e-09,1.6499206278997036e-08
1988,1.2592763165564236e-08,1.559103945947271e-08
1989,4.939309850016116e-09,1.3171493229435782e-08
1990,8.717841670780047e-09,1.8525413314485206e-08
1991,3.5168792322792797e-09,2.403200716205589e-08
1992,7.713921945651236e-09,2.0937787947872266e-08
1993,9.970573700002205e-09,1.772546376344053e-08
1994,5.274926662135471e-09,1.9517228666554587e-08
1995,4.3379608238858225e-09,2.0063068872921974e-08
1996,5.871901409548741e-09,1.3345230698291743e-08
1997,2.3974471297094624e-09,1.1507746866534774e-08
1998,8.105819793158275e-09,9.059445305048541e-09
1999,1.4167623435534793e-08,9.140402129625969e-09
2000,7.068850504943214e-09,1.060327570190367e-08
2001,1.0514907999858991e-08,1.7086725451198603e-08
2002,1.0514931592098264e-08,2.1467984723244626e-08
2003,4.166922806803086e-09,1.0417307017007715e-08
2004,7.488144965206445e-09,1.409533237350935e-08
2005,5.404499514582994e-09,1.5312748624651817e-08
2006,9.47114670024618e-09,2.0177661097520172e-08
2007,7.1900631282151295e-09,1.517902231684687e-08
2008,3.405951742863067e-09,1.1069343441860724e-08
2009,1.192048149079028e-08,5.721830786953319e-09
2010,7.558069059498962e-09,1.558851736582767e-08
2011,8.030340808984349e-09,1.491349077564763e-08
2012,7.82978132329859e-09,2.417019462352954e-08
2013,5.857162421740725e-09,1.310888730898796e-08
2014,5.630157631775212e-09,2.5119163749032225e-08
2015,7.53635653882867e-09,1.6181000539461365e-08
2016,8.492494263379058e-09,1.8434926918331485e-08
2017,4.2765391228272165e-09,1.0062445099379147e-08
2018,5.6792268665617485e-09,1.2391039971859641e-08
2019,6.887667103327999e-09,1.3010037547278586e-08
