year,leurs_DET offres_NOUN,leurs_DET coffres_NOUN
1869,1.6310954631393315e-07,9.913544118944628e-08
1870,2.1674704964169678e-07,7.740965912717002e-08
1871,2.2623107853725344e-07,9.240424247991541e-08
1872,2.146805428981935e-07,6.652073192281449e-08
1873,2.2986256986712306e-07,1.2091728879282115e-07
1874,3.3159080281564e-07,1.1949218003959317e-07
1875,2.917978845218272e-07,7.8957071991681e-08
1876,2.678384602994299e-07,1.0217765122888522e-07
1877,2.8264608609163133e-07,1.001940219680364e-07
1878,3.4966323569918245e-07,9.662541783361789e-08
1879,2.3643088309377447e-07,9.774920306515611e-08
1880,2.0729643623873528e-07,7.958129200069664e-08
1881,2.105697279874974e-07,7.600033541388385e-08
1882,3.0681324991732595e-07,1.0182739140773833e-07
1883,3.6209812598331226e-07,8.783881205731703e-08
1884,2.6010686315913745e-07,6.799747609420592e-08
1885,2.488015360402329e-07,7.670306700902074e-08
1886,2.83952415136568e-07,9.357522401387541e-08
1887,3.179586167689763e-07,6.137189245691843e-08
1888,2.897660791312262e-07,5.389522428345117e-08
1889,2.8756978709409964e-07,1.1402548893979514e-07
1890,2.412014279418173e-07,7.472000468355944e-08
1891,2.7026693327769635e-07,6.756673087693343e-08
1892,2.676654873301487e-07,9.277398671514447e-08
1893,2.8267132284875984e-07,9.422377189594044e-08
1894,2.123618805249805e-07,8.128985684585643e-08
1895,2.2028128521256463e-07,1.1615925976649066e-07
1896,2.753912533015601e-07,6.722612727605437e-08
1897,2.540447212595609e-07,7.691262027265111e-08
1898,2.0822745527837583e-07,7.582195848954143e-08
1899,2.691930802711795e-07,1.0115468107585457e-07
1900,1.8324417871973253e-07,6.956010878411689e-08
1901,2.5484648746854077e-07,1.1959900803049095e-07
1902,2.2980128111527165e-07,8.34748234979088e-08
1903,2.737911779515656e-07,6.912282191073871e-08
1904,2.1337262445797478e-07,7.201997842543051e-08
1905,2.492646737906057e-07,1.1147239575848289e-07
1906,2.191422590058778e-07,7.561950976509024e-08
1907,2.33485094369712e-07,1.0439971731557307e-07
1908,2.725820902327314e-07,9.380752885590482e-08
1909,2.431434689142975e-07,9.461691519163651e-08
1910,2.4262445375011765e-07,9.031614378596231e-08
1911,2.3728868581152085e-07,7.874154028808533e-08
1912,2.2660982901268056e-07,8.960204667118887e-08
1913,2.2537706301228866e-07,1.0234770386752245e-07
1914,1.9085719582534466e-07,1.1518399500864973e-07
1915,3.487105662003387e-07,9.424609692665342e-08
1916,2.2963795576202983e-07,8.570220688675079e-08
1917,3.24606165058583e-07,1.250172424471785e-07
1918,2.216870678140026e-07,1.297960494639483e-07
1919,2.4584955671258513e-07,7.182121919413476e-08
1920,2.2489527928826192e-07,1.0222512969448871e-07
1921,2.377842753809034e-07,5.982470541177065e-08
1922,2.124845452367019e-07,1.0107771952760913e-07
1923,1.9214866275873987e-07,9.448194004946231e-08
1924,1.663019619790873e-07,8.250639638163193e-08
1925,2.06765747634563e-07,7.918688416097552e-08
1926,1.7499437987567035e-07,8.693987751939858e-08
1927,1.4382500213017124e-07,5.5746123384103896e-08
1928,1.79388844223638e-07,7.198406137831626e-08
1929,1.7044821731815318e-07,9.023729319324048e-08
1930,1.8591378658783242e-07,9.978423065604147e-08
1931,1.859073162080449e-07,9.352392282835353e-08
1932,1.60009234417835e-07,9.973178416444739e-08
1933,1.812364562869817e-07,1.1585369064093243e-07
1934,1.5576054401833517e-07,9.944711898413061e-08
1935,1.591781852994245e-07,7.180970840181544e-08
1936,1.8793307487996458e-07,1.0063513089519915e-07
1937,1.800529946249796e-07,7.554670977683031e-08
1938,1.7373387473096358e-07,8.427389275311725e-08
1939,1.345876512459654e-07,9.788192478765723e-08
1940,1.6736167030018123e-07,7.353770570261986e-08
1941,1.4167212514237804e-07,1.4462362685208063e-07
1942,1.061974117533282e-07,1.1833425617169269e-07
1943,1.1322617154974068e-07,9.290352709356853e-08
1944,1.0924833304670756e-07,1.317406344014671e-07
1945,1.5249527773875116e-07,8.06046500656521e-08
1946,1.238978342144037e-07,1.266820532919155e-07
1947,1.3232166895527087e-07,5.2451833765232436e-08
1948,9.784698873360753e-08,9.567261272103167e-08
1949,1.3841982215989646e-07,8.246286853363927e-08
1950,1.2549726746691192e-07,7.444752725405124e-08
1951,1.1940770072715878e-07,6.823297127311889e-08
1952,1.898064665439847e-07,5.9050901057844385e-08
1953,1.49756204881335e-07,6.8952495269059e-08
1954,1.4072451870461578e-07,5.570345606997762e-08
1955,1.6987949535973712e-07,6.663781704219218e-08
1956,1.3866614634316932e-07,3.9245136917998025e-08
1957,1.6521519941026241e-07,6.802979379827434e-08
1958,1.8612547220131503e-07,5.7905705119765116e-08
1959,1.9144346552479874e-07,6.278105502133258e-08
1960,1.6886834075524604e-07,4.5677500115637315e-08
1961,1.2506687063762456e-07,6.114380113331208e-08
1962,1.5347534376708438e-07,6.341956293454132e-08
1963,1.1574235414535394e-07,5.625466392711331e-08
1964,1.6852591988580912e-07,6.570685856521763e-08
1965,2.0301281233869872e-07,6.62117270455731e-08
1966,2.043918637673059e-07,5.98220072367539e-08
1967,1.981994879329818e-07,7.39550358730412e-08
1968,2.0480855933424635e-07,6.961694709595179e-08
1969,2.938517348893832e-07,8.856427455294913e-08
1970,2.3407509674999716e-07,7.265985857429769e-08
1971,2.111881303168417e-07,7.2965246400436e-08
1972,2.2931756404886983e-07,6.10487447261221e-08
1973,1.9130817019430424e-07,8.765994152781786e-08
1974,1.9745756341116305e-07,7.369499060994045e-08
1975,1.8847884497574796e-07,6.054168677493976e-08
1976,2.1882807899054058e-07,5.999203084305904e-08
1977,1.6043614015082142e-07,5.5241748952994385e-08
1978,2.0376228304641586e-07,6.475244440640182e-08
1979,1.8082597252888633e-07,8.134243223434368e-08
1980,1.404232261581484e-07,5.855705254020904e-08
1981,1.834409373291379e-07,6.00927193561418e-08
1982,1.489800589560275e-07,6.207502423194455e-08
1983,1.6861893925579352e-07,6.694234766513318e-08
1984,1.6237224098603065e-07,5.7410185327899654e-08
1985,1.9791186578466125e-07,5.654624468665048e-08
1986,2.325860430918425e-07,6.593933848941802e-08
1987,1.9065748801949667e-07,4.21646362269712e-08
1988,2.074807667895584e-07,5.5767952034102564e-08
1989,2.0086527152685107e-07,5.982053186137648e-08
1990,1.727222382896798e-07,5.448650874928518e-08
1991,2.1042659731351776e-07,6.564841026346357e-08
1992,1.7135926611011598e-07,5.509944145387635e-08
1993,2.193526201788032e-07,5.3176392456055765e-08
1994,2.1099705793670154e-07,6.066165525453471e-08
1995,2.0008843948371435e-07,5.314001683132119e-08
1996,1.80427519591575e-07,5.498235089440584e-08
1997,2.1481126766254022e-07,5.514128775807592e-08
1998,2.441282214160623e-07,5.864799101917839e-08
1999,2.58673386710484e-07,5.758453625048787e-08
2000,2.376900973821705e-07,3.7995070312213386e-08
2001,3.1588536719695526e-07,5.914635944903601e-08
2002,2.8784624728217523e-07,5.5203390303404376e-08
2003,2.8168398424899266e-07,5.000307529146042e-08
2004,2.8983526889625466e-07,4.404791342782488e-08
2005,2.481566093726073e-07,4.098412120789874e-08
2006,2.635449639631915e-07,5.47679341877938e-08
2007,2.588422660654288e-07,5.1928234601206213e-08
2008,2.707731748818887e-07,5.49209728251121e-08
2009,2.4603873338691074e-07,6.91387904705465e-08
2010,2.5272291459543794e-07,5.6213138588390166e-08
2011,3.009466040815312e-07,6.080115499962346e-08
2012,1.8791475175916617e-07,7.148930761258221e-08
2013,2.175517490599077e-07,8.255810102220096e-08
2014,1.985713167229619e-07,7.773948107470119e-08
2015,2.1279123818551682e-07,6.84921783733472e-08
2016,2.0361273200819596e-07,8.0782262212864e-08
2017,1.997395426833748e-07,5.685281578848844e-08
2018,1.8199340168223443e-07,6.737627855635253e-08
2019,2.19129842493615e-07,5.918291523521191e-08
