year,plus_ADV ouvert_VERB
1952,1.0228459501604448e-07
1953,1.1420257095551278e-07
1954,1.2899747048322752e-07
1955,1.2295146234464482e-07
1956,1.2645655544929468e-07
1957,1.404770983981507e-07
1958,1.0753916512840078e-07
1959,1.5966540445333521e-07
1960,1.7232875393347058e-07
1961,1.6050248063947947e-07
1962,1.6108569411699136e-07
1963,1.719970157409989e-07
1964,1.539244038895049e-07
1965,1.658029162854291e-07
1966,2.1713172770887468e-07
1967,1.8587364536415407e-07
1968,2.0615598828044313e-07
1969,2.0392492672272056e-07
1970,1.9728530276097445e-07
1971,2.0604973371973756e-07
1972,1.969976324289746e-07
1973,1.880002429288652e-07
1974,2.2671054011880187e-07
1975,2.044709930260069e-07
1976,2.2339889937939006e-07
1977,2.1391485915955855e-07
1978,2.3643553959118435e-07
1979,2.106710468297024e-07
1980,2.4332445036634454e-07
1981,2.2898488793998695e-07
1982,2.9175259896874195e-07
1983,2.601910296107235e-07
1984,2.5341665832456783e-07
1985,2.676923429589806e-07
1986,2.8353915126899665e-07
1987,2.85986232029245e-07
1988,2.890338919314672e-07
1989,3.276408904184791e-07
1990,2.822401086177706e-07
1991,3.1065766847859777e-07
1992,3.052508930068143e-07
1993,3.27921071630044e-07
1994,2.927584148437745e-07
1995,3.3510747243781225e-07
1996,3.304278948235151e-07
1997,3.3180668879140285e-07
1998,3.0849795962240023e-07
1999,3.5190549851904507e-07
2000,3.534425161433319e-07
2001,3.798510590513615e-07
2002,3.2421039009022934e-07
2003,3.775232073621737e-07
2004,3.2991886200761655e-07
2005,3.409338376059168e-07
2006,3.5002065601474897e-07
2007,3.179605698733212e-07
2008,3.308030613879964e-07
2009,2.9562792747128697e-07
2010,3.0799131423009385e-07
2011,3.223608473490458e-07
2012,2.740423497016309e-07
2013,2.627355684126087e-07
2014,2.910358318786166e-07
2015,2.489214239176363e-07
2016,2.429681842386344e-07
2017,2.789813038361899e-07
2018,2.651166255418502e-07
2019,2.5841507067525527e-07
