year,aux_ADP offres_NOUN,aux_ADP coffres_NOUN
1859,3.737655278612806e-07,4.277425480481156e-08
1860,4.0141901580525996e-07,1.830873586072812e-08
1861,3.574700375708062e-07,1.7920662287451705e-08
1862,3.0948204732261786e-07,3.7047488687935726e-08
1863,3.4163206219517406e-07,3.995696573610985e-08
1864,3.0302680720240005e-07,3.0206784629172034e-08
1865,2.984139326756008e-07,2.871175119878444e-08
1866,3.2599605148675437e-07,1.8489329178805747e-08
1867,2.8097777438063076e-07,2.8631587767335986e-08
1868,2.6872915404041464e-07,4.100095551962113e-08
1869,3.2621908552243895e-07,2.9301115644919662e-08
1870,3.5035037981856476e-07,3.325748210158963e-08
1871,2.8252332939793234e-07,4.0360472297606975e-08
1872,2.431030324823169e-07,2.963196266136947e-08
1873,2.3524997327939445e-07,3.5317427204972773e-08
1874,3.1486188900586853e-07,3.4652732239237594e-08
1875,3.146840015233465e-07,3.1468399441791917e-08
1876,2.152381215481114e-07,5.139112602137175e-08
1877,3.0120053029492055e-07,2.1646856751544874e-08
1878,3.369811452103022e-07,4.3481438893877566e-08
1879,3.512862098986602e-07,3.9099681714560575e-08
1880,3.260265764026826e-07,2.6954953824542827e-08
1881,2.6844152678506816e-07,3.69542902944886e-08
1882,3.1147202284032005e-07,2.9283693692150337e-08
1883,3.6209811948850756e-07,2.6541224329434954e-08
1884,4.145865837301699e-07,4.159069000309046e-08
1885,3.487088813258765e-07,3.0294486974558055e-08
1886,3.7042883782589797e-07,3.484870547687535e-08
1887,3.5190904057458283e-07,5.7454535351553204e-08
1888,3.766325038512264e-07,7.798956147553326e-08
1889,3.3330528026453976e-07,3.00726554769426e-08
1890,3.100224823526787e-07,5.505684647078013e-08
1891,4.487450961931927e-07,4.525696351009856e-08
1892,2.739339806101526e-07,5.3282354084416284e-08
1893,2.9929904643566374e-07,2.8944557195487164e-08
1894,2.829391236858214e-07,6.931693263823036e-08
1895,3.045418797142929e-07,2.5880042553438898e-08
1896,3.296439263777984e-07,2.7716035688740703e-08
1897,2.9366635345695613e-07,1.806281169081103e-08
1898,2.8970776000392107e-07,2.602843285348655e-08
1899,3.6703121075731815e-07,2.8743407654019393e-08
1900,2.8187418354974625e-07,2.076421168339948e-08
1901,3.224702462834017e-07,1.900171220370339e-08
1902,3.152402352490924e-07,4.321049762445739e-08
1903,3.3913384345218844e-07,2.808114629715419e-08
1904,3.031288580146452e-07,2.579820090886642e-08
1905,3.0603300160692015e-07,4.1802148964542596e-08
1906,3.266557184744556e-07,3.549487459508782e-08
1907,3.1062774930035175e-07,2.3142794347563722e-08
1908,2.6668843933208564e-07,3.241516921548282e-08
1909,3.15206357903719e-07,4.8408654862441836e-08
1910,3.8531326840285374e-07,2.2445433622841904e-08
1911,3.543369255787354e-07,2.8730021028877673e-08
1912,3.558034613604377e-07,2.4484279492753558e-08
1913,3.144672962029915e-07,4.454511426388308e-08
1914,3.3282816769286683e-07,2.9465672568562695e-08
1915,2.697794591055569e-07,1.6493066468115103e-08
1916,2.746865586100711e-07,3.735737053034427e-08
1917,4.452368416174579e-07,3.070598708632133e-08
1918,3.997258932741943e-07,3.101321510712296e-08
1919,3.121460534494247e-07,4.235610262526279e-08
1920,2.854731468993066e-07,2.6502810612782923e-08
1921,3.316863335101061e-07,2.6504615391331754e-08
1922,2.98068591142453e-07,3.39385017866789e-08
1923,2.314276761339329e-07,1.5923921736771263e-08
1924,2.462300406902429e-07,1.933743654092268e-08
1925,2.5845718010231167e-07,1.6497267552040284e-08
1926,2.062035608929591e-07,2.675073285107743e-08
1927,2.7427093263199254e-07,1.4493992672726108e-08
1928,3.324978030683212e-07,2.399468712610542e-08
1929,2.740539923884455e-07,2.8965056353413843e-08
1930,2.993526875272323e-07,3.361153133596417e-08
1931,1.961721274312822e-07,1.710803587684495e-08
1932,2.8494796433520264e-07,2.6302887201623548e-08
1933,2.1564845065213945e-07,2.294132506186486e-08
1934,2.8635976789814777e-07,1.4377896206951846e-08
1935,3.4708024010399185e-07,1.9149254626427137e-08
1936,2.497691120595391e-07,2.182448710641438e-08
1937,3.2988729392613436e-07,1.7627565185307503e-08
1938,3.4228167322680747e-07,2.7226949583791793e-08
1939,2.783517150106718e-07,1.5294050470515685e-08
1940,2.3836359108742045e-07,2.028626333583361e-08
1941,2.3316870034761905e-07,2.6563522936839945e-08
1942,2.0025797686784585e-07,9.102635090130207e-09
1943,2.0612970175193368e-07,3.4838823381733164e-08
1944,1.670856821789357e-07,4.177142187700156e-08
1945,2.1567189456561664e-07,3.703456741277478e-08
1946,1.7262170004528343e-07,2.0881656404014848e-08
1947,1.7523680728714908e-07,8.225400716099784e-08
1948,1.7177583000460572e-07,1.0871887834440486e-08
1949,2.199009843106836e-07,4.221313587571274e-08
1950,1.882459024216132e-07,1.0422654384001362e-07
1951,2.5054293306681075e-07,2.8785784422780125e-08
1952,1.8137062340883858e-07,2.319856839960721e-08
1953,2.337920554928985e-07,8.619061908632375e-09
1954,2.022915026600458e-07,3.420387528763058e-08
1955,2.8344537028601735e-07,3.003394510869839e-08
1956,1.8488820408002482e-07,3.226822542501395e-08
1957,2.36779007956045e-07,1.0602045297236629e-08
1958,2.6305733369369477e-07,1.737171084759126e-08
1959,2.170209416618718e-07,2.325224279786653e-08
1960,2.2492707940635626e-07,3.0451666577224756e-08
1961,2.2442554215018617e-07,1.111705483225478e-08
1962,2.2133428512205455e-07,1.585489073363533e-08
1963,2.1079333478724038e-07,2.5217607557692645e-08
1964,2.287572065107213e-07,2.798625509115027e-08
1965,2.2216496131655106e-07,2.8454626210816514e-08
1966,2.5978261231074384e-07,2.4925836061839846e-08
1967,2.4355857730640196e-07,1.9228309611207806e-08
1968,2.874506250805098e-07,2.1558795637588446e-08
1969,3.320025050435049e-07,1.6350327314285096e-08
1970,2.7868272245434866e-07,1.9774518383863793e-08
1971,3.206359986407392e-07,3.2885744127852945e-08
1972,2.9908757115393314e-07,1.8468529094928243e-08
1973,3.0377752890942133e-07,2.3706776985932265e-08
1974,3.335963874029346e-07,2.418995764807974e-08
1975,2.872874418358151e-07,1.9419033048251322e-08
1976,2.3082648481498325e-07,2.399681336973103e-08
1977,2.509385770288475e-07,2.4682483612537e-08
1978,3.1603946681890704e-07,2.1980187558945374e-08
1979,2.727019478010462e-07,2.9259867084796554e-08
1980,2.1944682349062106e-07,2.4446148216838992e-08
1981,2.0874313677587963e-07,1.8976647808699454e-08
1982,2.0608907380648134e-07,2.5450759721934446e-08
1983,1.8124956358001043e-07,2.273513821648976e-08
1984,2.012256002936752e-07,2.3196033815953143e-08
1985,1.9971652931438655e-07,1.6242006850575308e-08
1986,2.499700491598311e-07,2.6975183919919488e-08
1987,2.261002181036531e-07,2.6276512743450553e-08
1988,2.2247215225590367e-07,2.0987938498251424e-08
1989,2.82089479997083e-07,2.469655058234821e-08
1990,2.4409956411730604e-07,3.1057310612148115e-08
1991,2.2332183091666735e-07,2.5204300868608698e-08
1992,2.90374058575793e-07,2.5896737698705152e-08
1993,2.7363683879899625e-07,3.0465642453236796e-08
1994,2.6374634365389227e-07,4.8529326335255973e-08
1995,2.8034072019345047e-07,2.277429267394382e-08
1996,2.6797223262597925e-07,2.829188794351012e-08
1997,2.181677030144158e-07,2.637191998111632e-08
1998,2.5843261219904434e-07,3.385371882824728e-08
1999,2.449627884981709e-07,2.9706307552723743e-08
2000,2.443171552846124e-07,2.7391795498488136e-08
2001,2.9660802747244475e-07,1.9277331730904734e-08
2002,2.173085877910097e-07,1.927737436346888e-08
2003,2.525155275989732e-07,2.1251306492331423e-08
2004,2.669303564017955e-07,3.2154974516362955e-08
2005,2.2023335988219372e-07,1.981649788707074e-08
2006,2.3883760880138993e-07,3.170775392247194e-08
2007,2.312803566439925e-07,2.5564669325905953e-08
2008,2.1755517048971384e-07,2.9802077250451475e-08
2009,2.0741637984933448e-07,1.7642312499788204e-08
2010,2.2815920441843218e-07,2.3618964561933353e-08
2011,2.477933784827968e-07,3.21213633469597e-08
2012,3.0229762715272557e-07,2.8255296768975313e-08
2013,3.0429354880290305e-07,3.5700799649873716e-08
2014,3.271987569775092e-07,3.508021202691669e-08
2015,3.0965558739382004e-07,3.191868458429781e-08
2016,2.5808897929913144e-07,3.024156525199828e-08
2017,2.5684391857794253e-07,2.5910797063488644e-08
2018,1.8973780813169583e-07,2.1942467398616827e-08
2019,2.2066043842139393e-07,2.3213988953330045e-08
