year,mes_DET hôtes_NOUN,mes_DET côtes_NOUN
1840,2.503287692690037e-07,1.6561189752906103e-08
1841,2.613163232467741e-07,1.926164605592362e-08
1842,2.1868944166669735e-07,1.2745703159566801e-08
1843,3.5854949942404346e-07,1.0041748765843295e-08
1844,2.151515952064642e-07,5.488561272137815e-09
1845,2.1539679906368292e-07,2.120486702894553e-08
1846,2.593544117246438e-07,1.2294452567118697e-08
1847,1.6017874848728297e-07,1.0247124926365814e-08
1848,1.8745366858752277e-07,3.2180887510335765e-08
1849,3.988601555704463e-07,9.217356655710773e-09
1850,3.007525108955633e-07,8.146795238417326e-09
1851,2.5862249231067835e-07,2.192809134271556e-08
1852,2.819066242665258e-07,1.0416872697760482e-08
1853,2.2932218257665227e-07,3.4040009921909586e-08
1854,1.8912218280320303e-07,1.9743524148907454e-08
1855,2.6746964465473866e-07,2.7065379271107304e-08
1856,2.604126088101566e-07,2.0708757375587084e-08
1857,3.1241657971747827e-07,1.3180074864838076e-08
1858,2.5055620245240107e-07,2.4468380155351355e-08
1859,3.2538986616259535e-07,2.34239969643113e-08
1860,3.149102507649104e-07,3.936378067947999e-08
1861,3.2823108497836984e-07,1.4619487176403823e-08
1862,2.8192234857726817e-07,3.433669706898179e-08
1863,3.2664819116234867e-07,1.393499149959787e-07
1864,2.838478909694686e-07,1.2466292886870178e-08
1865,3.2100679092650353e-07,4.8009813014004976e-08
1866,2.700415233647391e-07,4.135770836910524e-08
1867,2.377877645898252e-07,1.5965750321811356e-07
1868,2.242702841215305e-07,3.655506830568811e-08
1869,2.656634379150091e-07,3.857980246380066e-08
1870,2.064257529355018e-07,4.587239033071455e-09
1871,3.2819436768249943e-07,2.7615060460561835e-08
1872,2.842249440249134e-07,7.861540751719076e-09
1873,2.340527727184849e-07,7.78180558880237e-09
1874,2.1508592773500368e-07,1.9716209553877206e-08
1875,3.1582830217757873e-07,5.149374260327022e-09
1876,2.6783844830902126e-07,3.3253080289341597e-08
1877,2.3007515359552144e-07,9.27722432209066e-09
1878,1.9204302237341153e-07,9.058632954861423e-09
1879,2.559807299462591e-07,1.0385853066452455e-08
1880,2.4195280090566484e-07,8.984985200299889e-09
1881,1.8895495301762821e-07,1.1853263259808955e-08
1882,2.1496893509720394e-07,1.0648616211028639e-08
1883,1.870524322100664e-07,9.479008689083912e-09
1884,2.4558312006206506e-07,2.5746618170785496e-08
1885,2.1270597816425152e-07,1.160214413431504e-08
1886,1.9747599466768406e-07,1.4842966855610484e-08
1887,3.179586265389389e-07,2.154545164501087e-08
1888,2.3016431427436146e-07,6.340614699951175e-09
1889,2.1301464592227148e-07,1.0024218788373673e-08
1890,1.7172492583483745e-07,2.1629475099871343e-08
1891,1.4214511168120225e-07,8.286486163910922e-09
1892,2.2880070593700452e-07,1.2537025195769047e-08
1893,2.327881407637733e-07,1.2932674486876294e-08
1894,2.8545972341476045e-07,6.301539290376468e-09
1895,2.2930920984265413e-07,1.1435367319734269e-08
1896,2.140621582213953e-07,1.1794057674929803e-08
1897,1.5906927419706562e-07,2.2141511735185304e-08
1898,1.9464740219632404e-07,2.2633418694795182e-08
1899,2.581379074939605e-07,1.8241008703512307e-08
1900,1.6870922614486972e-07,1.2977632857236188e-08
1901,1.944881109494645e-07,1.8442838367604963e-08
1902,1.5221880289573164e-07,1.0802624239580894e-08
1903,2.0628841568282041e-07,1.1880484818149739e-08
1904,2.55832162565639e-07,1.9348650681649815e-08
1905,1.8578732152718658e-07,1.1353670004154992e-08
1906,1.630706538691129e-07,2.41776678677752e-08
1907,1.8874235685473195e-07,1.2342823652033985e-08
1908,2.1266314043089096e-07,1.6698722626884432e-08
1909,1.996857070807323e-07,2.915521307711444e-08
1910,2.1376602532541256e-07,2.0842188419578633e-08
1911,2.0377033038698755e-07,3.1922243959314756e-08
1912,1.838925705044403e-07,1.0418842122383865e-08
1913,2.11058985399859e-07,3.0227042202568555e-08
1914,2.283589672913422e-07,1.6741859454327823e-08
1915,2.509302330366836e-07,1.4136913861761968e-08
1916,2.494153843457525e-07,5.493730803607377e-09
1917,2.4784118757281703e-07,1.973956464951243e-08
1918,2.182411513729221e-07,3.101321777165822e-08
1919,2.642652532358625e-07,1.6574126959767455e-08
1920,2.2792417908590323e-07,1.665890891899835e-08
1921,2.385415438510563e-07,1.438822039290244e-08
1922,2.870017024036997e-07,1.623145884366295e-08
1923,2.8026104459399903e-07,2.0170300985000722e-08
1924,2.526758446919075e-07,1.675911143195208e-08
1925,2.9475116036792315e-07,1.759708534443405e-08
1926,2.0063048999929833e-07,3.566764306128789e-08
1927,2.0737558603656225e-07,2.5643217327342427e-08
1928,2.0681134316191674e-07,1.8281665736807895e-08
1929,2.1723792720251822e-07,1.7824650200282122e-08
1930,1.701583807189877e-07,2.3107928570631486e-08
1931,2.0529642164035522e-07,1.1405356659111021e-08
1932,2.389178934691927e-07,8.767629400274757e-09
1933,1.8353059871856203e-07,1.9500125958415992e-08
1934,1.4617527810401043e-07,1.677421224144382e-08
1935,1.7354012182835277e-07,1.9149255514605557e-08
1936,1.3337185933437468e-07,2.7886843056990074e-08
1937,2.077534535516179e-07,2.6441348222050465e-08
1938,1.5428604660527867e-07,1.6854778905894818e-08
1939,1.7129336526977568e-07,3.211750598808294e-08
1940,1.6989745788009714e-07,2.028626333583361e-08
1941,2.479262199983623e-07,2.9515025090631752e-08
1942,2.548737878527163e-07,3.3376331032286544e-08
1943,2.554846965097113e-07,2.9032351633873077e-08
1944,1.7029886656416693e-07,3.8558232162699824e-08
1945,1.808158316407571e-07,5.010559434026618e-08
1946,3.062642903728374e-07,5.568441707737293e-08
1947,2.574908180008606e-07,3.218635202806297e-08
1948,2.7832033921981747e-07,3.696441708278542e-08
1949,1.9535846540463808e-07,3.4359527556482305e-08
1950,1.627210295396253e-07,4.3604980959344175e-08
1951,3.2730504173628105e-07,5.330700858507953e-08
1952,2.319856839960721e-07,2.8470970803162743e-08
1953,2.3917897351566353e-07,5.0636987936059086e-08
1954,2.5799495873002343e-07,6.15669777381811e-08
1955,2.5247285151408505e-07,4.22352348650179e-08
1956,2.0756317375969502e-07,3.7500909488841216e-08
1957,2.3324499309751445e-07,4.4175187952077977e-08
1958,2.6140288866827177e-07,4.549734067271771e-08
1959,2.5267437564480133e-07,3.875374032791257e-08
1960,2.539945906931962e-07,4.636958350623388e-08
1961,1.7717806244377243e-07,4.5163035256035045e-08
1962,1.9342967227942154e-07,3.805173848236976e-08
1963,1.545386716372832e-07,5.302163685882988e-08
1964,2.2936561094866192e-07,4.3804570581951197e-08
1965,1.997295839828439e-07,4.596516589572275e-08
1966,1.6728006002608709e-07,4.929776609152725e-08
1967,1.9819949770294443e-07,5.768492461477592e-08
1968,1.9986799770776997e-07,4.087188584800394e-08
1969,1.7440350141839644e-07,5.223021504185965e-08
1970,1.66013973235124e-07,4.46076320881339e-08
1971,1.6802559521522653e-07,4.984245594030767e-08
1972,1.5903454730903377e-07,4.617132204343122e-08
1973,1.8800024648157887e-07,4.3554311379701005e-08
1974,1.3670139153987293e-07,3.8253887391093144e-08
1975,1.433581555687624e-07,5.9399393848025284e-08
1976,1.4912305168479634e-07,3.313845553520878e-08
1977,1.3340295268449154e-07,3.584837005021768e-08
1978,1.443563757419497e-07,4.3366317203918925e-08
1979,1.6795163304550442e-07,3.277105098398181e-08
1980,1.3701212964178922e-07,3.126832948119329e-08
1981,1.903990352047913e-07,6.641827177134019e-08
1982,1.7505156968411484e-07,3.600351394794643e-08
1983,1.496729957750631e-07,3.915495971895666e-08
1984,1.6469183883316418e-07,3.421414929150046e-08
1985,1.684356227826811e-07,4.3312016417829113e-08
1986,1.6245055789454454e-07,4.4958642364534285e-08
1987,1.7415828601485828e-07,3.788706459673108e-08
1988,1.7929695950158475e-07,5.097070809867432e-08
1989,1.783639653751834e-07,5.7076469106576155e-08
1990,1.5583141177444304e-07,4.1409746964760075e-08
1991,1.342275579574448e-07,4.8064016322513226e-08
1992,1.6695131321853296e-07,3.96715985617746e-08
1993,2.2267614241400224e-07,6.203912317204185e-08
1994,1.804024929441539e-07,7.015652370157e-08
1995,1.4315270213671738e-07,4.771756678678685e-08
1996,1.8790085043463023e-07,4.537378361924027e-08
1997,1.8748037078353263e-07,5.8018224446954036e-08
1998,1.9167879550252565e-07,4.052909730045684e-08
1999,1.7595274925952253e-07,4.6616052129522245e-08
2000,2.1604173916500713e-07,6.36196536563105e-08
2001,1.936495674925709e-07,5.1698299308178264e-08
2002,2.0416492851893508e-07,5.91464908161754e-08
2003,2.754336172472449e-07,5.458669072311295e-08
2004,2.2112051567546587e-07,6.519091044765446e-08
2005,2.2383635034373128e-07,4.773974460192676e-08
2006,1.774810538535121e-07,6.053298040598065e-08
2007,2.4885607707858526e-07,8.987578836716636e-08
2008,2.5714936136012057e-07,7.833688675518147e-08
2009,2.7512470524015953e-07,6.437059640873599e-08
2010,2.9051327388174286e-07,1.714736921343274e-07
2011,2.84885906864929e-07,2.447342097866567e-07
2012,3.417869613997482e-07,2.924253053038228e-07
2013,4.044231296518319e-07,3.985659589034185e-07
2014,4.198798286836336e-07,4.3265596261221617e-07
2015,4.7013565307452154e-07,4.184894315528709e-07
2016,4.7185124785187327e-07,4.80343754105661e-07
2017,3.728136093172907e-07,6.299090884454017e-07
2018,3.923829332563855e-07,7.948335927210337e-07
2019,3.96933682367262e-07,7.277967810637165e-07
