year,grandes_ADJ ouvertures_NOUN,grandes_ADJ couvertures_NOUN
1918,4.479686666059024e-08,2.2972752589112133e-09
1919,4.235610262526279e-08,3.038589824200244e-08
1920,5.2248399384779987e-08,1.8930579770426448e-08
1921,8.102839643697735e-08,2.801916487715772e-08
1922,4.426761179843197e-08,1.3280283539529592e-08
1923,4.458698299458774e-08,1.9108706617032567e-08
1924,4.2542360745301266e-08,4.8988172629549354e-08
1925,4.9491799103407175e-08,1.7597084678300234e-08
1926,9.474217677052366e-08,4.346993875969929e-08
1927,8.027441822378023e-08,4.2367053865177695e-08
1928,6.512843242489907e-08,1.2568645679778001e-08
1929,5.124586976990031e-08,1.1140405931087116e-08
1930,6.722306267192835e-08,2.205756699513728e-08
1931,7.299428261831054e-08,9.124285327288817e-09
1932,6.466126478699152e-08,3.507051549167528e-08
1933,5.276504566609219e-08,3.9000251916831985e-08
1934,5.2718952758823434e-08,1.4377896206951846e-08
1935,7.659701850570855e-08,3.590485242455088e-09
1936,6.426098764222843e-08,7.032334536916096e-08
1937,4.280980192561401e-08,4.280980281379243e-08
1938,5.186085871855539e-08,6.482607339819424e-09
1939,4.435274547631707e-08,6.270560870547115e-08
1940,8.875240098404902e-08,5.5787225505810056e-08
1941,6.493305448884712e-08,5.312704587367989e-08
1942,8.192371581117186e-08,3.337632992206352e-08
1943,6.096794180621146e-08,2.6129116648121453e-08
1944,7.390327994016843e-08,5.462416652335378e-08
1945,6.535512397931598e-08,2.6142048525912287e-08
1946,6.960551957035932e-08,2.0881657292193267e-08
1947,1.1682453759931377e-07,1.3112957830685446e-08
1948,8.371353743541476e-08,3.261566416945527e-08
1949,5.006674186347482e-08,1.7670614971265763e-08
1950,4.0414374069541736e-08,4.785912821603233e-08
1951,5.757156884556025e-08,2.7719645245838365e-08
1952,7.065018792218325e-08,2.0035126779838208e-08
1953,3.770839640537815e-08,3.663101466599983e-08
1954,4.29991580119804e-08,3.322662278648636e-08
1955,5.819076775992471e-08,6.382213380007329e-08
1956,8.023449993288523e-08,1.1337483840634377e-08
1957,6.979679767482594e-08,5.566073757456991e-08
1958,7.445019178931034e-08,1.8198935691771112e-08
1959,4.340418868764573e-08,2.015194411342236e-08
1960,5.052208251754564e-08,8.028166575968498e-08
1961,5.697490479406042e-08,4.238377115939329e-08
1962,4.693047728210331e-08,8.8787386332001e-09
1963,6.466053292797369e-08,1.6165133676082633e-08
1964,6.266487417860844e-08,1.3993127490063983e-08
1965,7.879742724981043e-08,8.208065005455012e-09
1966,5.317511764246774e-08,9.416427415587236e-09
1967,5.37406563694276e-08,8.381570326676524e-09
1968,5.1202139417227954e-08,1.1677680933352974e-08
1969,5.177603767947403e-08,1.4987800667221052e-08
1970,4.828661204214768e-08,1.1956685253000643e-08
1971,6.063309143655715e-08,1.4901352374252497e-08
1972,8.413440610866019e-08,1.128632298730281e-08
1973,8.490334124644505e-08,1.874489363729026e-08
1974,4.894247496167736e-08,6.750686232237513e-09
1975,7.13935008889166e-08,7.996072248772634e-09
1976,6.113473460800378e-08,1.656922776760439e-08
1977,4.2900506258547466e-08,4.11374712072643e-09
1978,5.999996943728547e-08,2.138612864577283e-08
1979,5.793453539126858e-08,7.02236779837051e-09
1980,4.77552646316326e-08,8.527726136353664e-09
1981,6.262293794634388e-08,8.223214109648325e-09
1982,8.069753221207066e-08,4.966001831974154e-09
1983,7.957298464589257e-08,2.5261264635645375e-08
1984,5.683028447833749e-08,1.6237223121606803e-08
1985,6.677269226429416e-08,1.62420065175084e-08
1986,5.8146508052914214e-08,1.3787316288649265e-08
1987,8.066277956686463e-08,2.5665430669619127e-08
1988,6.176450284556267e-08,9.594486038988492e-09
1989,5.488122312158339e-08,1.7561990972581043e-08
1990,5.6665971470692966e-08,1.9070279189126182e-08
1991,5.8614652687083435e-08,7.6199047072123e-09
1992,6.722132184222573e-08,8.264916362410446e-09
1993,5.428423222042511e-08,1.0524494442609722e-08
1994,4.5364370038214474e-08,7.912389854425328e-09
1995,4.7175323203418884e-08,1.7351842629409475e-08
1996,5.3914732234261464e-08,1.0676184380997711e-08
1997,4.6510475470995516e-08,1.054876808126437e-08
1998,4.72044803245808e-08,1.144351013948608e-08
1999,6.581089451174194e-08,1.553868322901053e-08
2000,4.285490717848006e-08,1.1045078740501424e-08
2001,5.5641390162008975e-08,9.638665865452367e-09
2002,4.8631559224077137e-08,5.6955880012310445e-09
2003,4.791961316641391e-08,7.500461585152607e-09
2004,5.594084839799507e-08,1.0131019578807354e-08
2005,5.899912025597587e-08,1.170974872621855e-08
2006,5.47679341877938e-08,9.882935358973555e-09
2007,4.7134857794617346e-08,1.2782333969063586e-08
2008,5.449522788580907e-08,1.1495087548496485e-08
2009,7.724472084191802e-08,8.582746957586096e-09
2010,7.038451599328255e-08,7.558068837454357e-09
2011,1.5869483149799635e-07,1.0324724186716594e-08
2012,1.0791480775651507e-07,1.0212757750593937e-08
2013,8.004789009419255e-08,6.693900100884775e-09
2014,6.193172907842381e-08,1.3209215943277286e-08
2015,8.179163302202141e-08,7.75801378694041e-09
2016,7.353256847864031e-08,1.4292246636182782e-08
2017,5.3834082081039014e-08,1.0314006537726073e-08
2018,6.634369498215165e-08,1.3681773325391333e-08
2019,6.862156709530609e-08,1.2499840273960672e-08
