year,quelques_DET anneaux_NOUN,quelques_DET canaux_NOUN
1846,6.732676327558806e-08,7.083946473862568e-08
1847,5.716817153000875e-08,7.820174374728595e-08
1848,1.0297883434873256e-07,6.355725190587691e-08
1849,6.033178823194874e-08,2.932795228893781e-08
1850,7.875235219501064e-08,3.666057768469955e-08
1851,8.190787248452125e-08,7.803821167051694e-08
1852,6.185018408544352e-08,8.593920286514845e-08
1853,8.300985476772382e-08,6.62884414026621e-08
1854,6.598493706988506e-08,3.740878506963696e-08
1855,5.413075854221461e-08,6.049907952387912e-08
1856,4.297067207614802e-08,2.847454005916461e-08
1857,5.0767694936837415e-08,6.443592148741573e-08
1858,8.857553268626361e-08,6.263905349968013e-08
1859,7.179964445214182e-08,4.2774256803213007e-08
1860,8.513561944312187e-08,6.865775792341822e-08
1861,6.225072013421595e-08,4.810282927536491e-08
1862,4.563166206006386e-08,2.033093882136683e-08
1863,7.042415139935088e-08,3.64607322111965e-08
1864,6.137251484794604e-08,6.95235540248973e-08
1865,5.695281718454126e-08,3.6242700840460884e-08
1866,8.855415245534459e-08,4.379051721237204e-08
1867,6.842464372880386e-08,6.163070409570537e-08
1868,8.891773273234094e-08,4.643481510413494e-08
1869,1.0499566194255294e-07,3.369628220895038e-08
1870,9.461180283665271e-08,4.1285152185821516e-08
1871,3.6112004275778986e-08,7.859670847487621e-08
1872,7.982487915114689e-08,3.688877092677956e-08
1873,6.225444709739847e-08,6.824044795905593e-08
1874,7.946229940714034e-08,4.301718448118663e-08
1875,6.064818869333521e-08,7.609631325067312e-08
1876,5.3204929351124974e-08,6.046014888738682e-08
1877,8.473197832259416e-08,4.391219254884504e-08
1878,7.911206401089999e-08,3.5026714417796256e-08
1879,9.652733878873221e-08,5.4372994773288497e-08
1880,7.958129266683045e-08,8.279021401769171e-08
1881,7.948658442558099e-08,2.858728032073543e-08
1882,6.988154721554451e-08,5.390862067855551e-08
1883,6.066565411133595e-08,3.7284101417345283e-08
1884,6.007544062214265e-08,7.723985628871333e-08
1885,6.252266460116118e-08,6.123353557541122e-08
1886,3.9366128135043255e-08,5.0337018109303244e-08
1887,4.3090901069575693e-08,6.137189156874001e-08
1888,5.833365390728318e-08,5.643147105161006e-08
1889,9.39770474772672e-08,4.3855958309357845e-08
1890,6.947649322519567e-08,5.3745967676377404e-08
1891,6.756673442964711e-08,6.055508805502541e-08
1892,5.0774950466347946e-08,5.767031252545962e-08
1893,7.390099932003125e-08,3.140792537159598e-08
1894,3.591877373310126e-08,7.18375510189162e-08
1895,5.296380867214623e-08,4.152844090832275e-08
1896,5.897028865220477e-08,3.0074847279237815e-08
1897,5.477110631701976e-08,4.5448366847722355e-08
1898,5.714938433598604e-08,4.0174319426711236e-08
1899,3.703477347016815e-08,6.025060450554065e-08
1900,7.838490301281809e-08,4.4123951603580736e-08
1901,6.874148983371242e-08,5.309301809308664e-08
1902,3.879124088612684e-08,3.4863014697350536e-08
1903,4.1581697196590994e-08,3.4021388373162154e-08
1904,3.815983973254333e-08,4.46093881834031e-08
1905,5.160758931310738e-08,4.799505948227534e-08
1906,4.526882513289365e-08,6.121579687601297e-08
1907,5.862841412351827e-08,5.862841589987511e-08
1908,4.518477858539427e-08,4.371136164138534e-08
1909,4.1257376182102234e-08,6.271121399947788e-08
1910,4.756294114116599e-08,2.8858412992605054e-08
1911,4.149891918991955e-08,4.0434843473491355e-08
1912,4.48010215592376e-08,3.854971764027937e-08
1913,5.6211690413476845e-08,3.5530030695341e-08
1914,4.085013527443948e-08,5.6252648761301316e-08
1915,3.180805663305364e-08,3.652036184575991e-08
1916,3.845611873387611e-08,2.197492321442951e-08
1917,3.180263163926611e-08,2.52227767560953e-08
1918,5.16886933255023e-08,2.986458014220261e-08
1919,2.578197488833922e-08,4.327688746252889e-08
1920,3.256059732947847e-08,4.0890052233066854e-08
1921,4.316466079012926e-08,3.0290989272430124e-08
1922,3.8365264742878935e-08,2.6560568577860266e-08
1923,3.715581797791856e-08,2.866306036963806e-08
1924,3.738571052736006e-08,2.965073686578279e-08
1925,3.2994532217500705e-08,2.5295809447101192e-08
1926,7.133528479030815e-08,4.681378307225259e-08
1927,4.0137209111890115e-08,3.010290705596219e-08
1928,3.085031063942978e-08,1.7139061725401916e-08
1929,3.787738167559951e-08,3.787738167559951e-08
1930,3.781297108762516e-08,3.2561171536826805e-08
1931,5.930785462737731e-08,3.079446386777818e-08
1932,2.849479585620429e-08,2.959074962838315e-08
1933,3.900024991843054e-08,1.261772819560747e-08
1934,4.912447693072863e-08,2.6359476379411717e-08
1935,8.018750730087731e-08,1.3165112555668657e-08
1936,4.9711330163404455e-08,3.758661337727176e-08
1937,2.89595720737168e-08,3.1477796369472344e-08
1938,3.241303525580719e-08,1.2965214679638848e-08
1939,2.2941075705773528e-08,2.5999885799876665e-08
1940,4.564409294971483e-08,3.803674530900025e-08
1941,2.9515025090631752e-08,2.066051774107791e-08
1942,3.6410541692788456e-08,3.3376328811840494e-08
1943,8.129058670647282e-08,5.2258233740332116e-08
1944,1.927911696952833e-08,2.5705489292704442e-08
1945,1.9606536838523425e-08,2.178504088234945e-08
1946,1.9489545977080525e-08,2.227376771912759e-08
1947,3.814678839475505e-08,2.5033828343623554e-08
1948,3.370285384107774e-08,2.8266908813634473e-08
1949,2.748762362170254e-08,1.570721330779179e-08
1950,2.3397795700930146e-08,2.4461331182834556e-08
1951,2.8785785421980847e-08,2.0256663457729474e-08
1952,3.057993103183776e-08,4.217921545368597e-08
1953,2.8011951869189033e-08,1.8315507332999914e-08
1954,2.34540866728139e-08,2.247683283940205e-08
1955,3.75424318299622e-08,1.6894095011821264e-08
1956,2.8779766569897447e-08,1.5698055078061657e-08
1957,1.9437083775830644e-08,4.064117309354742e-08
1958,3.060729980575161e-08,1.6544487224656734e-08
1959,2.8677767716089875e-08,1.9376869220266713e-08
1960,3.668041614890427e-08,2.214666738886706e-08
1961,4.655266705455574e-08,2.570818935510033e-08
1962,2.8538803320543593e-08,4.122271524131804e-08
1963,1.5518527685109973e-08,2.5864212105375373e-08
1964,1.8251904654320583e-08,2.8594651535485127e-08
1965,2.0793764932136583e-08,2.790742148484071e-08
1966,2.271020593802575e-08,2.049457592523396e-08
1967,2.7609879216239364e-08,2.9582012839313165e-08
1968,2.5601070818837002e-08,2.5601070152703187e-08
1969,3.542570969905512e-08,2.5433843697797442e-08
1970,2.4833115480626944e-08,2.0694263025422543e-08
1971,4.162101840954335e-08,2.0553589497041003e-08
1972,2.2059631621385023e-08,2.000757282072385e-08
1973,2.370677543162003e-08,1.9847533172523413e-08
1974,1.912694358452427e-08,2.756530048664274e-08
1975,2.5701660355537115e-08,1.0851812337620004e-08
1976,2.8567633536535908e-08,1.314111219841152e-08
1977,1.9393379346865913e-08,2.1744092304487594e-08
1978,1.9603950907054468e-08,1.425741957827853e-08
1979,1.0533551808578068e-08,2.0481906726210752e-08
1980,8.527726080842513e-09,2.2740603178306174e-08
1981,2.2771979080182803e-08,2.0241758103001217e-08
1982,1.7381006189864934e-08,1.9864007771985825e-08
1983,1.326216381158929e-08,3.220811173321181e-08
1984,2.7255340206977507e-08,2.0296529790186923e-08
1985,1.8046674599148105e-08,2.2257564680217e-08
1986,1.5585661872208334e-08,2.0381249798973045e-08
1987,1.3443797186596385e-08,2.383218533630327e-08
1988,1.2592763276586538e-08,1.8589316530537303e-08
1989,1.1525056353711705e-08,7.683371272548811e-09
1990,1.3076762561681221e-08,1.6345953535168434e-08
1991,1.875668920181539e-08,9.378343990285032e-09
1992,1.487684975209902e-08,1.6529832724820892e-08
1993,1.3848018731721368e-08,1.3848018287632158e-08
1994,1.635227242502424e-08,2.215469208088905e-08
1995,6.506940763983948e-09,8.133675954979935e-09
1996,1.654808623463566e-08,1.1209993378002991e-08
1997,1.342570443707558e-08,9.110299514780706e-09
1998,8.582632382569955e-09,1.1443510028463777e-08
1999,1.2796562837147363e-08,8.226361730701015e-09
2000,5.3016375733960786e-09,2.0322945548656435e-08
2001,7.448060113102173e-09,4.8193329327261836e-09
2002,1.2267420579359367e-08,1.6648642020555826e-08
2003,1.7501075977310876e-08,1.2500768420409258e-08
2004,8.80958239690699e-09,8.809582757729473e-09
2005,4.954124666056714e-09,1.2160123685767132e-08
2006,1.1118302889467913e-08,8.235780057930242e-09
2007,1.2382886716011399e-08,1.0385647009059085e-08
2008,5.534671554396908e-09,1.660401527381339e-08
2009,1.0013204487790972e-08,1.1443662017995848e-08
2010,1.1809482503011282e-08,1.1809482836078189e-08
2011,1.6060682533902693e-08,1.2236710311697152e-08
2012,1.157445883581687e-08,1.225530954496179e-08
2013,1.4503450607161739e-08,9.483025253942401e-09
2014,1.2776126656621756e-08,1.1043770120622298e-08
2015,2.4160672573714237e-08,1.0861219659763499e-08
2016,2.5063214281750845e-08,1.553505069029626e-08
2017,9.056201122348284e-09,1.4338984777317876e-08
2018,1.884470707258501e-08,1.2132893190131e-08
2019,1.377533381807794e-08,1.0459049404332177e-08
