year,pas_ADV osé_VERB,pas_ADV causé_VERB
1891,1.963897148016258e-06,2.065247315385932e-07
1892,2.0773850337718613e-06,2.137562660209369e-07
1893,1.9971744222857524e-06,1.983010093908888e-07
1894,2.0133418274781434e-06,2.451298826144921e-07
1895,2.101098289131187e-06,2.184757050827102e-07
1896,2.1524156181840226e-06,2.5298254513472784e-07
1897,2.1803562049171887e-06,2.3481655375690025e-07
1898,2.2695660391036654e-06,2.1331997857032547e-07
1899,2.1988707885611802e-06,2.5592689212317055e-07
1900,1.9393773982301354e-06,2.0764213104484952e-07
1901,1.910231048896094e-06,2.2075518302244745e-07
1902,1.7760496575647267e-06,1.8217153296973265e-07
1903,2.0909653812850593e-06,1.8954773395307711e-07
1904,2.0864295038336422e-06,2.1498500757388683e-07
1905,1.965217052202206e-06,2.0952681722974376e-07
1906,1.9254682683822466e-06,2.2891620687914838e-07
1907,2.005708893193514e-06,2.2525654230776126e-07
1908,2.0131783458054997e-06,2.0431377834029263e-07
1909,2.0485663299041335e-06,2.007859052355343e-07
1910,2.123765398209798e-06,2.105595342527522e-07
1911,1.9648141460493207e-06,2.516536881103093e-07
1912,2.0228183075232664e-06,2.469265609761351e-07
1913,1.9568033167161047e-06,2.2908915298103238e-07
1914,2.088044766423991e-06,2.2099254692875547e-07
1915,2.1122905309312046e-06,3.3339557603540015e-07
1916,2.127172592736315e-06,3.065501914534252e-07
1917,2.275533006468322e-06,2.0836206715557637e-07
1918,2.2961266950005665e-06,2.3432207285623008e-07
1919,2.283546336911968e-06,2.559781933086924e-07
1920,2.079334763038787e-06,2.1277971029576292e-07
1921,1.9878461898770183e-06,2.0446418602659833e-07
1922,2.0695108560175868e-06,1.9035073250961432e-07
1923,2.008537421716028e-06,1.6560879601001943e-07
1924,2.2031786102161277e-06,2.874832318866538e-07
1925,1.925780907185981e-06,2.111650161396028e-07
1926,1.9985025119240163e-06,1.705359125026007e-07
1927,2.3234983927977737e-06,2.0737557804295648e-07
1928,1.934428837557789e-06,1.9424270192303084e-07
1929,2.1300456864992157e-06,2.57343373277763e-07
1930,2.1500875391211594e-06,2.0587063431776187e-07
1931,1.925224296428496e-06,2.1784231307719892e-07
1932,1.938742116180947e-06,2.32342173944744e-07
1933,1.857100187407923e-06,1.950012631368736e-07
1934,1.9278361378383124e-06,2.1806475558605598e-07
1935,1.8814142777046072e-06,2.2141325928259903e-07
1936,1.8575062767922645e-06,2.0612014850485139e-07
1937,1.7451289977543638e-06,1.9390321881473938e-07
1938,1.909776074171532e-06,2.437460295823257e-07
1939,1.8459918464941438e-06,2.125872953229191e-07
1940,1.4555394045601133e-06,1.7750480196809804e-07
1941,1.850592184382549e-06,1.9775067983118788e-07
1942,1.9054849644817295e-06,2.0632640485018783e-07
1943,2.0032323391205864e-06,1.6548440839869727e-07
1944,1.786531470315822e-06,2.602680808649893e-07
1945,2.3026786948321387e-06,1.6338780994828994e-07
1946,2.178652721340768e-06,1.9350335378476302e-07
1947,2.026548145295237e-06,2.0742315598454297e-07
1948,1.994991407627822e-06,1.8482209895864798e-07
1949,1.7219032315551885e-06,1.8063295215142716e-07
1950,1.8952214304590598e-06,1.733563976813457e-07
1951,2.0501875042100437e-06,2.1749259815351252e-07
1952,1.7103672007579007e-06,1.6238998057360732e-07
1953,1.69687780271488e-06,1.6591694418366387e-07
1954,2.105004341501626e-06,1.9642797610686102e-07
1955,1.6959793356363662e-06,2.0929905986122321e-07
1956,1.7049832194970804e-06,1.848882078547831e-07
1957,1.797930167413142e-06,1.8995331174664898e-07
1958,1.8604275737743592e-06,1.6379041767322633e-07
1959,1.8570791553429444e-06,1.7206660629653925e-07
1960,1.6900675063880044e-06,1.5502666883548955e-07
1961,1.7947095329873264e-06,1.5702839561981818e-07
1962,1.9228812107030535e-06,1.8074575791615644e-07
1963,1.7613529053051025e-06,1.3643372653859842e-07
1964,1.8495263702789089e-06,1.417564590155962e-07
1965,1.60385593517276e-06,1.5431162125878473e-07
1966,1.6722466398277902e-06,1.512167386863439e-07
1967,1.7152638065454084e-06,1.4495186917429237e-07
1968,1.8985215319844428e-06,1.2441222452252987e-07
1969,1.6282201613648795e-06,1.189940519452648e-07
1970,1.5355142295447877e-06,1.338228940994668e-07
1971,1.5189102668955456e-06,1.1869698113287086e-07
1972,1.4015561191627057e-06,1.2927969805787143e-07
1973,1.5023480273157475e-06,1.273550083169539e-07
1974,1.3203216440160759e-06,1.3782650398752594e-07
1975,1.2519564052126952e-06,1.1537189692489846e-07
1976,1.264403522327484e-06,1.2512623470684048e-07
1977,1.384569827678206e-06,1.3927973441241193e-07
1978,1.3669300642504822e-06,1.2594053089287627e-07
1979,1.49869038068573e-06,1.462993282075331e-07
1980,1.3428325473796576e-06,1.0574380127081895e-07
1981,1.3289979960973142e-06,1.3030631862420705e-07
1982,1.4233802403396112e-06,1.4028955774847418e-07
1983,1.4392604725799174e-06,1.4777839396629133e-07
1984,1.3360916000237921e-06,1.9658638450437138e-07
1985,1.3450787719193613e-06,1.5580295098516217e-07
1986,1.521400463389e-06,1.3187867864417058e-07
1987,1.4244313888411853e-06,1.4910392565070651e-07
1988,1.385203972859017e-06,1.6370591993108974e-07
1989,1.4340463394546532e-06,1.2787324976670789e-07
1990,1.3828675946570002e-06,1.296778862069914e-07
1991,1.3475508922056179e-06,9.495573749518371e-08
1992,1.3130196521160542e-06,1.355446244133418e-07
1993,1.4396399592442322e-06,1.0801454664033372e-07
1994,1.3319189520188957e-06,1.3029068668402033e-07
1995,1.3068106454738881e-06,1.0844901510154159e-07
1996,1.2693983535427833e-06,1.3185088221234764e-07
1997,1.2322879001658293e-06,1.2706470897683175e-07
1998,1.3503341733667185e-06,1.21587291346259e-07
1999,1.2600044101418462e-06,1.2796563453321141e-07
2000,1.2852053714595968e-06,1.1796144150366672e-07
2001,1.342841414953e-06,1.4896120603680174e-07
2002,1.38139910177415e-06,1.3888471528389346e-07
2003,1.4763407989448751e-06,1.4084199051467294e-07
2004,1.3725330063607544e-06,1.3038182089530892e-07
2005,1.3587812190962723e-06,1.2790648895588674e-07
2006,1.5454440926987445e-06,1.2230132995227905e-07
2007,1.6637006865494186e-06,1.3141837484909047e-07
2008,1.7336294604319846e-06,1.1878256600539316e-07
2009,1.8200190652351012e-06,1.3112529018144414e-07
2010,2.3151310415414628e-06,1.3510047836007288e-07
2011,2.326122057638713e-06,1.3881017935091222e-07
2012,2.7948915430897614e-06,1.7021262976868456e-07
2013,2.896227442761301e-06,1.9998026346002007e-07
2014,3.475539415376261e-06,2.1437907093968533e-07
2015,3.1040922294778284e-06,2.3828185646834754e-07
2016,3.26650319948385e-06,2.3696129858308268e-07
2017,3.073322432101122e-06,2.203675535383809e-07
2018,3.3326734865113394e-06,2.3517161196195957e-07
2019,3.338477654324379e-06,2.2576242031391303e-07
