year,divers_DET cadeaux_NOUN
1917,9.869782324756216e-09
1918,1.1486376294556067e-09
1919,4.603924352863942e-09
1920,8.329454459499175e-09
1921,3.7863738810983705e-09
1922,9.591316185719734e-09
1923,6.369568872344189e-09
1924,9.02413699321869e-09
1925,3.299453377181294e-09
1926,6.687683296036084e-09
1927,3.3447675740205796e-09
1928,1.0283437101854531e-08
1929,8.912325322185666e-09
1930,1.2604324695075775e-08
1931,1.4826963656844327e-08
1932,1.0959536611565568e-08
1933,1.1470662641954732e-08
1934,1.3179738189705859e-08
1935,7.180970484910176e-09
1936,1.8187072292619177e-08
1937,1.1332006333297784e-08
1938,1.037217134403079e-08
1939,1.070583532936098e-08
1940,1.7750480196809804e-08
1941,5.9030051957620344e-09
1942,6.068423541449874e-09
1943,1.1612940831184915e-08
1944,0.0
1945,0.0
1946,2.7842208538686464e-09
1947,3.5762612871081956e-09
1948,1.848220954059343e-08
1949,4.908504269707237e-09
1950,7.444753258312176e-09
1951,5.330700769690111e-09
1952,8.435843135146115e-09
1953,7.54167928107563e-09
1954,7.818028890937967e-09
1955,4.6928039232341234e-09
1956,1.1337483840634377e-08
1957,1.0602045297236629e-08
1958,1.0753916868111446e-08
1959,6.975672928177801e-09
1960,7.612916519406099e-09
1961,8.33779090214648e-09
1962,1.331810839388936e-08
1963,4.526237162849611e-09
1964,8.517555549758526e-09
1965,9.84967779560364e-09
1966,1.0524241922382771e-08
1967,7.3955032653394426e-09
1968,1.3025106326836067e-08
1969,4.995933444718048e-09
1970,5.058597540852361e-09
1971,4.6245578477766e-09
1972,2.0520586896388693e-09
1973,1.2129048487796723e-08
1974,5.625571564138454e-09
1975,9.138368284311582e-09
1976,6.284879672247001e-09
1977,1.1753563455840776e-08
1978,8.910887250301869e-09
1979,6.437170796402825e-09
1980,1.0233271119375331e-08
1981,2.783241814796611e-08
1982,9.932003663948308e-09
1983,2.084054262496693e-08
1984,2.4935736142595033e-08
1985,9.02333674446254e-09
1986,1.0790073723399018e-08
1987,3.6664902225425067e-09
1988,7.195864348830128e-09
1989,1.2622680678475717e-08
1990,8.172976573295188e-09
1991,1.5825955934634095e-08
1992,6.060938417817852e-09
1993,1.2740176913439427e-08
1994,1.318731612798274e-08
1995,9.218166396873784e-09
1996,8.007137841659073e-09
1997,8.630809955612051e-09
1998,1.239713631751016e-08
1999,1.2339542720951613e-08
2000,1.1486881668076876e-08
2001,1.445799924226776e-08
2002,2.7601695151702188e-08
2003,1.0417307017007715e-08
2004,1.0571499065026302e-08
2005,1.170974872621855e-08
2006,1.0294725072412803e-08
2007,1.9572949483404045e-08
2008,1.2772319202269955e-08
2009,1.0013204487790972e-08
2010,1.8895171649546683e-08
2011,1.0324724186716594e-08
2012,1.1574459612972987e-08
2013,1.1435412616833673e-08
2014,1.104377067573381e-08
2015,6.206410940734486e-09
2016,8.078226088059637e-09
2017,6.037467414898856e-09
2018,6.9699601645822895e-09
2019,5.6121731151215215e-09
