year,avons_VERB ouvert_VERB,avons_VERB couvert_VERB
1889,1.253027335224033e-07,5.012109394186837e-09
1890,1.1470176275452104e-07,4.5880703680722945e-09
1891,1.1091142937402765e-07,6.374220040683554e-10
1892,1.046841546781252e-07,5.014809900671935e-09
1893,1.2686338379808149e-07,6.774258043407144e-09
1894,1.3233233175924397e-07,3.780923574225881e-09
1895,1.209741498087169e-07,6.018614495673091e-10
1896,1.2265820714674192e-07,7.076434549446731e-09
1897,1.6314797335326148e-07,2.9133566670225264e-09
1898,1.2618131961517065e-07,6.224190496340043e-09
1899,1.641690801079676e-07,4.9748205555033564e-09
1900,1.2666170334796334e-07,4.15284251431558e-09
1901,1.1568689473051563e-07,3.353243460679778e-09
1902,1.3650588925884222e-07,9.820567692386817e-10
1903,1.3662557307725365e-07,5.400220270956879e-10
1904,1.3651548158577498e-07,3.7622376325430196e-09
1905,1.3005113430608617e-07,2.580379465655369e-09
1906,9.722509020093639e-08,1.0288369045596824e-09
1907,1.3114249952650425e-07,2.5714217422034835e-09
1908,1.2966067686193128e-07,2.4556945366072114e-09
1909,1.2487232936564396e-07,8.801573692096554e-09
1910,1.4055116537292633e-07,2.137660271017694e-09
1911,1.4737436515588342e-07,8.51259862599818e-09
1912,1.3388212494191976e-07,4.167536982180309e-09
1913,1.2249905978478637e-07,5.302989602995467e-09
1914,1.3259553099942423e-07,6.027069510139427e-09
1915,2.0616333529233088e-07,0.0
1916,2.1425550755793665e-07,1.2086208478478966e-08
1917,1.1843738434436091e-07,3.289927441585405e-09
1918,1.229042254635715e-07,1.1486376294556067e-09
1919,1.7679069230780442e-07,4.603924352863942e-09
1920,1.1131180599477375e-07,1.514446346106979e-09
1921,1.1131938748576431e-07,2.2718242842501013e-09
1922,1.4608312426389602e-07,9.591316185719734e-09
1923,1.1252905096625909e-07,3.1847844361720945e-09
1924,9.797634703545555e-08,5.156649773851996e-09
1925,1.0668232874877503e-07,2.1996355847875293e-09
1926,1.1257599652481076e-07,1.1146138456652466e-09
1927,9.811317625008087e-08,4.4596899506643695e-09
1928,7.998228568339982e-08,1.1426041224282812e-09
1929,1.1920234754825287e-07,3.342121912552898e-09
1930,9.348207186121726e-08,2.100720708497761e-09
1931,9.466445760608622e-08,0.0
1932,8.658033578967661e-08,3.287861094491973e-09
1933,1.089712924340347e-07,1.1470662197865522e-09
1934,1.0783422510485252e-07,0.0
1935,1.1728918281050937e-07,5.98414207075848e-09
1936,9.093535879856063e-08,1.2124714565686645e-09
1937,1.1080184236789137e-07,5.0364472592434595e-09
1938,1.0631475788613898e-07,1.2965214457594243e-09
1939,1.0552894735837981e-07,3.058810094103137e-09
1940,7.86092684279538e-08,2.5357829169792012e-09
1941,8.854507882460894e-08,2.9515025978810172e-09
1942,1.517105943094066e-07,3.034211770724937e-09
1943,9.580676163523094e-08,2.9032352077962287e-09
1944,8.996921252446555e-08,6.4263723231761105e-09
1945,1.1110370934375169e-07,0.0
1946,7.238973864787113e-08,1.3921104269343232e-09
1947,7.986983519003843e-08,5.960435700558264e-09
1948,7.392883816237372e-08,1.0871887834440486e-09
1949,9.620668350862616e-08,2.945102384188658e-09
1950,1.265608062794854e-07,3.190608444114673e-09
1951,8.209279656057333e-08,8.529121409139861e-09
1952,8.330395218081321e-08,3.1634410646574906e-09
1953,1.292859224122367e-07,6.464296653518886e-09
1954,8.697556808101581e-08,9.772536113672459e-10
1955,1.0136456296550023e-07,2.815682353940474e-09
1956,9.506044307272532e-08,6.104799332717903e-09
1957,1.1132147648140744e-07,8.835037701437898e-10
1958,6.783239570040678e-08,6.617794756635931e-09
1959,7.828255377262394e-08,4.650448914844674e-09
1960,1.1211749750827948e-07,6.920833239831836e-09
1961,1.153394464381563e-07,4.86371165564492e-09
1962,9.322675964540394e-08,1.9025869768540815e-09
1963,1.0927630000878708e-07,1.2932106496776896e-09
1964,8.395875994438029e-08,3.041984220075733e-09
1965,1.1272409494722524e-07,3.830430195250756e-09
1966,1.0413460671543362e-07,1.1078149508847446e-09
1967,1.109325538095618e-07,2.465167847631733e-09
1968,1.1947166456138802e-07,3.5931326802796093e-09
1969,1.51694706573835e-07,5.450109252791435e-09
1970,1.0485093326906281e-07,3.6789800095249348e-09
1971,1.1972466040788277e-07,4.1107179882260425e-09
1972,1.0875911016228201e-07,0.0
1973,1.2570104956921568e-07,2.205281512956958e-09
1974,1.248876912995911e-07,3.937900228123681e-09
1975,1.0337779343672082e-07,5.711480177694739e-10
1976,1.285543476114981e-07,5.713526873840635e-10
1977,1.1929867582693987e-07,1.1753563677885381e-09
1978,9.6237577906777e-08,1.7821774056514528e-09
1979,9.597236072522719e-08,1.7555920051037788e-09
1980,1.142715291280183e-07,3.97960553399912e-09
1981,8.919025162867911e-08,3.1627747087981106e-09
1982,1.2911604585497116e-07,5.586751949948621e-09
1983,1.2504325752615841e-07,1.0736036948344463e-08
1984,1.1829977353272625e-07,5.799008384599347e-09
1985,1.3294383904849383e-07,3.609334831011779e-09
1986,1.300803376125259e-07,1.1988970927134801e-09
1987,1.2832715867716615e-07,1.2221633705067347e-09
1988,1.3732108072872506e-07,1.798966087207532e-09
1989,1.4159354577714112e-07,3.2928733073589456e-09
1990,1.1060761551107134e-07,3.814055737905164e-09
1991,1.307106742842734e-07,4.68917216167597e-09
1992,1.1625981954921372e-07,2.2039776670368383e-09
1993,9.527436617418061e-08,8.862731881720265e-09
1994,1.5402785891183157e-07,3.164955852952289e-09
1995,1.1820942802387435e-07,5.4224509327127635e-09
1996,1.3772277895895968e-07,5.3380921904988554e-09
1997,1.7213670844284934e-07,1.917957792585412e-09
1998,1.5258012808772037e-07,2.3840645013706308e-09
1999,1.4761749866920582e-07,5.0272213059088244e-09
2000,1.4270241877056833e-07,2.2090156370779823e-09
2001,1.4720870922246831e-07,2.6287270138425356e-09
2002,1.6079083309250564e-07,5.257465574004527e-09
2003,1.4834245121164713e-07,1.6667691671301554e-09
2004,1.6165583360816527e-07,3.0833537945085254e-09
2005,1.2025012097183208e-07,5.404499514582994e-09
2006,1.3547857236062555e-07,6.58862386870851e-09
2007,1.3980678659208934e-07,2.7961355453243186e-09
2008,1.1793108001256769e-07,3.405951742863067e-09
2009,1.2969483975666662e-07,8.582746957586096e-09
2010,1.445480677375599e-07,7.085689368580006e-09
2011,1.5984203116659046e-07,4.5887662558641296e-09
2012,1.8348922026234504e-07,6.127654827992046e-09
2013,1.7348357062019204e-07,8.646287241731443e-09
2014,1.8427938641707442e-07,7.362513709807672e-09
2015,1.952802932692066e-07,7.75801378694041e-09
2016,1.7399256080352643e-07,8.492493819289848e-09
2017,1.9672080497912248e-07,7.2952728302766445e-09
2018,2.000636669663436e-07,1.058401366549333e-08
2019,1.8086502961978113e-07,5.101975730781305e-09
