year,quelques_DET ouvertures_NOUN,quelques_DET couvertures_NOUN
1844,1.975882035765153e-07,3.841992946007622e-09
1845,2.0200425088212626e-07,1.6740683339566687e-08
1846,1.9436944675987888e-07,2.4003455445509303e-08
1847,1.73661798719138e-07,1.1325769655456952e-08
1848,1.319416367273618e-07,2.011305433313737e-08
1849,9.971503489580869e-08,1.508294644736452e-08
1850,1.4460562169915647e-07,3.4623878875095215e-08
1851,1.5801124519931875e-07,1.4833709149897345e-08
1852,1.3476829519021294e-07,1.757847245542621e-08
1853,1.6243655043268745e-07,3.2248433257109355e-08
1854,1.532721067842857e-07,1.5067427139303646e-08
1855,1.3798036135881375e-07,1.5920811335945473e-08
1856,1.3357148098691596e-07,1.2425254325432178e-08
1857,1.6938836022717396e-07,2.6848299139459186e-08
1858,1.0570340069904205e-07,1.4191660291373864e-08
1859,1.1508311814623085e-07,1.8331824502837435e-08
1860,1.190067790979299e-07,2.7005385566658546e-08
1861,1.127115346055696e-07,1.6034276129062164e-08
1862,1.1069066377378256e-07,1.7168348520613108e-08
1863,9.040263648785185e-08,2.1976331865403154e-08
1864,1.1890925488700077e-07,2.1576275877066564e-08
1865,8.189909328493172e-08,1.6003271208209213e-08
1866,1.114225369747146e-07,3.16264845423575e-08
1867,1.363640063090088e-07,1.358787216076962e-08
1868,1.002794443039079e-07,3.606108189835311e-08
1869,1.0255390536784148e-07,3.857980246380066e-08
1870,1.2844269470235758e-07,2.5229814681893004e-08
1871,9.877695106297324e-08,2.549082545044712e-08
1872,9.736216277644871e-08,1.5118347462816928e-08
1873,1.1493128715400758e-07,2.514121905106137e-08
1874,9.499628861320275e-08,2.2703514068744823e-08
1875,1.1557484924651362e-07,2.5746872522880437e-08
1876,1.0459605359613988e-07,1.9951848173604958e-08
1877,7.545475355641429e-08,1.4843558382438005e-08
1878,1.4554204286199024e-07,1.6305538919070273e-08
1879,1.545659262802701e-07,2.8713828537085817e-08
1880,1.0140196926577971e-07,2.2462462112571302e-08
1881,1.3945015520100412e-07,2.998178288970976e-08
1882,7.054708262010934e-08,3.394246306243076e-08
1883,7.899173787295766e-08,1.579834751908038e-08
1884,9.440426396167823e-08,1.9805090900604227e-08
1885,9.088346275554215e-08,1.933690718658454e-08
1886,9.744730128380397e-08,2.1296431063078103e-08
1887,9.140494150461365e-08,7.181817029966453e-09
1888,9.827952451857414e-08,2.2192152115962926e-08
1889,7.079604757986857e-08,2.4434033463194282e-08
1890,6.423298470892291e-08,2.4251230357208442e-08
1891,1.0644947590066067e-07,2.230977069750395e-08
1892,9.778879506150417e-08,2.1939792871350505e-08
1893,5.0499014969673794e-08,2.401782428496091e-08
1894,8.318031863296937e-08,1.575384822594117e-08
1895,1.1736298310971449e-07,2.0463289507333116e-08
1896,7.312315752905363e-08,1.1794057674929803e-08
1897,4.8361721516343437e-08,2.622021144649267e-08
1898,7.695362613802104e-08,3.960848360406999e-08
1899,6.743645819540234e-08,2.2110313580014918e-08
1900,5.450605766732508e-08,1.2458527764991345e-08
1901,4.247441515170536e-08,3.12969384297368e-08
1902,7.365425913619106e-08,1.32577662736999e-08
1903,6.804277341565523e-08,2.7541123825969294e-08
1904,7.63196768005514e-08,1.827372475560196e-08
1905,6.863809431933987e-08,2.2191264381632436e-08
1906,6.584556011546283e-08,2.1605574218597212e-08
1907,4.422845378826423e-08,2.108565766434367e-08
1908,4.322022428837613e-08,2.0136694312000714e-08
1909,4.89587523855306e-08,2.4204327431220918e-08
1910,5.6113581115013744e-08,1.7101282168141552e-08
1911,6.224837578727715e-08,2.0749459594959774e-08
1912,4.428007949197621e-08,2.552616312767597e-08
1913,4.2423917268052946e-08,2.174225799400631e-08
1914,4.8216556081115414e-08,1.5402511266415786e-08
1915,4.241074325062044e-08,2.5917676671483036e-08
1916,3.8456116735474666e-08,3.29623865980011e-08
1917,3.838248474608008e-08,3.947912929902486e-08
1918,4.2499591401679027e-08,1.6080926812378493e-08
1919,5.06431652169681e-08,1.2890988054792274e-08
1920,6.512119199442168e-08,6.057785384427916e-09
1921,3.862101316531863e-08,5.300923255902035e-09
1922,4.13164379930997e-08,1.5493664740073854e-08
1923,3.503262879789304e-08,2.229349149729387e-08
1924,6.574728650399209e-08,2.4494086758863887e-08
1925,4.509252904405514e-08,1.0998178145982251e-08
1926,4.56991671171636e-08,1.7833821530643945e-08
1927,4.7941666636575064e-08,1.2264147031260109e-08
1928,3.884854016256156e-08,2.3994687015083116e-08
1929,6.127223439733598e-08,1.3368487206122381e-08
1930,4.8316576184426197e-08,1.7856125467119455e-08
1931,4.790249708008787e-08,1.596749932275543e-08
1932,3.835837958376942e-08,3.06867030674951e-08
1933,3.670611903316967e-08,2.1794258842078307e-08
1934,3.2350264689284813e-08,3.1152108448395666e-08
1935,2.5133395809007197e-08,9.574627313213568e-09
1936,1.6974600836050513e-08,2.182448621823596e-08
1937,3.903246703629293e-08,2.2664012888640173e-08
1938,1.2965214679638848e-08,2.074434313215079e-08
1939,3.364691281149135e-08,3.211750687626136e-08
1940,2.7893612752905028e-08,1.5214697057785997e-08
1941,5.9030050181263505e-08,2.9515025090631752e-08
1942,4.24789639019707e-08,1.8205270846394228e-08
1943,6.096793869758699e-08,3.4838823381733164e-08
1944,4.177142187700156e-08,1.927911696952833e-08
1945,2.6142048525912287e-08,2.6142048525912287e-08
1946,1.6705325123211878e-08,2.0881657292193267e-08
1947,3.218635202806297e-08,2.861009096299938e-08
1948,3.0441286158477965e-08,1.522064252412747e-08
1949,3.1414426393538974e-08,1.276211036849162e-08
1950,3.509669355139522e-08,1.2762433776458693e-08
1951,4.264560615752089e-08,1.2793682557799002e-08
1952,4.2179216563908994e-08,1.2653764258629963e-08
1953,4.201792791480585e-08,1.9392889294422844e-08
1954,4.69081733456278e-08,1.7590565448699635e-08
1955,3.754243227405141e-08,1.783265535237888e-08
1956,4.0117249966442614e-08,1.0465370126055973e-08
1957,4.59421976017893e-08,1.678657179926546e-08
1958,3.6397871383542224e-08,9.099467845885556e-09
1959,2.0927018340444192e-08,1.3951345856355601e-08
1960,4.49854167805519e-08,2.283875022435211e-08
1961,4.0299324044479334e-08,2.1539293348915578e-08
1962,5.4540824134807764e-08,2.7270412428226365e-08
1963,4.4615767968991804e-08,2.133797571968188e-08
1964,3.3461825088565433e-08,2.4944270204940722e-08
1965,5.2531618166540284e-08,1.641612978886542e-08
1966,3.877352228176534e-08,1.384768699708161e-08
1967,4.9796388346123877e-08,1.972134211492005e-08
1968,4.58124430613438e-08,1.4821672722487023e-08
1969,4.9505160859553143e-08,1.7258679263498777e-08
1970,4.230826960993639e-08,1.563566556783691e-08
1971,5.806389147267055e-08,2.0039749526468142e-08
1972,5.643161671287089e-08,1.7442499000708267e-08
1973,5.678599834801901e-08,1.1026407842340546e-08
1974,3.656621605507837e-08,1.518904385600095e-08
1975,4.397839825642791e-08,1.4278700444236847e-08
1976,3.599522102604169e-08,1.7140580510499603e-08
1977,4.231282879629816e-08,1.1753563289307323e-08
1978,4.811878850929929e-08,2.2574247693363247e-08
1979,4.7986181250792015e-08,2.106710472737916e-08
1980,4.32071438627446e-08,1.876099653408403e-08
1981,3.921840541210031e-08,2.1506869174459098e-08
1982,5.0280767882604493e-08,2.2347008910017507e-08
1983,5.683784376486756e-08,2.7787391054800992e-08
1984,5.5090579209604584e-08,2.4935737030773453e-08
1985,4.8124463969401177e-08,2.5866899733273385e-08
1986,4.375974560488771e-08,2.2779043984400005e-08
1987,6.049708511923768e-08,1.833245094617908e-08
1988,5.2170019193553685e-08,3.478001170398315e-08
1989,4.1709728004768465e-08,1.426911733215519e-08
1990,6.048002632041971e-08,1.1987032477733806e-08
1991,6.271767638565962e-08,2.6376593353916178e-08
1992,5.840540806545391e-08,1.7631821835895067e-08
1993,7.256361955754187e-08,2.271075000281897e-08
1994,7.33214799986115e-08,1.9517228500021133e-08
1995,5.6935734349394806e-08,2.0605312456289937e-08
1996,7.099662502341175e-08,2.135236965017384e-08
1997,7.000545743096609e-08,1.917957792585412e-08
1998,5.6740736553706483e-08,2.002614329921215e-08
1999,6.76389781961717e-08,2.0108885667724508e-08
2000,5.875981834435606e-08,2.3857369524371563e-08
2001,5.739387487491143e-08,2.7601634033924682e-08
2002,5.0822167807496044e-08,2.4534839493384197e-08
2003,6.208715230826556e-08,1.9167845810574846e-08
2004,6.034564070667159e-08,2.642874763481018e-08
2005,5.6296869832550556e-08,2.0266873068663926e-08
2006,6.300371802048232e-08,2.3471973031874427e-08
2007,4.8732648139093726e-08,2.99585952712178e-08
2008,5.4920971215288716e-08,3.1930796756673985e-08
2009,4.62514664345548e-08,4.4821008904349924e-08
2010,4.865506886275739e-08,4.2041758518962524e-08
2011,4.512286788660447e-08,4.741725190271495e-08
2012,4.2212732642710193e-08,4.834038924705908e-08
2013,3.7932100571680394e-08,6.108183780995091e-08
2014,4.4391626596862466e-08,5.9549741249220745e-08
2015,4.543979614801685e-08,5.142454795326046e-08
2016,4.142679976837371e-08,6.214020342731885e-08
2017,3.999821895916966e-08,5.006066494672723e-08
2018,4.82734257012396e-08,8.234878867696693e-08
2019,4.056070546099022e-08,5.510133593844557e-08
