year,vous_PRON osez_VERB,vous_PRON causer_VERB
1993,1.395880282473172e-07,7.810282198761342e-08
1994,1.1024596702213785e-07,7.595894402356862e-08
1995,1.214628966295095e-07,9.706187142910494e-08
1996,1.2651278780140274e-07,7.526710277261373e-08
1997,8.103371484935451e-08,5.03463937207016e-08
1998,1.0585246812411242e-07,7.533644463819655e-08
1999,1.2933669069070675e-07,7.358023879078246e-08
2000,1.0426554197806581e-07,6.141063835229943e-08
2001,1.0953029416782556e-07,8.80623574062156e-08
2002,1.2617917732882233e-07,7.360451803606338e-08
2003,1.2000738180972803e-07,9.500584496890951e-08
2004,1.1760792695270084e-07,8.67743850108127e-08
2005,1.3466211257195937e-07,8.286899344511767e-08
2006,1.190070229029061e-07,1.1777164843351784e-07
2007,1.6137697400608886e-07,1.286222328644726e-07
2008,1.741292798840277e-07,1.1282214984476013e-07
2009,2.2648914210776638e-07,1.3255575481707638e-07
2010,2.616981333858348e-07,1.8942409951705486e-07
2011,2.565885210970009e-07,1.9922893557122734e-07
2012,3.2987208697932147e-07,2.2365939855717443e-07
2013,3.8768837384850485e-07,2.925792159658158e-07
2014,4.0082390739826224e-07,2.828071501426166e-07
2015,4.48191556756683e-07,3.214034336451732e-07
2016,4.989857984583068e-07,3.345214167893573e-07
2017,3.0061555378324556e-07,2.55082994726763e-07
2018,4.176813206413499e-07,2.821543034770002e-07
2019,4.104539215177283e-07,2.716801930091606e-07
