year,les_DET heures_NOUN,les_DET coeurs_NOUN
1883,6.981605523037615e-06,1.8073309826505124e-07
1884,8.06991457835693e-06,2.469034612317955e-07
1885,7.411191838002651e-06,1.772549849121674e-07
1886,7.2788619718267e-06,1.8650510202888881e-07
1887,8.180742629093629e-06,2.827024461193872e-07
1888,7.481925237584619e-06,1.9212061852513784e-07
1889,7.41103033874424e-06,2.0111088883112416e-07
1890,7.805619006262532e-06,1.8221195086098874e-07
1891,7.777186056046048e-06,2.084369956634191e-07
1892,8.042501494998078e-06,2.2253219178480776e-07
1893,7.931424498508477e-06,2.1677625827720703e-07
1894,7.910952341205757e-06,2.564726617748647e-07
1895,8.44351431794621e-06,2.461613231030668e-07
1896,8.466954376729063e-06,2.1760037594020787e-07
1897,8.660244539271389e-06,2.377299161970825e-07
1898,8.389076981529797e-06,2.3765090584326742e-07
1899,8.628549977629518e-06,2.150227960129314e-07
1900,8.602613078778631e-06,2.605908573372062e-07
1901,8.475881422498333e-06,1.9840022646988587e-07
1902,8.128974826604463e-06,1.8511769539486522e-07
1903,9.184154357910757e-06,1.9494795377994478e-07
1904,9.30186344305639e-06,2.069230706780445e-07
1905,9.435415989855755e-06,2.4461998826552644e-07
1906,9.245128438806205e-06,2.453776026811738e-07
1907,9.666488381299132e-06,2.1754228018977528e-07
1908,8.794333183459457e-06,2.5293655081526367e-07
1909,9.188292679596088e-06,2.811002706160082e-07
1910,9.988751671130558e-06,2.597257360292815e-07
1911,1.0086365563211075e-05,3.0272929230079626e-07
1912,9.555641625524913e-06,3.047511323295282e-07
1913,1.0245906679529071e-05,2.9961891900853743e-07
1914,9.610497357925851e-06,3.897504914363026e-07
1915,1.0091400923784022e-05,5.925723085553614e-07
1916,1.0335905209046814e-05,4.801521056307934e-07
1917,1.1659502192173932e-05,4.046610637686854e-07
1918,1.0659357542408543e-05,5.214814642329202e-07
1919,1.2284190660238892e-05,4.7512498824175964e-07
1920,1.1409081110969055e-05,4.089004992380296e-07
1921,1.089869824966172e-05,3.1351174101246215e-07
1922,1.0195569231541413e-05,3.2979370523378293e-07
1923,1.074015476376644e-05,3.482030912493883e-07
1924,1.1317557252255028e-05,4.989058686177827e-07
1925,1.029209504110895e-05,3.629398799276373e-07
1926,9.986939801365224e-06,4.101779023102381e-07
1927,1.0382158563970734e-05,4.2367054753356115e-07
1928,9.634438114858312e-06,3.416386458177101e-07
1929,9.462661296311126e-06,3.999405988608373e-07
1930,9.978423250345259e-06,3.529210825803375e-07
1931,9.311333059258686e-06,3.7409570552426885e-07
1932,8.580221276588418e-06,3.167305973050816e-07
1933,8.873704217648992e-06,3.8656131806646954e-07
1934,8.578811474535541e-06,3.989866321774116e-07
1935,8.996558889862172e-06,3.6503267786258675e-07
1936,8.580660434631682e-06,4.5346432209214527e-07
1937,1.2452616132918592e-05,4.117295775429852e-07
1938,1.0938751245248568e-05,4.861955353874237e-07
1939,1.167853686467879e-05,4.679979328514605e-07
1940,8.322439569496964e-06,6.238025735960662e-07
1941,9.238203517725196e-06,7.083606199387305e-07
1942,9.06925916410728e-06,6.735950179859174e-07
1943,9.650353860024552e-06,7.751638273489903e-07
1944,8.794490447883163e-06,6.458504238082696e-07
1945,9.742270435708633e-06,5.576970263376779e-07
1946,9.470527288613084e-06,4.4825955214378155e-07
1947,8.968071384174436e-06,3.9100457716045867e-07
1948,8.19631607384963e-06,4.870605696538632e-07
1949,8.42790149135908e-06,4.368568591317512e-07
1950,8.238151181672038e-06,4.1371556047664626e-07
1951,8.088805742545446e-06,3.763474785145604e-07
1952,7.892785497176646e-06,3.8910326516372606e-07
1953,8.277531648559489e-06,3.663101422191062e-07
1954,8.289065306144039e-06,3.977422071699266e-07
1955,7.457804031218984e-06,3.341276260115933e-07
1956,8.20746654994764e-06,3.4622931543992763e-07
1957,7.509781944747829e-06,2.968572783146328e-07
1958,8.004222777913128e-06,3.4412533000960366e-07
1959,7.83910614643446e-06,3.8443710259628006e-07
1960,8.46694758394051e-06,3.7856959345106134e-07
1961,8.1064176455925e-06,6.315876985851787e-07
1962,7.773970118307716e-06,4.363265979634434e-07
1963,7.82327779802472e-06,3.756776791874472e-07
1964,8.068558813079107e-06,4.514304583480566e-07
1965,7.6159898085848e-06,3.983647669514312e-07
1966,7.781292126196604e-06,3.334522951092822e-07
1967,7.2865429956436856e-06,4.910614119779666e-07
1968,8.006846911712273e-06,4.0108344023792597e-07
1969,7.328580572618648e-06,3.488069992840792e-07
1970,7.2954172836148246e-06,4.6079224169659483e-07
1971,8.131000001299071e-06,4.845508758677397e-07
1972,7.384846469449258e-06,3.8116990275227636e-07
1973,7.568526370960171e-06,4.923291054836909e-07
1974,7.711533548615535e-06,4.061662863819038e-07
1975,7.482610357101294e-06,4.889026925525286e-07
1976,7.343024542194598e-06,4.942200817481535e-07
1977,6.815891730127532e-06,5.359624957179676e-07
1978,6.963561126838158e-06,5.447522504198332e-07
1979,6.7561033247898195e-06,6.846808791038939e-07
1980,6.786364451727422e-06,6.771014398054831e-07
1981,6.946718599465385e-06,5.522205004382386e-07
1982,6.899018231365517e-06,5.79159973312926e-07
1983,7.699633215452195e-06,5.822721185211321e-07
1984,7.646572562691745e-06,6.193340844617978e-07
1985,7.749241973442622e-06,6.141884743016135e-07
1986,7.350438195885545e-06,7.055509492204237e-07
1987,7.480250744151817e-06,7.076325712063181e-07
1988,7.402146152912792e-06,7.1358992492776e-07
1989,7.463297507115385e-06,7.474822645292534e-07
1990,7.243436542125892e-06,7.317538361917286e-07
1991,7.261183199602783e-06,7.549566980458167e-07
1992,7.453852404637473e-06,7.245576369996343e-07
1993,7.84185603208698e-06,8.275575922311873e-07
1994,7.930324727567495e-06,8.255260404155251e-07
1995,7.269337629622896e-06,9.527246263019151e-07
1996,7.264609735102567e-06,7.3078480866684e-07
1997,7.022122858302282e-06,7.844447260652032e-07
1998,7.497406528500505e-06,7.567021036436472e-07
1999,8.051323447944014e-06,6.741046867375644e-07
2000,7.682515089868502e-06,7.431128921098207e-07
2001,6.6305259593946175e-06,4.6747529580670744e-07
2002,7.494517404893486e-06,4.473227130930013e-07
2003,7.223361066621692e-06,3.450212133770947e-07
2004,7.487263985694881e-06,3.1582354687031966e-07
2005,7.020445096372896e-06,5.35495837894473e-07
2006,7.256957587742363e-06,3.471381315733879e-07
2007,7.5595524009486326e-06,2.648339920696685e-07
2008,8.048263758553276e-06,3.452783641222368e-07
2009,8.793977684717902e-06,2.932438469827048e-07
2010,9.431997270326065e-06,1.535232740934589e-07
2011,1.0512098604920084e-05,1.3842777901729164e-07
2012,1.0946714915860412e-05,1.7327645984721585e-07
2013,1.0485436376939106e-05,2.5604166875581313e-07
2014,1.0991799534565416e-05,4.811619334077477e-07
2015,1.1103934426159867e-05,2.3451368225124725e-07
2016,1.134742223740659e-05,2.2536179233867415e-07
2017,1.0023956878768558e-05,1.9319894950520222e-07
2018,1.1421441691084055e-05,3.472072780397184e-07
2019,1.1706737886640894e-05,4.3111691994113244e-07
