year,ses_DET ouvertures_NOUN,ses_DET couvertures_NOUN
1848,1.3113711538892403e-07,1.0217431878345451e-07
1849,1.8267124346493802e-07,1.131220983552339e-07
1850,1.629359083210602e-07,1.0998173394227706e-07
1851,3.3601574500607967e-07,1.2769888257935236e-07
1852,1.7643577621129225e-07,9.179868953879122e-08
1853,1.7438040922357345e-07,1.2182741215838178e-07
1854,1.6522213019953824e-07,1.07550256700506e-07
1855,1.7459822743148834e-07,1.5177840850810753e-07
1856,2.4798735775988234e-07,9.215396801209863e-08
1857,2.3040723462486312e-07,1.0055908461481522e-07
1858,1.5610826942236145e-07,1.1010771316932733e-07
1859,2.077606717776348e-07,1.2373980950997066e-07
1860,1.63863179025725e-07,1.5058934366152243e-07
1861,1.7873502677900888e-07,1.1742749705945243e-07
1862,2.1686334195081258e-07,1.4005757975610322e-07
1863,2.152681579659088e-07,1.8380204380719078e-07
1864,2.1528328009168263e-07,1.4192394814926956e-07
1865,2.0427704860992435e-07,1.3414506838671514e-07
1866,1.951110766285069e-07,1.3137155008280388e-07
1867,2.0187695426443497e-07,1.3151118594123545e-07
1868,2.1488451906748196e-07,1.2695475959390023e-07
1869,2.1340979117212555e-07,1.1866951865613373e-07
1870,1.5539272357756317e-07,1.2328204945788457e-07
1871,1.8480849028890134e-07,1.678146048789131e-07
1872,1.7476811287053806e-07,1.2578465202750522e-07
1873,2.0172834425125075e-07,1.1732569049627273e-07
1874,2.2823007128636164e-07,1.3741600923822261e-07
1875,1.6477998610042732e-07,1.361723462878217e-07
1876,1.7291602461000366e-07,1.3119851871579158e-07
1877,1.812151043667498e-07,1.5029102939934091e-07
1878,2.2646582653607084e-07,1.3165212919830083e-07
1879,1.869453516434305e-07,1.6739551256250707e-07
1880,1.7969968979514306e-07,1.424761819635023e-07
1881,2.210284897330439e-07,1.6036767647165107e-07
1882,1.963338602806175e-07,1.1846585579178281e-07
1883,2.1675332106951828e-07,2.1422559370876115e-07
1884,2.6538822162081033e-07,1.485381773136396e-07
1885,2.3719938946342722e-07,1.0828667740270248e-07
1886,1.748888740493726e-07,1.1422631018831453e-07
1887,2.0435533887308566e-07,1.3123138842274784e-07
1888,1.9148656171807943e-07,1.737328432227514e-07
1889,1.2342319655189726e-07,1.2843530328154884e-07
1890,1.992533515959849e-07,1.264996569716459e-07
1891,1.421451045757749e-07,1.2748439814913581e-07
1892,1.5107114847978664e-07,1.253702492931552e-07
1893,1.9706932796736965e-07,1.1454654469389425e-07
1894,1.4934647829534242e-07,1.392640172070969e-07
1895,1.209741546936982e-07,1.1856670312226925e-07
1896,1.9931957995211746e-07,1.1970968216701294e-07
1897,1.270223495275502e-07,1.159516003212957e-07
1898,1.4315637386630442e-07,1.1373293062888479e-07
1899,1.5256116014938925e-07,1.426115261438099e-07
1900,1.6351816789494933e-07,1.339291770818818e-07
1901,1.6095568700080776e-07,1.1568689473051563e-07
1902,2.597540120774511e-07,1.0508007619591808e-07
1903,1.2636515300812334e-07,1.0044409748388716e-07
1904,1.8381217703478114e-07,1.3167831980354094e-07
1905,1.5379061224507495e-07,1.3572795865002263e-07
1906,1.1574415381687686e-07,1.4352275456985808e-07
1907,1.1879967942718395e-07,1.517138770168458e-07
1908,1.3113408314779917e-07,1.4832394867880794e-07
1909,1.3312379731900137e-07,1.292731184321383e-07
1910,1.5658361274262234e-07,1.4268881898260588e-07
1911,1.4843843665346412e-07,1.2024045759062574e-07
1912,1.4065437792254443e-07,1.3752871552696888e-07
1913,1.4318072238950208e-07,1.1560517521047586e-07
1914,1.7143663377794383e-07,1.2790781056537526e-07
1915,7.421879988367408e-08,1.4372530188211385e-07
1916,9.998590644322292e-08,1.7360190440740553e-07
1917,1.1514745601459708e-07,1.2282394834528532e-07
1918,1.1830967761028433e-07,1.0912057746281789e-07
1919,1.1325653148652748e-07,1.9428560449341603e-07
1920,1.431151748221282e-07,1.8854856875805126e-07
1921,9.390206479054086e-08,1.893186833967775e-07
1922,1.0845565068251517e-07,1.7338147983991803e-07
1923,9.872831663315651e-08,1.6879357644938864e-07
1924,1.0828964380760198e-07,1.907960438529699e-07
1925,1.3967686474103402e-07,2.111650161396028e-07
1926,9.808601664218486e-08,1.683066841451364e-07
1927,1.2264147208895793e-07,2.530873928208166e-07
1928,1.0511957970749108e-07,1.5539416153842467e-07
1929,1.7044821110090425e-07,1.5373760220427357e-07
1930,1.31295046834623e-07,1.344461253438567e-07
1931,1.5397231223346353e-07,1.9617213808942324e-07
1932,1.008277359382248e-07,1.249387224788734e-07
1933,1.6058926388673456e-07,1.45677404361777e-07
1934,8.14747487254408e-08,1.22212114206377e-07
1935,1.1250187004208101e-07,1.627686572192033e-07
1936,9.093535968673905e-08,1.3579679603026307e-07
1937,9.946983137165688e-08,1.23392950968082e-07
1938,1.0631475966249582e-07,1.257625825701325e-07
1939,1.2999943432845384e-07,1.3764645245828433e-07
1940,8.1145051344933e-08,8.621661606866837e-08
1941,1.0035108832795459e-07,1.5938114472646703e-07
1942,8.799214401555844e-08,1.790184995797972e-07
1943,1.0451646748066423e-07,2.0032322822771675e-07
1944,1.3816700672464322e-07,1.9921753846574575e-07
1945,1.2853173902982462e-07,2.047793827841815e-07
1946,7.935029522343484e-08,1.8236646326386108e-07
1947,1.0728783927937968e-07,1.9192601996564917e-07
1948,7.284165004506349e-08,1.7721177414387057e-07
1949,9.718838356320703e-08,1.394015214373212e-07
1950,1.2975140895044035e-07,1.2443372554571397e-07
1951,9.59526139654443e-08,1.5565646549475787e-07
1952,8.857635636072558e-08,1.3919141395035695e-07
1953,8.834538567370487e-08,1.9500627956858807e-07
1954,8.79528281316766e-08,1.6711037176264654e-07
1955,1.0042600750992392e-07,1.2764427026468184e-07
1956,1.0988638710074383e-07,1.848882078547831e-07
1957,9.276789258994e-08,1.3075856486466364e-07
1958,6.121460227603848e-08,1.4228258748971712e-07
1959,8.370808046720413e-08,1.4028853456693469e-07
1960,9.550749835440797e-08,1.2803542404071777e-07
1961,7.781938399231692e-08,1.3757355077359534e-07
1962,1.084474554602366e-07,1.2557073603147728e-07
1963,8.276548202346135e-08,1.6359115306840977e-07
1964,9.247632148934315e-08,1.4723202923505596e-07
1965,1.2421538642115593e-07,1.2640420266052388e-07
1966,9.527208599813264e-08,1.3847686375356716e-07
1967,1.0255097793177015e-07,1.4692399474824924e-07
1968,1.1812423883483802e-07,1.1947166456138802e-07
1969,1.0582295839611788e-07,1.1218141793278846e-07
1970,1.237057047909218e-07,1.1772736030479791e-07
1971,8.375587889908331e-08,1.0122643345766846e-07
1972,1.2312352559717965e-07,1.323577834000389e-07
1973,1.0861011112694996e-07,7.442825022963007e-08
1974,9.282193080828449e-08,1.0013517481866074e-07
1975,1.0166434805114477e-07,9.024138591939845e-08
1976,9.48445442183754e-08,9.313048821013581e-08
1977,1.0343135947721294e-07,7.169673921225694e-08
1978,1.182177706837706e-07,9.980193738101661e-08
1979,1.1703946700691858e-07,8.426841446862454e-08
1980,1.2336777244215114e-07,1.0801786487490972e-07
1981,1.0437156383602542e-07,1.2524587589268776e-07
1982,1.1794254195507392e-07,9.683703439122837e-08
1983,9.599280659244869e-08,1.225171359919841e-07
1984,1.0728165511508791e-07,1.0844146203226046e-07
1985,1.1549871192784167e-07,1.3354538452858833e-07
1986,1.3247813157590826e-07,1.258841990647852e-07
1987,1.2466066312555313e-07,1.008284797876513e-07
1988,1.037403831727346e-07,9.714417359418803e-08
1989,1.0372550640624922e-07,1.0976244624316678e-07
1990,1.1060761284653609e-07,8.608868284909477e-08
1991,1.131262774567432e-07,1.0023105545542421e-07
1992,9.917899346234549e-08,8.871010237498922e-08
1993,1.1133807231722415e-07,1.1687727408116189e-07
1994,9.81136376587699e-08,1.0813599260472984e-07
1995,9.27239076631281e-08,8.947043994567139e-08
1996,9.822089319655447e-08,1.339861199767256e-07
1997,1.0644665593417812e-07,1.136389968792173e-07
1998,9.965389935473468e-08,1.0156115592963033e-07
1999,1.3390688913261783e-07,8.683382191065903e-08
2000,9.984750892755301e-08,1.0824177110180244e-07
2001,1.0821593399157337e-07,9.594853622729715e-08
2002,1.2355044898271217e-07,8.762442860188457e-08
2003,9.167230619056e-08,1.0542314754502513e-07
2004,1.030721121786371e-07,1.0086971968803482e-07
2005,7.881561980838114e-08,1.1529598964443721e-07
2006,1.0747693002244318e-07,1.136537619572664e-07
2007,1.1264432231428145e-07,1.7096371607294714e-07
2008,9.579239268475703e-08,2.1202049538260326e-07
2009,1.0585387677508606e-07,2.117077428920311e-07
2010,8.455589517453177e-08,2.7728665941140207e-07
2011,8.450978006280252e-08,3.30391173974931e-07
2012,9.259567512742706e-08,4.0306352389052336e-07
2013,7.586419870087013e-08,4.3370894786676217e-07
2014,9.419686386458181e-08,4.761813841014373e-07
2015,9.70859992399653e-08,4.705789535819349e-07
2016,8.989615807308837e-08,4.938074766869249e-07
2017,8.477610369261868e-08,4.105477557914128e-07
2018,7.073218721842522e-08,5.023534299652965e-07
2019,6.326449897287034e-08,4.3417810502432985e-07
