year,diverses_ADJ ouvertures_NOUN,diverses_ADJ couvertures_NOUN
1886,2.3877817056927597e-08,1.936039106809062e-09
1887,2.8074376601239237e-08,1.3057849246322917e-09
1888,4.818867083145051e-08,8.242799331981132e-09
1889,2.5687061366852504e-08,3.759081934617825e-09
1890,2.2940352728539892e-08,4.5880703680722945e-09
1891,2.3584614594618358e-08,5.736798147637501e-09
1892,2.382034658410248e-08,3.1342561879199593e-09
1893,3.7566341148931315e-08,2.463366621796581e-09
1894,3.465846631911518e-08,2.520615716150587e-09
1895,2.5880042997528108e-08,3.611168697403855e-09
1896,3.951009475144929e-08,0.0
1897,3.26295968022805e-08,0.0
1898,3.6779305156997566e-08,1.13167097914868e-09
1899,2.1004797901014172e-08,2.2110313580014918e-09
1900,2.699347589896206e-08,1.3496738504592543e-08
1901,1.5648469187112823e-08,5.588738916095792e-10
1902,5.74503198347287e-08,3.928227076954727e-09
1903,1.4580594509538969e-08,1.6200660812870638e-09
1904,2.0961039126632386e-08,2.6873125946735854e-09
1905,2.0126959654476195e-08,4.1286072338664326e-09
1906,2.211999294843281e-08,2.0576738091193647e-09
1907,3.085705913008496e-08,1.5942815068115124e-08
1908,2.7503779254089977e-08,3.929111258571538e-09
1909,2.0353638774395222e-08,5.500983557560346e-10
1910,1.8170112525695004e-08,3.7409054742809644e-09
1911,1.3300935464144459e-08,2.128149656499545e-09
1912,2.2400511667797218e-08,1.0418842455450772e-09
1913,2.2802856491921375e-08,1.060597942803554e-09
1914,2.74566485103378e-08,2.0090231700464756e-09
1915,2.4739600590351074e-08,0.0
1916,7.69122365795738e-09,0.0
1917,4.496233874107247e-08,1.0966424435210342e-09
1918,2.6418665477478953e-08,0.0
1919,9.207848705727883e-09,0.0
1920,1.665890891899835e-08,5.300562211374427e-09
1921,1.741731914250977e-08,7.572747762196741e-09
1922,1.475587119159627e-08,0.0
1923,2.229349105320466e-08,2.1231896241147297e-09
1924,1.804827398643738e-08,1.289162443462999e-09
1925,1.0998178368026856e-08,0.0
1926,3.343841470382358e-08,1.1146138456652466e-09
1927,2.0068604555945058e-08,1.1149224876660924e-09
1928,2.9707706517001498e-08,1.1426041224282812e-09
1929,1.7824650200282122e-08,5.570202965543558e-09
1930,1.1553964007759987e-08,1.0503603542488804e-09
1931,1.3686427990933225e-08,3.4216069977333063e-09
1932,1.53433514782364e-08,1.0959536611565568e-09
1933,1.7205993074753678e-08,2.2941324395731044e-09
1934,9.585264137967897e-09,0.0
1935,2.393656828303392e-08,0.0
1936,2.3036957230715416e-08,0.0
1937,8.813782592653752e-09,0.0
1938,1.1668692678767911e-08,1.2965214457594243e-09
1939,1.988226472349197e-08,1.5294050470515685e-09
1940,1.7750480196809804e-08,5.0715658339584024e-09
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,2.4273693721710288e-08,6.068423541449874e-09
1943,1.4516175816936538e-08,8.709705845433291e-09
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,1.742803190651898e-08,8.714016175304096e-09
1946,2.227376683094917e-08,2.7842208538686464e-09
1947,4.0530959921625254e-08,0.0
1948,2.5005341797168512e-08,2.174377566888097e-09
1949,2.1597418964347526e-08,0.0
1950,1.4889506516624351e-08,6.381216888229346e-09
1951,1.2793682557799002e-08,6.396841278899501e-09
1952,1.7926167217297007e-08,9.490323193972472e-09
1953,2.5857186614075545e-08,4.3095309543161875e-09
1954,8.795282724349818e-09,3.9090144454689835e-09
1955,1.6894095011821264e-08,8.447047505910632e-09
1956,1.657016923672927e-08,9.593255523299149e-09
1957,1.678657179926546e-08,1.1485549400447326e-08
1958,1.985338454746355e-08,5.790570467567591e-09
1959,1.0075972278755785e-08,3.8753737996444215e-09
1960,2.283875055741902e-08,8.997083078554624e-09
1961,1.598076693198891e-08,4.16889545107324e-09
1962,1.8391673961559718e-08,2.5367825617905737e-09
1963,2.5217608334848762e-08,8.405868889838075e-09
1964,1.2776333768727e-08,1.2167936658258327e-09
1965,1.586892572902343e-08,7.660860390501512e-09
1966,1.5509408979319517e-08,2.769537488234164e-09
1967,1.7749208325312793e-08,4.437302081328198e-09
1968,1.527081394669949e-08,5.838840466676487e-09
1969,1.9075383467237472e-08,2.7250546263957176e-09
1970,1.977451802304131e-08,3.678980065036086e-09
1971,1.3359833683779243e-08,6.679916619845017e-09
1972,9.747279428040656e-09,4.6171320100540925e-09
1973,1.7642252103655665e-08,8.821125663249774e-09
1974,9.00091468025721e-09,1.1251143128276908e-08
1975,1.3707552426467373e-08,6.282628195464213e-09
1976,1.199840671262109e-08,1.7140580066410394e-09
1977,1.1753563455840776e-08,3.526069214387917e-09
1978,1.3069301307844228e-08,6.534650598410963e-09
1979,1.2289143924704149e-08,2.3407893401383717e-09
1980,1.0801786132219604e-08,9.664756106531058e-09
1981,1.4548763971333756e-08,8.223214109648325e-09
1982,1.3035754697909852e-08,4.966001831974154e-09
1983,1.3262164144656197e-08,8.841442245000053e-09
1984,1.3337719928507852e-08,6.958810416790584e-09
1985,1.6843562988810845e-08,3.609334831011779e-09
1986,8.392279760016663e-09,4.196139880008332e-09
1987,5.49973533381376e-09,5.49973533381376e-09
1988,1.0194141475405871e-08,6.596209356501959e-09
1989,9.878619700032232e-09,5.488121956886971e-09
1990,8.172976295739431e-09,3.814055737905164e-09
1991,1.1136784217047335e-08,4.689171995142516e-09
1992,9.917899890243831e-09,2.2039776670368383e-09
1993,1.0524494165053966e-08,4.985286850001103e-09
1994,1.2132331361769388e-08,4.747434001473039e-09
1995,1.2471636778865758e-08,8.133676565602599e-09
1996,1.014237538399243e-08,4.270473752399084e-09
1997,1.6782131240233866e-08,6.7128524960935465e-09
1998,8.10582001520288e-09,9.536258005482523e-09
1999,1.7823785114501334e-08,4.113180906983871e-09
2000,7.068850393920911e-09,7.068850504943214e-09
2001,1.3143635291257283e-08,8.324302303019948e-09
2002,6.571832134039113e-09,4.381221607729913e-09
2003,5.41700001521761e-09,5.8336921959778465e-09
2004,1.1452457648886138e-08,3.0833537945085254e-09
2005,1.0808999029165989e-08,4.954124666056714e-09
2006,1.4000825387938676e-08,2.0589450144825605e-09
2007,1.1184542181297275e-08,4.393927444112933e-09
2008,9.79211112195344e-09,4.257439734089985e-09
2009,1.0490023072406984e-08,6.198650481792356e-09
2010,5.196172381261022e-09,7.558068837454357e-09
2011,3.4415748029203996e-09,4.206369030868018e-09
2012,9.191482575054977e-09,3.4042526575461807e-09
2013,8.925200134513034e-09,4.462600067256517e-09
2014,5.846701789380404e-09,3.2481677347817595e-09
2015,7.093041265449074e-09,2.2165753260638965e-09
2016,1.2842308549920745e-08,4.142680115615249e-09
2017,8.049956368161304e-09,4.2765391228272165e-09
2018,9.29327992338358e-09,1.8070267504555204e-09
2019,7.90806176098613e-09,2.5509878653906526e-09
